"LogLikelihood"	"Iteration"
4599.7469877004	1
4596.73706161296	2
4601.43990277911	3
4601.27501072995	4
4603.50609128815	5
4606.20634516699	6
4593.36775884087	7
4607.12956159377	8
4603.98087396018	9
4605.83919284757	10
4601.40696502239	11
4602.96560885627	12
4607.34225731045	13
4615.87582523234	14
4618.70176037299	15
4616.38299919566	16
4606.44166566735	17
4610.6564668473	18
4611.43158573588	19
4614.63638764346	20
4602.05529538443	21
4612.44239269285	22
4605.42821543837	23
4594.73142807129	24
4608.02316591648	25
4608.04131268534	26
4605.93638194704	27
4606.30807557982	28
4610.4598946305	29
4612.33699368767	30
4602.16611149663	31
4617.42660005529	32
4619.03673186938	33
4609.28317145634	34
4604.30442583055	35
4604.13500575737	36
4607.25668410164	37
4602.43613641793	38
4610.59431079633	39
4615.27951447715	40
4607.67300448829	41
4609.37583118901	42
4603.69699853115	43
4607.24570163579	44
4607.89253426684	45
4614.80520195049	46
4604.84102594668	47
4615.37391066797	48
4604.81033776793	49
4602.23923221417	50
4603.68355884131	51
4597.66324758781	52
4598.68123309498	53
4603.45567351869	54
4608.40636607315	55
4608.53664132819	56
4592.04653677221	57
4606.07705560237	58
4604.07107977082	59
4608.05852545129	60
4608.06013409345	61
4597.4032527968	62
4598.24590404591	63
4611.5049758068	64
4607.84216096912	65
4608.57433117988	66
4600.58083570649	67
4613.76638632751	68
4619.9692655611	69
4609.17880782629	70
4614.81265187074	71
4604.15297352961	72
4609.80095558141	73
4612.43517352538	74
4609.15475400622	75
4606.94317971621	76
4616.44372911562	77
4610.43719058493	78
4603.45925718713	79
4597.82698863969	80
4603.42155155465	81
4617.10807718694	82
4596.42712982631	83
4610.32699605758	84
4607.08861777873	85
4613.45687869138	86
4610.5208240362	87
4602.19038351858	88
4605.01145043425	89
4602.6417655588	90
4610.25495374138	91
4610.47643243275	92
4606.45739395413	93
4602.17859120502	94
4596.40964696483	95
4594.93537253202	96
4598.64286676303	97
4603.74858685478	98
4612.3582264968	99
4604.60661309169	100
4603.90392731341	101
4593.95069022754	102
4600.4798938846	103
4609.77198681067	104
4615.27580009504	105
4611.00327933783	106
4616.74489884311	107
4610.13024061967	108
4614.57012732279	109
4599.39284426874	110
4590.27974466852	111
4605.97945962727	112
4609.8384648378	113
4609.62550414486	114
4611.74728911441	115
4596.23579524267	116
4604.15897264169	117
4612.74187378075	118
4600.84132895353	119
4615.25093146316	120
4614.28662494996	121
4620.89865314979	122
4605.70963961296	123
4604.59059278138	124
4615.57110366745	125
4601.73278425611	126
4616.23530104078	127
4619.88075364516	128
4604.25245765972	129
4597.53816045393	130
4587.54019790902	131
4610.80029201322	132
4611.13924337382	133
4610.64587173981	134
4611.88110175081	135
4602.86291940304	136
4596.2602654601	137
4611.96738376209	138
4604.30385700906	139
4612.61992590722	140
4614.89839133512	141
4606.2897461966	142
4604.05464050418	143
4612.61840700181	144
4618.87917166621	145
4615.61224074527	146
4595.72605010013	147
4599.15490297696	148
4608.62816194666	149
4616.18017721234	150
4618.5270462716	151
4599.54462701447	152
4602.9006651784	153
4609.62214983065	154
4608.82079827178	155
4600.84814287262	156
4606.26486315235	157
4606.37122179786	158
4611.66831170088	159
4609.84695620771	160
4593.81819654723	161
4602.50632883729	162
4605.80271775497	163
4604.64460714137	164
4612.97051369442	165
4610.89039497062	166
4606.59789962448	167
4622.15736436317	168
4611.83357562522	169
4611.7762030611	170
4596.34293801655	171
4608.86745863166	172
4607.15285310763	173
4608.25407316987	174
4612.9572730033	175
4606.15955023187	176
4614.13344437898	177
4598.23473304012	178
4615.29561738947	179
4605.17125712204	180
4604.77301183494	181
4604.18306613888	182
4600.00681074043	183
4601.38882464081	184
4606.97384921393	185
4603.63561956924	186
4594.22324823447	187
4612.54249571953	188
4612.67205724169	189
4605.71801460652	190
4608.75826990867	191
4603.56855760345	192
4613.18975664859	193
4603.38419891817	194
4610.61331956404	195
4606.32198332958	196
4602.91941973469	197
4601.15009278008	198
4612.61350851979	199
4605.68343257404	200
4612.0056542124	201
4610.1248504918	202
4608.43912983102	203
4616.29450350826	204
4606.81352824784	205
4611.71703640466	206
4616.93234144393	207
4618.24856878527	208
4613.61056891964	209
4609.92144771678	210
4603.17955616806	211
4603.53248184549	212
4603.07428261658	213
4595.84910943323	214
4618.66707965063	215
4607.71165843907	216
4606.58997287619	217
4607.66620861205	218
4615.35059384868	219
4595.22911594326	220
4596.93136080533	221
4609.95237210193	222
4606.28467298345	223
4609.8949475577	224
4608.33253134224	225
4601.23548685695	226
4608.02601119372	227
4601.06341328708	228
4608.57772645109	229
4617.80467063149	230
4615.17322893584	231
4588.03768572592	232
4612.64905135076	233
4617.27006633537	234
4607.19458858677	235
4614.02670904543	236
4598.24206343087	237
4610.39557941989	238
4605.75183868692	239
4619.38540795115	240
4607.68145176482	241
4610.73337824045	242
4601.38861712822	243
4611.07483020289	244
4606.57675290395	245
4608.65918483482	246
4608.09579722192	247
4612.45358946593	248
4594.27232567666	249
4604.80372720074	250
4604.9177401398	251
4601.8220564147	252
4614.47474462834	253
4606.66237492258	254
4613.51137306306	255
4598.09703692409	256
4608.36522173056	257
4598.21425961553	258
4608.76813664033	259
4602.81562157779	260
4598.53895692931	261
4601.04572040486	262
4600.52077820683	263
4615.77256020411	264
4601.35757926183	265
4612.03787432269	266
4594.75808293055	267
4599.37243996174	268
4606.09640028038	269
4598.55728649311	270
4610.1321286021	271
4601.29890572525	272
4607.09839900596	273
4605.92105849379	274
4600.78631424118	275
4619.45106451101	276
4600.89652789965	277
4614.57114384113	278
