"Iteration"	"tau_Intercept"
1	322.578673732988
2	324.688814255784
3	324.740209717538
4	319.270285852408
5	320.340301112754
6	317.733815453828
7	325.694329267547
8	333.097838376195
9	324.573790971713
10	325.542872265792
11	322.020726898778
12	329.320552964309
13	324.538013116872
14	314.273885844705
15	325.149906547564
16	332.946121831173
17	338.903482935645
18	329.049315911118
19	327.633715791405
20	332.780339747649
21	322.041072853606
22	331.044328918197
23	333.761877255995
24	331.977125182572
25	327.788602264904
26	318.960464143881
27	328.954260065822
28	328.202061956799
29	326.448684263691
30	323.610418457365
31	342.6940960617
32	324.37344102908
33	327.595737694441
34	330.506776498676
35	323.497083522148
36	331.885801520458
37	328.948108792379
38	329.346957834285
39	344.148003282322
40	325.162328177672
41	326.460876189832
42	327.957012648294
43	322.192717390481
44	320.419992784277
45	346.157987029587
46	331.110164540198
47	331.261870566966
48	332.374365333944
49	325.701143108928
50	336.515305292529
51	326.555901545205
52	345.156945203917
53	335.900940736651
54	332.952041510062
55	338.484352302429
56	328.535074713782
57	324.139097395982
58	318.752821095737
59	318.1581063444
60	336.770552236055
61	329.171721999245
62	321.767715068721
63	327.01602422596
64	335.900132659811
65	321.373962098382
66	323.794649274636
67	334.268833796654
68	333.405848497092
69	325.975204352147
70	332.342987825859
71	317.151748297164
72	342.028799105489
73	335.684801883006
74	334.603365792389
75	314.279640997914
76	344.336098723402
77	318.585871459843
78	303.151846483851
79	324.963713811417
80	308.721009735873
81	307.426900020442
82	325.942468123283
83	334.876755722354
84	318.381622703853
85	328.693851238467
86	324.41679880609
87	336.474247068225
88	326.738470429027
89	331.767898440352
90	325.125217665551
91	334.745207274445
92	327.611567006322
93	317.86727073598
94	327.799685470711
95	309.692427196474
96	332.485348034501
97	328.22021319079
98	325.863996523409
99	335.061201783409
100	326.07208959727
101	328.040361782072
102	328.743080531676
103	312.540878114592
104	328.085935636676
105	328.308563612689
106	326.420334140588
107	328.414863589146
108	334.469496347098
109	318.814601177819
110	315.039544965715
111	323.752721811528
112	329.285986391145
113	337.600868256353
114	327.18331456912
115	324.936483399021
116	314.198629725213
117	332.891459697023
118	337.842082338058
119	328.449623626076
120	336.590241227695
121	327.05695208331
122	337.401648281224
123	331.099373084348
124	332.601608828529
125	331.814127736262
126	335.061870542377
127	326.846532516659
128	328.086079780841
129	335.870267512613
130	318.167345090536
131	333.914002057591
132	330.45221664211
133	323.396087596301
134	353.021243461347
135	332.527562648463
136	332.213392276521
137	322.35491987921
138	330.494240822202
139	331.588775267891
140	328.137696018169
141	332.825652635461
142	324.901988561733
143	339.913407155029
144	330.040224572297
145	325.047256932047
146	326.009730481865
147	312.879813571588
148	334.560836689558
149	321.950917681717
150	324.836537476705
151	327.145617944173
152	323.926254988844
153	321.697583814628
154	325.097223338612
155	333.768952150954
156	338.518592755624
157	337.206871791809
158	327.752255442469
159	322.887851039136
160	336.476121032967
161	330.414677534107
162	328.427730232315
163	330.781647549797
164	340.559722094639
165	323.199394112334
166	314.530410806143
167	328.749985633534
168	329.310151284628
169	321.760133437862
170	331.52706490886
171	327.882379504235
172	321.449463411175
173	319.957541106271
174	320.971239455476
175	334.513097173678
176	338.80114971391
177	336.365810783599
178	338.232523027328
179	325.699023981266
180	320.610871111514
181	311.533010185961
182	325.933550587027
183	327.446490551499
184	334.36321479488
185	326.7469471885
186	327.200423271183
187	324.241638022579
188	323.468083505007
189	326.546584042022
190	329.781055052911
191	328.271562452569
192	328.652556130268
193	331.511490620371
194	334.299172517056
195	334.202074837841
196	328.738280796872
197	331.298004860681
198	318.938628303399
199	328.79286242144
200	322.201584693509
201	347.859636822055
202	326.099126998178
203	333.078105030662
204	331.052443226358
205	334.953030796672
206	330.537777645547
207	320.366578961446
208	329.992906196107
209	315.615776472991
210	332.679493899851
211	332.443887804635
212	326.550537899999
213	336.277445670966
214	328.927391138437
215	338.876764492791
