"Area"	"Species"	"Year"	"CatchDate"	"Gear"	"Location"	"Coastal"	"N62Code"	"VesselLength"	"CountryVessel"	"LandingSite"	"CountryLanding"	"Usage"	"RoundWeight"	"Latitude"	"Longitude"	"Stratum"	"IcesArea"	"Period"	"Quarter"
"00"	"2013"	2020	2020-06-21T22:00:00Z	"11"	"46"	"8"	"Nord for 62°N"	"10.05"	"NOR"	"HBRB"	"NOR"	"1"	6026	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q2"
"00"	"2013"	2020	2020-06-22T22:00:00Z	"11"	"46"	"8"	"Nord for 62°N"	"10.05"	"NOR"	"HBRB"	"NOR"	"1"	10139	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q2"
"00"	"2013"	2020	2020-06-27T22:00:00Z	"11"	"46"	"8"	"Nord for 62°N"	"10.05"	"NOR"	"HBRB"	"NOR"	"1"	13722	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q2"
"00"	"2013"	2020	2020-06-30T22:00:00Z	"11"	"46"	"8"	"Nord for 62°N"	"10.61"	"NOR"	"HBRB"	"NOR"	"1"	6119	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q3"
"00"	"2013"	2020	2020-06-21T22:00:00Z	"11"	"46"	"8"	"Nord for 62°N"	"10.61"	"NOR"	"HBRB"	"NOR"	"1"	6886	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q2"
"00"	"2013"	2020	2020-06-23T22:00:00Z	"11"	"46"	"8"	"Nord for 62°N"	"10.61"	"NOR"	"HBRB"	"NOR"	"1"	14910	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q2"
"00"	"2013"	2020	2020-07-02T22:00:00Z	"11"	"49"	"8"	"Nord for 62°N"	"10.61"	"NOR"	"HBRB"	"NOR"	"1"	25608	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q3"
"00"	"2013"	2020	2020-07-05T22:00:00Z	"11"	"44"	"8"	"Nord for 62°N"	NA	"NOR"	"N541"	"NOR"	"1"	8824	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q3"
"00"	"2013"	2020	2020-07-03T22:00:00Z	"11"	"49"	"8"	"Nord for 62°N"	NA	"NOR"	"N541"	"NOR"	"1"	18435	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q3"
"00"	"2013"	2020	2020-07-02T22:00:00Z	"11"	"49"	"8"	"Nord for 62°N"	"10"	"NOR"	"N541"	"NOR"	"1"	28969	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q3"
"00"	"2013"	2020	2020-07-08T22:00:00Z	"11"	"49"	"8"	"Nord for 62°N"	"10.16"	"NOR"	"N541"	"NOR"	"1"	10022	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q3"
"00"	"2013"	2020	2020-06-21T22:00:00Z	"11"	"10"	"8"	"Nord for 62°N"	"10.59"	"NOR"	"N541"	"NOR"	"1"	12068	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q2"
"00"	"2013"	2020	2020-06-25T22:00:00Z	"11"	"10"	"8"	"Nord for 62°N"	"10.59"	"NOR"	"N541"	"NOR"	"1"	12598	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q2"
"00"	"2013"	2020	2020-07-01T22:00:00Z	"11"	"46"	"8"	"Nord for 62°N"	"10.59"	"NOR"	"N541"	"NOR"	"1"	12093	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q3"
"00"	"2013"	2020	2020-07-06T22:00:00Z	"11"	"48"	"8"	"Nord for 62°N"	"10.59"	"NOR"	"N541"	"NOR"	"1"	6948	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q3"
"00"	"2013"	2020	2020-07-02T22:00:00Z	"11"	"49"	"8"	"Nord for 62°N"	"10.59"	"NOR"	"N541"	"NOR"	"1"	14300	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q3"
"00"	"2013"	2020	2020-06-20T22:00:00Z	"11"	"10"	"8"	"Nord for 62°N"	"10.6"	"NOR"	"N541"	"NOR"	"1"	14238	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q2"
"00"	"2013"	2020	2020-06-21T22:00:00Z	"11"	"10"	"8"	"Nord for 62°N"	"10.6"	"NOR"	"N541"	"NOR"	"1"	7523	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q2"
"00"	"2013"	2020	2020-06-28T22:00:00Z	"11"	"10"	"8"	"Nord for 62°N"	"10.6"	"NOR"	"N541"	"NOR"	"1"	14912	67.628732571778	14.674558631597	"27.2.a"	"27.2.a.2"	"[01-04, 01-10>"	"Q2"
