"Age"	"Iteration"	"MeanIndividualLength"
1	1	28.936942789878
2	1	31.367939910795
3	1	33.460834601735
4	1	34.875459356552
5	1	35.619378586994
6	1	36.739633446004
7	1	37.347447051696
8	1	37.574123080803
9	1	37.923730761927
10	1	38.512392782322
11	1	38.563821749521
12	1	38.659747591036
1	2	28.986689637924
2	2	31.545606858044
3	2	33.493936148723
4	2	34.858235699246
5	2	35.93458888238
6	2	36.706428250041
7	2	37.304638191342
8	2	37.815650055492
9	2	38.155912347002
10	2	38.450908674917
11	2	38.690003221489
12	2	38.934034754972
1	3	28.787491959827
2	3	31.544302854684
3	3	33.448532523751
4	3	34.82554349548
5	3	35.852939135957
6	3	36.626964000231
7	3	37.272519834513
8	3	37.744905106026
9	3	38.151044223151
10	3	38.4755605794
11	3	38.710404559214
12	3	38.941741245166
1	4	28.803530191742
2	4	31.581088207307
3	4	33.464050952758
4	4	34.814697403548
5	4	35.851457587913
6	4	36.649362452922
7	4	37.267862134076
8	4	37.760274721952
9	4	38.16080786451
10	4	38.49352531974
11	4	38.758871656332
12	4	38.97421311645
1	5	28.809477801535
2	5	31.532727706307
3	5	33.431168869599
4	5	34.810828801249
5	5	35.843046847589
6	5	36.641573351191
7	5	37.293874531621
8	5	37.802291695518
9	5	38.215871303067
10	5	38.545697819033
11	5	38.826446938167
12	5	39.052342063628
1	6	28.698584745606
2	6	31.483150788892
3	6	33.384833335236
4	6	34.739430379652
5	6	35.803233480481
6	6	36.592822661
7	6	37.236344393933
8	6	37.752790724976
9	6	38.148304349077
10	6	38.51121425768
11	6	38.76165937914
12	6	38.990435225207
1	7	28.919278403599
2	7	31.631512967787
3	7	33.478643905039
4	7	34.821631341566
5	7	35.832390536744
6	7	36.624393980358
7	7	37.248843990899
8	7	37.753212753782
9	7	38.162246560601
10	7	38.488129476087
11	7	38.786380432817
12	7	39.007602691595
1	8	28.92766928145
2	8	31.597321399327
3	8	33.476567948887
4	8	34.83336626206
5	8	35.845731936987
6	8	36.645840021104
7	8	37.266132833353
8	8	37.780047340723
9	8	38.185629580736
10	8	38.507356887246
11	8	38.780285602076
12	8	39.005658232965
1	9	28.739106438061
2	9	31.522364678834
3	9	33.439994983625
4	9	34.823263533282
5	9	35.868407326951
6	9	36.656950837704
7	9	37.298139041425
8	9	37.792715985461
9	9	38.187249925601
10	9	38.502757196984
11	9	38.771095146163
12	9	38.978633603367
1	10	20.996139773749
2	10	27.852155423282
3	10	32.192817849178
4	10	32.828369691601
5	10	33.432408854425
6	10	31.766077469745
7	10	33.154795215647
8	10	34.037255960106
9	10	30.653791753438
10	10	35.821738906524
11	10	29.023549688128
12	10	31.579790425939
1	11	29.119717069444
2	11	31.554656529495
3	11	33.484977079895
4	11	34.853439909152
5	11	35.907847486566
6	11	36.741061863577
7	11	37.341219994767
8	11	37.815297041592
9	11	38.214325539823
10	11	38.532240413463
11	11	38.74771682821
