"Age"	"Level"	"Iteration"	"AgeIndex"	"LevelIndex"	"Slope"	"tau_Slope"	"ar_Slope"	"Intercept"	"tau_Intercept"	"ar_Intercept"
1	"LevelIndex_1"	1	1	1	0.133234803895976	NA	NA	3.32207117038566	NA	NA
1	"LevelIndex_1"	2	1	1	0.137432336972114	NA	NA	3.31710065546766	NA	NA
1	"LevelIndex_1"	3	1	1	0.135154342586208	NA	NA	3.38533305941464	NA	NA
1	"LevelIndex_1"	4	1	1	0.137356248502938	NA	NA	3.31778260616724	NA	NA
1	"LevelIndex_1"	5	1	1	0.133154649719483	NA	NA	3.32257808531091	NA	NA
1	"LevelIndex_1"	6	1	1	0.133433512590171	NA	NA	3.32055902507957	NA	NA
1	"LevelIndex_1"	7	1	1	0.134544108406979	NA	NA	3.34662872779235	NA	NA
1	"LevelIndex_1"	8	1	1	0.133458220451177	NA	NA	3.32217991199617	NA	NA
1	"LevelIndex_1"	9	1	1	0.134684813920211	NA	NA	3.30422992676165	NA	NA
1	"LevelIndex_1"	10	1	1	0.133813978068174	NA	NA	3.33538990534607	NA	NA
1	"LevelIndex_1"	11	1	1	0.139469108795528	NA	NA	3.33758006675627	NA	NA
1	"LevelIndex_1"	12	1	1	0.135165847068462	NA	NA	3.32158903426678	NA	NA
1	"LevelIndex_1"	13	1	1	0.133221983339098	NA	NA	3.33712435416306	NA	NA
1	"LevelIndex_1"	14	1	1	0.135266223578835	NA	NA	3.32248247356659	NA	NA
1	"LevelIndex_1"	15	1	1	0.136207422629367	NA	NA	3.351799861583	NA	NA
1	"LevelIndex_1"	16	1	1	0.133352817132661	NA	NA	3.32473557906894	NA	NA
1	"LevelIndex_1"	17	1	1	0.13657495714642	NA	NA	3.32665609569558	NA	NA
1	"LevelIndex_1"	18	1	1	0.134685850286139	NA	NA	3.33126285025352	NA	NA
1	"LevelIndex_1"	19	1	1	0.136404562881734	NA	NA	3.32891163322989	NA	NA
1	"LevelIndex_1"	20	1	1	0.132899895272813	NA	NA	3.34177588018583	NA	NA
1	"LevelIndex_1"	21	1	1	0.133782401739457	NA	NA	3.33730974424302	NA	NA
1	"LevelIndex_1"	22	1	1	0.136011393150144	NA	NA	3.31648560068797	NA	NA
1	"LevelIndex_1"	23	1	1	0.135602292799556	NA	NA	3.32261690190298	NA	NA
1	"LevelIndex_1"	24	1	1	0.136165405209236	NA	NA	3.32926539642516	NA	NA
1	"LevelIndex_1"	25	1	1	0.134733962236165	NA	NA	3.3373152273431	NA	NA
1	"LevelIndex_1"	26	1	1	0.133539848260465	NA	NA	3.33420486999908	NA	NA
1	"LevelIndex_1"	27	1	1	0.13463855159774	NA	NA	3.27233415917576	NA	NA
1	"LevelIndex_1"	28	1	1	0.134588893810779	NA	NA	3.31294520792555	NA	NA
1	"LevelIndex_1"	29	1	1	0.13278690529001	NA	NA	3.33977703114198	NA	NA
