"Age"	"Iteration"	"MeanIndividualWeight"	"StratumTransfer"	"Quarter"
1	393	0.0965070769108	"Transfer.area"	"Q4"
2	393	0.139639138593	"Transfer.area"	"Q4"
3	393	0.166332607103	"Transfer.area"	"Q4"
4	393	0.181785320561	"Transfer.area"	"Q4"
5	393	0.190456072276	"Transfer.area"	"Q4"
6	393	0.195245619827	"Transfer.area"	"Q4"
7	393	0.197869708207	"Transfer.area"	"Q4"
8	393	0.199301151748	"Transfer.area"	"Q4"
9	393	0.200080186495	"Transfer.area"	"Q4"
10	393	0.200503627523	"Transfer.area"	"Q4"
11	393	0	"Transfer.area"	"Q4"
12	393	0	"Transfer.area"	"Q4"
13	393	0.200926312984	"Transfer.area"	"Q4"
14	393	0.200963113479	"Transfer.area"	"Q4"
15	393	0.200983087913	"Transfer.area"	"Q4"
1	394	0.095251834504	"Transfer.area"	"Q4"
2	394	0.138171991924	"Transfer.area"	"Q4"
3	394	0.163821545567	"Transfer.area"	"Q4"
4	394	0.178064257345	"Transfer.area"	"Q4"
5	394	0.185713588077	"Transfer.area"	"Q4"
6	394	0.189755716171	"Transfer.area"	"Q4"
7	394	0.191874351979	"Transfer.area"	"Q4"
8	394	0.192980196152	"Transfer.area"	"Q4"
9	394	0.193556166284	"Transfer.area"	"Q4"
10	394	0.193855823055	"Transfer.area"	"Q4"
11	394	0	"Transfer.area"	"Q4"
12	394	0	"Transfer.area"	"Q4"
13	394	0.194134720348	"Transfer.area"	"Q4"
14	394	0.194156596086	"Transfer.area"	"Q4"
15	394	0	"Transfer.area"	"Q4"
1	395	0.0821948591919	"Transfer.area"	"Q4"
2	395	0.119741913501	"Transfer.area"	"Q4"
3	395	0.142453484066	"Transfer.area"	"Q4"
4	395	0.155216188721	"Transfer.area"	"Q4"
5	395	0.162150726267	"Transfer.area"	"Q4"
6	395	0.165856856146	"Transfer.area"	"Q4"
7	395	0.167821057282	"Transfer.area"	"Q4"
8	395	0.168857570205	"Transfer.area"	"Q4"
9	395	0.169403311831	"Transfer.area"	"Q4"
10	395	0.169690316606	"Transfer.area"	"Q4"
11	395	0	"Transfer.area"	"Q4"
12	395	0	"Transfer.area"	"Q4"
13	395	0	"Transfer.area"	"Q4"
14	395	0.169983914382	"Transfer.area"	"Q4"
15	395	0.169995400768	"Transfer.area"	"Q4"
1	396	0.0948685102409	"Transfer.area"	"Q4"
2	396	0.135944819643	"Transfer.area"	"Q4"
3	396	0.161017842311	"Transfer.area"	"Q4"
4	396	0.175368374532	"Transfer.area"	"Q4"
5	396	0.183339998223	"Transfer.area"	"Q4"
6	396	0.18770251618	"Transfer.area"	"Q4"
7	396	0.190071528778	"Transfer.area"	"Q4"
8	396	0.191352753344	"Transfer.area"	"Q4"
9	396	0.192044169432	"Transfer.area"	"Q4"
10	396	0.192416860245	"Transfer.area"	"Q4"
11	396	0	"Transfer.area"	"Q4"
12	396	0	"Transfer.area"	"Q4"
13	396	0.192783947602	"Transfer.area"	"Q4"
14	396	0.19281528521	"Transfer.area"	"Q4"
15	396	0.192832155218	"Transfer.area"	"Q4"
1	397	0.0767120701001	"Transfer.area"	"Q4"
2	397	0.113720839493	"Transfer.area"	"Q4"
3	397	0.136062869592	"Transfer.area"	"Q4"
4	397	0.148485535785	"Transfer.area"	"Q4"
5	397	0.155140451383	"Transfer.area"	"Q4"
6	397	0.158641855993	"Transfer.area"	"Q4"
7	397	0.160467547624	"Transfer.area"	"Q4"
8	397	0.161415144403	"Transfer.area"	"Q4"
9	397	0.161905827396	"Transfer.area"	"Q4"
10	397	0.162159605717	"Transfer.area"	"Q4"
11	397	0	"Transfer.area"	"Q4"
12	397	0	"Transfer.area"	"Q4"
13	397	0.162393568782	"Transfer.area"	"Q4"
14	397	0.162411656744	"Transfer.area"	"Q4"
15	397	0.162421000158	"Transfer.area"	"Q4"
1	398	0.0924065149402	"Transfer.area"	"Q4"
2	398	0.133468199558	"Transfer.area"	"Q4"
3	398	0.158775917493	"Transfer.area"	"Q4"
4	398	0.173368994759	"Transfer.area"	"Q4"
5	398	0.181526592182	"Transfer.area"	"Q4"
6	398	0.186016277074	"Transfer.area"	"Q4"
7	398	0.188467332462	"Transfer.area"	"Q4"
8	398	0.189799711412	"Transfer.area"	"Q4"
9	398	0.190522325013	"Transfer.area"	"Q4"
10	398	0.190913750282	"Transfer.area"	"Q4"
11	398	0	"Transfer.area"	"Q4"
12	398	0	"Transfer.area"	"Q4"
13	398	0.191302325433	"Transfer.area"	"Q4"
14	398	0.191335882405	"Transfer.area"	"Q4"
15	398	0.191354034482	"Transfer.area"	"Q4"
1	399	0.0957696252852	"Transfer.area"	"Q4"
2	399	0.13233830913	"Transfer.area"	"Q4"
3	399	0.154421732235	"Transfer.area"	"Q4"
4	399	0.167121917373	"Transfer.area"	"Q4"
5	399	0.174260275774	"Transfer.area"	"Q4"
6	399	0.178226201459	"Transfer.area"	"Q4"
7	399	0.180416180031	"Transfer.area"	"Q4"
8	399	0.181621532745	"Transfer.area"	"Q4"
9	399	0.182283777955	"Transfer.area"	"Q4"
10	399	0.182647277912	"Transfer.area"	"Q4"
11	399	0	"Transfer.area"	"Q4"
12	399	0	"Transfer.area"	"Q4"
13	399	0	"Transfer.area"	"Q4"
14	399	0.183048919381	"Transfer.area"	"Q4"
15	399	0.183066948917	"Transfer.area"	"Q4"
1	400	0.0978469298405	"Transfer.area"	"Q4"
2	400	0.140713143589	"Transfer.area"	"Q4"
3	400	0.166773974316	"Transfer.area"	"Q4"
4	400	0.181595770328	"Transfer.area"	"Q4"
5	400	0.189769680547	"Transfer.area"	"Q4"
6	400	0.194208929645	"Transfer.area"	"Q4"
7	400	0.196600966981	"Transfer.area"	"Q4"
8	400	0.197884581374	"Transfer.area"	"Q4"
9	400	0.198571893569	"Transfer.area"	"Q4"
10	400	0.19893948926	"Transfer.area"	"Q4"
11	400	0	"Transfer.area"	"Q4"
12	400	0.199240953791	"Transfer.area"	"Q4"
13	400	0	"Transfer.area"	"Q4"
14	400	0.19932699972	"Transfer.area"	"Q4"
15	400	0.199343003004	"Transfer.area"	"Q4"
1	1	0.0995275122661	"27.4.aE"	"Q3"
2	1	0.159064607601	"27.4.aE"	"Q3"
3	1	0.195302677967	"27.4.aE"	"Q3"
4	1	0.215320003647	"27.4.aE"	"Q3"
5	1	0.225919674445	"27.4.aE"	"Q3"
6	1	0.231421444666	"27.4.aE"	"Q3"
7	1	0.23424928334	"27.4.aE"	"Q3"
8	1	0.235695651908	"27.4.aE"	"Q3"
9	1	0.236433607678	"27.4.aE"	"Q3"
10	1	0.236809651244	"27.4.aE"	"Q3"
11	1	0.2370011518	"27.4.aE"	"Q3"
12	1	0.237098642154	"27.4.aE"	"Q3"
13	1	0.237148265027	"27.4.aE"	"Q3"
14	1	0.237173521103	"27.4.aE"	"Q3"
15	1	0.237186374898	"27.4.aE"	"Q3"
1	2	0.0881604115621	"27.4.aE"	"Q3"
2	2	0.145061713271	"27.4.aE"	"Q3"
3	2	0.181279922947	"27.4.aE"	"Q3"
4	2	0.202067811293	"27.4.aE"	"Q3"
5	2	0.213463262238	"27.4.aE"	"Q3"
6	2	0.219572686043	"27.4.aE"	"Q3"
7	2	0.222811702219	"27.4.aE"	"Q3"
8	2	0.224519099593	"27.4.aE"	"Q3"
9	2	0.225416456052	"27.4.aE"	"Q3"
10	2	0.225887349678	"27.4.aE"	"Q3"
11	2	0.226134254364	"27.4.aE"	"Q3"
12	2	0.226263659676	"27.4.aE"	"Q3"
13	2	0.226331467326	"27.4.aE"	"Q3"
14	2	0.226366994029	"27.4.aE"	"Q3"
15	2	0.226385606531	"27.4.aE"	"Q3"
1	3	0.0977497608585	"27.4.aE"	"Q3"
2	3	0.158764989407	"27.4.aE"	"Q3"
3	3	0.195648280557	"27.4.aE"	"Q3"
4	3	0.215700526699	"27.4.aE"	"Q3"
5	3	0.226116395874	"27.4.aE"	"Q3"
6	3	0.231413243942	"27.4.aE"	"Q3"
7	3	0.234079486906	"27.4.aE"	"Q3"
8	3	0.235414867766	"27.4.aE"	"Q3"
9	3	0.236082034602	"27.4.aE"	"Q3"
10	3	0.236414946706	"27.4.aE"	"Q3"
11	3	0.236580966178	"27.4.aE"	"Q3"
12	3	0.236663732982	"27.4.aE"	"Q3"
13	3	0.236704989014	"27.4.aE"	"Q3"
14	3	0.236725551986	"27.4.aE"	"Q3"
15	3	0.236735800666	"27.4.aE"	"Q3"
1	4	0.0953051105554	"27.4.aE"	"Q3"
2	4	0.151296822743	"27.4.aE"	"Q3"
3	4	0.185724648215	"27.4.aE"	"Q3"
4	4	0.205032299014	"27.4.aE"	"Q3"
5	4	0.21543023256	"27.4.aE"	"Q3"
6	4	0.220922261089	"27.4.aE"	"Q3"
7	4	0.223795151056	"27.4.aE"	"Q3"
8	4	0.225290605499	"27.4.aE"	"Q3"
9	4	0.226067093079	"27.4.aE"	"Q3"
10	4	0.226469747866	"27.4.aE"	"Q3"
11	4	0.226678408479	"27.4.aE"	"Q3"
12	4	0.226786501522	"27.4.aE"	"Q3"
13	4	0.226842487234	"27.4.aE"	"Q3"
14	4	0.226871481787	"27.4.aE"	"Q3"
15	4	0.226886497112	"27.4.aE"	"Q3"
1	5	0.0909369321511	"27.4.aE"	"Q3"
2	5	0.149387463672	"27.4.aE"	"Q3"
3	5	0.185485307847	"27.4.aE"	"Q3"
4	5	0.205497647171	"27.4.aE"	"Q3"
5	5	0.216083813222	"27.4.aE"	"Q3"
6	5	0.221561301618	"27.4.aE"	"Q3"
7	5	0.224365013853	"27.4.aE"	"Q3"
8	5	0.225792433934	"27.4.aE"	"Q3"
9	5	0.226517201888	"27.4.aE"	"Q3"
10	5	0.226884700563	"27.4.aE"	"Q3"
11	5	0.22707091541	"27.4.aE"	"Q3"
12	5	0.22716523936	"27.4.aE"	"Q3"
13	5	0.227213009148	"27.4.aE"	"Q3"
14	5	0.227237199712	"27.4.aE"	"Q3"
15	5	0.227249449233	"27.4.aE"	"Q3"
1	6	0.0914163693982	"27.4.aE"	"Q3"
2	6	0.149117511478	"27.4.aE"	"Q3"
3	6	0.184020672025	"27.4.aE"	"Q3"
4	6	0.202971388145	"27.4.aE"	"Q3"
5	6	0.212794451261	"27.4.aE"	"Q3"
6	6	0.217777773236	"27.4.aE"	"Q3"
7	6	0.220279814054	"27.4.aE"	"Q3"
8	6	0.221529700343	"27.4.aE"	"Q3"
9	6	0.222152519641	"27.4.aE"	"Q3"
10	6	0.222462487477	"27.4.aE"	"Q3"
11	6	0.222616659226	"27.4.aE"	"Q3"
12	6	0.22269331779	"27.4.aE"	"Q3"
13	6	0.222731428832	"27.4.aE"	"Q3"
14	6	0.22275037443	"27.4.aE"	"Q3"
15	6	0.222759792232	"27.4.aE"	"Q3"
1	7	0.0981266054822	"27.4.aE"	"Q3"
2	7	0.156501995166	"27.4.aE"	"Q3"
3	7	0.193100154397	"27.4.aE"	"Q3"
4	7	0.214050899379	"27.4.aE"	"Q3"
5	7	0.225567631222	"27.4.aE"	"Q3"
6	7	0.231774875054	"27.4.aE"	"Q3"
7	7	0.235087217256	"27.4.aE"	"Q3"
8	7	0.236845680774	"27.4.aE"	"Q3"
9	7	0.237776710088	"27.4.aE"	"Q3"
10	7	0.238268954007	"27.4.aE"	"Q3"
11	7	0.238529014749	"27.4.aE"	"Q3"
12	7	0.238666355442	"27.4.aE"	"Q3"
13	7	0.238738871472	"27.4.aE"	"Q3"
14	7	0.238777155841	"27.4.aE"	"Q3"
15	7	0.238797366664	"27.4.aE"	"Q3"
1	8	0.0943099438661	"27.4.aE"	"Q3"
2	8	0.150630753874	"27.4.aE"	"Q3"
3	8	0.185678548113	"27.4.aE"	"Q3"
4	8	0.20555312375	"27.4.aE"	"Q3"
5	8	0.216368753385	"27.4.aE"	"Q3"
6	8	0.222138785862	"27.4.aE"	"Q3"
7	8	0.225186498607	"27.4.aE"	"Q3"
8	8	0.226788094201	"27.4.aE"	"Q3"
9	8	0.227627526024	"27.4.aE"	"Q3"
10	8	0.228066887787	"27.4.aE"	"Q3"
11	8	0.228296687057	"27.4.aE"	"Q3"
12	8	0.228416834087	"27.4.aE"	"Q3"
13	8	0.228479638886	"27.4.aE"	"Q3"
14	8	0.228512465677	"27.4.aE"	"Q3"
15	8	0.228529622661	"27.4.aE"	"Q3"
1	9	0.0963851549947	"27.4.aE"	"Q3"
2	9	0.150271350243	"27.4.aE"	"Q3"
3	9	0.183122744523	"27.4.aE"	"Q3"
4	9	0.201523927575	"27.4.aE"	"Q3"
5	9	0.2114528046	"27.4.aE"	"Q3"
6	9	0.216714802743	"27.4.aE"	"Q3"
7	9	0.21947855765	"27.4.aE"	"Q3"
8	9	0.220923529058	"27.4.aE"	"Q3"
9	9	0.221677222761	"27.4.aE"	"Q3"
10	9	0.222069868233	"27.4.aE"	"Q3"
11	9	0.222274291992	"27.4.aE"	"Q3"
12	9	0.222380686524	"27.4.aE"	"Q3"
13	9	0.222436051231	"27.4.aE"	"Q3"
14	9	0.222464858897	"27.4.aE"	"Q3"
15	9	0.222479847565	"27.4.aE"	"Q3"
1	10	0.0939596339762	"27.4.aE"	"Q3"
2	10	0.151202976054	"27.4.aE"	"Q3"
3	10	0.187020781469	"27.4.aE"	"Q3"
4	10	0.207388649953	"27.4.aE"	"Q3"
5	10	0.218490093413	"27.4.aE"	"Q3"
6	10	0.224418350747	"27.4.aE"	"Q3"
7	10	0.227551727122	"27.4.aE"	"Q3"
8	10	0.229199180466	"27.4.aE"	"Q3"
9	10	0.230063017573	"27.4.aE"	"Q3"
10	10	0.230515327551	"27.4.aE"	"Q3"
11	10	0.23075198501	"27.4.aE"	"Q3"
12	10	0.230875761179	"27.4.aE"	"Q3"
13	10	0.230940485356	"27.4.aE"	"Q3"
14	10	0.230974326918	"27.4.aE"	"Q3"
15	10	0.230992020282	"27.4.aE"	"Q3"
1	11	0.0914789088987	"27.4.aE"	"Q3"
2	11	0.146811736506	"27.4.aE"	"Q3"
3	11	0.181736151701	"27.4.aE"	"Q3"
4	11	0.201826224118	"27.4.aE"	"Q3"
5	11	0.212913571339	"27.4.aE"	"Q3"
6	11	0.218910123932	"27.4.aE"	"Q3"
7	11	0.222120267673	"27.4.aE"	"Q3"
8	11	0.223829661923	"27.4.aE"	"Q3"
9	11	0.224737385748	"27.4.aE"	"Q3"
10	11	0.225218702	"27.4.aE"	"Q3"
11	11	0.225473720916	"27.4.aE"	"Q3"
12	11	0.225608784187	"27.4.aE"	"Q3"
13	11	0.22568030106	"27.4.aE"	"Q3"
14	11	0.225718165387	"27.4.aE"	"Q3"
15	11	0.225738211295	"27.4.aE"	"Q3"
1	12	0.0977217845794	"27.4.aE"	"Q3"
2	12	0.155052020342	"27.4.aE"	"Q3"
3	12	0.1910824058	"27.4.aE"	"Q3"
4	12	0.211819127748	"27.4.aE"	"Q3"
5	12	0.223292631744	"27.4.aE"	"Q3"
6	12	0.229519767602	"27.4.aE"	"Q3"
7	12	0.232866505312	"27.4.aE"	"Q3"
8	12	0.23465604373	"27.4.aE"	"Q3"
9	12	0.235610370509	"27.4.aE"	"Q3"
10	12	0.23611857509	"27.4.aE"	"Q3"
11	12	0.236389004765	"27.4.aE"	"Q3"
12	12	0.236532850588	"27.4.aE"	"Q3"
13	12	0.236609348283	"27.4.aE"	"Q3"
14	12	0.236650025445	"27.4.aE"	"Q3"
15	12	0.236671653976	"27.4.aE"	"Q3"
1	13	0.0924013892465	"27.4.aE"	"Q3"
2	13	0.14924551416	"27.4.aE"	"Q3"
3	13	0.18485176088	"27.4.aE"	"Q3"
4	13	0.205088502319	"27.4.aE"	"Q3"
5	13	0.216105172341	"27.4.aE"	"Q3"
6	13	0.22197931368	"27.4.aE"	"Q3"
7	13	0.22507900119	"27.4.aE"	"Q3"
8	13	0.226705973463	"27.4.aE"	"Q3"
9	13	0.227557599432	"27.4.aE"	"Q3"
10	13	0.228002741045	"27.4.aE"	"Q3"
11	13	0.228235242214	"27.4.aE"	"Q3"
12	13	0.228356632548	"27.4.aE"	"Q3"
13	13	0.228419998428	"27.4.aE"	"Q3"
14	13	0.228453072003	"27.4.aE"	"Q3"
15	13	0.22847033368	"27.4.aE"	"Q3"
1	14	0.0969135568597	"27.4.aE"	"Q3"
2	14	0.154533691867	"27.4.aE"	"Q3"
3	14	0.19029299135	"27.4.aE"	"Q3"
4	14	0.210522920178	"27.4.aE"	"Q3"
5	14	0.221507999363	"27.4.aE"	"Q3"
6	14	0.227356420927	"27.4.aE"	"Q3"
7	14	0.230439448517	"27.4.aE"	"Q3"
8	14	0.23205648667	"27.4.aE"	"Q3"
9	14	0.232902407488	"27.4.aE"	"Q3"
10	14	0.233344335121	"27.4.aE"	"Q3"
11	14	0.233575045295	"27.4.aE"	"Q3"
12	14	0.233695444335	"27.4.aE"	"Q3"
13	14	0.233758264093	"27.4.aE"	"Q3"
14	14	0.233791037847	"27.4.aE"	"Q3"
15	14	0.233808135384	"27.4.aE"	"Q3"
1	15	0.0921276543624	"27.4.aE"	"Q3"
2	15	0.146895873831	"27.4.aE"	"Q3"
3	15	0.181027327967	"27.4.aE"	"Q3"
4	15	0.200431463948	"27.4.aE"	"Q3"
5	15	0.211022148255	"27.4.aE"	"Q3"
6	15	0.216689627167	"27.4.aE"	"Q3"
7	15	0.219692561492	"27.4.aE"	"Q3"
8	15	0.221275591804	"27.4.aE"	"Q3"
9	15	0.222107902152	"27.4.aE"	"Q3"
10	15	0.222544904004	"27.4.aE"	"Q3"
11	15	0.222774185312	"27.4.aE"	"Q3"
12	15	0.22289443678	"27.4.aE"	"Q3"
13	15	0.222957492779	"27.4.aE"	"Q3"
14	15	0.222990553895	"27.4.aE"	"Q3"
15	15	0.223007887348	"27.4.aE"	"Q3"
1	16	0.095947623575	"27.4.aE"	"Q3"
2	16	0.153266028679	"27.4.aE"	"Q3"
3	16	0.188874743776	"27.4.aE"	"Q3"
4	16	0.209026394007	"27.4.aE"	"Q3"
5	16	0.219969426299	"27.4.aE"	"Q3"
6	16	0.225794879613	"27.4.aE"	"Q3"
7	16	0.228865279551	"27.4.aE"	"Q3"
8	16	0.230475366648	"27.4.aE"	"Q3"
9	16	0.231317465227	"27.4.aE"	"Q3"
10	16	0.231757295148	"27.4.aE"	"Q3"
11	16	0.231986856556	"27.4.aE"	"Q3"
12	16	0.232106627851	"27.4.aE"	"Q3"
13	16	0.232169105272	"27.4.aE"	"Q3"
14	16	0.232201692687	"27.4.aE"	"Q3"
15	16	0.232218688973	"27.4.aE"	"Q3"
1	17	0.0964860416561	"27.4.aE"	"Q3"
2	17	0.151352737351	"27.4.aE"	"Q3"
3	17	0.185316414999	"27.4.aE"	"Q3"
4	17	0.204626087123	"27.4.aE"	"Q3"
5	17	0.215196334095	"27.4.aE"	"Q3"
6	17	0.220877138548	"27.4.aE"	"Q3"
7	17	0.223901944776	"27.4.aE"	"Q3"
8	17	0.225504831355	"27.4.aE"	"Q3"
9	17	0.226352102873	"27.4.aE"	"Q3"
10	17	0.22679937686	"27.4.aE"	"Q3"
11	17	0.227035330012	"27.4.aE"	"Q3"
12	17	0.227159758731	"27.4.aE"	"Q3"
13	17	0.22722536308	"27.4.aE"	"Q3"
14	17	0.227259949131	"27.4.aE"	"Q3"
15	17	0.227278181635	"27.4.aE"	"Q3"
1	18	0.0921292209508	"27.4.aE"	"Q3"
2	18	0.150781532319	"27.4.aE"	"Q3"
3	18	0.187000128858	"27.4.aE"	"Q3"
4	18	0.207113533192	"27.4.aE"	"Q3"
5	18	0.217778757872	"27.4.aE"	"Q3"
6	18	0.223312005794	"27.4.aE"	"Q3"
7	18	0.226152204275	"27.4.aE"	"Q3"
8	18	0.227602318251	"27.4.aE"	"Q3"
9	18	0.228340716293	"27.4.aE"	"Q3"
10	18	0.228716199067	"27.4.aE"	"Q3"
11	18	0.228907004676	"27.4.aE"	"Q3"
12	18	0.229003930818	"27.4.aE"	"Q3"
13	18	0.229053159013	"27.4.aE"	"Q3"
14	18	0.229078159468	"27.4.aE"	"Q3"
15	18	0.229090855328	"27.4.aE"	"Q3"
1	19	0.0918465094017	"27.4.aE"	"Q3"
2	19	0.150126625175	"27.4.aE"	"Q3"
3	19	0.185972684028	"27.4.aE"	"Q3"
4	19	0.205799070671	"27.4.aE"	"Q3"
5	19	0.216270679626	"27.4.aE"	"Q3"
6	19	0.221682622673	"27.4.aE"	"Q3"
7	19	0.224450121714	"27.4.aE"	"Q3"
8	19	0.225857893168	"27.4.aE"	"Q3"
9	19	0.226572107502	"27.4.aE"	"Q3"
10	19	0.226933972486	"27.4.aE"	"Q3"
11	19	0.227117192351	"27.4.aE"	"Q3"
12	19	0.227209928911	"27.4.aE"	"Q3"
13	19	0.227256859367	"27.4.aE"	"Q3"
14	19	0.227280607027	"27.4.aE"	"Q3"
15	19	0.227292623244	"27.4.aE"	"Q3"
1	20	0.087993224992	"27.4.aE"	"Q3"
2	20	0.142761887314	"27.4.aE"	"Q3"
3	20	0.177429570036	"27.4.aE"	"Q3"
4	20	0.197333846566	"27.4.aE"	"Q3"
5	20	0.208275704254	"27.4.aE"	"Q3"
6	20	0.214165171834	"27.4.aE"	"Q3"
7	20	0.217301592568	"27.4.aE"	"Q3"
8	20	0.218962740762	"27.4.aE"	"Q3"
9	20	0.219840026702	"27.4.aE"	"Q3"
10	20	0.220302646579	"27.4.aE"	"Q3"
11	20	0.220546408819	"27.4.aE"	"Q3"
12	20	0.220674798273	"27.4.aE"	"Q3"
13	20	0.22074240626	"27.4.aE"	"Q3"
14	20	0.220778003558	"27.4.aE"	"Q3"
15	20	0.220796745301	"27.4.aE"	"Q3"
1	21	0.095586486636	"27.4.aE"	"Q3"
2	21	0.150009286651	"27.4.aE"	"Q3"
3	21	0.184043386659	"27.4.aE"	"Q3"
4	21	0.203621484222	"27.4.aE"	"Q3"
5	21	0.214469583488	"27.4.aE"	"Q3"
6	21	0.220371145353	"27.4.aE"	"Q3"
7	21	0.223551762321	"27.4.aE"	"Q3"
8	21	0.225257587824	"27.4.aE"	"Q3"
9	21	0.226170102846	"27.4.aE"	"Q3"
10	21	0.226657578611	"27.4.aE"	"Q3"
11	21	0.226917804876	"27.4.aE"	"Q3"
12	21	0.227056666284	"27.4.aE"	"Q3"
13	21	0.227130749983	"27.4.aE"	"Q3"
14	21	0.227170269909	"27.4.aE"	"Q3"
15	21	0.227191350569	"27.4.aE"	"Q3"
1	22	0.0986676903121	"27.4.aE"	"Q3"
2	22	0.155387721578	"27.4.aE"	"Q3"
3	22	0.190792950586	"27.4.aE"	"Q3"
4	22	0.211081223845	"27.4.aE"	"Q3"
5	22	0.222270648769	"27.4.aE"	"Q3"
6	22	0.228327735012	"27.4.aE"	"Q3"
7	22	0.231575603785	"27.4.aE"	"Q3"
8	22	0.233308587455	"27.4.aE"	"Q3"
9	22	0.234230880139	"27.4.aE"	"Q3"
10	22	0.23472105551	"27.4.aE"	"Q3"
11	22	0.234981383767	"27.4.aE"	"Q3"
12	22	0.235119589285	"27.4.aE"	"Q3"
13	22	0.235192946287	"27.4.aE"	"Q3"
14	22	0.235231878686	"27.4.aE"	"Q3"
15	22	0.235252539908	"27.4.aE"	"Q3"
1	23	0.0889401742217	"27.4.aE"	"Q3"
2	23	0.141083920156	"27.4.aE"	"Q3"
3	23	0.173956338748	"27.4.aE"	"Q3"
4	23	0.192946719421	"27.4.aE"	"Q3"
5	23	0.203495626352	"27.4.aE"	"Q3"
6	23	0.209243879379	"27.4.aE"	"Q3"
7	23	0.212345587384	"27.4.aE"	"Q3"
8	23	0.214010693608	"27.4.aE"	"Q3"
9	23	0.214902170739	"27.4.aE"	"Q3"
10	23	0.215378773455	"27.4.aE"	"Q3"
11	23	0.215633381421	"27.4.aE"	"Q3"
12	23	0.215769341434	"27.4.aE"	"Q3"
13	23	0.215841928028	"27.4.aE"	"Q3"
14	23	0.215880676225	"27.4.aE"	"Q3"
15	23	0.215901359526	"27.4.aE"	"Q3"
1	24	0.0930934117649	"27.4.aE"	"Q3"
2	24	0.150587141223	"27.4.aE"	"Q3"
3	24	0.187310276293	"27.4.aE"	"Q3"
4	24	0.20865118399	"27.4.aE"	"Q3"
5	24	0.220537561485	"27.4.aE"	"Q3"
6	24	0.227021693481	"27.4.aE"	"Q3"
7	24	0.230521471506	"27.4.aE"	"Q3"
8	24	0.23240002488	"27.4.aE"	"Q3"
9	24	0.23340542446	"27.4.aE"	"Q3"
10	24	0.233942681159	"27.4.aE"	"Q3"
11	24	0.234229539655	"27.4.aE"	"Q3"
12	24	0.234382635486	"27.4.aE"	"Q3"
13	24	0.234464323369	"27.4.aE"	"Q3"
14	24	0.234507904435	"27.4.aE"	"Q3"
15	24	0.234531153702	"27.4.aE"	"Q3"
1	25	0.0967933229009	"27.4.aE"	"Q3"
2	25	0.151496411689	"27.4.aE"	"Q3"
3	25	0.184687094745	"27.4.aE"	"Q3"
4	25	0.203140024984	"27.4.aE"	"Q3"
5	25	0.213013107022	"27.4.aE"	"Q3"
6	25	0.218199745224	"27.4.aE"	"Q3"
7	25	0.220899795539	"27.4.aE"	"Q3"
8	25	0.222298936307	"27.4.aE"	"Q3"
9	25	0.223022258276	"27.4.aE"	"Q3"
10	25	0.223395748232	"27.4.aE"	"Q3"
11	25	0.223588481734	"27.4.aE"	"Q3"
12	25	0.223687907048	"27.4.aE"	"Q3"
13	25	0.223739189094	"27.4.aE"	"Q3"
14	25	0.223765637342	"27.4.aE"	"Q3"
15	25	0.223779277189	"27.4.aE"	"Q3"
1	26	0.0953919182916	"27.4.aE"	"Q3"
2	26	0.147363968685	"27.4.aE"	"Q3"
3	26	0.180342747785	"27.4.aE"	"Q3"
4	26	0.199788864862	"27.4.aE"	"Q3"
5	26	0.210877341685	"27.4.aE"	"Q3"
6	26	0.217094881064	"27.4.aE"	"Q3"
7	26	0.220550668697	"27.4.aE"	"Q3"
8	26	0.222462415034	"27.4.aE"	"Q3"
9	26	0.223517298583	"27.4.aE"	"Q3"
10	26	0.224098562727	"27.4.aE"	"Q3"
11	26	0.224418607727	"27.4.aE"	"Q3"
12	26	0.224594751233	"27.4.aE"	"Q3"
13	26	0.224691673215	"27.4.aE"	"Q3"
14	26	0.224744997249	"27.4.aE"	"Q3"
15	26	0.224774332748	"27.4.aE"	"Q3"
1	27	0.0930861422489	"27.4.aE"	"Q3"
2	27	0.148991440987	"27.4.aE"	"Q3"
3	27	0.184254934032	"27.4.aE"	"Q3"
4	27	0.204551426689	"27.4.aE"	"Q3"
5	27	0.215764565713	"27.4.aE"	"Q3"
6	27	0.221836928805	"27.4.aE"	"Q3"
7	27	0.225092151831	"27.4.aE"	"Q3"
8	27	0.226828026401	"27.4.aE"	"Q3"
9	27	0.227751146752	"27.4.aE"	"Q3"
10	27	0.228241339949	"27.4.aE"	"Q3"
11	27	0.228501441401	"27.4.aE"	"Q3"
12	27	0.228639397782	"27.4.aE"	"Q3"
13	27	0.228712553341	"27.4.aE"	"Q3"
14	27	0.228751341872	"27.4.aE"	"Q3"
15	27	0.22877190708	"27.4.aE"	"Q3"
1	28	0.0969286848873	"27.4.aE"	"Q3"
2	28	0.15355226784	"27.4.aE"	"Q3"
3	28	0.188591474707	"27.4.aE"	"Q3"
4	28	0.208409607101	"27.4.aE"	"Q3"
5	28	0.219181002818	"27.4.aE"	"Q3"
6	28	0.224923967415	"27.4.aE"	"Q3"
7	28	0.227956541135	"27.4.aE"	"Q3"
8	28	0.229550004723	"27.4.aE"	"Q3"
9	28	0.230385153933	"27.4.aE"	"Q3"
10	28	0.230822283	"27.4.aE"	"Q3"
11	28	0.231050924444	"27.4.aE"	"Q3"
12	28	0.231170472766	"27.4.aE"	"Q3"
13	28	0.231232968469	"27.4.aE"	"Q3"
14	28	0.231265635832	"27.4.aE"	"Q3"
