"Age"	"Iteration"	"MeanIndividualLength"	"StratumTransfer"	"Quarter"
15	5	28.748657028646	"27.4.aE"	"Q3"
1	6	20.97645309979	"27.4.aE"	"Q3"
2	6	24.935382251638	"27.4.aE"	"Q3"
3	6	26.858907471659	"27.4.aE"	"Q3"
4	6	27.805384682786	"27.4.aE"	"Q3"
5	6	28.27360234048	"27.4.aE"	"Q3"
6	6	28.50580088471	"27.4.aE"	"Q3"
7	6	28.621089563473	"27.4.aE"	"Q3"
8	6	28.678364642779	"27.4.aE"	"Q3"
9	6	28.706826869924	"27.4.aE"	"Q3"
10	6	28.720972865337	"27.4.aE"	"Q3"
11	6	28.728004052013	"27.4.aE"	"Q3"
12	6	28.731498985225	"27.4.aE"	"Q3"
13	6	28.733236212558	"27.4.aE"	"Q3"
14	6	28.734099744016	"27.4.aE"	"Q3"
15	6	28.734528985345	"27.4.aE"	"Q3"
1	7	21.44316779782	"27.4.aE"	"Q3"
2	7	25.275017573719	"27.4.aE"	"Q3"
3	7	27.216618740461	"27.4.aE"	"Q3"
4	7	28.222119145822	"27.4.aE"	"Q3"
5	7	28.747864318132	"27.4.aE"	"Q3"
6	7	29.024040468077	"27.4.aE"	"Q3"
7	7	29.169457849469	"27.4.aE"	"Q3"
8	7	29.246118486073	"27.4.aE"	"Q3"
9	7	29.28655771689	"27.4.aE"	"Q3"
10	7	29.307896875077	"27.4.aE"	"Q3"
11	7	29.319159183308	"27.4.aE"	"Q3"
12	7	29.325103712204	"27.4.aE"	"Q3"
13	7	29.328241535788	"27.4.aE"	"Q3"
14	7	29.329897880434	"27.4.aE"	"Q3"
15	7	29.330772217227	"27.4.aE"	"Q3"
1	8	21.316562858247	"27.4.aE"	"Q3"
2	8	25.106721866268	"27.4.aE"	"Q3"
3	8	27.011042766247	"27.4.aE"	"Q3"
4	8	27.988270319124	"27.4.aE"	"Q3"
5	8	28.494403515245	"27.4.aE"	"Q3"
6	8	28.757709664805	"27.4.aE"	"Q3"
7	8	28.894994462849	"27.4.aE"	"Q3"
8	8	28.966654582497	"27.4.aE"	"Q3"
9	8	29.004081814735	"27.4.aE"	"Q3"
10	8	29.02363558201	"27.4.aE"	"Q3"
11	8	29.033853025245	"27.4.aE"	"Q3"
12	8	29.039192395786	"27.4.aE"	"Q3"
13	8	29.041982733095	"27.4.aE"	"Q3"
14	8	29.043440987111	"27.4.aE"	"Q3"
15	8	29.044203092079	"27.4.aE"	"Q3"
1	9	21.212103480305	"27.4.aE"	"Q3"
2	9	24.829956706668	"27.4.aE"	"Q3"
3	9	26.633297463427	"27.4.aE"	"Q3"
4	9	27.553143800684	"27.4.aE"	"Q3"
5	9	28.027079014623	"27.4.aE"	"Q3"
6	9	28.272443489716	"27.4.aE"	"Q3"
7	9	28.399778189643	"27.4.aE"	"Q3"
8	9	28.465940819073	"27.4.aE"	"Q3"
9	9	28.500340304755	"27.4.aE"	"Q3"
10	9	28.518231216795	"27.4.aE"	"Q3"
11	9	28.527537715702	"27.4.aE"	"Q3"
12	9	28.532379197111	"27.4.aE"	"Q3"
13	9	28.534897975781	"27.4.aE"	"Q3"
14	9	28.536208400397	"27.4.aE"	"Q3"
15	9	28.536890172827	"27.4.aE"	"Q3"
1	10	21.110211830784	"27.4.aE"	"Q3"
2	10	24.916349727408	"27.4.aE"	"Q3"
3	10	26.832096004459	"27.4.aE"	"Q3"
4	10	27.816168554671	"27.4.aE"	"Q3"
5	10	28.326184124696	"27.4.aE"	"Q3"
6	10	28.591642894117	"27.4.aE"	"Q3"
7	10	28.730108316263	"27.4.aE"	"Q3"
8	10	28.802412204237	"27.4.aE"	"Q3"
9	10	28.840189256639	"27.4.aE"	"Q3"
10	10	28.859932677218	"27.4.aE"	"Q3"
11	10	28.870252765055	"27.4.aE"	"Q3"
12	10	28.875647612756	"27.4.aE"	"Q3"
13	10	28.878467898822	"27.4.aE"	"Q3"
14	10	28.879942303274	"27.4.aE"	"Q3"
15	10	28.880713109244	"27.4.aE"	"Q3"
1	11	21.086036653053	"27.4.aE"	"Q3"
2	11	24.903867079619	"27.4.aE"	"Q3"
3	11	26.845466533298	"27.4.aE"	"Q3"
4	11	27.854168344211	"27.4.aE"	"Q3"
5	11	28.383163644607	"27.4.aE"	"Q3"
6	11	28.661853938501	"27.4.aE"	"Q3"
7	11	28.809015685677	"27.4.aE"	"Q3"
8	11	28.886816999876	"27.4.aE"	"Q3"
9	11	28.927974627762	"27.4.aE"	"Q3"
10	11	28.949754559146	"27.4.aE"	"Q3"
11	11	28.961282135395	"27.4.aE"	"Q3"
12	11	28.967383954173	"27.4.aE"	"Q3"
13	11	28.970613947751	"27.4.aE"	"Q3"
14	11	28.972323786488	"27.4.aE"	"Q3"
15	11	28.97322892395	"27.4.aE"	"Q3"
1	12	21.538096230484	"27.4.aE"	"Q3"
2	12	25.278231116571	"27.4.aE"	"Q3"
3	12	27.178240585719	"27.4.aE"	"Q3"
4	12	28.167035091723	"27.4.aE"	"Q3"
5	12	28.687142213437	"27.4.aE"	"Q3"
6	12	28.962143447785	"27.4.aE"	"Q3"
7	12	29.10793165674	"27.4.aE"	"Q3"
8	12	29.185325292189	"27.4.aE"	"Q3"
9	12	29.226440321292	"27.4.aE"	"Q3"
10	12	29.248290803598	"27.4.aE"	"Q3"
11	12	29.259905528134	"27.4.aE"	"Q3"
12	12	29.266080048341	"27.4.aE"	"Q3"
13	12	29.269362680142	"27.4.aE"	"Q3"
14	12	29.27110791641	"27.4.aE"	"Q3"
15	12	29.272035799479	"27.4.aE"	"Q3"
1	13	21.009320351426	"27.4.aE"	"Q3"
2	13	24.814318628634	"27.4.aE"	"Q3"
3	13	26.727782354126	"27.4.aE"	"Q3"
4	13	27.709379609747	"27.4.aE"	"Q3"
5	13	28.217336702321	"27.4.aE"	"Q3"
6	13	28.481294238227	"27.4.aE"	"Q3"
7	13	28.618745379197	"27.4.aE"	"Q3"
8	13	28.690396998814	"27.4.aE"	"Q3"
9	13	28.727768696554	"27.4.aE"	"Q3"
10	13	28.747266412342	"27.4.aE"	"Q3"
11	13	28.75744035325	"27.4.aE"	"Q3"
12	13	28.762749544014	"27.4.aE"	"Q3"
13	13	28.765520215235	"27.4.aE"	"Q3"
14	13	28.766966157023	"27.4.aE"	"Q3"
15	13	28.767720765015	"27.4.aE"	"Q3"
1	14	21.510648251529	"27.4.aE"	"Q3"
2	14	25.346381074	"27.4.aE"	"Q3"
3	14	27.271374523342	"27.4.aE"	"Q3"
4	14	28.257726886488	"27.4.aE"	"Q3"
5	14	28.767735793043	"27.4.aE"	"Q3"
6	14	29.032594275208	"27.4.aE"	"Q3"
7	14	29.170440687784	"27.4.aE"	"Q3"
8	14	29.242263060436	"27.4.aE"	"Q3"
9	14	29.279706268143	"27.4.aE"	"Q3"
10	14	29.299232367808	"27.4.aE"	"Q3"
11	14	29.309416525826	"27.4.aE"	"Q3"
12	14	29.31472866865	"27.4.aE"	"Q3"
13	14	29.317499643556	"27.4.aE"	"Q3"
14	14	29.318945099807	"27.4.aE"	"Q3"
15	14	29.319699118771	"27.4.aE"	"Q3"
1	15	21.136305114245	"27.4.aE"	"Q3"
2	15	24.882253385711	"27.4.aE"	"Q3"
3	15	26.768351418928	"27.4.aE"	"Q3"
4	15	27.738755416814	"27.4.aE"	"Q3"
5	15	28.242784776153	"27.4.aE"	"Q3"
6	15	28.505774939874	"27.4.aE"	"Q3"
7	15	28.643311377555	"27.4.aE"	"Q3"
8	15	28.715323580212	"27.4.aE"	"Q3"
9	15	28.753051145615	"27.4.aE"	"Q3"
10	15	28.772823083449	"27.4.aE"	"Q3"
11	15	28.783186708546	"27.4.aE"	"Q3"
12	15	28.788619359936	"27.4.aE"	"Q3"
13	15	28.791467305745	"27.4.aE"	"Q3"
14	15	28.792960313107	"27.4.aE"	"Q3"
15	15	28.793743017189	"27.4.aE"	"Q3"
1	16	21.368514196258	"27.4.aE"	"Q3"
2	16	25.159431520573	"27.4.aE"	"Q3"
3	16	27.060527899644	"27.4.aE"	"Q3"
4	16	28.034181475971	"27.4.aE"	"Q3"
5	16	28.537448769939	"27.4.aE"	"Q3"
6	16	28.798729587395	"27.4.aE"	"Q3"
7	16	28.934677851678	"27.4.aE"	"Q3"
8	16	29.005493373148	"27.4.aE"	"Q3"
9	16	29.042402628328	"27.4.aE"	"Q3"
10	16	29.061645628948	"27.4.aE"	"Q3"
11	16	29.071679725157	"27.4.aE"	"Q3"
12	16	29.076912344146	"27.4.aE"	"Q3"
13	16	29.079641186231	"27.4.aE"	"Q3"
14	16	29.081064325193	"27.4.aE"	"Q3"
15	16	29.081806525662	"27.4.aE"	"Q3"
1	17	21.238884145587	"27.4.aE"	"Q3"
2	17	24.904418471554	"27.4.aE"	"Q3"
3	17	26.752800258066	"27.4.aE"	"Q3"
4	17	27.70717194614	"27.4.aE"	"Q3"
5	17	28.205094527847	"27.4.aE"	"Q3"
6	17	28.466184135525	"27.4.aE"	"Q3"
7	17	28.603436220416	"27.4.aE"	"Q3"
8	17	28.675682588755	"27.4.aE"	"Q3"
9	17	28.713737336015	"27.4.aE"	"Q3"
10	17	28.733789285529	"27.4.aE"	"Q3"
11	17	28.744357114404	"27.4.aE"	"Q3"
12	17	28.749927147579	"27.4.aE"	"Q3"
13	17	28.752863122583	"27.4.aE"	"Q3"
14	17	28.754410722911	"27.4.aE"	"Q3"
15	17	28.755226500062	"27.4.aE"	"Q3"
1	18	21.036002623037	"27.4.aE"	"Q3"
2	18	24.954558936815	"27.4.aE"	"Q3"
3	18	26.888621203685	"27.4.aE"	"Q3"
4	18	27.85816381756	"27.4.aE"	"Q3"
5	18	28.347450332179	"27.4.aE"	"Q3"
6	18	28.595147827171	"27.4.aE"	"Q3"
7	18	28.720735142025	"27.4.aE"	"Q3"
8	18	28.78445894299	"27.4.aE"	"Q3"
9	18	28.816805229332	"27.4.aE"	"Q3"
10	18	28.833227435634	"27.4.aE"	"Q3"
11	18	28.841565808185	"27.4.aE"	"Q3"
12	18	28.845799826675	"27.4.aE"	"Q3"
13	18	28.847949810533	"27.4.aE"	"Q3"
14	18	28.849041560605	"27.4.aE"	"Q3"
15	18	28.849595948952	"27.4.aE"	"Q3"
1	19	21.046987747151	"27.4.aE"	"Q3"
2	19	25.012106122741	"27.4.aE"	"Q3"
3	19	26.9659554973	"27.4.aE"	"Q3"
4	19	27.942797664176	"27.4.aE"	"Q3"
5	19	28.434221772929	"27.4.aE"	"Q3"
6	19	28.682165168561	"27.4.aE"	"Q3"
7	19	28.807440227558	"27.4.aE"	"Q3"
8	19	28.870780890027	"27.4.aE"	"Q3"
9	19	28.90281804418	"27.4.aE"	"Q3"
10	19	28.919025038666	"27.4.aE"	"Q3"
11	19	28.92722458866	"27.4.aE"	"Q3"
12	19	28.931373147473	"27.4.aE"	"Q3"
13	19	28.933472157175	"27.4.aE"	"Q3"
14	19	28.934534186916	"27.4.aE"	"Q3"
15	19	28.935071542123	"27.4.aE"	"Q3"
1	20	20.88258155928	"27.4.aE"	"Q3"
2	20	24.692331374218	"27.4.aE"	"Q3"
3	20	26.622992528577	"27.4.aE"	"Q3"
4	20	27.621491959673	"27.4.aE"	"Q3"
5	20	28.142534260465	"27.4.aE"	"Q3"
6	20	28.415603761992	"27.4.aE"	"Q3"
7	20	28.559026644088	"27.4.aE"	"Q3"
8	20	28.634440330097	"27.4.aE"	"Q3"
9	20	28.674116982642	"27.4.aE"	"Q3"
10	20	28.694998032553	"27.4.aE"	"Q3"
11	20	28.70598908158	"27.4.aE"	"Q3"
12	20	28.71177486922	"27.4.aE"	"Q3"
13	20	28.71482069493	"27.4.aE"	"Q3"
14	20	28.716424153409	"27.4.aE"	"Q3"
15	20	28.7172682958	"27.4.aE"	"Q3"
1	21	21.299792086669	"27.4.aE"	"Q3"
2	21	24.929501578887	"27.4.aE"	"Q3"
3	21	26.774400435037	"27.4.aE"	"Q3"
4	21	27.736334937496	"27.4.aE"	"Q3"
5	21	28.243589009158	"27.4.aE"	"Q3"
6	21	28.512555343108	"27.4.aE"	"Q3"
7	21	28.655572844844	"27.4.aE"	"Q3"
8	21	28.731730793432	"27.4.aE"	"Q3"
9	21	28.772316735895	"27.4.aE"	"Q3"
10	21	28.793954539922	"27.4.aE"	"Q3"
11	21	28.805492921173	"27.4.aE"	"Q3"
12	21	28.811646485032	"27.4.aE"	"Q3"
13	21	28.814928459877	"27.4.aE"	"Q3"
14	21	28.816678943382	"27.4.aE"	"Q3"
15	21	28.817612602602	"27.4.aE"	"Q3"
1	22	21.569729241822	"27.4.aE"	"Q3"
2	22	25.259158713201	"27.4.aE"	"Q3"
3	22	27.127624096863	"27.4.aE"	"Q3"
4	22	28.097641103972	"27.4.aE"	"Q3"
5	22	28.606773450287	"27.4.aE"	"Q3"
6	22	28.875426866125	"27.4.aE"	"Q3"
7	22	29.017570085591	"27.4.aE"	"Q3"
8	22	29.092882674568	"27.4.aE"	"Q3"
9	22	29.132815270272	"27.4.aE"	"Q3"
10	22	29.153996708787	"27.4.aE"	"Q3"
11	22	29.165234272848	"27.4.aE"	"Q3"
12	22	29.171196876712	"27.4.aE"	"Q3"
13	22	29.174360790755	"27.4.aE"	"Q3"
14	22	29.176039697695	"27.4.aE"	"Q3"
15	22	29.1769306113	"27.4.aE"	"Q3"
1	23	20.929069570086	"27.4.aE"	"Q3"
2	23	24.579595311163	"27.4.aE"	"Q3"
3	23	26.440633405689	"27.4.aE"	"Q3"
4	23	27.412691720674	"27.4.aE"	"Q3"
5	23	27.925909913327	"27.4.aE"	"Q3"
6	23	28.198299880971	"27.4.aE"	"Q3"
7	23	28.343257876036	"27.4.aE"	"Q3"
8	23	28.420507927729	"27.4.aE"	"Q3"
9	23	28.461705775988	"27.4.aE"	"Q3"
10	23	28.483685361451	"27.4.aE"	"Q3"
11	23	28.495414185057	"27.4.aE"	"Q3"
12	23	28.501673652074	"27.4.aE"	"Q3"
13	23	28.505014416247	"27.4.aE"	"Q3"
14	23	28.506797484309	"27.4.aE"	"Q3"
15	23	28.507749178239	"27.4.aE"	"Q3"
1	24	21.219451117429	"27.4.aE"	"Q3"
2	24	25.105002210331	"27.4.aE"	"Q3"
3	24	27.095406255353	"27.4.aE"	"Q3"
4	24	28.13707203618	"27.4.aE"	"Q3"
5	24	28.687421579961	"27.4.aE"	"Q3"
6	24	28.979540306774	"27.4.aE"	"Q3"
7	24	29.134959523552	"27.4.aE"	"Q3"
8	24	29.217750625578	"27.4.aE"	"Q3"
9	24	29.261881619479	"27.4.aE"	"Q3"
10	24	29.285413286997	"27.4.aE"	"Q3"
11	24	29.297963204528	"27.4.aE"	"Q3"
12	24	29.304656980824	"27.4.aE"	"Q3"
13	24	29.308227439247	"27.4.aE"	"Q3"
14	24	29.310131973302	"27.4.aE"	"Q3"
15	24	29.311147894194	"27.4.aE"	"Q3"
1	25	21.558431655527	"27.4.aE"	"Q3"
2	25	25.210384721218	"27.4.aE"	"Q3"
3	25	27.01673098338	"27.4.aE"	"Q3"
4	25	27.930598300975	"27.4.aE"	"Q3"
5	25	28.397491497989	"27.4.aE"	"Q3"
6	25	28.637138867785	"27.4.aE"	"Q3"
7	25	28.760429068404	"27.4.aE"	"Q3"
8	25	28.823931463496	"27.4.aE"	"Q3"
9	25	28.85665872824	"27.4.aE"	"Q3"
10	25	28.873530538489	"27.4.aE"	"Q3"
11	25	28.882229786839	"27.4.aE"	"Q3"
12	25	28.886715555085	"27.4.aE"	"Q3"
13	25	28.889028738127	"27.4.aE"	"Q3"
14	25	28.89022160638	"27.4.aE"	"Q3"
15	25	28.890836754586	"27.4.aE"	"Q3"
1	26	21.284230246004	"27.4.aE"	"Q3"
2	26	24.757224914412	"27.4.aE"	"Q3"
3	26	26.557313032488	"27.4.aE"	"Q3"
4	26	27.519485897842	"27.4.aE"	"Q3"
5	26	28.040982435101	"27.4.aE"	"Q3"
6	26	28.325599746995	"27.4.aE"	"Q3"
7	26	28.481499296432	"27.4.aE"	"Q3"
8	26	28.567059250422	"27.4.aE"	"Q3"
9	26	28.614065175215	"27.4.aE"	"Q3"
10	26	28.639904649167	"27.4.aE"	"Q3"
11	26	28.654113243003	"27.4.aE"	"Q3"
12	26	28.661927602032	"27.4.aE"	"Q3"
13	26	28.666225704149	"27.4.aE"	"Q3"
14	26	28.668589895879	"27.4.aE"	"Q3"
15	26	28.66989036811	"27.4.aE"	"Q3"
1	27	21.196837520317	"27.4.aE"	"Q3"
2	27	24.959193220779	"27.4.aE"	"Q3"
3	27	26.870648340639	"27.4.aE"	"Q3"
4	27	27.863968874161	"27.4.aE"	"Q3"
5	27	28.385345514146	"27.4.aE"	"Q3"
6	27	28.66033661902	"27.4.aE"	"Q3"
7	27	28.805732733187	"27.4.aE"	"Q3"
8	27	28.882705959521	"27.4.aE"	"Q3"
9	27	28.92348303487	"27.4.aE"	"Q3"
10	27	28.945092546485	"27.4.aE"	"Q3"
11	27	28.956546473249	"27.4.aE"	"Q3"
12	27	28.962618119925	"27.4.aE"	"Q3"
13	27	28.965836824844	"27.4.aE"	"Q3"
14	27	28.967543173612	"27.4.aE"	"Q3"
15	27	28.968447782364	"27.4.aE"	"Q3"
1	28	21.390466188595	"27.4.aE"	"Q3"
2	28	25.090426054688	"27.4.aE"	"Q3"
3	28	26.94409130082	"27.4.aE"	"Q3"
4	28	27.894093224146	"27.4.aE"	"Q3"
5	28	28.385827898611	"27.4.aE"	"Q3"
6	28	28.641573444492	"27.4.aE"	"Q3"
7	28	28.774901845098	"27.4.aE"	"Q3"
8	28	28.844495200926	"27.4.aE"	"Q3"
9	28	28.880843749153	"27.4.aE"	"Q3"
10	28	28.899834792668	"27.4.aE"	"Q3"
11	28	28.909758748528	"27.4.aE"	"Q3"
12	28	28.914945071488	"27.4.aE"	"Q3"
13	28	28.917655603377	"27.4.aE"	"Q3"
14	28	28.919072245181	"27.4.aE"	"Q3"
15	28	28.919812653191	"27.4.aE"	"Q3"
1	29	21.156276953571	"27.4.aE"	"Q3"
2	29	24.949478868516	"27.4.aE"	"Q3"
3	29	26.843682169972	"27.4.aE"	"Q3"
4	29	27.808475257293	"27.4.aE"	"Q3"
5	29	28.304128031331	"27.4.aE"	"Q3"
6	29	28.559811423241	"27.4.aE"	"Q3"
7	29	28.691975449507	"27.4.aE"	"Q3"
8	29	28.760362421347	"27.4.aE"	"Q3"
9	29	28.795767355566	"27.4.aE"	"Q3"
10	29	28.814102015325	"27.4.aE"	"Q3"
11	29	28.823598069921	"27.4.aE"	"Q3"
12	29	28.828516712328	"27.4.aE"	"Q3"
13	29	28.831064502776	"27.4.aE"	"Q3"
14	29	28.832384249692	"27.4.aE"	"Q3"
15	29	28.8330678811	"27.4.aE"	"Q3"
1	30	21.409363252502	"27.4.aE"	"Q3"
2	30	25.232468927696	"27.4.aE"	"Q3"
3	30	27.128012107597	"27.4.aE"	"Q3"
4	30	28.086051595128	"27.4.aE"	"Q3"
5	30	28.574296837752	"27.4.aE"	"Q3"
6	30	28.824101594519	"27.4.aE"	"Q3"
7	30	28.952159536959	"27.4.aE"	"Q3"
8	30	29.017870347612	"27.4.aE"	"Q3"
9	30	29.05160552221	"27.4.aE"	"Q3"
10	30	29.068929171663	"27.4.aE"	"Q3"
11	30	29.077826350315	"27.4.aE"	"Q3"
12	30	29.082396118991	"27.4.aE"	"Q3"
13	30	29.084743323863	"27.4.aE"	"Q3"
14	30	29.085948957671	"27.4.aE"	"Q3"
15	30	29.086568232974	"27.4.aE"	"Q3"
1	31	21.217334696178	"27.4.aE"	"Q3"
2	31	24.921671929787	"27.4.aE"	"Q3"
3	31	26.773377794955	"27.4.aE"	"Q3"
4	31	27.719379482792	"27.4.aE"	"Q3"
5	31	28.207288791755	"27.4.aE"	"Q3"
6	31	28.460079931622	"27.4.aE"	"Q3"
7	31	28.591351536498	"27.4.aE"	"Q3"
8	31	28.659598331691	"27.4.aE"	"Q3"
9	31	28.695100301604	"27.4.aE"	"Q3"
10	31	28.713574114949	"27.4.aE"	"Q3"
11	31	28.723188691251	"27.4.aE"	"Q3"
12	31	28.728192951309	"27.4.aE"	"Q3"
13	31	28.730797715295	"27.4.aE"	"Q3"
14	31	28.732153549737	"27.4.aE"	"Q3"
15	31	28.732859298348	"27.4.aE"	"Q3"
1	32	21.016126869377	"27.4.aE"	"Q3"
2	32	24.843382801378	"27.4.aE"	"Q3"
3	32	26.762782253213	"27.4.aE"	"Q3"
4	32	27.744012155149	"27.4.aE"	"Q3"
5	32	28.249845133082	"27.4.aE"	"Q3"
6	32	28.511651086528	"27.4.aE"	"Q3"
7	32	28.647425325545	"27.4.aE"	"Q3"
8	32	28.717910148207	"27.4.aE"	"Q3"
9	32	28.754520190524	"27.4.aE"	"Q3"
10	32	28.773540686713	"27.4.aE"	"Q3"
11	32	28.783424034468	"27.4.aE"	"Q3"
12	32	28.788559948778	"27.4.aE"	"Q3"
13	32	28.791228944005	"27.4.aE"	"Q3"
14	32	28.792615975464	"27.4.aE"	"Q3"
15	32	28.793336799459	"27.4.aE"	"Q3"
1	33	21.516561613799	"27.4.aE"	"Q3"
2	33	25.09910416086	"27.4.aE"	"Q3"
3	33	26.93374554887	"27.4.aE"	"Q3"
4	33	27.899933387189	"27.4.aE"	"Q3"
5	33	28.415161322343	"27.4.aE"	"Q3"
6	33	28.691605957911	"27.4.aE"	"Q3"
7	33	28.84040223171	"27.4.aE"	"Q3"
8	33	28.920625469139	"27.4.aE"	"Q3"
9	33	28.963916136927	"27.4.aE"	"Q3"
10	33	28.987288109974	"27.4.aE"	"Q3"
11	33	28.999909519144	"27.4.aE"	"Q3"
12	33	29.00672631603	"27.4.aE"	"Q3"
13	33	29.010408328513	"27.4.aE"	"Q3"
14	33	29.012397204241	"27.4.aE"	"Q3"
15	33	29.013471538643	"27.4.aE"	"Q3"
1	34	21.584751191181	"27.4.aE"	"Q3"
2	34	25.15897717686	"27.4.aE"	"Q3"
3	34	27.007978146999	"27.4.aE"	"Q3"
4	34	27.993216165778	"27.4.aE"	"Q3"
5	34	28.525243136685	"27.4.aE"	"Q3"
6	34	28.814446663865	"27.4.aE"	"Q3"
7	34	28.972197523744	"27.4.aE"	"Q3"
8	34	29.05840373412	"27.4.aE"	"Q3"
9	34	29.105559677984	"27.4.aE"	"Q3"
10	34	29.131368521632	"27.4.aE"	"Q3"
11	34	29.145498072897	"27.4.aE"	"Q3"
12	34	29.15323481239	"27.4.aE"	"Q3"
13	34	29.157471493199	"27.4.aE"	"Q3"
14	34	29.159791634341	"27.4.aE"	"Q3"
15	34	29.16106225087	"27.4.aE"	"Q3"
1	35	21.511464348222	"27.4.aE"	"Q3"
2	35	25.191338114561	"27.4.aE"	"Q3"
3	35	27.068811389011	"27.4.aE"	"Q3"
4	35	28.051633860773	"27.4.aE"	"Q3"
5	35	28.572032583783	"27.4.aE"	"Q3"
6	35	28.849124096196	"27.4.aE"	"Q3"
7	35	28.997086238929	"27.4.aE"	"Q3"
8	35	29.076213560789	"27.4.aE"	"Q3"
9	35	29.118562764246	"27.4.aE"	"Q3"
10	35	29.141237721082	"27.4.aE"	"Q3"
11	35	29.153381254354	"27.4.aE"	"Q3"
12	35	29.159885481888	"27.4.aE"	"Q3"
13	35	29.163369450575	"27.4.aE"	"Q3"
14	35	29.165235691357	"27.4.aE"	"Q3"
15	35	29.166235389984	"27.4.aE"	"Q3"
1	36	21.230594120295	"27.4.aE"	"Q3"
2	36	24.911100376185	"27.4.aE"	"Q3"
3	36	26.787528520399	"27.4.aE"	"Q3"
4	36	27.768103503795	"27.4.aE"	"Q3"
5	36	28.286172900625	"27.4.aE"	"Q3"
6	36	28.561353423197	"27.4.aE"	"Q3"
7	36	28.707919136834	"27.4.aE"	"Q3"
8	36	28.786093629535	"27.4.aE"	"Q3"
9	36	28.827821261563	"27.4.aE"	"Q3"
10	36	28.850103324107	"27.4.aE"	"Q3"
11	36	28.862004205271	"27.4.aE"	"Q3"
12	36	28.868361201393	"27.4.aE"	"Q3"
13	36	28.871757070776	"27.4.aE"	"Q3"
14	36	28.873571182371	"27.4.aE"	"Q3"
15	36	28.87454031785	"27.4.aE"	"Q3"
1	37	21.573243935467	"27.4.aE"	"Q3"
2	37	25.11150495403	"27.4.aE"	"Q3"
3	37	26.969545881984	"27.4.aE"	"Q3"
4	37	27.977046418174	"27.4.aE"	"Q3"
5	37	28.531401056291	"27.4.aE"	"Q3"
6	37	28.838681806156	"27.4.aE"	"Q3"
7	37	29.009675484152	"27.4.aE"	"Q3"
8	37	29.105031008559	"27.4.aE"	"Q3"
9	37	29.15826859059	"27.4.aE"	"Q3"
10	37	29.188010682566	"27.4.aE"	"Q3"
11	37	29.204632590504	"27.4.aE"	"Q3"
12	37	29.213923908105	"27.4.aE"	"Q3"
13	37	29.219118152101	"27.4.aE"	"Q3"
14	37	29.222022138253	"27.4.aE"	"Q3"
15	37	29.223645748976	"27.4.aE"	"Q3"
1	38	21.259581661667	"27.4.aE"	"Q3"
2	38	24.77451984399	"27.4.aE"	"Q3"
3	38	26.568763228986	"27.4.aE"	"Q3"
4	38	27.510711258341	"27.4.aE"	"Q3"
5	38	28.011440399082	"27.4.aE"	"Q3"
6	38	28.2792614913	"27.4.aE"	"Q3"
7	38	28.422961118424	"27.4.aE"	"Q3"
8	38	28.500191015484	"27.4.aE"	"Q3"
9	38	28.541733961424	"27.4.aE"	"Q3"
10	38	28.564090953426	"27.4.aE"	"Q3"
11	38	28.576125757173	"27.4.aE"	"Q3"
12	38	28.582604989112	"27.4.aE"	"Q3"
13	38	28.58609349698	"27.4.aE"	"Q3"
14	38	28.587971831445	"27.4.aE"	"Q3"
15	38	28.58898321368	"27.4.aE"	"Q3"
1	39	20.854339379418	"27.4.aE"	"Q3"
2	39	24.835245929513	"27.4.aE"	"Q3"
3	39	26.836526842197	"27.4.aE"	"Q3"
4	39	27.858821604476	"27.4.aE"	"Q3"
5	39	28.384675292798	"27.4.aE"	"Q3"
6	39	28.656065499283	"27.4.aE"	"Q3"
7	39	28.796359602061	"27.4.aE"	"Q3"
8	39	28.868944757073	"27.4.aE"	"Q3"
9	39	28.906514849346	"27.4.aE"	"Q3"
10	39	28.925965428482	"27.4.aE"	"Q3"
11	39	28.936036421432	"27.4.aE"	"Q3"
12	39	28.941251221134	"27.4.aE"	"Q3"
13	39	28.943951547214	"27.4.aE"	"Q3"
14	39	28.945349851352	"27.4.aE"	"Q3"
15	39	28.946073938139	"27.4.aE"	"Q3"
1	40	21.359782903789	"27.4.aE"	"Q3"
2	40	25.138651385002	"27.4.aE"	"Q3"
3	40	27.036793304583	"27.4.aE"	"Q3"
4	40	28.010903954084	"27.4.aE"	"Q3"
5	40	28.515522741891	"27.4.aE"	"Q3"
6	40	28.778111324606	"27.4.aE"	"Q3"
7	40	28.91506350584	"27.4.aE"	"Q3"
8	40	28.986573005929	"27.4.aE"	"Q3"
9	40	29.02393395259	"27.4.aE"	"Q3"
10	40	29.043459660817	"27.4.aE"	"Q3"
11	40	29.053665905465	"27.4.aE"	"Q3"
12	40	29.059001242075	"27.4.aE"	"Q3"
13	40	29.061790423926	"27.4.aE"	"Q3"
14	40	29.063248572734	"27.4.aE"	"Q3"
15	40	29.064010883574	"27.4.aE"	"Q3"
1	41	21.075434265901	"27.4.aE"	"Q3"
2	41	24.995775834826	"27.4.aE"	"Q3"
3	41	26.971696842032	"27.4.aE"	"Q3"
4	41	27.985927301707	"27.4.aE"	"Q3"
5	41	28.510693150617	"27.4.aE"	"Q3"
6	41	28.783248015125	"27.4.aE"	"Q3"
7	41	28.925079280876	"27.4.aE"	"Q3"
8	41	28.998956994568	"27.4.aE"	"Q3"
9	41	29.03745810641	"27.4.aE"	"Q3"
10	41	29.057528056923	"27.4.aE"	"Q3"
