"Age"	"Iteration"	"MeanIndividualLength"	"StratumTransfer"	"Quarter"
6	10	27.928680603552	"Transfer.area"	"Q3"
7	10	28.063935389856	"Transfer.area"	"Q3"
8	10	28.134562747686	"Transfer.area"	"Q3"
9	10	28.171463853181	"Transfer.area"	"Q3"
10	10	28.190749477634	"Transfer.area"	"Q3"
11	10	28.200830270754	"Transfer.area"	"Q3"
12	10	28.206100026638	"Transfer.area"	"Q3"
13	10	0	"Transfer.area"	"Q3"
14	10	28.210295134985	"Transfer.area"	"Q3"
15	10	0	"Transfer.area"	"Q3"
1	11	20.394089771378	"Transfer.area"	"Q3"
2	11	24.086636537392	"Transfer.area"	"Q3"
3	11	25.964521614133	"Transfer.area"	"Q3"
4	11	26.94012246425	"Transfer.area"	"Q3"
5	11	27.451758568389	"Transfer.area"	"Q3"
6	11	27.721303526771	"Transfer.area"	"Q3"
7	11	27.863636101271	"Transfer.area"	"Q3"
8	11	27.938884333654	"Transfer.area"	"Q3"
9	11	27.978691357217	"Transfer.area"	"Q3"
10	11	27.99975657128	"Transfer.area"	"Q3"
11	11	28.01090586542	"Transfer.area"	"Q3"
12	11	28.016807450529	"Transfer.area"	"Q3"
13	11	0	"Transfer.area"	"Q3"
14	11	28.021585180234	"Transfer.area"	"Q3"
15	11	28.022460615241	"Transfer.area"	"Q3"
1	12	20.831050935588	"Transfer.area"	"Q3"
2	12	24.448405946183	"Transfer.area"	"Q3"
3	12	26.28604255094	"Transfer.area"	"Q3"
4	12	27.24237724733	"Transfer.area"	"Q3"
5	12	27.745410469415	"Transfer.area"	"Q3"
6	12	28.011384056809	"Transfer.area"	"Q3"
7	12	28.152386380043	"Transfer.area"	"Q3"
8	12	28.22723936356	"Transfer.area"	"Q3"
9	12	28.267004682477	"Transfer.area"	"Q3"
10	12	28.288137864584	"Transfer.area"	"Q3"
11	12	28.299371304895	"Transfer.area"	"Q3"
12	12	28.305343130054	"Transfer.area"	"Q3"
13	12	0	"Transfer.area"	"Q3"
14	12	28.31020594498	"Transfer.area"	"Q3"
15	12	28.31110336782	"Transfer.area"	"Q3"
1	13	20.571850793509	"Transfer.area"	"Q3"
2	13	24.297618953494	"Transfer.area"	"Q3"
3	13	26.171239308707	"Transfer.area"	"Q3"
4	13	27.132397116012	"Transfer.area"	"Q3"
5	13	27.629777199858	"Transfer.area"	"Q3"
6	13	27.888238442471	"Transfer.area"	"Q3"
7	13	28.022827487529	"Transfer.area"	"Q3"
8	13	28.092987131117	"Transfer.area"	"Q3"
9	13	28.129580651372	"Transfer.area"	"Q3"
10	13	28.148672373203	"Transfer.area"	"Q3"
11	13	0	"Transfer.area"	"Q3"
12	13	0	"Transfer.area"	"Q3"
13	13	0	"Transfer.area"	"Q3"
14	13	0	"Transfer.area"	"Q3"
15	13	28.16870081221	"Transfer.area"	"Q3"
1	14	20.815793505046	"Transfer.area"	"Q3"
2	14	24.527621314206	"Transfer.area"	"Q3"
3	14	26.390432033413	"Transfer.area"	"Q3"
4	14	27.344922426933	"Transfer.area"	"Q3"
5	14	27.838456604074	"Transfer.area"	"Q3"
6	14	28.094759408542	"Transfer.area"	"Q3"
7	14	28.228152992318	"Transfer.area"	"Q3"
8	14	28.2976552993	"Transfer.area"	"Q3"
9	14	28.333888985551	"Transfer.area"	"Q3"
10	14	28.352784336999	"Transfer.area"	"Q3"
11	14	0	"Transfer.area"	"Q3"
12	14	0	"Transfer.area"	"Q3"
13	14	0	"Transfer.area"	"Q3"
14	14	0	"Transfer.area"	"Q3"
15	14	28.372589954049	"Transfer.area"	"Q3"
1	15	20.935098877637	"Transfer.area"	"Q3"
2	15	24.645387739847	"Transfer.area"	"Q3"
3	15	26.513531136002	"Transfer.area"	"Q3"
4	15	27.474697410674	"Transfer.area"	"Q3"
5	15	27.97392868208	"Transfer.area"	"Q3"
6	15	28.23441532114	"Transfer.area"	"Q3"
7	15	28.370642486037	"Transfer.area"	"Q3"
8	15	28.441969171325	"Transfer.area"	"Q3"
9	15	28.479337590632	"Transfer.area"	"Q3"
10	15	28.498921310272	"Transfer.area"	"Q3"
11	15	0	"Transfer.area"	"Q3"
12	15	0	"Transfer.area"	"Q3"
13	15	0	"Transfer.area"	"Q3"
14	15	0	"Transfer.area"	"Q3"
15	15	28.519642097513	"Transfer.area"	"Q3"
1	16	21.317047869694	"Transfer.area"	"Q3"
2	16	25.098834723487	"Transfer.area"	"Q3"
3	16	26.995352288786	"Transfer.area"	"Q3"
4	16	27.966660808622	"Transfer.area"	"Q3"
5	16	28.468715977186	"Transfer.area"	"Q3"
6	16	28.729367496613	"Transfer.area"	"Q3"
7	16	28.864988327846	"Transfer.area"	"Q3"
8	16	28.935633289271	"Transfer.area"	"Q3"
9	16	28.97245364806	"Transfer.area"	"Q3"
10	16	28.991650301679	"Transfer.area"	"Q3"
11	16	0	"Transfer.area"	"Q3"
12	16	0	"Transfer.area"	"Q3"
13	16	0	"Transfer.area"	"Q3"
14	16	0	"Transfer.area"	"Q3"
15	16	29.011762640628	"Transfer.area"	"Q3"
1	17	21.504362091465	"Transfer.area"	"Q3"
2	17	25.215714197534	"Transfer.area"	"Q3"
3	17	27.087200050932	"Transfer.area"	"Q3"
4	17	28.053501020866	"Transfer.area"	"Q3"
5	17	28.557647444808	"Transfer.area"	"Q3"
6	17	28.822000572936	"Transfer.area"	"Q3"
7	17	28.960968256505	"Transfer.area"	"Q3"
8	17	29.034117676876	"Transfer.area"	"Q3"
9	17	29.072648093952	"Transfer.area"	"Q3"
10	17	29.092950685182	"Transfer.area"	"Q3"
11	17	29.103650607885	"Transfer.area"	"Q3"
12	17	0	"Transfer.area"	"Q3"
13	17	0	"Transfer.area"	"Q3"
14	17	0	"Transfer.area"	"Q3"
15	17	29.114655856716	"Transfer.area"	"Q3"
1	18	20.490069892715	"Transfer.area"	"Q3"
2	18	24.306930642671	"Transfer.area"	"Q3"
3	18	26.190799538067	"Transfer.area"	"Q3"
4	18	27.135180287503	"Transfer.area"	"Q3"
5	18	27.611768689861	"Transfer.area"	"Q3"
6	18	27.853037864218	"Transfer.area"	"Q3"
7	18	27.975365898926	"Transfer.area"	"Q3"
8	18	28.037435920451	"Transfer.area"	"Q3"
9	18	28.068942746143	"Transfer.area"	"Q3"
10	18	28.084938758359	"Transfer.area"	"Q3"
11	18	28.093060730932	"Transfer.area"	"Q3"
12	18	0	"Transfer.area"	"Q3"
13	18	0	"Transfer.area"	"Q3"
14	18	0	"Transfer.area"	"Q3"
15	18	28.100882471047	"Transfer.area"	"Q3"
1	19	19.883591534907	"Transfer.area"	"Q3"
2	19	23.629533477525	"Transfer.area"	"Q3"
3	19	25.475381603212	"Transfer.area"	"Q3"
4	19	26.398227707062	"Transfer.area"	"Q3"
5	19	26.862487788659	"Transfer.area"	"Q3"
6	19	27.096725830784	"Transfer.area"	"Q3"
7	19	27.215076168254	"Transfer.area"	"Q3"
8	19	27.274915603485	"Transfer.area"	"Q3"
9	19	27.305181867464	"Transfer.area"	"Q3"
10	19	27.320493001875	"Transfer.area"	"Q3"
11	19	0	"Transfer.area"	"Q3"
12	19	27.332158554909	"Transfer.area"	"Q3"
13	19	0	"Transfer.area"	"Q3"
14	19	0	"Transfer.area"	"Q3"
15	19	27.335652516583	"Transfer.area"	"Q3"
1	20	20.612958075739	"Transfer.area"	"Q3"
2	20	24.373518665025	"Transfer.area"	"Q3"
3	20	26.279252269861	"Transfer.area"	"Q3"
4	20	27.264859669665	"Transfer.area"	"Q3"
5	20	27.779174581901	"Transfer.area"	"Q3"
6	20	28.048718372296	"Transfer.area"	"Q3"
7	20	28.190289463368	"Transfer.area"	"Q3"
8	20	28.264729452678	"Transfer.area"	"Q3"
9	20	28.303893823864	"Transfer.area"	"Q3"
10	20	28.324505270068	"Transfer.area"	"Q3"
11	20	28.335354409201	"Transfer.area"	"Q3"
12	20	28.341065494189	"Transfer.area"	"Q3"
13	20	0	"Transfer.area"	"Q3"
14	20	0	"Transfer.area"	"Q3"
15	20	28.346487992909	"Transfer.area"	"Q3"
1	21	20.54175479245	"Transfer.area"	"Q3"
2	21	24.042286725042	"Transfer.area"	"Q3"
3	21	25.821527562967	"Transfer.area"	"Q3"
4	21	26.749227823866	"Transfer.area"	"Q3"
5	21	27.238429254339	"Transfer.area"	"Q3"
6	21	27.497823358137	"Transfer.area"	"Q3"
7	21	27.635751016761	"Transfer.area"	"Q3"
8	21	27.709198583715	"Transfer.area"	"Q3"
9	21	27.74834011499	"Transfer.area"	"Q3"
10	21	27.769207852231	"Transfer.area"	"Q3"
11	21	27.780335594577	"Transfer.area"	"Q3"
12	21	27.786270159542	"Transfer.area"	"Q3"
13	21	0	"Transfer.area"	"Q3"
14	21	27.791123517971	"Transfer.area"	"Q3"
15	21	27.792023949236	"Transfer.area"	"Q3"
1	22	20.852634343955	"Transfer.area"	"Q3"
2	22	24.41940715051	"Transfer.area"	"Q3"
3	22	26.225754601284	"Transfer.area"	"Q3"
4	22	27.163522977043	"Transfer.area"	"Q3"
5	22	27.655729000186	"Transfer.area"	"Q3"
6	22	27.915450918014	"Transfer.area"	"Q3"
7	22	28.052868525197	"Transfer.area"	"Q3"
8	22	28.125677314859	"Transfer.area"	"Q3"
9	22	28.164282334296	"Transfer.area"	"Q3"
10	22	28.184759586804	"Transfer.area"	"Q3"
11	22	28.19562355323	"Transfer.area"	"Q3"
12	22	28.201387927771	"Transfer.area"	"Q3"
13	22	0	"Transfer.area"	"Q3"
14	22	28.206069747094	"Transfer.area"	"Q3"
15	22	28.206931041894	"Transfer.area"	"Q3"
1	23	20.552289118232	"Transfer.area"	"Q3"
2	23	24.137095419005	"Transfer.area"	"Q3"
3	23	25.964629741572	"Transfer.area"	"Q3"
4	23	26.919188350231	"Transfer.area"	"Q3"
5	23	27.42316721278	"Transfer.area"	"Q3"
6	23	27.690653416559	"Transfer.area"	"Q3"
7	23	27.83300177154	"Transfer.area"	"Q3"
8	23	27.908861111176	"Transfer.area"	"Q3"
9	23	27.949317285571	"Transfer.area"	"Q3"
10	23	27.970901178426	"Transfer.area"	"Q3"
11	23	27.982418851151	"Transfer.area"	"Q3"
12	23	0	"Transfer.area"	"Q3"
13	23	0	"Transfer.area"	"Q3"
14	23	27.993597219906	"Transfer.area"	"Q3"
15	23	27.994531780745	"Transfer.area"	"Q3"
1	24	21.009762245641	"Transfer.area"	"Q3"
2	24	24.856916642019	"Transfer.area"	"Q3"
3	24	26.827651677871	"Transfer.area"	"Q3"
4	24	27.859023803073	"Transfer.area"	"Q3"
5	24	28.403934837899	"Transfer.area"	"Q3"
6	24	28.693166871465	"Transfer.area"	"Q3"
7	24	28.847050248317	"Transfer.area"	"Q3"
8	24	28.929023215478	"Transfer.area"	"Q3"
9	24	28.972718110524	"Transfer.area"	"Q3"
10	24	28.996017240038	"Transfer.area"	"Q3"
11	24	0	"Transfer.area"	"Q3"
12	24	0	"Transfer.area"	"Q3"
13	24	0	"Transfer.area"	"Q3"
14	24	29.020491658317	"Transfer.area"	"Q3"
15	24	29.021497539962	"Transfer.area"	"Q3"
1	25	21.03264824475	"Transfer.area"	"Q3"
2	25	24.595534704411	"Transfer.area"	"Q3"
3	25	26.357826421514	"Transfer.area"	"Q3"
4	25	27.249405648634	"Transfer.area"	"Q3"
5	25	27.704911899625	"Transfer.area"	"Q3"
6	25	27.938714567288	"Transfer.area"	"Q3"
7	25	28.058997872822	"Transfer.area"	"Q3"
8	25	28.120951523255	"Transfer.area"	"Q3"
9	25	28.152880610601	"Transfer.area"	"Q3"
10	25	28.169340938323	"Transfer.area"	"Q3"
11	25	0	"Transfer.area"	"Q3"
12	25	0	"Transfer.area"	"Q3"
13	25	0	"Transfer.area"	"Q3"
14	25	28.185624931768	"Transfer.area"	"Q3"
15	25	28.186225077273	"Transfer.area"	"Q3"
1	26	21.631977050549	"Transfer.area"	"Q3"
2	26	25.161714329998	"Transfer.area"	"Q3"
3	26	26.991212714911	"Transfer.area"	"Q3"
4	26	27.969105788864	"Transfer.area"	"Q3"
5	26	28.4991226603	"Transfer.area"	"Q3"
6	26	28.788390117377	"Transfer.area"	"Q3"
7	26	28.946836790647	"Transfer.area"	"Q3"
8	26	29.03379464347	"Transfer.area"	"Q3"
9	26	29.081568562216	"Transfer.area"	"Q3"
10	26	29.107830207626	"Transfer.area"	"Q3"
11	26	0	"Transfer.area"	"Q3"
12	26	0	"Transfer.area"	"Q3"
13	26	0	"Transfer.area"	"Q3"
14	26	29.136984120705	"Transfer.area"	"Q3"
15	26	29.13830584036	"Transfer.area"	"Q3"
1	27	20.386845090557	"Transfer.area"	"Q3"
2	27	24.005430304855	"Transfer.area"	"Q3"
3	27	25.843843199645	"Transfer.area"	"Q3"
4	27	26.799206084452	"Transfer.area"	"Q3"
5	27	27.300659416017	"Transfer.area"	"Q3"
6	27	27.56514231593	"Transfer.area"	"Q3"
7	27	27.704982424316	"Transfer.area"	"Q3"
8	27	27.779014281186	"Transfer.area"	"Q3"
9	27	27.818233146622	"Transfer.area"	"Q3"
10	27	27.839016896338	"Transfer.area"	"Q3"
11	27	0	"Transfer.area"	"Q3"
12	27	0	"Transfer.area"	"Q3"
13	27	0	"Transfer.area"	"Q3"
14	27	27.86060962011	"Transfer.area"	"Q3"
15	27	27.861479661147	"Transfer.area"	"Q3"
1	28	21.589636648351	"Transfer.area"	"Q3"
2	28	25.324047503082	"Transfer.area"	"Q3"
3	28	27.194972558142	"Transfer.area"	"Q3"
4	28	28.153820119435	"Transfer.area"	"Q3"
5	28	28.650133423478	"Transfer.area"	"Q3"
6	28	28.908260261918	"Transfer.area"	"Q3"
7	28	29.042830107129	"Transfer.area"	"Q3"
8	28	29.11307145915	"Transfer.area"	"Q3"
9	28	29.149758455217	"Transfer.area"	"Q3"
10	28	29.168926327737	"Transfer.area"	"Q3"
11	28	29.178942687327	"Transfer.area"	"Q3"
12	28	0	"Transfer.area"	"Q3"
13	28	29.186913071205	"Transfer.area"	"Q3"
14	28	29.188342903614	"Transfer.area"	"Q3"
15	28	29.189090205696	"Transfer.area"	"Q3"
1	29	20.454468998879	"Transfer.area"	"Q3"
2	29	24.121840679917	"Transfer.area"	"Q3"
3	29	25.953208400818	"Transfer.area"	"Q3"
4	29	26.885996827546	"Transfer.area"	"Q3"
5	29	27.365207528135	"Transfer.area"	"Q3"
6	29	27.612409246321	"Transfer.area"	"Q3"
7	29	27.740189052946	"Transfer.area"	"Q3"
8	29	27.806307453574	"Transfer.area"	"Q3"
9	29	27.840537915342	"Transfer.area"	"Q3"
10	29	27.858264367423	"Transfer.area"	"Q3"
11	29	27.867445413538	"Transfer.area"	"Q3"
12	29	27.872200891965	"Transfer.area"	"Q3"
13	29	0	"Transfer.area"	"Q3"
14	29	27.875940133198	"Transfer.area"	"Q3"
15	29	27.876601086799	"Transfer.area"	"Q3"
1	30	20.782142299993	"Transfer.area"	"Q3"
2	30	24.49324408442	"Transfer.area"	"Q3"
3	30	26.333254347027	"Transfer.area"	"Q3"
4	30	27.263226561709	"Transfer.area"	"Q3"
5	30	27.737167892418	"Transfer.area"	"Q3"
6	30	27.979654226136	"Transfer.area"	"Q3"
7	30	28.103960509842	"Transfer.area"	"Q3"
8	30	28.167746218998	"Transfer.area"	"Q3"
9	30	28.200493068624	"Transfer.area"	"Q3"
10	30	28.217309194533	"Transfer.area"	"Q3"
11	30	28.22594571635	"Transfer.area"	"Q3"
12	30	28.230381606469	"Transfer.area"	"Q3"
13	30	0	"Transfer.area"	"Q3"
14	30	28.233830359154	"Transfer.area"	"Q3"
15	30	28.234431491814	"Transfer.area"	"Q3"
1	31	21.072835418619	"Transfer.area"	"Q3"
2	31	24.7519445045	"Transfer.area"	"Q3"
3	31	26.591039447345	"Transfer.area"	"Q3"
4	31	27.530598452233	"Transfer.area"	"Q3"
5	31	28.015184886591	"Transfer.area"	"Q3"
6	31	28.266254408846	"Transfer.area"	"Q3"
7	31	28.396631996997	"Transfer.area"	"Q3"
8	31	28.464414001832	"Transfer.area"	"Q3"
9	31	28.499674187889	"Transfer.area"	"Q3"
10	31	28.51802218653	"Transfer.area"	"Q3"
11	31	28.527571283385	"Transfer.area"	"Q3"
12	31	28.532541462256	"Transfer.area"	"Q3"
13	31	0	"Transfer.area"	"Q3"
14	31	28.536475087286	"Transfer.area"	"Q3"
15	31	28.537176029442	"Transfer.area"	"Q3"
1	32	20.811733259511	"Transfer.area"	"Q3"
2	32	24.60176698303	"Transfer.area"	"Q3"
3	32	26.50249919969	"Transfer.area"	"Q3"
4	32	27.474186091013	"Transfer.area"	"Q3"
5	32	27.9750995598	"Transfer.area"	"Q3"
6	32	28.23435930365	"Transfer.area"	"Q3"
7	32	28.368813062113	"Transfer.area"	"Q3"
8	32	28.43861238038	"Transfer.area"	"Q3"
9	32	28.474866369522	"Transfer.area"	"Q3"
10	32	28.493701880727	"Transfer.area"	"Q3"
11	32	28.503489107387	"Transfer.area"	"Q3"
12	32	28.508575072053	"Transfer.area"	"Q3"
13	32	0	"Transfer.area"	"Q3"
14	32	28.512591651607	"Transfer.area"	"Q3"
15	32	28.513305465184	"Transfer.area"	"Q3"
1	33	20.615898039568	"Transfer.area"	"Q3"
2	33	24.048478634846	"Transfer.area"	"Q3"
3	33	25.80632361367	"Transfer.area"	"Q3"
4	33	26.732067713465	"Transfer.area"	"Q3"
5	33	27.225728678862	"Transfer.area"	"Q3"
6	33	27.490601595024	"Transfer.area"	"Q3"
7	33	27.633169393002	"Transfer.area"	"Q3"
8	33	27.710034559143	"Transfer.area"	"Q3"
9	33	27.751513119202	"Transfer.area"	"Q3"
10	33	27.773906762851	"Transfer.area"	"Q3"
11	33	0	"Transfer.area"	"Q3"
12	33	27.792531303394	"Transfer.area"	"Q3"
13	33	0	"Transfer.area"	"Q3"
14	33	27.797964813416	"Transfer.area"	"Q3"
15	33	27.798994177163	"Transfer.area"	"Q3"
1	34	20.713661463771	"Transfer.area"	"Q3"
2	34	24.143643417542	"Transfer.area"	"Q3"
3	34	25.918024776048	"Transfer.area"	"Q3"
4	34	26.863501821462	"Transfer.area"	"Q3"
5	34	27.374057929678	"Transfer.area"	"Q3"
6	34	27.651590151526	"Transfer.area"	"Q3"
7	34	27.802974704362	"Transfer.area"	"Q3"
8	34	27.885701914974	"Transfer.area"	"Q3"
9	34	27.930954799687	"Transfer.area"	"Q3"
10	34	27.955722083097	"Transfer.area"	"Q3"
11	34	27.969281412039	"Transfer.area"	"Q3"
12	34	27.976705922115	"Transfer.area"	"Q3"
13	34	0	"Transfer.area"	"Q3"
14	34	27.982998132248	"Transfer.area"	"Q3"
15	34	27.984217470863	"Transfer.area"	"Q3"
1	35	21.944955678012	"Transfer.area"	"Q3"
2	35	25.698984943326	"Transfer.area"	"Q3"
3	35	27.614292387185	"Transfer.area"	"Q3"
4	35	28.61692034561	"Transfer.area"	"Q3"
5	35	29.147805957415	"Transfer.area"	"Q3"
6	35	29.430481318805	"Transfer.area"	"Q3"
7	35	29.581425141677	"Transfer.area"	"Q3"
8	35	29.662147009004	"Transfer.area"	"Q3"
9	35	29.705349618451	"Transfer.area"	"Q3"
10	35	29.728481512901	"Transfer.area"	"Q3"
11	35	0	"Transfer.area"	"Q3"
12	35	29.747505056709	"Transfer.area"	"Q3"
13	35	0	"Transfer.area"	"Q3"
14	35	29.752963081684	"Transfer.area"	"Q3"
15	35	29.75398292588	"Transfer.area"	"Q3"
1	36	20.977287750233	"Transfer.area"	"Q3"
2	36	24.613881166266	"Transfer.area"	"Q3"
3	36	26.467921279359	"Transfer.area"	"Q3"
4	36	27.436796830878	"Transfer.area"	"Q3"
5	36	27.948685040427	"Transfer.area"	"Q3"
6	36	28.220582330373	"Transfer.area"	"Q3"
7	36	28.36539933982	"Transfer.area"	"Q3"
8	36	28.442641117361	"Transfer.area"	"Q3"
9	36	28.483870888851	"Transfer.area"	"Q3"
10	36	28.50588709975	"Transfer.area"	"Q3"
11	36	0	"Transfer.area"	"Q3"
12	36	0	"Transfer.area"	"Q3"
13	36	0	"Transfer.area"	"Q3"
14	36	28.529074958408	"Transfer.area"	"Q3"
15	36	28.530032530942	"Transfer.area"	"Q3"
1	37	20.687481770323	"Transfer.area"	"Q3"
2	37	24.080467569729	"Transfer.area"	"Q3"
3	37	25.862220371512	"Transfer.area"	"Q3"
4	37	26.828354581015	"Transfer.area"	"Q3"
5	37	27.359948322997	"Transfer.area"	"Q3"
6	37	27.654612627087	"Transfer.area"	"Q3"
7	37	27.818585583911	"Transfer.area"	"Q3"
8	37	27.910025966209	"Transfer.area"	"Q3"
9	37	27.961077700063	"Transfer.area"	"Q3"
10	37	27.989598630314	"Transfer.area"	"Q3"
11	37	0	"Transfer.area"	"Q3"
12	37	0	"Transfer.area"	"Q3"
13	37	0	"Transfer.area"	"Q3"
14	37	28.022213631174	"Transfer.area"	"Q3"
15	37	28.023770579092	"Transfer.area"	"Q3"
1	38	21.011623173998	"Transfer.area"	"Q3"
2	38	24.485565311817	"Transfer.area"	"Q3"
3	38	26.258881762157	"Transfer.area"	"Q3"
4	38	27.189843497776	"Transfer.area"	"Q3"
5	38	27.684732446437	"Transfer.area"	"Q3"
6	38	27.949429840641	"Transfer.area"	"Q3"
7	38	28.091453445029	"Transfer.area"	"Q3"
8	38	28.167782580787	"Transfer.area"	"Q3"
9	38	28.208840995742	"Transfer.area"	"Q3"
10	38	28.230937229747	"Transfer.area"	"Q3"
11	38	0	"Transfer.area"	"Q3"
12	38	0	"Transfer.area"	"Q3"
13	38	0	"Transfer.area"	"Q3"
14	38	28.254539576114	"Transfer.area"	"Q3"
15	38	28.255539162218	"Transfer.area"	"Q3"
1	39	20.535601033204	"Transfer.area"	"Q3"
2	39	24.455663288636	"Transfer.area"	"Q3"
3	39	26.426356564051	"Transfer.area"	"Q3"
4	39	27.433026542636	"Transfer.area"	"Q3"
5	39	27.950843067473	"Transfer.area"	"Q3"
6	39	28.218085337933	"Transfer.area"	"Q3"
7	39	28.356235181453	"Transfer.area"	"Q3"
8	39	28.427710942786	"Transfer.area"	"Q3"
9	39	28.464706812647	"Transfer.area"	"Q3"
10	39	28.48386010855	"Transfer.area"	"Q3"
11	39	0	"Transfer.area"	"Q3"
12	39	0	"Transfer.area"	"Q3"
13	39	0	"Transfer.area"	"Q3"
14	39	28.502948259321	"Transfer.area"	"Q3"
15	39	28.503661279144	"Transfer.area"	"Q3"
1	40	21.611985010118	"Transfer.area"	"Q3"
2	40	25.435471856357	"Transfer.area"	"Q3"
3	40	27.356025772933	"Transfer.area"	"Q3"
4	40	28.341638072928	"Transfer.area"	"Q3"
5	40	28.852215063669	"Transfer.area"	"Q3"
6	40	29.117904117675	"Transfer.area"	"Q3"
7	40	29.256473339154	"Transfer.area"	"Q3"
8	40	29.328827175846	"Transfer.area"	"Q3"
9	40	29.36662925571	"Transfer.area"	"Q3"
10	40	29.386385510509	"Transfer.area"	"Q3"
11	40	0	"Transfer.area"	"Q3"
12	40	0	"Transfer.area"	"Q3"
13	40	0	"Transfer.area"	"Q3"
14	40	29.406408076733	"Transfer.area"	"Q3"
15	40	29.407179388432	"Transfer.area"	"Q3"
1	41	20.999364826227	"Transfer.area"	"Q3"
2	41	24.905556357592	"Transfer.area"	"Q3"
3	41	26.874345497337	"Transfer.area"	"Q3"
4	41	27.884915204793	"Transfer.area"	"Q3"
5	41	28.407786969644	"Transfer.area"	"Q3"
6	41	28.679358077634	"Transfer.area"	"Q3"
7	41	28.82067741918	"Transfer.area"	"Q3"
8	41	28.894288479468	"Transfer.area"	"Q3"
9	41	28.932650625823	"Transfer.area"	"Q3"
10	41	28.952648136078	"Transfer.area"	"Q3"
11	41	0	"Transfer.area"	"Q3"
12	41	0	"Transfer.area"	"Q3"
13	41	0	"Transfer.area"	"Q3"
14	41	28.972821971677	"Transfer.area"	"Q3"
15	41	28.973592567719	"Transfer.area"	"Q3"
1	42	21.272198979467	"Transfer.area"	"Q3"
2	42	25.011642164386	"Transfer.area"	"Q3"
3	42	26.893742691845	"Transfer.area"	"Q3"
4	42	27.862228824391	"Transfer.area"	"Q3"
5	42	28.365452141366	"Transfer.area"	"Q3"
6	42	28.628151149448	"Transfer.area"	"Q3"
7	42	28.765611134832	"Transfer.area"	"Q3"
8	42	28.83762524881	"Transfer.area"	"Q3"
9	42	28.875376419091	"Transfer.area"	"Q3"
10	42	28.895172753175	"Transfer.area"	"Q3"
11	42	0	"Transfer.area"	"Q3"
12	42	0	"Transfer.area"	"Q3"
13	42	0	"Transfer.area"	"Q3"
14	42	28.915356807017	"Transfer.area"	"Q3"
15	42	28.916142892204	"Transfer.area"	"Q3"
1	43	19.746365741977	"Transfer.area"	"Q3"
2	43	23.498707390358	"Transfer.area"	"Q3"
3	43	25.384265953812	"Transfer.area"	"Q3"
4	43	26.347307450456	"Transfer.area"	"Q3"
5	43	26.842672455538	"Transfer.area"	"Q3"
6	43	27.098338032005	"Transfer.area"	"Q3"
7	43	27.230512706475	"Transfer.area"	"Q3"
8	43	27.298902933763	"Transfer.area"	"Q3"
9	43	27.334305058993	"Transfer.area"	"Q3"
10	43	27.352635048594	"Transfer.area"	"Q3"
11	43	0	"Transfer.area"	"Q3"
12	43	0	"Transfer.area"	"Q3"
13	43	0	"Transfer.area"	"Q3"
14	43	0	"Transfer.area"	"Q3"
15	43	27.371588659878	"Transfer.area"	"Q3"
1	44	21.66786270627	"Transfer.area"	"Q3"
2	44	25.434429842878	"Transfer.area"	"Q3"
3	44	27.356041991603	"Transfer.area"	"Q3"
4	44	28.360807846148	"Transfer.area"	"Q3"
5	44	28.891941353421	"Transfer.area"	"Q3"
6	44	29.174206317346	"Transfer.area"	"Q3"
7	44	29.324621443339	"Transfer.area"	"Q3"
8	44	29.404889434198	"Transfer.area"	"Q3"
9	44	29.447755985031	"Transfer.area"	"Q3"
10	44	29.470657666563	"Transfer.area"	"Q3"
11	44	0	"Transfer.area"	"Q3"
12	44	0	"Transfer.area"	"Q3"
13	44	0	"Transfer.area"	"Q3"
14	44	0	"Transfer.area"	"Q3"
15	44	29.495798312744	"Transfer.area"	"Q3"
1	45	20.746551129196	"Transfer.area"	"Q3"
2	45	24.261189274399	"Transfer.area"	"Q3"
3	45	26.040963560475	"Transfer.area"	"Q3"
4	45	26.965442789393	"Transfer.area"	"Q3"
5	45	27.451081401346	"Transfer.area"	"Q3"
6	45	27.70759073313	"Transfer.area"	"Q3"
7	45	27.843452929946	"Transfer.area"	"Q3"
8	45	27.915517151617	"Transfer.area"	"Q3"
9	45	27.953770465763	"Transfer.area"	"Q3"
10	45	27.974084291363	"Transfer.area"	"Q3"
11	45	0	"Transfer.area"	"Q3"
12	45	0	"Transfer.area"	"Q3"
13	45	27.993650216995	"Transfer.area"	"Q3"
14	45	0	"Transfer.area"	"Q3"
15	45	27.996127128686	"Transfer.area"	"Q3"
1	46	20.807198887045	"Transfer.area"	"Q3"
2	46	24.554558864019	"Transfer.area"	"Q3"
3	46	26.484240697558	"Transfer.area"	"Q3"
4	46	27.501300078538	"Transfer.area"	"Q3"
5	46	28.042939851669	"Transfer.area"	"Q3"
6	46	28.332864820826	"Transfer.area"	"Q3"
7	46	28.488459834151	"Transfer.area"	"Q3"
8	46	28.572078190421	"Transfer.area"	"Q3"
9	46	28.617048316814	"Transfer.area"	"Q3"
10	46	28.641242767331	"Transfer.area"	"Q3"
11	46	0	"Transfer.area"	"Q3"
12	46	0	"Transfer.area"	"Q3"
13	46	28.665040595811	"Transfer.area"	"Q3"
14	46	28.667070417604	"Transfer.area"	"Q3"
15	46	28.668162956438	"Transfer.area"	"Q3"
1	47	20.717545025564	"Transfer.area"	"Q3"
2	47	24.350249249352	"Transfer.area"	"Q3"
3	47	26.221851867108	"Transfer.area"	"Q3"
4	47	27.210731917018	"Transfer.area"	"Q3"
