"age"	"part.year"	"lengthCM"	"samplingID"	"partnumber"	"otolithtype"	"partcount"
12	0.66120218579235	39.5	1	1	NA	NA
5	0.66120218579235	34.5	1	1	NA	NA
10	0.66120218579235	38	1	1	NA	NA
5	0.66120218579235	33	1	1	NA	NA
7	0.66120218579235	38	1	1	NA	NA
6	0.66120218579235	37	1	1	NA	NA
2	0.66120218579235	32	1	1	NA	NA
2	0.66120218579235	34.5	1	1	NA	NA
10	0.66120218579235	38	1	1	NA	NA
11	0.66120218579235	38.5	1	1	NA	NA
5	0.66120218579235	37	1	1	NA	NA
3	0.66120218579235	35	1	1	NA	NA
4	0.66120218579235	34	1	1	NA	NA
11	0.66120218579235	39	1	1	NA	NA
4	0.66120218579235	34.5	1	1	NA	NA
4	0.66120218579235	36.5	1	1	NA	NA
5	0.66120218579235	35.5	1	1	NA	NA
10	0.66120218579235	39	1	1	NA	NA
6	0.66120218579235	35	1	1	NA	NA
7	0.66120218579235	36.5	1	1	NA	NA
4	0.66120218579235	35	1	1	NA	NA
5	0.66120218579235	35.5	1	1	NA	NA
5	0.66120218579235	35.5	1	1	NA	NA
5	0.66120218579235	34.5	1	1	NA	NA
10	0.66120218579235	38.5	1	1	NA	NA
10	0.66120218579235	38	1	1	NA	NA
12	0.66120218579235	39.5	1	1	NA	NA
5	0.66120218579235	36	1	1	NA	NA
5	0.699453551912568	36	2	1	NA	NA
9	0.699453551912568	39	2	1	NA	NA
10	0.699453551912568	37	2	1	NA	NA
10	0.699453551912568	38.5	2	1	NA	NA
7	0.699453551912568	37	2	1	NA	NA
3	0.699453551912568	35	2	1	NA	NA
4	0.699453551912568	36.5	2	1	NA	NA
4	0.699453551912568	40.5	2	1	NA	NA
12	0.699453551912568	38	2	1	NA	NA
5	0.699453551912568	35.5	2	1	NA	NA
5	0.699453551912568	36	2	1	NA	NA
7	0.699453551912568	37	2	1	NA	NA
3	0.699453551912568	36.5	2	1	NA	NA
5	0.699453551912568	36.5	2	1	NA	NA
5	0.699453551912568	35.5	2	1	NA	NA
3	0.699453551912568	35	2	1	NA	NA
8	0.699453551912568	39.5	2	1	NA	NA
8	0.699453551912568	39	2	1	NA	NA
8	0.699453551912568	37	2	1	NA	NA
10	0.713114754098361	37.5	3	1	NA	NA
7	0.713114754098361	36.5	3	1	NA	NA
5	0.713114754098361	36	3	1	NA	NA
9	0.713114754098361	39.5	3	1	NA	NA
12	0.713114754098361	41	3	1	NA	NA
7	0.713114754098361	37.5	3	1	NA	NA
11	0.713114754098361	39.5	3	1	NA	NA
11	0.713114754098361	39	3	1	NA	NA
5	0.713114754098361	36	3	1	NA	NA
9	0.713114754098361	38.5	3	1	NA	NA
10	0.713114754098361	37.5	3	1	NA	NA
7	0.713114754098361	37.5	3	1	NA	NA
12	0.713114754098361	38.5	3	1	NA	NA
10	0.713114754098361	38.5	3	1	NA	NA
7	0.713114754098361	37	3	1	NA	NA
5	0.713114754098361	36.5	3	1	NA	NA
10	0.713114754098361	37.5	3	1	NA	NA
7	0.647540983606557	39.5	4	1	NA	NA
5	0.647540983606557	38.5	4	1	NA	NA
9	0.647540983606557	38	4	1	NA	NA
7	0.647540983606557	39	4	1	NA	NA
4	0.647540983606557	36.5	4	1	NA	NA
8	0.647540983606557	37.5	4	1	NA	NA
7	0.647540983606557	38.5	4	1	NA	NA
8	0.647540983606557	38.5	4	1	NA	NA
5	0.647540983606557	35	4	1	NA	NA
6	0.647540983606557	35.5	4	1	NA	NA
2	0.647540983606557	32	4	1	NA	NA
3	0.647540983606557	33.5	4	1	NA	NA
5	0.647540983606557	34.5	4	1	NA	NA
10	0.647540983606557	38.5	4	1	NA	NA
8	0.647540983606557	38.5	4	1	NA	NA
2	0.647540983606557	30.5	4	1	NA	NA
5	0.647540983606557	37	4	1	NA	NA
2	0.647540983606557	33	4	1	NA	NA
8	0.647540983606557	36.5	4	1	NA	NA
4	0.647540983606557	38.5	4	1	NA	NA
3	0.647540983606557	35	4	1	NA	NA
10	0.647540983606557	37	4	1	NA	NA
4	0.647540983606557	35.5	4	1	NA	NA
5	0.647540983606557	36	4	1	NA	NA
4	0.636612021857924	34	5	1	NA	NA
3	0.636612021857924	35	5	1	NA	NA
3	0.636612021857924	33.5	5	1	NA	NA
2	0.636612021857924	32	5	1	NA	NA
2	0.636612021857924	31	5	1	NA	NA
5	0.636612021857924	37	5	1	NA	NA
2	0.636612021857924	33	5	1	NA	NA
4	0.636612021857924	37	5	1	NA	NA
4	0.636612021857924	35.5	5	1	NA	NA
2	0.636612021857924	32	5	1	NA	NA
2	0.636612021857924	32	5	1	NA	NA
3	0.636612021857924	32.5	5	1	NA	NA
