"CruiseKey"	"StationKey"	"HaulKey"	"Haul"	"Gear"	"TowDistance"	"EffectiveTowDistance"	"MinHaulDepth"	"MaxHaulDepth"	"VerticalNetOpening"	"HorizontalNetOpening"	"TrawlDoorSpread"
"NA/19/2021/10011/30"	"82"	"38082"	"NA/19/2021/10011/30-82-38082"	"3100"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"83"	"38083"	"NA/19/2021/10011/30-83-38083"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"84"	"38084"	"NA/19/2021/10011/30-84-38084"	"3500"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"85"	"38085"	"NA/19/2021/10011/30-85-38085"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"86"	"38086"	"NA/19/2021/10011/30-86-38086"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"87"	"38087"	"NA/19/2021/10011/30-87-38087"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"88"	"38088"	"NA/19/2021/10011/30-88-38088"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"89"	"38089"	"NA/19/2021/10011/30-89-38089"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"90"	"38090"	"NA/19/2021/10011/30-90-38090"	"3500"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"91"	"38091"	"NA/19/2021/10011/30-91-38091"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"92"	"38092"	"NA/19/2021/10011/30-92-38092"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"93"	"38093"	"NA/19/2021/10011/30-93-38093"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"94"	"38094"	"NA/19/2021/10011/30-94-38094"	"3100"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"95"	"38095"	"NA/19/2021/10011/30-95-38095"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"96"	"38096"	"NA/19/2021/10011/30-96-38096"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"97"	"38097"	"NA/19/2021/10011/30-97-38097"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"98"	"38098"	"NA/19/2021/10011/30-98-38098"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"99"	"38099"	"NA/19/2021/10011/30-99-38099"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"100"	"38100"	"NA/19/2021/10011/30-100-38100"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"101"	"38101"	"NA/19/2021/10011/30-101-38101"	"3100"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"102"	"38102"	"NA/19/2021/10011/30-102-38102"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"103"	"38103"	"NA/19/2021/10011/30-103-38103"	"3500"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"108"	"38108"	"NA/19/2021/10011/30-108-38108"	"3500"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"109"	"38109"	"NA/19/2021/10011/30-109-38109"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"110"	"38110"	"NA/19/2021/10011/30-110-38110"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"111"	"38111"	"NA/19/2021/10011/30-111-38111"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"112"	"38112"	"NA/19/2021/10011/30-112-38112"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"113"	"38113"	"NA/19/2021/10011/30-113-38113"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"114"	"38114"	"NA/19/2021/10011/30-114-38114"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"115"	"38115"	"NA/19/2021/10011/30-115-38115"	"3700"	NA	NA	NA	NA	NA	NA	NA
"NA/19/2021/10011/30"	"116"	"38116"	"NA/19/2021/10011/30-116-38116"	"3700"	NA	NA	NA	NA	NA	NA	NA
