"missiontype"	"startyear"	"platform"	"missionnumber"	"serialnumber"	"catchsampleid"	"specimenid"	"individualproducttype"	"individualweight"	"individualvolume"	"lengthresolution"	"length"	"fat"	"fatpercent"	"sex"	"maturationstage"	"specialstage"	"eggstage"	"moultingstage"	"spawningfrequency"	"stomachfillfield"	"stomachfilllab"	"digestion"	"liver"	"liverparasite"	"gillworms"	"swollengills"	"fungusheart"	"fungusspores"	"fungusouter"	"blackspot"	"vertebraecount"	"gonadweight"	"liverweight"	"stomachweight"	"diameter"	"mantlelength"	"carapacelength"	"headlength"	"snouttoendoftail"	"snouttoendsqueezed"	"snouttoanalfin"	"snouttodorsalfin"	"forklength"	"snouttoboneknob"	"lengthwithouthead"	"carapacewidth"	"rightclawwidth"	"rightclawlength"	"rightclawheight"	"meroswidth"	"meroslength"	"japanesecut"	"abdomenwidth"	"tissuesamplenumber"	"morphologytype"	"individualcomment"	"preferredagereading"
"11"	2021	"9553"	5	99623	1	11	"1"	5.03	NA	"3"	0.82	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99623	1	12	"1"	2.53	NA	"3"	0.65	NA	NA	"2"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99623	1	13	"1"	3.54	NA	"3"	0.69	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99623	1	14	"1"	2.95	NA	"3"	0.64	NA	NA	"2"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99623	1	15	"1"	3.62	NA	"3"	0.73	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99623	1	16	"1"	4.59	NA	"3"	0.77	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99623	1	17	"1"	4.48	NA	"3"	0.76	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99623	1	18	"1"	3.05	NA	"3"	0.68	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99623	1	19	"1"	4.09	NA	"3"	0.75	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99623	1	20	"1"	5.08	NA	"3"	0.84	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	1	"1"	2.03	NA	"3"	0.59	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	2	"1"	2.55	NA	"3"	0.65	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	3	"1"	2.91	NA	"3"	0.65	NA	NA	"1"	"5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	4	"1"	2.21	NA	"3"	0.56	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	5	"1"	3.53	NA	"3"	0.67	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	6	"1"	2.16	NA	"3"	0.58	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	7	"1"	7.01	NA	"3"	0.87	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	8	"1"	3.51	NA	"3"	0.67	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	9	"1"	1.76	NA	"3"	0.56	NA	NA	"1"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	10	"1"	4.6	NA	"3"	0.75	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	11	"1"	3.61	NA	"3"	0.76	NA	NA	"1"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	12	"1"	3.09	NA	"3"	0.76	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	13	"1"	4.49	NA	"3"	0.76	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	14	"1"	3.16	NA	"3"	0.69	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	15	"1"	2.71	NA	"3"	0.65	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	16	"1"	4.23	NA	"3"	0.7	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	17	"1"	2.54	NA	"3"	0.63	NA	NA	"1"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	18	"1"	4.32	NA	"3"	0.73	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	19	"1"	2.25	NA	"3"	0.59	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99624	1	20	"1"	1.64	NA	"3"	0.53	NA	NA	"2"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	1	"1"	7.62	NA	"3"	0.93	NA	NA	"1"	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	2	"1"	4.65	NA	"3"	0.77	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	3	"1"	4.9	NA	"3"	0.78	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	4	"1"	4.58	NA	"3"	0.8	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	5	"1"	3.85	NA	"3"	0.76	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	6	"1"	2.94	NA	"3"	0.65	NA	NA	"1"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	7	"1"	3.69	NA	"3"	0.73	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	8	"1"	2.99	NA	"3"	0.68	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	9	"1"	3.56	NA	"3"	0.69	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	10	"1"	3.26	NA	"3"	0.73	NA	NA	"1"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	11	"1"	1.74	NA	"3"	0.57	NA	NA	"1"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	12	"1"	5.71	NA	"3"	0.85	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	13	"1"	3.72	NA	"3"	0.76	NA	NA	"1"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	14	"1"	2.87	NA	"3"	0.69	NA	NA	"1"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	15	"1"	3.36	NA	"3"	0.71	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	16	"1"	3.46	NA	"3"	0.72	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	17	"1"	3.2	NA	"3"	0.72	NA	NA	"1"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	18	"1"	1.46	NA	"3"	0.54	NA	NA	"2"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	19	"1"	1.52	NA	"3"	0.57	NA	NA	"1"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99625	1	20	"1"	1.62	NA	"3"	0.55	NA	NA	"1"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99626	1	1	"1"	7.35	NA	"3"	0.92	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99626	1	2	"1"	5.8	NA	"3"	0.81	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99626	1	3	"1"	4.83	NA	"3"	0.76	NA	NA	"2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99626	1	4	"1"	4.5	NA	"3"	0.76	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"pose var påskrevet 46 cm lengde"	1
"11"	2021	"9553"	5	99626	1	5	"1"	2.89	NA	"3"	0.66	NA	NA	"1"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99626	1	6	"1"	3.05	NA	"3"	0.67	NA	NA	"2"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99626	1	7	"1"	2.5	NA	"3"	0.6	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99626	1	8	"1"	3.56	NA	"3"	0.71	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99626	1	9	"1"	4.93	NA	"3"	0.8	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99626	1	10	"1"	5.37	NA	"3"	0.78	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99626	1	11	"1"	2.57	NA	"3"	0.63	NA	NA	"1"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"11"	2021	"9553"	5	99626	1	12	"1"	2.25	NA	"3"	0.58	NA	NA	"2"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
