"Iteration"	"tau_Intercept"
1	421.687308921351
2	407.675735137838
3	407.143690075729
4	405.908924935473
5	412.842364875355
6	413.580323338193
7	391.087459898216
8	407.381956766464
9	416.427745387498
10	420.543649395936
11	401.315224760399
12	419.514296377844
13	416.360132361356
14	407.060593144734
15	419.384429231664
16	397.678688888256
17	407.342040026964
18	413.736735321528
19	400.734929708787
20	411.426475737069
21	412.649618391891
22	387.273313995684
23	414.761567753368
24	404.911506642143
25	415.642479008452
26	403.524352038823
27	405.103018819757
28	403.255277342161
29	407.504648729211
30	407.698537863085
31	393.809356035882
32	413.282703447679
33	417.164824457377
34	391.267110668541
35	418.78493841265
36	397.701804621226
37	409.062229537277
38	411.75913630675
39	407.316543512891
40	409.288728135038
41	404.781215314865
42	415.60610848918
43	405.44133072148
44	413.915945086135
45	405.445443970768
46	411.252167937028
47	415.5389857206
48	408.100764083977
49	411.291585716961
50	401.596756522682
51	404.476621425268
52	392.109527708832
53	405.838079118086
54	405.700233456511
55	401.626231234984
56	405.170516514649
57	411.298327620353
58	404.872705818492
59	409.150601183404
60	398.083230236327
61	415.633278695683
62	402.040468980854
63	409.820871902709
64	394.720060936709
65	407.525205883037
66	406.299517123309
67	400.378295940011
68	418.503546085407
69	402.43589163494
70	395.599426728266
71	404.820962913845
72	417.751951605106
73	428.827268422447
74	401.007648063104
75	404.023518444377
76	399.499123774213
77	397.007599106909
78	396.915336727427
79	414.886224744204
80	409.829157728491
81	414.876705874768
82	399.751662637216
83	412.157691822521
84	419.044405587556
85	417.71668602513
86	410.372196101158
87	418.274901190718
88	408.476717881871
89	424.018764495949
90	398.690690413304
91	406.681998433637
92	409.010727597115
93	394.911130117485
94	395.595232002205
95	395.357320732406
96	404.672724559867
97	422.451272562592
98	404.365079893007
99	410.297291006176
100	404.385127355143
101	400.388775736617
102	400.907827179239
103	429.719318389124
104	413.566975456157
105	407.234069704325
106	411.910266667951
107	425.4102451359
108	420.44627078076
109	401.879881496791
110	395.310000108861
111	399.570144261916
112	400.402080541929
113	406.873898961685
114	409.961662671318
115	393.906698127537
116	405.784316167718
117	411.076344742293
118	421.272429031805
119	411.843450587734
120	406.279025422739
121	401.837455932552
122	401.606977177655
123	394.044855918661
124	401.385346123249
125	408.901182936723
126	399.738842564194
127	401.431302899223
128	412.352044242091
129	398.377839525055
130	409.362707435951
131	406.809937508811
132	410.069244803043
133	402.251768075911
134	402.977728753247
135	412.585741269751
136	404.609048534902
137	408.681192395303
138	407.342509828098
139	419.504299767193
140	407.289794848601
141	401.807504728645
142	408.461553359419
143	405.704201158729
144	418.583669988591
145	412.144252709755
146	436.363793795353
147	407.741105263936
148	402.340455852398
149	403.505641302856
150	392.080177693744
151	420.657597727438
152	402.168330582759
153	420.245880755137
154	403.013074929786
155	406.62152413933
156	407.45091931716
157	411.996489173671
158	396.72508525969
159	418.246948474512
160	428.702263732945
161	408.424635658243
162	392.631695265895
163	398.107575229304
164	412.11755479324
165	413.732118352307
166	390.438928555898
167	425.948980250485
168	424.105391636265
169	415.256900759168
170	404.058813700412
171	411.653803742868
172	427.314596165693
173	394.680303705361
174	399.420579072633
175	402.844797999843
176	415.254385419108
177	404.561064436252
178	419.325845752137
179	413.836844196592
180	414.212526041337
181	408.089629438892
182	398.051520197818
183	410.122165370477
184	403.313313592595
185	401.735720283214
186	405.68373158555
187	404.318939109576
188	413.70464834587
189	410.464775351244
190	420.038688084552
191	406.353540702086
192	407.44421243562
193	407.617773434842
194	428.870856557969
195	404.291219586098
196	407.659673586661
197	405.445666313597
198	404.294326484543
199	412.085448018345
200	412.539596985408
201	400.457108829512
202	414.444630236257
203	409.076166861369
204	411.453116921676
205	400.576921221554
206	413.85396427742
207	401.091374952149
208	424.965467398349
209	397.35111979525
210	415.085619532804
211	397.871030949775
212	419.064447846729
213	392.89920655627
214	420.263237262913
215	413.909239959433
216	391.725149696969
217	404.341710104881
218	404.299766940711
219	392.2088591871
220	403.529679722127
221	410.463549766993
222	418.54557773612
223	401.086337410421
224	420.384745223958
225	387.651935327199
226	403.7864115428
227	397.205122720795
228	403.286656551968
229	417.034548808505
230	393.143671912177
231	381.7009992866
232	402.405937766448
233	408.040725423598
234	401.359344139169
235	409.39670924549
236	404.001863062672
237	408.788527339952
238	396.996344310957
239	391.658184128923
240	403.582920815424
241	400.219016053871
242	406.238302642076
243	408.325315481904
244	411.884534380576
245	406.986519793188
246	406.855066483094
247	407.798106408043
248	412.250916368075
249	392.852668780159
250	409.948309627314
251	410.392011661679
252	411.171339772991
253	412.453029291751
254	399.995471343714
255	414.203305557433
256	412.695314008483
257	407.212315229845
258	395.93694100249
259	409.653697752308
260	393.454112337421
261	399.971674614486
262	403.401637003797
263	403.169971882817
264	397.791679401487
265	416.330312768285
266	414.751339620443
267	380.84919610478
268	413.496955118897
269	417.728155023214
270	393.423142194572
271	400.408109870399
272	390.781908283458
273	398.632974824357
274	417.755546544263
275	409.064155453483
276	396.360972576229
277	396.043414627739
278	402.804549964775
279	405.198575315282
280	389.847272481691
281	413.22736759555
282	408.863727828955
283	417.211564814819
284	409.980620551794
285	406.438390202161
286	418.352198726156
287	417.980130951161
288	401.717746947487
289	417.777929388143
290	406.224230756532
291	405.109278413161
292	418.120328507037
293	409.94608461865
294	408.185579133801
295	402.172781468733
296	407.189941183149
297	405.824403695681
298	424.73670403451
299	432.101381941391
300	417.220651998681
301	409.019907015759
302	388.550614723834
303	412.71778837594
304	418.260795171538
305	420.617267885639
306	421.337899322845
307	429.439386957164
308	411.065312127864
309	425.64689450394
310	403.860550747988
311	416.248121297227
312	406.30312977143
313	414.232357811446
314	405.920317740561
315	395.37566784564
316	398.609717251596
317	406.062063406216
318	422.522532889575
319	407.183768807609
320	400.43289568483
321	397.810046579963
322	401.167491795981
323	403.569489729458
324	398.322540436287
325	408.027807841204
326	399.310533524863
327	407.453168924843
328	415.874563003027
329	406.468915769235
330	427.461043832738
331	438.377585715827
332	403.097135060357
333	398.524367148572
334	420.284423720953
335	405.347843443561
336	400.102947015914
337	406.208678163248
338	413.263477268133
339	400.830762031645
340	402.230408547581
341	415.134098318777
342	421.749711136436
343	401.43345362705
344	405.655516246036
345	397.612455118971
346	407.763031365609
347	418.704143965127
348	420.467548884373
349	416.576467178963
350	405.322803120127
351	411.801098440094
352	407.427505340082
353	403.168737012397
354	412.552646965221
355	418.45533259206
356	426.186791943338
357	417.642368689417
358	405.553332815806
359	399.787900106079
360	413.673605742613
361	396.888212355596
362	402.741567003824
363	407.470530025849
364	414.681523489352
365	400.632772870507
366	399.241778196032
367	416.206999830433
368	421.722009535847
369	420.569438636279
370	409.737040549114
371	403.609599646239
372	408.74663489228
373	397.113145960365
374	411.432786489524
375	417.404206261721
376	401.859287936146
377	408.576563505866
378	400.879036103516
379	402.321663890061
380	418.364902447707
381	420.172084015153
382	409.158132236275
383	408.573345831831
384	404.119955158164
385	406.061635721445
386	400.241749266945
387	410.270168651573
388	402.777869329849
389	406.981009117369
390	406.306060647234
391	422.536492454189
392	420.578432828908
393	420.016700195833
394	412.975395956454
395	401.597463216973
396	414.087977294916
397	411.484584487562
398	404.32213705292
399	425.002566239885
400	392.242868586002
