"Iteration"	"tau_Intercept"
1	1.09867524217412
2	1.01330249559141
3	0.971003099276778
4	1.01277937004608
5	1.01226933748814
6	0.902925245017876
7	1.04534730727996
8	0.878584137836072
9	1.16494620659112
10	1.0054076140417
11	0.925770490756088
12	1.09934127143488
13	0.858141772109024
14	0.921245210851875
15	0.891529260430512
16	0.915055641220607
17	0.946464844228562
18	0.970590553598518
19	0.906146522936654
20	0.930925878227789
21	0.943021536401122
22	0.968403156613011
23	0.945470000042535
24	1.03993455881657
25	0.91257562849156
26	0.903326540492749
27	0.818953540381165
28	0.960152729678799
29	0.927662894470573
30	0.875156863386034
31	0.806375257622487
32	1.03893022331893
33	0.9642121243429
34	0.827191026577031
35	1.0067554913697
36	0.939265685413803
37	0.981146766850906
38	0.961038676046448
39	0.904221476883532
40	0.976801737894519
41	0.87522869331445
42	0.940810079794006
43	1.10435691769868
44	0.953607080962036
45	0.879454457859613
46	1.11491997692001
47	0.888470055551182
48	1.0832354073066
49	0.899647539808307
50	0.880512242337391
51	0.893626916373272
52	0.886409351593372
53	0.880313553062502
54	0.848893989186999
55	0.91069018938901
56	0.822375942612487
57	0.902191397754787
58	0.848656109377018
59	0.888871736299176
60	0.813847013680904
61	0.889091313393021
62	0.87153022531507
63	1.0316477379644
64	0.984220078256028
65	0.958398676600152
66	1.02391025868239
67	0.850409823244275
68	0.873036976606999
69	0.941417214992139
70	0.849571955801756
71	0.837123293061111
72	0.894955036070682
73	0.838494742124823
74	0.952765937441749
75	0.942077633525454
76	0.943944832972212
77	1.11872521333003
78	0.982112276278561
79	0.988650852943222
80	0.988773292745664
81	0.826207237039108
82	0.927019029403593
83	0.825692214031293
84	1.01500591585698
85	0.88512272819093
86	1.02592001541002
87	0.86766457788192
88	0.971931783030551
89	0.892280151858789
90	0.815397604489864
91	0.968013486872081
92	0.889322497696005
93	0.873035418636391
94	0.836258576591536
95	0.936248204771137
96	1.01998340555537
97	0.884392447834335
98	1.04770913156738
99	1.16277403013008
100	1.06508850305951
101	0.942339765159693
102	0.913331605293297
103	1.04195410839916
104	1.05045716717193
105	0.883509624783087
106	1.04158902294306
107	0.866692388637163
108	0.864414868686998
109	0.936176209796069
110	0.809535679437538
111	0.84537223325842
112	1.00779333855679
113	0.909766057469098
114	1.05051993129072
115	0.812279521478021
116	0.859833100067672
117	0.841015087247792
118	0.789882692644215
119	0.914335294403606
120	0.820344886658891
121	0.923339301655038
122	0.793095657840494
123	0.876075570644966
124	1.00489228913759
125	0.876160988426154
126	0.96401573289246
127	1.00225413065669
128	0.907468450721651
129	0.988158371437714
130	1.03818758505023
131	0.900563066275789
132	0.844930889679893
133	0.928854558257932
134	0.941564676407757
135	0.914018995047789
136	0.983586036903515
137	1.01102871211565
138	1.01034635248936
139	0.788620838511008
140	0.859416103291736
141	0.859260681494023
142	0.897781863880702
143	1.0219243143842
144	1.06131693574987
145	0.858143822384761
146	1.0170398471518
147	0.847755139896237
148	0.980538973294411
149	0.92510550508736
150	0.875272685399158
151	0.932218656404195
152	0.955626236761562
153	0.935549834287212
154	0.908696580150041
155	0.909844197108193
156	0.996436448803601
157	0.8637098170929
158	0.929196217704883
159	0.930021817443121
160	0.811821620280603
161	0.974754673829336
162	0.981326956552406
163	0.993590630999663
164	0.962996896185193
165	0.931595466530095
166	0.944906052636801
167	0.887115155060571
168	0.832483711467096
169	0.925258934957299
170	0.884710551534559
171	0.94530556043337
172	0.937248946688772
173	0.962521774286429
174	0.913819745366396
175	0.889943383752805
176	1.03169735140284
177	0.835538941024059
178	1.00177963410123
179	0.980003617902392
180	1.04414477795309
181	0.797304572213626
182	0.909134789508857
183	0.923149981777994
184	0.927221253288572
185	0.939575270945569
186	0.823847855389265
187	0.903651952474219
188	0.93073981384366
189	0.984653271072587
190	0.844497884794143
191	0.929391315458505
192	0.979097770854855
193	1.00927685647221
194	0.880506369283843
195	1.13424278519489
196	0.905158698271681
197	0.724768317997524
198	0.934584014808742
199	0.881731164857902
200	0.932475407013074
201	0.902831665438272
202	0.814174372732487
203	0.857098836128987
204	0.936423336113404
205	0.869945811943731
206	1.04781105193868
207	0.913401249984262
208	0.784270543737801
209	0.962593581379845
210	0.928483663512166
211	0.992015962122798
212	0.927935533574912
213	0.755210128784778
214	1.07160163519484
215	0.885269491821604
216	0.849423611201804
217	0.850655256267814
218	0.88844616764216
219	0.866074816879363
220	0.93526780948231
221	0.754339204434202
222	0.985668792958649
223	0.901052330885755
224	0.758673866296301
225	0.941529842480287
226	1.01679861717444
227	0.977193570344552
228	0.953647231004572
229	0.842443940763645
230	0.974185134333263
231	0.970222111756353
232	0.854046781607398
233	1.05881296433215
234	0.90168162192241
235	0.817862067770417
236	0.874237939313018
237	0.911482534421527
238	0.77997304973218
239	0.901279450977107
240	0.863012948959118
241	1.03395759819913
242	0.952288585946359
243	0.90623114233042
244	0.859387279987171
245	0.819009088773657
246	0.998642990487632
247	1.00771591724794
248	0.964403108089123
249	0.859535226312169
250	0.83713858807033
251	1.06855528676236
252	1.01570531279108
253	0.98064702000929
254	0.889930955554089
255	1.02931281639423
256	1.14012467916725
257	0.900077036817284
258	0.884012632774998
259	0.96169663503481
260	0.963231969310895
261	0.886514761364853
262	1.11823980004029
263	1.00991821396691
264	0.87721271967725
265	1.00141718050307
266	0.944278210658699
267	0.836588287250883
268	0.809594225908069
269	0.864354359703272
270	0.893881736815392
271	0.793275001426138
272	1.05065198413914
273	0.954618048513024
274	1.01500025935747
275	0.909197233639862
276	1.04129150672588
277	0.886651735724084
278	0.909773062856985
279	0.940490417691058
280	0.981657025102478
281	0.98864610990198
282	0.945341088212379
283	0.809842239041413
284	0.752332096835946
285	0.87444630993636
286	0.971365772172968
287	0.966214420220918
288	1.01485582392963
289	0.997485696866571
290	0.934208667388923
291	0.862518532658946
292	0.91493028656939
293	0.901179791083455
294	0.95426178989739
295	0.779523337559754
296	0.910983329171
297	0.912218320744003
298	0.924334603276996
299	0.879806107498358
300	0.839745795233566
301	0.941571861226776
302	0.912692102566585
303	0.961104982832049
304	0.915712523960783
305	1.09350500715176
306	0.916914240412689
307	1.12175499514505
308	0.877563232369366
309	0.988304929087266
310	0.905779634318609
311	0.952302874629357
312	0.87812503176811
313	0.783304832918619
314	0.894934664608399
315	0.809295144866323
316	0.834993197619779
317	0.733155561337334
318	0.824415739442619
319	0.999880289346472
320	0.889606457606035
321	0.855122197865254
322	0.901756485782799
323	0.86082085321353
324	0.796910243996289
325	0.980715337327081
326	1.07999495022068
327	0.866222485811822
328	0.915456729581771
329	1.01140045288328
330	1.01299348348168
331	0.876515620082416
332	0.925593799053903
333	0.924513425829712
334	0.832151283408305
335	0.893136511953455
336	1.01975099688479
337	0.762200797914404
338	1.0020433462551
339	0.979673888754276
340	0.899852201246358
341	0.99763685617544
342	0.985279151578727
343	0.863104098035607
344	1.06649202955281
345	0.990683269747713
346	0.978171397178138
347	1.01768834598745
348	0.970911480302824
349	1.13961566021141
350	0.944836663626134
351	0.824557213190439
352	0.844403643538967
353	0.953433595919951
354	0.971908857954694
355	0.860713173194265
356	0.990060962755605
357	0.870001617402557
358	0.918870829016094
359	1.05692152013878
360	0.933223778618127
361	0.974116472694456
362	0.922381926675476
363	0.887135534879456
364	0.917002687274073
365	0.848959161985926
366	0.975728644679215
367	0.898757231167535
368	1.11403568979208
369	1.04008455666652
370	0.864728065086627
371	0.96211181069202
372	0.904346151994112
373	0.933211660167097
374	0.790787109505068
375	0.963995838730994
376	0.958056854404924
377	1.0142385073417
378	0.798512569563742
379	0.906933579435794
380	0.876808421707805
381	0.828431314099253
382	1.01463150609269
383	1.0028012647963
384	0.895760431813855
385	0.926877993340358
386	1.03774440668654
387	0.970555696002905
388	1.00714685071827
389	0.922866430393061
390	0.858869453543547
391	0.916957096073556
392	0.917584831738406
393	0.930788819360522
394	0.901821753680943
395	0.971547703290302
396	0.934811300294914
397	1.03786227698845
398	1.03832474433494
399	1.01735493977339
400	0.845424233431159
