"Age"	"Iteration"	"MeanIndividualLength"
1	1	28.875056442135
2	1	31.723220862121
3	1	33.626818564453
4	1	34.927425736705
5	1	35.909522993687
6	1	36.727708221111
7	1	37.321808965543
8	1	37.774045351259
9	1	38.138872563475
10	1	38.490275171439
11	1	39.687610724991
12	1	38.866163492899
1	2	29.010053507232
2	2	31.786936589669
3	2	33.66376458009
4	2	34.90945049384
5	2	35.879571961987
6	2	36.674763789675
7	2	37.249125479038
8	2	37.707471496039
9	2	38.094888698252
10	2	38.421327320374
11	2	38.624362979035
12	2	38.848927872167
1	3	28.95928888002
2	3	31.751156407218
3	3	33.595687657798
4	3	34.709088749525
5	3	35.727528044045
6	3	36.645108915433
7	3	37.060726626967
8	3	37.672548302498
9	3	37.4862704732
10	3	38.206107476093
11	3	38.568042898226
12	3	38.765929343379
1	4	28.98754833425
2	4	31.770651273723
3	4	33.606614872457
4	4	34.943591780992
5	4	35.915129817465
6	4	36.741321886508
7	4	37.360006943747
8	4	37.767763862995
9	4	38.133500705026
10	4	38.491367553311
11	4	38.742410328828
12	4	38.976015241801
1	5	28.965862684978
2	5	31.693659217734
3	5	33.523158228704
4	5	34.816779763046
5	5	35.791891936206
6	5	36.571637086436
7	5	37.148490337181
8	5	37.666727913314
9	5	38.085127612609
10	5	38.395965759437
11	5	38.615155794384
12	5	38.836735863498
1	6	29.056005849141
2	6	31.783205648751
3	6	33.634570939894
4	6	34.918465194476
5	6	35.900969383955
6	6	36.719235122105
7	6	37.248580610924
8	6	37.747206769295
9	6	38.053827933627
10	6	38.439178027684
11	6	38.690654772052
12	6	38.835251322522
1	7	29.050664769225
2	7	31.757955223877
3	7	33.588460530608
4	7	34.858184866878
5	7	35.805659483046
6	7	36.720546551487
7	7	37.235324792023
8	7	37.702811348851
9	7	38.107970091932
10	7	38.524591402568
11	7	38.814538946536
12	7	38.936229877914
1	8	29.231765046897
2	8	31.925161031293
3	8	33.619100487872
4	8	34.819360820729
5	8	35.92463066788
6	8	36.7472957558
7	8	37.41792692828
8	8	37.710100764656
9	8	38.222103774085
10	8	38.650124185926
11	8	38.946068255224
12	8	39.163411022705
1	9	29.489809222898
2	9	31.818900513858
3	9	33.625700318329
4	9	34.901901224627
5	9	35.874995939644
6	9	36.699104106748
7	9	37.261479409379
8	9	37.719456787964
9	9	38.078090607917
10	9	38.441246271255
11	9	38.725110934676
12	9	38.891599527117
1	10	29.514689582972
2	10	31.886790758775
3	10	33.673572155247
4	10	34.943128600557
5	10	35.881133777491
6	10	36.687172613757
7	10	37.280470993775
8	10	37.726967950697
9	10	38.156331369906
10	10	38.50101167715
11	10	38.759912613998
12	10	38.939223394663
1	11	29.40607273486
2	11	31.844792114399
3	11	33.65927819392
4	11	34.9226447459
5	11	35.883916944274
6	11	36.622343966934
7	11	37.204502882058
8	11	37.661401091335
9	11	38.024977268635
10	11	38.327308149506
11	11	38.566481553819
12	11	38.759777117672
1	12	28.895271587984
2	12	31.688242078316
3	12	33.56329648314
4	12	34.928027527728
5	12	35.884818092769
6	12	36.666577295015
7	12	37.263465259615
