"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SampleKey"	"Sample"	"CatchFractionWeight"	"CatchFractionNumber"	"SampleWeight"	"SampleNumber"	"sampleproducttype"	"lengthmeasurement"
"NA/19/2022/10011/30"	"7"	"38107"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-7-38107-makrell/172414/127023/Scomber scombrus-1"	55000	112917	11.69	24	"1"	"F"
"NA/19/2022/10011/30"	"16"	"38016"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-16-38016-makrell/172414/127023/Scomber scombrus-1"	5e+05	1325322	11.318	30	"1"	"F"
"NA/19/2022/10011/30"	"17"	"38017"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-17-38017-makrell/172414/127023/Scomber scombrus-1"	730000	1907250	4.593	12	"1"	"F"
"NA/19/2022/10011/30"	"18"	"38018"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-18-38018-makrell/172414/127023/Scomber scombrus-1"	110000	265034	9.961	24	"1"	"F"
"NA/19/2022/10011/30"	"19"	"38019"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-19-38019-makrell/172414/127023/Scomber scombrus-1"	42000	115747	13.063	36	"1"	"F"
"NA/19/2022/10011/30"	"20"	"38020"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-20-38020-makrell/172414/127023/Scomber scombrus-1"	290000	909223	13.715	43	"1"	"F"
"NA/19/2022/10011/30"	"21"	"38021"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-21-38021-makrell/172414/127023/Scomber scombrus-1"	240000	584498	9.444	23	"1"	"F"
"NA/19/2022/10011/30"	"22"	"38022"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-22-38022-makrell/172414/127023/Scomber scombrus-1"	240000	630782	9.512	25	"1"	"F"
"NA/19/2022/10011/30"	"25"	"38025"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-25-38025-makrell/172414/127023/Scomber scombrus-1"	75000	196681	25.549	67	"1"	"F"
"NA/19/2022/10011/30"	"26"	"38026"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-26-38026-makrell/172414/127023/Scomber scombrus-1"	144000	381176	13.6	36	"1"	"F"
"NA/19/2022/10011/30"	"29"	"38029"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-29-38029-makrell/172414/127023/Scomber scombrus-1"	135000	308617	10.061	23	"1"	"F"
"NA/19/2022/10011/30"	"30"	"38030"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-30-38030-makrell/172414/127023/Scomber scombrus-1"	40000	88976	11.239	25	"1"	"F"
"NA/19/2022/10011/30"	"31"	"38031"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-31-38031-makrell/172414/127023/Scomber scombrus-1"	530000	1416706	10.475	28	"1"	"F"
"NA/19/2022/10011/30"	"32"	"38032"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-32-38032-makrell/172414/127023/Scomber scombrus-1"	80000	184523	8.671	20	"1"	"F"
"NA/19/2022/10011/30"	"33"	"38033"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-33-38033-makrell/172414/127023/Scomber scombrus-1"	85000	183170	9.281	20	"1"	"F"
"NA/19/2022/10011/30"	"34"	"38034"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-34-38034-makrell/172414/127023/Scomber scombrus-1"	170000	405097	9.652	23	"1"	"F"
"NA/19/2022/10011/30"	"35"	"38035"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-35-38035-makrell/172414/127023/Scomber scombrus-1"	30000	64109	9.827	21	"1"	"F"
"NA/19/2022/10011/30"	"36"	"38036"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-36-38036-makrell/172414/127023/Scomber scombrus-1"	2e+05	442087	9.048	20	"1"	"F"
"NA/19/2022/10011/30"	"37"	"38037"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-37-38037-makrell/172414/127023/Scomber scombrus-1"	51000	115211	10.624	24	"1"	"F"
"NA/19/2022/10011/30"	"38"	"38038"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-38-38038-makrell/172414/127023/Scomber scombrus-1"	25000	58657	14.491	34	"1"	"F"
"NA/19/2022/10011/30"	"39"	"38039"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-39-38039-makrell/172414/127023/Scomber scombrus-1"	515000	1150559	10.295	23	"1"	"F"
"NA/19/2022/10011/30"	"40"	"38040"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-40-38040-makrell/172414/127023/Scomber scombrus-1"	60000	120768	13.911	28	"1"	"F"
"NA/19/2022/10011/30"	"41"	"38041"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-41-38041-makrell/172414/127023/Scomber scombrus-1"	880000	1978554	11.564	26	"1"	"F"
"NA/19/2022/10011/30"	"42"	"38042"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-42-38042-makrell/172414/127023/Scomber scombrus-1"	335000	703268	10.956	23	"1"	"F"
"NA/19/2022/10011/30"	"43"	"38043"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-43-38043-makrell/172414/127023/Scomber scombrus-1"	270000	604676	11.163	25	"1"	"F"
"NA/19/2022/10011/30"	"44"	"38044"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-44-38044-makrell/172414/127023/Scomber scombrus-1"	230000	579888	13.882	35	"1"	"F"
"NA/19/2022/10011/30"	"45"	"38045"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-45-38045-makrell/172414/127023/Scomber scombrus-1"	220000	607256	7.608	21	"1"	"F"
"NA/19/2022/10011/30"	"46"	"38046"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-46-38046-makrell/172414/127023/Scomber scombrus-1"	75000	193698	11.616	30	"1"	"F"
"NA/19/2022/10011/30"	"47"	"38047"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-47-38047-makrell/172414/127023/Scomber scombrus-1"	215000	461428	8.387	18	"1"	"F"
"NA/19/2022/10011/30"	"48"	"38048"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-48-38048-makrell/172414/127023/Scomber scombrus-1"	55000	153174	10.413	29	"1"	"F"
"NA/19/2022/10011/30"	"49"	"38049"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-49-38049-makrell/172414/127023/Scomber scombrus-1"	37000	102503	10.107	28	"1"	"F"
"NA/19/2022/10011/30"	"50"	"38050"	"makrell/172414/127023/Scomber scombrus"	"3"	"NA/19/2022/10011/30-50-38050-makrell/172414/127023/Scomber scombrus-3"	140000	328074	6.401	15	"1"	"F"
"NA/19/2022/10011/30"	"51"	"38051"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-51-38051-makrell/172414/127023/Scomber scombrus-1"	310000	781047	12.304	31	"1"	"F"
"NA/19/2022/10011/30"	"52"	"38052"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-52-38052-makrell/172414/127023/Scomber scombrus-1"	45000	111461	13.323	33	"1"	"F"
"NA/19/2022/10011/30"	"53"	"38053"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-53-38053-makrell/172414/127023/Scomber scombrus-1"	418000	855479	12.704	26	"1"	"F"
"NA/19/2022/10011/30"	"54"	"38054"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-54-38054-makrell/172414/127023/Scomber scombrus-1"	180000	418656	8.169	19	"1"	"F"
"NA/19/2022/10011/30"	"55"	"38055"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-55-38055-makrell/172414/127023/Scomber scombrus-1"	59500	201394	10.045	34	"1"	"F"
"NA/19/2022/10011/30"	"56"	"38056"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-56-38056-makrell/172414/127023/Scomber scombrus-1"	118000	311979	14.751	39	"1"	"F"
"NA/19/2022/10011/30"	"57"	"38057"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-57-38057-makrell/172414/127023/Scomber scombrus-1"	120000	295809	9.736	24	"1"	"F"
"NA/19/2022/10011/30"	"58"	"38058"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-58-38058-makrell/172414/127023/Scomber scombrus-1"	2e+05	460745	10.852	25	"1"	"F"
"NA/19/2022/10011/30"	"59"	"38059"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-59-38059-makrell/172414/127023/Scomber scombrus-1"	80000	184247	6.513	15	"1"	"F"
"NA/19/2022/10011/30"	"60"	"38060"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-60-38060-makrell/172414/127023/Scomber scombrus-1"	1e+05	410793	10.711	44	"1"	"F"
"NA/19/2022/10011/30"	"61"	"38061"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-61-38061-makrell/172414/127023/Scomber scombrus-1"	350000	829777	12.654	30	"1"	"F"
"NA/19/2022/10011/30"	"62"	"38062"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-62-38062-makrell/172414/127023/Scomber scombrus-1"	2200000	5256571	8.789	21	"1"	"F"
"NA/19/2022/10011/30"	"63"	"38063"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-63-38063-makrell/172414/127023/Scomber scombrus-1"	270000	606832	6.674	15	"1"	"F"
"NA/19/2022/10011/30"	"64"	"38064"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-64-38064-makrell/172414/127023/Scomber scombrus-1"	360000	832819	6.484	15	"1"	"F"
"NA/19/2022/10011/30"	"65"	"38065"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-65-38065-makrell/172414/127023/Scomber scombrus-1"	196000	410405	12.417	26	"1"	"F"
"NA/19/2022/10011/30"	"66"	"38066"	"makrell/172414/127023/Scomber scombrus"	"2"	"NA/19/2022/10011/30-66-38066-makrell/172414/127023/Scomber scombrus-2"	155000	352502	6.156	14	"1"	"F"
"NA/19/2022/10011/30"	"67"	"38067"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-67-38067-makrell/172414/127023/Scomber scombrus-1"	150000	320011	14.062	30	"1"	"F"
"NA/19/2022/10011/30"	"68"	"38068"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-68-38068-makrell/172414/127023/Scomber scombrus-1"	80000	164900	16.98	35	"1"	"F"
"NA/19/2022/10011/30"	"69"	"38069"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-69-38069-makrell/172414/127023/Scomber scombrus-1"	280000	564878	10.905	22	"1"	"F"
"NA/19/2022/10011/30"	"70"	"38070"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-70-38070-makrell/172414/127023/Scomber scombrus-1"	95000	247262	20.363	53	"1"	"F"
"NA/19/2022/10011/30"	"71"	"38071"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-71-38071-makrell/172414/127023/Scomber scombrus-1"	495000	1165428	8.07	19	"1"	"F"
"NA/19/2022/10011/30"	"72"	"38072"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-72-38072-makrell/172414/127023/Scomber scombrus-1"	60000	124297	10.137	21	"1"	"F"
"NA/19/2022/10011/30"	"74"	"38074"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-74-38074-makrell/172414/127023/Scomber scombrus-1"	195000	397033	10.314	21	"1"	"F"
"NA/19/2022/10011/30"	"75"	"38075"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-75-38075-makrell/172414/127023/Scomber scombrus-1"	260000	554326	12.195	26	"1"	"F"
"NA/19/2022/10011/30"	"76"	"38076"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-76-38076-makrell/172414/127023/Scomber scombrus-1"	83000	178896	10.671	23	"1"	"F"
"NA/19/2022/10011/30"	"77"	"38077"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-77-38077-makrell/172414/127023/Scomber scombrus-1"	1e+05	218293	9.162	20	"1"	"F"
"NA/19/2022/10011/30"	"78"	"38078"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-78-38078-makrell/172414/127023/Scomber scombrus-1"	154000	297822	11.893	23	"1"	"F"
"NA/19/2022/10011/30"	"79"	"38079"	"makrell/172414/127023/Scomber scombrus"	"2"	"NA/19/2022/10011/30-79-38079-makrell/172414/127023/Scomber scombrus-2"	151125	341525	12.39	28	"1"	"F"
"NA/19/2022/10011/30"	"80"	"38080"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-80-38080-makrell/172414/127023/Scomber scombrus-1"	110000	236328	5.12	11	"1"	"F"
"NA/19/2022/10011/30"	"81"	"38081"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-81-38081-makrell/172414/127023/Scomber scombrus-1"	60000	191761	8.448	27	"1"	"F"
"NA/19/2022/10011/30"	"82"	"38082"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-82-38082-makrell/172414/127023/Scomber scombrus-1"	25000	53841	11.144	24	"1"	"F"
"NA/19/2022/10011/30"	"83"	"38083"	"makrell/172414/127023/Scomber scombrus"	"2"	"NA/19/2022/10011/30-83-38083-makrell/172414/127023/Scomber scombrus-2"	150000	368520	12.211	30	"1"	"F"
"NA/19/2022/10011/30"	"84"	"38084"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-84-38084-makrell/172414/127023/Scomber scombrus-1"	4e+05	847035	8.028	17	"1"	"F"
"NA/19/2022/10011/30"	"86"	"38086"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-86-38086-makrell/172414/127023/Scomber scombrus-1"	634000	1469758	4.745	11	"1"	"F"
"NA/19/2022/10011/30"	"87"	"38087"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-87-38087-makrell/172414/127023/Scomber scombrus-1"	280000	611180	10.537	23	"1"	"F"
"NA/19/2022/10011/30"	"88"	"38088"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-88-38088-makrell/172414/127023/Scomber scombrus-1"	80000	212105	10.938	29	"1"	"F"
"NA/19/2022/10011/30"	"89"	"38089"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-89-38089-makrell/172414/127023/Scomber scombrus-1"	140000	309614	7.687	17	"1"	"F"
"NA/19/2022/10011/30"	"90"	"38090"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-90-38090-makrell/172414/127023/Scomber scombrus-1"	30000	64038	7.964	17	"1"	"F"
"NA/19/2022/10011/30"	"95"	"38095"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-95-38095-makrell/172414/127023/Scomber scombrus-1"	310000	706754	7.018	16	"1"	"F"
"NA/19/2022/10011/30"	"98"	"38098"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-98-38098-makrell/172414/127023/Scomber scombrus-1"	240000	554836	10.814	25	"1"	"F"
"NA/19/2022/10011/30"	"99"	"38099"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-99-38099-makrell/172414/127023/Scomber scombrus-1"	120000	273598	13.158	30	"1"	"F"
"NA/19/2022/10011/30"	"101"	"38101"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-101-38101-makrell/172414/127023/Scomber scombrus-1"	43000	86011	7.999	16	"1"	"F"
"NA/19/2022/10011/30"	"102"	"38102"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-102-38102-makrell/172414/127023/Scomber scombrus-1"	120000	246050	8.291	17	"1"	"F"
"NA/19/2022/10011/30"	"103"	"38103"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-103-38103-makrell/172414/127023/Scomber scombrus-1"	340000	719216	8.982	19	"1"	"F"
"NA/19/2022/10011/30"	"104"	"38104"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-104-38104-makrell/172414/127023/Scomber scombrus-1"	220000	773472	12.515	44	"1"	"F"
"NA/19/2022/10011/30"	"105"	"38105"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2022/10011/30-105-38105-makrell/172414/127023/Scomber scombrus-1"	270000	655450	11.946	29	"1"	"F"
