"CruiseKey"	"StationKey"	"Station"	"CatchPlatform"	"DateTime"	"Latitude"	"Longitude"	"BottomDepth"	"Stratum"	"Period"	"Quarter"
"NA/19/2022/10011/30"	"7"	"NA/19/2022/10011/30-7"	"3672"	2022-11-15T20:02:00Z	62.4	3.267	NA	"27.2.a"	"[01-10, 31-12>"	"Q4"
"NA/19/2022/10011/30"	"16"	"NA/19/2022/10011/30-16"	"1208"	2022-08-21T13:14:00Z	64.2001	1.4	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"17"	"NA/19/2022/10011/30-17"	"9891"	2022-08-21T07:31:00Z	64.317	0.633001	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"18"	"NA/19/2022/10011/30-18"	"4405"	2022-08-28T20:19:00Z	64.5331	0.650001	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"19"	"NA/19/2022/10011/30-19"	"4646"	2022-08-12T19:53:00Z	65.4501	1.68301	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"20"	"NA/19/2022/10011/30-20"	"9890"	2022-08-16T06:33:00Z	65.8	2.033	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"21"	"NA/19/2022/10011/30-21"	"9843"	2022-08-25T02:48:00Z	64.633	2.667	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"22"	"NA/19/2022/10011/30-22"	"2704"	2022-08-20T20:13:00Z	64.6291	0.908001	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"25"	"NA/19/2022/10011/30-25"	"9890"	2022-08-24T18:21:00Z	64.6	2.55	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"26"	"NA/19/2022/10011/30-26"	"9103"	2022-08-20T20:40:00Z	64.5	0.85	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"29"	"NA/19/2022/10011/30-29"	"10158"	2022-08-28T16:36:00Z	64.467	0.583	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"30"	"NA/19/2022/10011/30-30"	"4613"	2022-08-28T17:58:00Z	64.4501	0.6	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"31"	"NA/19/2022/10011/30-31"	"4002"	2022-08-17T11:59:00Z	64.2331	0.517001	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"32"	"NA/19/2022/10011/30-32"	"2889"	2022-09-12T16:45:00Z	59.6001	2.417	NA	"27.4.aE"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"33"	"NA/19/2022/10011/30-33"	"4002"	2022-09-23T22:35:00Z	62.933	1.38301	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"34"	"NA/19/2022/10011/30-34"	"9103"	2022-09-23T01:46:00Z	63.2001	1.333	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"35"	"NA/19/2022/10011/30-35"	"9103"	2022-09-19T19:57:00Z	63.933	1	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"36"	"NA/19/2022/10011/30-36"	"4109"	2022-09-29T13:27:00Z	60.233	2.33301	NA	"27.4.aE"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"37"	"NA/19/2022/10011/30-37"	"9678"	2022-09-29T14:04:00Z	60.333	2.283	NA	"27.4.aE"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"38"	"NA/19/2022/10011/30-38"	"3823"	2022-09-09T06:49:00Z	64.333	3.55	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"39"	"NA/19/2022/10011/30-39"	"4211"	2022-09-19T09:44:00Z	64.1	1.2	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"40"	"NA/19/2022/10011/30-40"	"4411"	2022-09-22T19:07:00Z	63.483	1.13301	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"41"	"NA/19/2022/10011/30-41"	"3206"	2022-09-21T03:55:00Z	63.8501	1.283	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"42"	"NA/19/2022/10011/30-42"	"9117"	2022-09-27T03:53:00Z	62.733	1.017	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"43"	"NA/19/2022/10011/30-43"	"9017"	2022-08-13T20:00:00Z	65.113	2.627	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2022/10011/30"	"44"	"NA/19/2022/10011/30-44"	"3627"	2022-08-16T14:41:00Z	65.707	2.41401	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
