"Age"	"Iteration"	"MeanIndividualLength"	"Stratum"	"Quarter"
13	21	0	"27.4.aE"	"Q4"
14	21	29.336210355109	"27.4.aE"	"Q4"
15	21	0	"27.4.aE"	"Q4"
1	22	23.440619324766	"27.4.aE"	"Q4"
2	22	25.941418967322	"27.4.aE"	"Q4"
3	22	27.293020197739	"27.4.aE"	"Q4"
4	22	28.051890686863	"27.4.aE"	"Q4"
5	22	28.48590575411	"27.4.aE"	"Q4"
6	22	28.736565334269	"27.4.aE"	"Q4"
7	22	28.882114755545	"27.4.aE"	"Q4"
8	22	28.966889467242	"27.4.aE"	"Q4"
9	22	29.016353074384	"27.4.aE"	"Q4"
10	22	29.045243050218	"27.4.aE"	"Q4"
11	22	29.062126666283	"27.4.aE"	"Q4"
12	22	0	"27.4.aE"	"Q4"
13	22	0	"27.4.aE"	"Q4"
14	22	29.081143706732	"27.4.aE"	"Q4"
15	22	0	"27.4.aE"	"Q4"
1	23	23.390127999065	"27.4.aE"	"Q4"
2	23	25.976011261494	"27.4.aE"	"Q4"
3	23	27.361727615153	"27.4.aE"	"Q4"
4	23	28.131233106844	"27.4.aE"	"Q4"
5	23	28.565923981828	"27.4.aE"	"Q4"
6	23	28.81368965185	"27.4.aE"	"Q4"
7	23	28.955605172148	"27.4.aE"	"Q4"
8	23	29.037114932958	"27.4.aE"	"Q4"
9	23	29.084003225157	"27.4.aE"	"Q4"
10	23	29.110999548961	"27.4.aE"	"Q4"
11	23	29.126550816495	"27.4.aE"	"Q4"
12	23	0	"27.4.aE"	"Q4"
13	23	0	"27.4.aE"	"Q4"
14	23	29.143652692405	"27.4.aE"	"Q4"
15	23	0	"27.4.aE"	"Q4"
1	24	23.776227307262	"27.4.aE"	"Q4"
2	24	26.367889101157	"27.4.aE"	"Q4"
3	24	27.766281350046	"27.4.aE"	"Q4"
4	24	28.549258561266	"27.4.aE"	"Q4"
5	24	28.995567614025	"27.4.aE"	"Q4"
6	24	29.252382062753	"27.4.aE"	"Q4"
7	24	29.4009284545	"27.4.aE"	"Q4"
8	24	29.487103221327	"27.4.aE"	"Q4"
9	24	29.537179010542	"27.4.aE"	"Q4"
10	24	29.566306035127	"27.4.aE"	"Q4"
11	24	29.583257528986	"27.4.aE"	"Q4"
12	24	0	"27.4.aE"	"Q4"
13	24	0	"27.4.aE"	"Q4"
14	24	0	"27.4.aE"	"Q4"
15	24	0	"27.4.aE"	"Q4"
1	25	23.102246300611	"27.4.aE"	"Q4"
2	25	25.652123865384	"27.4.aE"	"Q4"
3	25	27.020896444818	"27.4.aE"	"Q4"
4	25	27.782499622088	"27.4.aE"	"Q4"
5	25	28.213644307281	"27.4.aE"	"Q4"
6	25	28.459936199825	"27.4.aE"	"Q4"
7	25	28.60133048969	"27.4.aE"	"Q4"
8	25	28.682730023113	"27.4.aE"	"Q4"
9	25	28.729665187027	"27.4.aE"	"Q4"
10	25	28.756752599206	"27.4.aE"	"Q4"
11	25	28.772393521831	"27.4.aE"	"Q4"
12	25	0	"27.4.aE"	"Q4"
13	25	0	"27.4.aE"	"Q4"
14	25	0	"27.4.aE"	"Q4"
15	25	0	"27.4.aE"	"Q4"
1	26	23.105238379417	"27.4.aE"	"Q4"
2	26	25.639975268035	"27.4.aE"	"Q4"
3	26	26.998345887923	"27.4.aE"	"Q4"
4	26	27.752961150244	"27.4.aE"	"Q4"
5	26	28.179481527889	"27.4.aE"	"Q4"
6	26	28.422750950215	"27.4.aE"	"Q4"
7	26	28.562191022142	"27.4.aE"	"Q4"
8	26	28.642339077864	"27.4.aE"	"Q4"
9	26	28.68847955564	"27.4.aE"	"Q4"
10	26	28.71506609559	"27.4.aE"	"Q4"
11	26	28.730393395967	"27.4.aE"	"Q4"
12	26	0	"27.4.aE"	"Q4"
13	26	28.744330364284	"27.4.aE"	"Q4"
14	26	0	"27.4.aE"	"Q4"
15	26	0	"27.4.aE"	"Q4"
1	27	22.803112144799	"27.4.aE"	"Q4"
2	27	25.382594382612	"27.4.aE"	"Q4"
3	27	26.748832279824	"27.4.aE"	"Q4"
4	27	27.496980198754	"27.4.aE"	"Q4"
5	27	27.913201349504	"27.4.aE"	"Q4"
6	27	28.146663661803	"27.4.aE"	"Q4"
7	27	28.278194324456	"27.4.aE"	"Q4"
8	27	28.35247816903	"27.4.aE"	"Q4"
9	27	28.394488061896	"27.4.aE"	"Q4"
10	27	28.418264132459	"27.4.aE"	"Q4"
11	27	28.431726311913	"27.4.aE"	"Q4"
12	27	0	"27.4.aE"	"Q4"
13	27	28.443669083376	"27.4.aE"	"Q4"
14	27	28.446115390764	"27.4.aE"	"Q4"
15	27	0	"27.4.aE"	"Q4"
1	28	23.296591572357	"27.4.aE"	"Q4"
2	28	25.949543610352	"27.4.aE"	"Q4"
3	28	27.36568163552	"27.4.aE"	"Q4"
4	28	28.147651654755	"27.4.aE"	"Q4"
5	28	28.586491225426	"27.4.aE"	"Q4"
6	28	28.834851939407	"27.4.aE"	"Q4"
7	28	28.97605677568	"27.4.aE"	"Q4"
8	28	29.056543094908	"27.4.aE"	"Q4"
9	28	29.102485834266	"27.4.aE"	"Q4"
10	28	29.128731909973	"27.4.aE"	"Q4"
11	28	29.143732644073	"27.4.aE"	"Q4"
12	28	0	"27.4.aE"	"Q4"
13	28	29.157211915404	"27.4.aE"	"Q4"
14	28	29.160015851429	"27.4.aE"	"Q4"
15	28	0	"27.4.aE"	"Q4"
1	29	23.331088205705	"27.4.aE"	"Q4"
2	29	25.987555641191	"27.4.aE"	"Q4"
3	29	27.422985920646	"27.4.aE"	"Q4"
4	29	28.226434124848	"27.4.aE"	"Q4"
5	29	28.68385716221	"27.4.aE"	"Q4"
6	29	28.946622180379	"27.4.aE"	"Q4"
7	29	29.098312354512	"27.4.aE"	"Q4"
8	29	29.186124257777	"27.4.aE"	"Q4"
9	29	29.237038336518	"27.4.aE"	"Q4"
10	29	29.266585680684	"27.4.aE"	"Q4"
11	29	29.283742145504	"27.4.aE"	"Q4"
12	29	0	"27.4.aE"	"Q4"
13	29	29.299495767039	"27.4.aE"	"Q4"
14	29	29.302858958617	"27.4.aE"	"Q4"
15	29	0	"27.4.aE"	"Q4"
1	30	23.751302897613	"27.4.aE"	"Q4"
2	30	26.348766268914	"27.4.aE"	"Q4"
3	30	27.767178732024	"27.4.aE"	"Q4"
4	30	28.571882142631	"27.4.aE"	"Q4"
5	30	29.036993030629	"27.4.aE"	"Q4"
6	30	29.308505666273	"27.4.aE"	"Q4"
7	30	29.467884389837	"27.4.aE"	"Q4"
8	30	29.561737220507	"27.4.aE"	"Q4"
9	30	29.617105755724	"27.4.aE"	"Q4"
10	30	29.649805602573	"27.4.aE"	"Q4"
11	30	29.669129859327	"27.4.aE"	"Q4"
12	30	0	"27.4.aE"	"Q4"
13	30	29.687309108147	"27.4.aE"	"Q4"
14	30	0	"27.4.aE"	"Q4"
15	30	0	"27.4.aE"	"Q4"
1	31	23.03763689825	"27.4.aE"	"Q4"
2	31	25.627411852244	"27.4.aE"	"Q4"
3	31	27.030663510653	"27.4.aE"	"Q4"
4	31	27.81895952983	"27.4.aE"	"Q4"
5	31	28.269603650537	"27.4.aE"	"Q4"
6	31	28.529613484047	"27.4.aE"	"Q4"
7	31	28.6803998318	"27.4.aE"	"Q4"
8	31	28.768097531837	"27.4.aE"	"Q4"
9	31	28.819187240382	"27.4.aE"	"Q4"
10	31	28.848978860362	"27.4.aE"	"Q4"
11	31	0	"27.4.aE"	"Q4"
12	31	0	"27.4.aE"	"Q4"
13	31	28.882427292258	"27.4.aE"	"Q4"
14	31	0	"27.4.aE"	"Q4"
15	31	0	"27.4.aE"	"Q4"
1	32	23.562793427597	"27.4.aE"	"Q4"
2	32	26.139065241341	"27.4.aE"	"Q4"
3	32	27.549541205898	"27.4.aE"	"Q4"
4	32	28.352046156597	"27.4.aE"	"Q4"
5	32	28.81730635434	"27.4.aE"	"Q4"
6	32	29.089770484148	"27.4.aE"	"Q4"
7	32	29.250229918095	"27.4.aE"	"Q4"
8	32	29.345032984162	"27.4.aE"	"Q4"
9	32	29.401150032259	"27.4.aE"	"Q4"
10	32	29.434404158892	"27.4.aE"	"Q4"
11	32	29.4541228556	"27.4.aE"	"Q4"
12	32	0	"27.4.aE"	"Q4"
13	32	29.472760193675	"27.4.aE"	"Q4"
14	32	29.476878626526	"27.4.aE"	"Q4"
15	32	0	"27.4.aE"	"Q4"
1	33	23.331916594668	"27.4.aE"	"Q4"
2	33	25.977297786349	"27.4.aE"	"Q4"
3	33	27.407298815768	"27.4.aE"	"Q4"
4	33	28.208209947013	"27.4.aE"	"Q4"
5	33	28.664530292324	"27.4.aE"	"Q4"
