"Parameter"	"Mean"	"Variance"	"chainId"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_25_38425 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_26_38426 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_27_38427 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_28_38428 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_29_38429 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_2_38402 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_30_38430 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_31_38431 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_32_38432 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_33_38433 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_34_38434 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_35_38435 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_36_38436 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_37_38437 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_38_38438 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_39_38439 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_3_38403 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_40_38440 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_41_38441 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_42_38442 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_43_38443 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_44_38444 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_45_38445 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_46_38446 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_47_38447 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_48_38448 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_49_38449 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_4_38404 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_50_38450 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_51_38451 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_52_38452 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_53_38453 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_54_38454 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_55_38455 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_56_38456 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_57_38457 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_5_38405 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_6_38406 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_7_38407 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_8_38408 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_9_38409 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_10_38410 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_11_38411 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_12_38412 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_13_38413 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_14_38414 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_15_38415 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_16_38416 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_17_38417 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_18_38418 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_19_38419 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_20_38420 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_21_38421 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_22_38422 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_23_38423 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_24_38424 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_25_38425 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_26_38426 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_27_38427 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_28_38428 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_29_38429 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_2_38402 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_30_38430 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_31_38431 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_32_38432 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_33_38433 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_34_38434 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_35_38435 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_36_38436 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_37_38437 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_38_38438 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_39_38439 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_3_38403 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_40_38440 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_41_38441 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_42_38442 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_43_38443 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_44_38444 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_45_38445 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_46_38446 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_47_38447 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_48_38448 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_49_38449 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_4_38404 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_50_38450 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_51_38451 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_52_38452 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_53_38453 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_54_38454 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_55_38455 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_56_38456 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_57_38457 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_5_38405 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_6_38406 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_7_38407 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_8_38408 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_9_38409 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-fish tau_Intercept"	525.407692232388	216.940699658671	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-constant Intercept"	-10.087389161853	0.0226799363899	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-constant tau_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-constant ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-constant Slope"	2.53485901863	0.000566167489891	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-constant tau_Slope"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-constant ar_Slope"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Quarter:Q2 Intercept"	-0.0178866475487	0.00382682278501	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Quarter:Q3 Intercept"	0.089051405266	0.00407069403377	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Quarter:Q4 Intercept"	-0.0689117776356	0.0038456426979	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Quarter:Q1 Intercept"	-0.00225298008174	0.0332229873219	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Quarter:Q2 tau_Intercept"	173.800896229323	33854.5877329908	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Quarter:Q3 tau_Intercept"	173.800896229323	33854.5877329908	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Quarter:Q4 tau_Intercept"	173.800896229323	33854.5877329908	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Quarter:Q1 tau_Intercept"	173.800896229323	33854.5877329908	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Quarter:Q2 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Quarter:Q3 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Quarter:Q4 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Quarter:Q1 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Stratum:27.4.aE Intercept"	0.0158370989409	0.012114924576	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Stratum:27.4.aW Intercept"	-0.00594990393408	0.0120744252776	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Stratum:27.3.a Intercept"	-0.00811994259641	0.0521269667696	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Stratum:27.4.b Intercept"	0.000541605263417	0.0177882181675	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Stratum:27.7.j Intercept"	-0.00230885767387	0.0174343616515	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Stratum:27.4.aE tau_Intercept"	2782.55669326309	21076160.0559965	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Stratum:27.4.aW tau_Intercept"	2782.55669326309	21076160.0559965	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Stratum:27.3.a tau_Intercept"	2782.55669326309	21076160.0559965	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Stratum:27.4.b tau_Intercept"	2782.55669326309	21076160.0559965	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Stratum:27.7.j tau_Intercept"	2782.55669326309	21076160.0559965	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Stratum:27.4.aE ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Stratum:27.4.aW ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Stratum:27.3.a ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Stratum:27.4.b ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-Stratum:27.7.j ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_10_38410 Intercept"	-0.0610174093262	0.000165033237386	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_11_38411 Intercept"	0.0430369100139	0.000153721572473	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_12_38412 Intercept"	0.00401585568309	0.000151468587857	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_13_38413 Intercept"	0.101630392654	0.000143622842355	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_14_38414 Intercept"	0.0484242928505	0.000144990214441	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_15_38415 Intercept"	0.060820828937	0.000153491780483	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_16_38416 Intercept"	0.058443208602	0.000158434805508	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_17_38417 Intercept"	-0.0361520501273	0.000214139885773	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_18_38418 Intercept"	-0.0321738456443	0.000181288255682	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_19_38419 Intercept"	-0.00218497627457	0.000376641003165	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_20_38420 Intercept"	0.0922177164774	0.000410357000565	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_21_38421 Intercept"	0.016156598603	0.00063097977377	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_22_38422 Intercept"	-0.0181169407031	0.000153167075811	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_23_38423 Intercept"	0.00692219379637	0.000142613292801	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_24_38424 Intercept"	-0.0512082504899	0.000139605986569	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_25_38425 Intercept"	-0.0552124331051	0.000153552974606	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_26_38426 Intercept"	-0.0338492507676	0.00016095299541	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_27_38427 Intercept"	0.033650696256	0.000155532969938	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_28_38428 Intercept"	-0.000484574854743	0.0001378247524	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_29_38429 Intercept"	-0.0512576696697	0.000583171507885	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_2_38402 Intercept"	0.0404859990178	0.000135358352177	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_30_38430 Intercept"	-0.0330711477273	0.00014980084796	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_31_38431 Intercept"	-0.0224987938515	0.000398914757486	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_32_38432 Intercept"	-0.00446721088491	0.000401271701169	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_33_38433 Intercept"	-0.0513514645509	0.000153113257779	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_34_38434 Intercept"	-0.05836174459	0.000167503813708	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_35_38435 Intercept"	-0.136465299961	0.000170868610182	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_36_38436 Intercept"	0.00646709518107	0.000457466034567	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_37_38437 Intercept"	0.0456325375793	0.000488637594461	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_38_38438 Intercept"	0.00177509907381	0.00014904278321	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_39_38439 Intercept"	-0.0365886118352	0.000182373180958	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_3_38403 Intercept"	-0.00191544944995	0.000146565416036	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_40_38440 Intercept"	0.0531094313686	0.000151564221537	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_41_38441 Intercept"	0.0765344927428	0.000154341013784	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_42_38442 Intercept"	0.0304039612359	0.000414600922595	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_43_38443 Intercept"	-0.0562509884919	0.000180248307128	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_44_38444 Intercept"	0.0817380858712	0.000174074254425	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_45_38445 Intercept"	0.0303027853951	0.000158830758313	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_46_38446 Intercept"	0.00780055017581	0.000168886275387	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_47_38447 Intercept"	0.0107599042039	0.00033916870567	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_48_38448 Intercept"	-0.0208939098688	0.000148899860432	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_49_38449 Intercept"	0.0457140122692	0.000738844986994	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_4_38404 Intercept"	-0.00237132103371	0.000168153754983	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_50_38450 Intercept"	0.0219369462537	0.000149850427468	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_51_38451 Intercept"	0.00814852880241	0.000787768136314	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_52_38452 Intercept"	-0.0458119080061	0.000344494999916	"C:\Users\Administrator\Documents\temp\ecatest"
"WeightGivenLengthModel-catchSample:NA/19/2021/10024/20_53_38453 Intercept"	-0.0341954748866	0.000847681630172	"C:\Users\Administrator\Documents\temp\ecatest"
