"Parameter"	"Mean"	"Variance"	"chainId"
"ProportionAtAgeModel-Stratum:27.3.a:Age:3 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.b:Age:3 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.7.j:Age:3 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aE:Age:4 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aW:Age:4 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.3.a:Age:4 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.b:Age:4 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.7.j:Age:4 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aE:Age:5 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aW:Age:5 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.3.a:Age:5 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.b:Age:5 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.7.j:Age:5 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aE:Age:6 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aW:Age:6 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.3.a:Age:6 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.b:Age:6 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.7.j:Age:6 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aE:Age:7 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aW:Age:7 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.3.a:Age:7 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.b:Age:7 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.7.j:Age:7 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aE:Age:8 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aW:Age:8 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.3.a:Age:8 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.b:Age:8 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.7.j:Age:8 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aE:Age:9 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aW:Age:9 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.3.a:Age:9 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.b:Age:9 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.7.j:Age:9 tau_Intercept"	8.34453974928	357.022586677445	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aE:Age:1 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aW:Age:1 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.3.a:Age:1 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.b:Age:1 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.7.j:Age:1 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aE:Age:2 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aW:Age:2 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.3.a:Age:2 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.b:Age:2 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.7.j:Age:2 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aE:Age:3 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aW:Age:3 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.3.a:Age:3 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.b:Age:3 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.7.j:Age:3 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aE:Age:4 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aW:Age:4 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.3.a:Age:4 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.b:Age:4 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.7.j:Age:4 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aE:Age:5 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aW:Age:5 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.3.a:Age:5 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.b:Age:5 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.7.j:Age:5 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aE:Age:6 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aW:Age:6 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.3.a:Age:6 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.b:Age:6 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.7.j:Age:6 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aE:Age:7 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aW:Age:7 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.3.a:Age:7 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.b:Age:7 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.7.j:Age:7 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aE:Age:8 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aW:Age:8 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.3.a:Age:8 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.b:Age:8 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.7.j:Age:8 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aE:Age:9 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.aW:Age:9 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.3.a:Age:9 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.4.b:Age:9 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-Stratum:27.7.j:Age:9 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"ProportionAtAgeModel-catchSample tau_Intercept"	1.861017171923	0.0487200023176	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-constant Intercept"	3.11009647604	0.0415246883976	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-constant tau_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-constant ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-constant Slope"	0.104988219767	9.48249442207e-06	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-constant tau_Slope"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-constant ar_Slope"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Quarter:Q2 Intercept"	-0.0632146194475	0.00149657944342	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Quarter:Q3 Intercept"	0.0171595301532	0.00154533651899	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Quarter:Q4 Intercept"	0.0455873217713	0.00154252692665	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Quarter:Q1 Intercept"	0.000467767523006	0.0129101758699	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Quarter:Q2 tau_Intercept"	299.052870054893	106372.800722949	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Quarter:Q3 tau_Intercept"	299.052870054893	106372.800722949	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Quarter:Q4 tau_Intercept"	299.052870054893	106372.800722949	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Quarter:Q1 tau_Intercept"	299.052870054893	106372.800722949	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Quarter:Q2 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Quarter:Q3 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Quarter:Q4 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Quarter:Q1 ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Stratum:27.4.aE Intercept"	0.0161487589845	0.0403335738857	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Stratum:27.4.aW Intercept"	-0.00882949951595	0.0402483653942	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Stratum:27.3.a Intercept"	-0.0292318658211	0.424682309254	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Stratum:27.4.b Intercept"	-0.00720099515626	0.0881056391601	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Stratum:27.7.j Intercept"	0.0291136015087	0.271292579504	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Stratum:27.4.aE tau_Intercept"	2428.95323010783	21615990.3327171	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Stratum:27.4.aW tau_Intercept"	2428.95323010783	21615990.3327171	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Stratum:27.3.a tau_Intercept"	2428.95323010783	21615990.3327171	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Stratum:27.4.b tau_Intercept"	2428.95323010783	21615990.3327171	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Stratum:27.7.j tau_Intercept"	2428.95323010783	21615990.3327171	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Stratum:27.4.aE ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Stratum:27.4.aW ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Stratum:27.3.a ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Stratum:27.4.b ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-Stratum:27.7.j ar_Intercept"	NA	NA	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_10_38410 Intercept"	-0.0216045589412	5.77306072212e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_11_38411 Intercept"	0.00844680485196	5.05582906931e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_12_38412 Intercept"	0.00033215989246	5.89621149884e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_13_38413 Intercept"	-0.0299406760175	5.47976173729e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_14_38414 Intercept"	-0.0779897128251	5.37182770996e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_15_38415 Intercept"	-0.00765561782409	6.00182610792e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_16_38416 Intercept"	0.00869687775762	5.50644771002e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_17_38417 Intercept"	0.0225891152058	7.69180921588e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_18_38418 Intercept"	0.0139798512263	6.07677311631e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_19_38419 Intercept"	0.00624095369108	0.000143841048025	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_20_38420 Intercept"	-0.00465948318595	0.000138571252957	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_21_38421 Intercept"	-0.0191854460347	0.00022127109612	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_22_38422 Intercept"	0.00449400824661	5.76894184055e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_23_38423 Intercept"	0.0183339059189	5.69982300311e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_24_38424 Intercept"	0.00608845534193	5.44210712318e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_25_38425 Intercept"	0.0269123513995	6.10169671506e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_26_38426 Intercept"	-0.10428777579	6.03312296147e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_27_38427 Intercept"	0.0258991141124	5.9638693021e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_28_38428 Intercept"	0.010561998485	5.83312095486e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_29_38429 Intercept"	-0.00473715045432	0.000212360733145	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_2_38402 Intercept"	0.00108087542244	5.90501362149e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_30_38430 Intercept"	-0.00620583736801	6.43636873241e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_31_38431 Intercept"	0.0196045326213	0.000147370513256	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_32_38432 Intercept"	0.00094452945032	0.000144320153327	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_33_38433 Intercept"	0.0212432543516	5.63706653972e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_34_38434 Intercept"	0.00835522842326	6.3486130062e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_35_38435 Intercept"	-0.00789877711951	5.5425205674e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_36_38436 Intercept"	0.018253531328	0.000217711438371	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_37_38437 Intercept"	0.0150328858952	0.000212222618344	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_38_38438 Intercept"	0.00903089250898	6.4317077822e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_39_38439 Intercept"	0.0455089394586	6.08512167663e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_3_38403 Intercept"	-0.0121425540131	4.9529336444e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_40_38440 Intercept"	-0.0168034419182	5.43919423493e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_41_38441 Intercept"	0.0225187293884	6.24185456053e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_42_38442 Intercept"	0.0219550755177	0.000142383509203	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_43_38443 Intercept"	-0.00727410818727	5.47593398574e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_44_38444 Intercept"	0.0199300157377	5.96611003053e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_45_38445 Intercept"	0.0285462066939	5.90990054111e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_46_38446 Intercept"	0.01620993443	5.39987528203e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_47_38447 Intercept"	0.0322458565538	0.0001345647175	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_48_38448 Intercept"	-0.000459077403806	6.23548054e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_49_38449 Intercept"	0.0260972409617	0.00032854465909	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_4_38404 Intercept"	0.0114233789812	5.81122487055e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_50_38450 Intercept"	0.0302579080504	5.46975456848e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_51_38451 Intercept"	0.0311429430619	0.0002979995023	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_52_38452 Intercept"	-0.0291330504924	0.000122390299095	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_53_38453 Intercept"	-0.0367947198531	0.000318027181049	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_54_38454 Intercept"	-0.00782269094621	0.000335814557517	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_55_38455 Intercept"	-0.0154084846376	6.188389353e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_56_38456 Intercept"	-0.0174838409442	0.000137695051022	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_57_38457 Intercept"	-0.00424013136766	6.02904171194e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_5_38405 Intercept"	0.00304955175064	5.65065750433e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_6_38406 Intercept"	0.0174209854969	0.000203285037714	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_7_38407 Intercept"	0.00251856968749	7.22495962594e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_8_38408 Intercept"	-2.82926822951e-05	6.29471018416e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_9_38409 Intercept"	-0.114841578137	5.94059618238e-05	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_10_38410 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_11_38411 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_12_38412 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_13_38413 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_14_38414 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_15_38415 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_16_38416 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_17_38417 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_18_38418 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_19_38419 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_20_38420 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_21_38421 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_22_38422 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_23_38423 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
"LengthGivenAgeModel-catchSample:NA/19/2021/10024/20_24_38424 tau_Intercept"	1006.93767959106	39174.7250636164	"C:\Users\Administrator\Documents\temp\ecatest"
