"Age"	"Iteration"	"MeanIndividualWeight"	"Stratum"	"Quarter"
13	11	0	"27.4.aE"	"Q4"
14	11	0	"27.4.aE"	"Q4"
15	11	0.22845747869	"27.4.aE"	"Q4"
1	12	0.114052103246	"27.4.aE"	"Q4"
2	12	0.131290020163	"27.4.aE"	"Q4"
3	12	0.144928204137	"27.4.aE"	"Q4"
4	12	0.156408238239	"27.4.aE"	"Q4"
5	12	0.166423766503	"27.4.aE"	"Q4"
6	12	0.175368461679	"27.4.aE"	"Q4"
7	12	0.183489845279	"27.4.aE"	"Q4"
8	12	0.190954890182	"27.4.aE"	"Q4"
9	12	0.197882188058	"27.4.aE"	"Q4"
10	12	0.204359356486	"27.4.aE"	"Q4"
11	12	0.210453180516	"27.4.aE"	"Q4"
12	12	0	"27.4.aE"	"Q4"
13	12	0	"27.4.aE"	"Q4"
14	12	0	"27.4.aE"	"Q4"
15	12	0.231896790826	"27.4.aE"	"Q4"
1	13	0.124114548489	"27.4.aE"	"Q4"
2	13	0.142177557414	"27.4.aE"	"Q4"
3	13	0.156409687785	"27.4.aE"	"Q4"
4	13	0.168353501553	"27.4.aE"	"Q4"
5	13	0.178748742901	"27.4.aE"	"Q4"
6	13	0.188014180252	"27.4.aE"	"Q4"
7	13	0.196412570546	"27.4.aE"	"Q4"
8	13	0.204120855501	"27.4.aE"	"Q4"
9	13	0.211264517558	"27.4.aE"	"Q4"
10	13	0.21793614189	"27.4.aE"	"Q4"
11	13	0.22420621588	"27.4.aE"	"Q4"
12	13	0	"27.4.aE"	"Q4"
13	13	0	"27.4.aE"	"Q4"
14	13	0	"27.4.aE"	"Q4"
15	13	0.246221185534	"27.4.aE"	"Q4"
1	14	0.117464145098	"27.4.aE"	"Q4"
2	14	0.134920745629	"27.4.aE"	"Q4"
3	14	0.148706301618	"27.4.aE"	"Q4"
4	14	0.160294588782	"27.4.aE"	"Q4"
5	14	0.170393669746	"27.4.aE"	"Q4"
6	14	0.17940493959	"27.4.aE"	"Q4"
7	14	0.18758054046	"27.4.aE"	"Q4"
8	14	0.19509042874	"27.4.aE"	"Q4"
9	14	0.202055233068	"27.4.aE"	"Q4"
10	14	0.208564022509	"27.4.aE"	"Q4"
11	14	0.21468465201	"27.4.aE"	"Q4"
12	14	0	"27.4.aE"	"Q4"
13	14	0	"27.4.aE"	"Q4"
14	14	0	"27.4.aE"	"Q4"
15	14	0.23620109318	"27.4.aE"	"Q4"
1	15	0.13755169821	"27.4.aE"	"Q4"
2	15	0.157938027603	"27.4.aE"	"Q4"
3	15	0.174032421251	"27.4.aE"	"Q4"
4	15	0.187558596202	"27.4.aE"	"Q4"
5	15	0.199344497025	"27.4.aE"	"Q4"
6	15	0.209859392838	"27.4.aE"	"Q4"
7	15	0.219398017999	"27.4.aE"	"Q4"
8	15	0.228159013233	"27.4.aE"	"Q4"
9	15	0.236283350923	"27.4.aE"	"Q4"
10	15	0.243875111442	"27.4.aE"	"Q4"
11	15	0.251013578901	"27.4.aE"	"Q4"
12	15	0.257760701068	"27.4.aE"	"Q4"
13	15	0	"27.4.aE"	"Q4"
14	15	0	"27.4.aE"	"Q4"
15	15	0.276104119695	"27.4.aE"	"Q4"
1	16	0.130787119339	"27.4.aE"	"Q4"
2	16	0.151014159003	"27.4.aE"	"Q4"
3	16	0.16705854824	"27.4.aE"	"Q4"
4	16	0.180589558319	"27.4.aE"	"Q4"
5	16	0.192412075132	"27.4.aE"	"Q4"
6	16	0.202983633266	"27.4.aE"	"Q4"
7	16	0.212592278784	"27.4.aE"	"Q4"
8	16	0.221432533229	"27.4.aE"	"Q4"
9	16	0.229642684884	"27.4.aE"	"Q4"
10	16	0.237324988584	"27.4.aE"	"Q4"
11	16	0.244557444477	"27.4.aE"	"Q4"
12	16	0	"27.4.aE"	"Q4"
13	16	0	"27.4.aE"	"Q4"
14	16	0	"27.4.aE"	"Q4"
15	16	0.270043066765	"27.4.aE"	"Q4"
1	17	0.121861180301	"27.4.aE"	"Q4"
2	17	0.140046397546	"27.4.aE"	"Q4"
3	17	0.154413863225	"27.4.aE"	"Q4"
4	17	0.166495327723	"27.4.aE"	"Q4"
5	17	0.17702697883	"27.4.aE"	"Q4"
6	17	0.18642627249	"27.4.aE"	"Q4"
7	17	0.194955499306	"27.4.aE"	"Q4"
8	17	0.202791490116	"27.4.aE"	"Q4"
9	17	0.210059773626	"27.4.aE"	"Q4"
10	17	0.216853050561	"27.4.aE"	"Q4"
11	17	0.22324195182	"27.4.aE"	"Q4"
12	17	0	"27.4.aE"	"Q4"
13	17	0	"27.4.aE"	"Q4"
14	17	0	"27.4.aE"	"Q4"
15	17	0.245706949981	"27.4.aE"	"Q4"
1	18	0.118776431085	"27.4.aE"	"Q4"
2	18	0.136533180262	"27.4.aE"	"Q4"
3	18	0.150564897192	"27.4.aE"	"Q4"
4	18	0.16236574025	"27.4.aE"	"Q4"
5	18	0.172653945084	"27.4.aE"	"Q4"
6	18	0.18183683747	"27.4.aE"	"Q4"
7	18	0.190170368438	"27.4.aE"	"Q4"
8	18	0.1978271092	"27.4.aE"	"Q4"
9	18	0.204929573479	"27.4.aE"	"Q4"
10	18	0.211568241252	"27.4.aE"	"Q4"
11	18	0.217812055311	"27.4.aE"	"Q4"
12	18	0	"27.4.aE"	"Q4"
13	18	0	"27.4.aE"	"Q4"
14	18	0	"27.4.aE"	"Q4"
15	18	0	"27.4.aE"	"Q4"
1	19	0.120340791064	"27.4.aE"	"Q4"
2	19	0.138795566546	"27.4.aE"	"Q4"
3	19	0.153420220507	"27.4.aE"	"Q4"
4	19	0.165745282193	"27.4.aE"	"Q4"
5	19	0.176508167033	"27.4.aE"	"Q4"
6	19	0.186127809618	"27.4.aE"	"Q4"
7	19	0.194867829059	"27.4.aE"	"Q4"
8	19	0.202906179353	"27.4.aE"	"Q4"
9	19	0.210369326545	"27.4.aE"	"Q4"
10	19	0.217350754939	"27.4.aE"	"Q4"
11	19	0.223921754853	"27.4.aE"	"Q4"
12	19	0.230138083341	"27.4.aE"	"Q4"
13	19	0	"27.4.aE"	"Q4"
14	19	0	"27.4.aE"	"Q4"
15	19	0.24706468612	"27.4.aE"	"Q4"
1	20	0.124018404405	"27.4.aE"	"Q4"
2	20	0.142938836398	"27.4.aE"	"Q4"
3	20	0.157923794062	"27.4.aE"	"Q4"
4	20	0.170547126556	"27.4.aE"	"Q4"
5	20	0.181566762649	"27.4.aE"	"Q4"
6	20	0.191413136362	"27.4.aE"	"Q4"
7	20	0.200357024141	"27.4.aE"	"Q4"
8	20	0.208581166622	"27.4.aE"	"Q4"
9	20	0.216215403948	"27.4.aE"	"Q4"
10	20	0.223355696564	"27.4.aE"	"Q4"
11	20	0.230075210779	"27.4.aE"	"Q4"
12	20	0.236431162175	"27.4.aE"	"Q4"
13	20	0	"27.4.aE"	"Q4"
14	20	0	"27.4.aE"	"Q4"
15	20	0.253733816746	"27.4.aE"	"Q4"
1	21	0.11677981586	"27.4.aE"	"Q4"
2	21	0.134243002401	"27.4.aE"	"Q4"
3	21	0.148043168603	"27.4.aE"	"Q4"
4	21	0.159649538563	"27.4.aE"	"Q4"
5	21	0.169768379949	"27.4.aE"	"Q4"
6	21	0.178800238923	"27.4.aE"	"Q4"
7	21	0.186996810325	"27.4.aE"	"Q4"
8	21	0.194527797916	"27.4.aE"	"Q4"
9	21	0.201513681091	"27.4.aE"	"Q4"
10	21	0.20804343831	"27.4.aE"	"Q4"
11	21	0.214184868863	"27.4.aE"	"Q4"
12	21	0.219990960562	"27.4.aE"	"Q4"
13	21	0	"27.4.aE"	"Q4"
14	21	0	"27.4.aE"	"Q4"
15	21	0.235782345965	"27.4.aE"	"Q4"
1	22	0.118315205249	"27.4.aE"	"Q4"
2	22	0.136176783171	"27.4.aE"	"Q4"
3	22	0.150306578909	"27.4.aE"	"Q4"
4	22	0.162199312376	"27.4.aE"	"Q4"
5	22	0.172574120324	"27.4.aE"	"Q4"
6	22	0.181839111398	"27.4.aE"	"Q4"
7	22	0.190250867189	"27.4.aE"	"Q4"
8	22	0.197982462945	"27.4.aE"	"Q4"
9	22	0.205156818741	"27.4.aE"	"Q4"
10	22	0.211864746299	"27.4.aE"	"Q4"
11	22	0.218175462782	"27.4.aE"	"Q4"
12	22	0.224143078975	"27.4.aE"	"Q4"
13	22	0	"27.4.aE"	"Q4"
14	22	0	"27.4.aE"	"Q4"
15	22	0.240380767494	"27.4.aE"	"Q4"
1	23	0.123408560404	"27.4.aE"	"Q4"
2	23	0.142448400608	"27.4.aE"	"Q4"
3	23	0.157546960319	"27.4.aE"	"Q4"
4	23	0.170277756703	"27.4.aE"	"Q4"
5	23	0.181399336538	"27.4.aE"	"Q4"
6	23	0.191342820387	"27.4.aE"	"Q4"
7	23	0.200379587937	"27.4.aE"	"Q4"
8	23	0.208692884543	"27.4.aE"	"Q4"
9	23	0.216412969058	"27.4.aE"	"Q4"
10	23	0.223636150598	"27.4.aE"	"Q4"
11	23	0.230435888104	"27.4.aE"	"Q4"
12	23	0.236869644971	"27.4.aE"	"Q4"
13	23	0.242983322218	"27.4.aE"	"Q4"
14	23	0	"27.4.aE"	"Q4"
15	23	0.254393185398	"27.4.aE"	"Q4"
1	24	0.115004282321	"27.4.aE"	"Q4"
2	24	0.132576682573	"27.4.aE"	"Q4"
3	24	0.146496412149	"27.4.aE"	"Q4"
4	24	0.158223885523	"27.4.aE"	"Q4"
5	24	0.168462503119	"27.4.aE"	"Q4"
6	24	0.177611774584	"27.4.aE"	"Q4"
7	24	0.185923044337	"27.4.aE"	"Q4"
8	24	0.193565951212	"27.4.aE"	"Q4"
9	24	0.200661033952	"27.4.aE"	"Q4"
10	24	0.207297383636	"27.4.aE"	"Q4"
11	24	0.21354293234	"27.4.aE"	"Q4"
12	24	0.219450804914	"27.4.aE"	"Q4"
13	24	0.225063425759	"27.4.aE"	"Q4"
14	24	0	"27.4.aE"	"Q4"
15	24	0.235534809909	"27.4.aE"	"Q4"
1	25	0.116822295684	"27.4.aE"	"Q4"
2	25	0.13494808267	"27.4.aE"	"Q4"
3	25	0.149330995131	"27.4.aE"	"Q4"
4	25	0.161464059593	"27.4.aE"	"Q4"
5	25	0.17206739518	"27.4.aE"	"Q4"
6	25	0.181550443698	"27.4.aE"	"Q4"
7	25	0.190171021151	"27.4.aE"	"Q4"
8	25	0.198103261252	"27.4.aE"	"Q4"
9	25	0.205470974862	"27.4.aE"	"Q4"
10	25	0.212365722571	"27.4.aE"	"Q4"
11	25	0.218857354343	"27.4.aE"	"Q4"
12	25	0.225000519593	"27.4.aE"	"Q4"
13	25	0.230838878251	"27.4.aE"	"Q4"
14	25	0	"27.4.aE"	"Q4"
15	25	0	"27.4.aE"	"Q4"
1	26	0.125821960828	"27.4.aE"	"Q4"
2	26	0.145144338882	"27.4.aE"	"Q4"
3	26	0.160458943519	"27.4.aE"	"Q4"
4	26	0.173366957352	"27.4.aE"	"Q4"
5	26	0.184639935719	"27.4.aE"	"Q4"
6	26	0.194716251118	"27.4.aE"	"Q4"
7	26	0.203871775925	"27.4.aE"	"Q4"
8	26	0.212292747993	"27.4.aE"	"Q4"
9	26	0.220111528057	"27.4.aE"	"Q4"
10	26	0.227425962777	"27.4.aE"	"Q4"
11	26	0.234310672566	"27.4.aE"	"Q4"
12	26	0.240824021389	"27.4.aE"	"Q4"
13	26	0.247012623799	"27.4.aE"	"Q4"
14	26	0	"27.4.aE"	"Q4"
15	26	0	"27.4.aE"	"Q4"
1	27	0.134418872543	"27.4.aE"	"Q4"
2	27	0.154777947936	"27.4.aE"	"Q4"
3	27	0.170889284927	"27.4.aE"	"Q4"
4	27	0.184453442251	"27.4.aE"	"Q4"
5	27	0.196288830825	"27.4.aE"	"Q4"
6	27	0.206860001166	"27.4.aE"	"Q4"
7	27	0.216459073411	"27.4.aE"	"Q4"
8	27	0.225283125263	"27.4.aE"	"Q4"
9	27	0.233472142191	"27.4.aE"	"Q4"
10	27	0.24112955571	"27.4.aE"	"Q4"
11	27	0.248334210124	"27.4.aE"	"Q4"
12	27	0	"27.4.aE"	"Q4"
13	27	0.261619384715	"27.4.aE"	"Q4"
14	27	0	"27.4.aE"	"Q4"
15	27	0	"27.4.aE"	"Q4"
1	28	0.12127632825	"27.4.aE"	"Q4"
2	28	0.139777222685	"27.4.aE"	"Q4"
3	28	0.154429800632	"27.4.aE"	"Q4"
4	28	0.166773070584	"27.4.aE"	"Q4"
5	28	0.17754817848	"27.4.aE"	"Q4"
6	28	0.187176025345	"27.4.aE"	"Q4"
7	28	0.195921389666	"27.4.aE"	"Q4"
8	28	0.203962963647	"27.4.aE"	"Q4"
9	28	0.211427710621	"27.4.aE"	"Q4"
10	28	0.218409464658	"27.4.aE"	"Q4"
11	28	0.224979770635	"27.4.aE"	"Q4"
12	28	0.231194576075	"27.4.aE"	"Q4"
13	28	0.237098557575	"27.4.aE"	"Q4"
14	28	0	"27.4.aE"	"Q4"
