"CruiseKey"	"StationKey"	"Station"	"CatchPlatform"	"DateTime"	"Latitude"	"Longitude"	"BottomDepth"
"NA/19/2020/9000/30"	"67"	"NA/19/2020/9000/30-67"	"3674"	2020-11-02T14:46:00Z	60	-0.467001	NA
"NA/19/2020/9000/30"	"68"	"NA/19/2020/9000/30-68"	"1322"	2020-10-29T16:28:00Z	60.117	-0.450001	NA
"NA/19/2020/9000/30"	"69"	"NA/19/2020/9000/30-69"	"4144"	2020-10-14T15:03:00Z	59.4	0.100001	NA
"NA/19/2020/9000/30"	"80"	"NA/19/2020/9000/30-80"	"4602"	2020-09-30T13:58:00Z	58.5	-0.550001	NA
"NA/19/2020/9000/30"	"81"	"NA/19/2020/9000/30-81"	"2073"	2020-10-20T13:56:00Z	58.9501	0.3	NA
"NA/19/2020/9000/30"	"82"	"NA/19/2020/9000/30-82"	"3672"	2020-10-21T07:23:00Z	59.05	0.333001	NA
"NA/19/2020/9000/30"	"83"	"NA/19/2020/9000/30-83"	"4606"	2020-10-10T07:01:00Z	59.2001	-0.467001	NA
"NA/19/2020/9000/30"	"84"	"NA/19/2020/9000/30-84"	"4602"	2020-10-09T12:01:00Z	59.1671	-0.25	NA
"NA/19/2020/9000/30"	"85"	"NA/19/2020/9000/30-85"	"2588"	2020-11-02T23:03:00Z	60.117	-0.183	NA
"NA/19/2020/9000/30"	"86"	"NA/19/2020/9000/30-86"	"2490"	2020-10-04T13:51:00Z	58.333	0.717	NA
"NA/19/2020/9000/30"	"87"	"NA/19/2020/9000/30-87"	"4425"	2020-10-04T03:22:00Z	62.333	5.417	NA
"NA/19/2020/9000/30"	"88"	"NA/19/2020/9000/30-88"	"3319"	2020-10-02T11:38:00Z	58.3831	-0.533001	NA
"NA/19/2020/9000/30"	"89"	"NA/19/2020/9000/30-89"	"3319"	2020-10-02T16:33:00Z	58.467	-0.400001	NA
"NA/19/2020/9000/30"	"90"	"NA/19/2020/9000/30-90"	"3050"	2020-10-12T17:06:00Z	59.217	-0.100001	NA
"NA/19/2020/9000/30"	"91"	"NA/19/2020/9000/30-91"	"3050"	2020-10-18T19:35:00Z	58.733	0.333001	NA
"NA/19/2021/10011/30"	"21"	"NA/19/2021/10011/30-21"	"9819"	2021-09-01T09:12:00Z	63.967	1.68301	NA
"NA/19/2021/10011/30"	"22"	"NA/19/2021/10011/30-22"	"3979"	2021-08-27T09:27:00Z	63.967	2.517	NA
"NA/19/2021/10011/30"	"23"	"NA/19/2021/10011/30-23"	"3206"	2021-08-13T17:03:00Z	64.883	3.533	NA
"NA/19/2021/10011/30"	"24"	"NA/19/2021/10011/30-24"	"3675"	2021-09-02T18:47:00Z	62.8831	1.583	NA
"NA/19/2021/10011/30"	"25"	"NA/19/2021/10011/30-25"	"3674"	2021-08-26T12:29:00Z	64.1831	2.81701	NA
"NA/19/2021/10011/30"	"26"	"NA/19/2021/10011/30-26"	"9844"	2021-08-22T20:08:00Z	64.7831	3.31701	NA
"NA/19/2021/10011/30"	"27"	"NA/19/2021/10011/30-27"	"10158"	2021-08-27T12:35:00Z	63.833	2.56701	NA
"NA/19/2021/10011/30"	"28"	"NA/19/2021/10011/30-28"	"4415"	2021-08-30T09:21:00Z	64.133	1.533	NA
"NA/19/2021/10011/30"	"29"	"NA/19/2021/10011/30-29"	"4606"	2021-08-14T13:14:00Z	63.8831	2.9	NA
"NA/19/2021/10011/30"	"30"	"NA/19/2021/10011/30-30"	"9844"	2021-08-15T06:54:00Z	63.367	3	NA
"NA/19/2021/10011/30"	"31"	"NA/19/2021/10011/30-31"	"3222"	2021-08-09T09:16:00Z	65.1671	1.30001	NA
"NA/19/2021/10011/30"	"32"	"NA/19/2021/10011/30-32"	"3222"	2021-08-09T05:09:00Z	65.1831	1.317	NA
"NA/19/2021/10011/30"	"33"	"NA/19/2021/10011/30-33"	"2490"	2021-08-14T11:19:00Z	63.9501	2.917	NA
"NA/19/2021/10011/30"	"34"	"NA/19/2021/10011/30-34"	"3868"	2021-08-21T11:43:00Z	65.067	2.65	NA
"NA/19/2021/10011/30"	"35"	"NA/19/2021/10011/30-35"	"9890"	2021-08-16T14:21:00Z	64.083	2.33301	NA
"NA/19/2021/10011/30"	"36"	"NA/19/2021/10011/30-36"	"9890"	2021-09-01T20:06:00Z	63.733	1.48301	NA
"NA/19/2021/10011/30"	"37"	"NA/19/2021/10011/30-37"	"3674"	2021-08-14T13:12:00Z	63.967	2.85001	NA
"NA/19/2021/10011/30"	"38"	"NA/19/2021/10011/30-38"	"3868"	2021-08-13T11:22:00Z	65.2001	3.63301	NA
"NA/19/2021/10011/30"	"39"	"NA/19/2021/10011/30-39"	"10129"	2021-08-16T17:20:00Z	63.9501	2.617	NA
"NA/19/2021/10011/30"	"40"	"NA/19/2021/10011/30-40"	"3222"	2021-08-29T14:19:00Z	64.0331	2.58301	NA
"NA/19/2021/10011/30"	"41"	"NA/19/2021/10011/30-41"	"2616"	2021-08-21T10:28:00Z	65.1671	2.70001	NA
"NA/19/2021/10011/30"	"42"	"NA/19/2021/10011/30-42"	"2889"	2021-09-01T15:05:00Z	63.8501	1.60001	NA
"NA/19/2021/10011/30"	"43"	"NA/19/2021/10011/30-43"	"3319"	2021-08-26T16:05:00Z	64.383	2.15	NA
"NA/19/2021/10011/30"	"44"	"NA/19/2021/10011/30-44"	"9125"	2021-09-01T11:28:00Z	63.9	1.68301	NA
"NA/19/2021/10011/30"	"45"	"NA/19/2021/10011/30-45"	"3222"	2021-08-31T14:10:00Z	61.9501	1.45	NA
"NA/19/2021/10011/30"	"46"	"NA/19/2021/10011/30-46"	"3672"	2021-08-09T05:20:00Z	65.1	0.983	NA
"NA/19/2021/10011/30"	"47"	"NA/19/2021/10011/30-47"	"3627"	2021-08-30T18:01:00Z	62.2681	1.74701	NA
"NA/19/2021/10011/30"	"48"	"NA/19/2021/10011/30-48"	"10161"	2021-09-10T17:53:00Z	64.1831	0.800001	NA
"NA/19/2021/10011/30"	"49"	"NA/19/2021/10011/30-49"	"3222"	2021-10-16T00:37:00Z	62.7831	4.483	NA
"NA/19/2021/10011/30"	"50"	"NA/19/2021/10011/30-50"	"3322"	2021-10-18T23:26:00Z	62.717	4.31701	NA
"NA/19/2021/10011/30"	"51"	"NA/19/2021/10011/30-51"	"9125"	2021-10-10T01:06:00Z	63.467	2.83301	NA
"NA/19/2021/10011/30"	"52"	"NA/19/2021/10011/30-52"	"3223"	2021-10-18T03:07:00Z	62.6331	3.867	NA
"NA/19/2021/10011/30"	"53"	"NA/19/2021/10011/30-53"	"4602"	2021-10-13T04:07:00Z	63.1331	5.05	NA
"NA/19/2021/10011/30"	"54"	"NA/19/2021/10011/30-54"	"3223"	2021-10-20T20:13:00Z	62.8171	4.75	NA
"NA/19/2021/10011/30"	"55"	"NA/19/2021/10011/30-55"	"9843"	2021-10-16T20:19:00Z	62.9	4.8	NA
"NA/19/2021/10011/30"	"56"	"NA/19/2021/10011/30-56"	"9891"	2021-09-10T18:02:00Z	64.517	1.017	NA
"NA/19/2021/10011/30"	"57"	"NA/19/2021/10011/30-57"	"9862"	2021-08-27T06:21:00Z	64.067	2.433	NA
"NA/19/2021/10011/30"	"58"	"NA/19/2021/10011/30-58"	"9862"	2021-08-31T12:51:00Z	62.0331	1.65	NA
"NA/19/2021/10011/30"	"59"	"NA/19/2021/10011/30-59"	"2872"	2021-08-27T05:32:00Z	64.083	2.81701	NA
"NA/19/2021/10011/30"	"60"	"NA/19/2021/10011/30-60"	"4045"	2021-09-14T13:24:00Z	63.8171	0.317001	NA
"NA/19/2021/10011/30"	"61"	"NA/19/2021/10011/30-61"	"9862"	2021-08-24T17:09:00Z	64.767	0.367	NA
"NA/19/2021/10011/30"	"62"	"NA/19/2021/10011/30-62"	"9862"	2021-08-25T09:58:00Z	64.9171	0.683001	NA
"NA/19/2021/10011/30"	"63"	"NA/19/2021/10011/30-63"	"2872"	2021-08-27T09:31:00Z	64.0331	2.56701	NA
"NA/19/2021/10011/30"	"64"	"NA/19/2021/10011/30-64"	"2872"	2021-10-19T00:57:00Z	62.717	4.31701	NA
"NA/19/2021/10011/30"	"65"	"NA/19/2021/10011/30-65"	"3223"	2021-10-10T20:22:00Z	63.5	3.06701	NA
"NA/19/2021/10011/30"	"66"	"NA/19/2021/10011/30-66"	"2872"	2021-09-14T07:13:00Z	63.983	0.117001	NA
"NA/19/2021/10011/30"	"67"	"NA/19/2021/10011/30-67"	"9117"	2021-09-03T11:40:00Z	62.983	1.333	NA
"NA/19/2021/10011/30"	"68"	"NA/19/2021/10011/30-68"	"4607"	2021-08-23T10:45:00Z	65.017	3.70001	NA
"NA/19/2021/10011/30"	"69"	"NA/19/2021/10011/30-69"	"3627"	2021-09-14T06:35:00Z	63.9931	0.170001	NA
"NA/19/2021/10011/30"	"70"	"NA/19/2021/10011/30-70"	"10129"	2021-08-14T11:26:00Z	62.7831	5.51701	NA
"NA/19/2021/10011/30"	"71"	"NA/19/2021/10011/30-71"	"4405"	2021-08-16T16:50:00Z	64	2.58301	NA
"NA/19/2021/10011/30"	"72"	"NA/19/2021/10011/30-72"	"3223"	2021-09-14T07:52:00Z	63.967	0.267001	NA
"NA/19/2021/10011/30"	"73"	"NA/19/2021/10011/30-73"	"2889"	2021-08-20T10:17:00Z	65.9501	2.033	NA
"NA/19/2021/10011/30"	"74"	"NA/19/2021/10011/30-74"	"4411"	2021-09-14T11:36:00Z	63.8831	1	NA
"NA/19/2021/10011/30"	"75"	"NA/19/2021/10011/30-75"	"3674"	2021-09-09T16:22:00Z	63.717	0	NA
"NA/19/2021/10011/30"	"76"	"NA/19/2021/10011/30-76"	"4580"	2021-08-25T16:11:00Z	64.7331	0.717	NA
"NA/19/2021/10011/30"	"77"	"NA/19/2021/10011/30-77"	"4405"	2021-08-20T08:18:00Z	65.317	1.91701	NA
"NA/19/2021/10011/30"	"78"	"NA/19/2021/10011/30-78"	"9117"	2021-09-01T11:36:00Z	63.9	1.68301	NA
"NA/19/2021/10011/30"	"79"	"NA/19/2021/10011/30-79"	"3206"	2021-08-25T13:42:00Z	64.767	0.617	NA
"NA/19/2021/10011/30"	"80"	"NA/19/2021/10011/30-80"	"3663"	2021-09-04T13:27:00Z	63.217	1.30001	NA
"NA/19/2021/10011/30"	"81"	"NA/19/2021/10011/30-81"	"9800"	2021-08-27T11:47:00Z	63.7831	2.55	NA
"NA/19/2021/10011/30"	"82"	"NA/19/2021/10011/30-82"	"9800"	2021-08-27T13:36:00Z	63.733	2.683	NA
"NA/19/2021/10011/30"	"83"	"NA/19/2021/10011/30-83"	"3672"	2021-08-26T14:10:00Z	64.4501	2.13301	NA
"NA/19/2021/10011/30"	"84"	"NA/19/2021/10011/30-84"	"3206"	2021-08-23T06:52:00Z	65.1501	1.66701	NA
"NA/19/2021/10011/30"	"85"	"NA/19/2021/10011/30-85"	"3317"	2021-08-23T14:26:00Z	65.017	1.783	NA
"NA/19/2021/10011/30"	"86"	"NA/19/2021/10011/30-86"	"2934"	2021-09-11T09:37:00Z	64.1441	1.27201	NA
"NA/19/2021/10011/30"	"87"	"NA/19/2021/10011/30-87"	"4415"	2021-09-03T12:59:00Z	63.083	1.4	NA
"NA/19/2021/10011/30"	"88"	"NA/19/2021/10011/30-88"	"9116"	2021-09-17T10:37:00Z	63.4171	0.333001	NA
"NA/19/2021/10011/30"	"89"	"NA/19/2021/10011/30-89"	"9844"	2021-08-25T17:05:00Z	64.7831	1.067	NA
"NA/19/2021/10011/30"	"90"	"NA/19/2021/10011/30-90"	"9125"	2021-08-14T16:07:00Z	63.75	3	NA
"NA/19/2021/10011/30"	"91"	"NA/19/2021/10011/30-91"	"3823"	2021-08-29T14:17:00Z	63.933	2.767	NA
"NA/19/2021/10011/30"	"92"	"NA/19/2021/10011/30-92"	"4135"	2021-09-11T07:26:00Z	64.1831	1	NA
"NA/19/2021/10011/30"	"93"	"NA/19/2021/10011/30-93"	"2490"	2021-08-26T13:30:00Z	64.55	2.25	NA
"NA/19/2021/10011/30"	"94"	"NA/19/2021/10011/30-94"	"3921"	2021-08-21T10:29:00Z	65.383	2.433	NA
"NA/19/2021/10011/30"	"95"	"NA/19/2021/10011/30-95"	"3222"	2021-09-14T06:16:00Z	63.983	0.117001	NA
"NA/19/2021/10011/30"	"96"	"NA/19/2021/10011/30-96"	"4607"	2021-08-14T07:30:00Z	64.067	2.933	NA
"NA/19/2021/10011/30"	"97"	"NA/19/2021/10011/30-97"	"3317"	2021-08-21T08:46:00Z	65.317	2.367	NA
"NA/19/2021/10011/30"	"98"	"NA/19/2021/10011/30-98"	"4002"	2021-08-21T09:10:00Z	65.367	2.35	NA
"NA/19/2021/10011/30"	"99"	"NA/19/2021/10011/30-99"	"4571"	2021-08-23T13:09:00Z	65.05	1.817	NA
"NA/19/2021/10011/30"	"100"	"NA/19/2021/10011/30-100"	"4594"	2021-08-30T07:52:00Z	64.1501	1.88301	NA
"NA/19/2021/10011/30"	"101"	"NA/19/2021/10011/30-101"	"9522"	2021-09-13T13:58:00Z	61.933	1.45	NA
"NA/19/2021/10011/30"	"102"	"NA/19/2021/10011/30-102"	"2874"	2021-09-18T17:23:00Z	63.5331	0.100001	NA
"NA/19/2021/10011/30"	"103"	"NA/19/2021/10011/30-103"	"9843"	2021-08-21T13:23:00Z	65.9501	1.4	NA
"NA/19/2021/10011/30"	"108"	"NA/19/2021/10011/30-108"	"9843"	2021-08-25T21:17:00Z	64.9001	0.900001	NA
"NA/19/2021/10011/30"	"109"	"NA/19/2021/10011/30-109"	"4193"	2021-08-21T10:19:00Z	65.9831	1.4	NA
"NA/19/2021/10011/30"	"110"	"NA/19/2021/10011/30-110"	"4193"	2021-08-28T15:18:00Z	63.9	2.60001	NA
"NA/19/2021/10011/30"	"111"	"NA/19/2021/10011/30-111"	"9125"	2021-08-20T11:29:00Z	65.35	2.05	NA
"NA/19/2021/10011/30"	"112"	"NA/19/2021/10011/30-112"	"2616"	2021-08-12T15:31:00Z	65.4501	3.9	NA
"NA/19/2021/10011/30"	"113"	"NA/19/2021/10011/30-113"	"4606"	2021-09-14T06:56:00Z	63.7001	0.333001	NA
"NA/19/2021/10011/30"	"114"	"NA/19/2021/10011/30-114"	"3671"	2021-09-03T19:14:00Z	62.8501	1.283	NA
"NA/19/2021/10011/30"	"115"	"NA/19/2021/10011/30-115"	"3222"	2021-09-03T14:22:00Z	62.9171	1.317	NA
"NA/19/2021/10011/30"	"116"	"NA/19/2021/10011/30-116"	"9891"	2021-08-27T13:20:00Z	64.0331	2.63301	NA
"NA/19/2021/10011/30"	"117"	"NA/19/2021/10011/30-117"	"3674"	2021-08-21T11:48:00Z	65.35	2.38301	NA
"NA/19/2021/10011/30"	"124"	"NA/19/2021/10011/30-124"	"3050"	2021-09-02T17:29:00Z	63.3831	1.60001	NA
"NA/19/2021/10011/30"	"125"	"NA/19/2021/10011/30-125"	"2588"	2021-08-31T10:39:00Z	62.1671	1.55001	NA
"NA/19/2021/10011/30"	"126"	"NA/19/2021/10011/30-126"	"3050"	2021-08-09T08:36:00Z	65.2001	1.2	NA
"NA/19/2021/10011/30"	"127"	"NA/19/2021/10011/30-127"	"9103"	2021-09-04T10:00:00Z	63.2001	1.4	NA
"NA/19/2021/10011/30"	"128"	"NA/19/2021/10011/30-128"	"2874"	2021-09-03T17:36:00Z	62.933	1.23301	NA
"NA/19/2021/10011/30"	"129"	"NA/19/2021/10011/30-129"	"9891"	2021-08-24T17:03:00Z	64.717	0.417	NA
"NA/19/2021/10011/30"	"130"	"NA/19/2021/10011/30-130"	"9844"	2021-10-31T02:00:00Z	62.733	4.367	NA
"NA/19/2021/10011/30"	"131"	"NA/19/2021/10011/30-131"	"9841"	2021-09-26T00:44:00Z	63.967	2.852	NA
"NA/19/2021/10011/30"	"132"	"NA/19/2021/10011/30-132"	"3544"	2021-08-23T15:36:00Z	64.9831	1.75	NA
"NA/19/2021/10011/30"	"133"	"NA/19/2021/10011/30-133"	"3544"	2021-08-28T05:54:00Z	63.9501	2.683	NA
"NA/19/2021/10011/30"	"134"	"NA/19/2021/10011/30-134"	"3206"	2021-08-20T05:40:00Z	65.4171	2	NA
"NA/19/2021/10011/30"	"135"	"NA/19/2021/10011/30-135"	"1750"	2021-09-11T07:34:00Z	64.2001	0.933001	NA
"NA/19/2021/10011/30"	"136"	"NA/19/2021/10011/30-136"	"9103"	2021-09-19T14:28:00Z	63.8501	0.35	NA
"NA/19/2021/10011/30"	"137"	"NA/19/2021/10011/30-137"	"1208"	2021-09-11T09:04:00Z	64.166	1.18	NA
"NA/19/2021/10011/30"	"138"	"NA/19/2021/10011/30-138"	"4606"	2021-09-13T18:30:00Z	63.483	0.15	NA
"NA/19/2021/10011/30"	"139"	"NA/19/2021/10011/30-139"	"2886"	2021-08-31T15:26:00Z	61.9501	1.48301	NA
"NA/19/2021/10011/30"	"140"	"NA/19/2021/10011/30-140"	"9846"	2021-09-15T18:15:00Z	64	1.38301	NA
"NA/19/2021/10011/30"	"141"	"NA/19/2021/10011/30-141"	"9844"	2021-09-01T10:31:00Z	63.9171	1.66701	NA
"NA/19/2021/10011/30"	"142"	"NA/19/2021/10011/30-142"	"3663"	2021-08-25T10:31:00Z	64.8	0.683001	NA
"NA/19/2021/10011/30"	"143"	"NA/19/2021/10011/30-143"	"3674"	2021-08-30T16:19:00Z	62.233	1.88301	NA
"NA/19/2021/10011/30"	"144"	"NA/19/2021/10011/30-144"	"1322"	2021-09-04T14:42:00Z	63.2001	1.283	NA
"NA/19/2021/10011/30"	"145"	"NA/19/2021/10011/30-145"	"4135"	2021-08-26T14:15:00Z	64.3	2.183	NA
"NA/19/2021/10011/30"	"146"	"NA/19/2021/10011/30-146"	"4211"	2021-09-09T16:14:00Z	63.8171	-0.0670001	NA
"NA/19/2021/10011/30"	"147"	"NA/19/2021/10011/30-147"	"1251"	2021-08-29T18:14:00Z	62.65	2.10001	NA
"NA/19/2021/10011/30"	"148"	"NA/19/2021/10011/30-148"	"3322"	2021-08-26T12:18:00Z	64.3	1.75	NA
"NA/19/2021/10011/30"	"149"	"NA/19/2021/10011/30-149"	"9891"	2021-08-30T05:51:00Z	62.467	1.95	NA
"NA/19/2021/10011/30"	"150"	"NA/19/2021/10011/30-150"	"2934"	2021-08-13T07:50:00Z	65.4361	3.75	NA
"NA/19/2021/10011/30"	"152"	"NA/19/2021/10011/30-152"	"4135"	2021-08-13T14:49:00Z	64.9331	3.5	NA
"NA/19/2021/10011/30"	"153"	"NA/19/2021/10011/30-153"	"9889"	2021-08-21T19:36:00Z	66.5	2	NA
"NA/19/2021/10011/30"	"154"	"NA/19/2021/10011/30-154"	"9017"	2021-08-26T08:58:00Z	64.517	1.9	NA
"NA/19/2022/10011/30"	"7"	"NA/19/2022/10011/30-7"	"3672"	2022-11-15T20:02:00Z	62.4	3.267	NA
"NA/19/2022/10011/30"	"16"	"NA/19/2022/10011/30-16"	"1208"	2022-08-21T13:14:00Z	64.2001	1.4	NA
"NA/19/2022/10011/30"	"17"	"NA/19/2022/10011/30-17"	"9891"	2022-08-21T07:31:00Z	64.317	0.633001	NA
"NA/19/2022/10011/30"	"18"	"NA/19/2022/10011/30-18"	"4405"	2022-08-28T20:19:00Z	64.5331	0.650001	NA
"NA/19/2022/10011/30"	"19"	"NA/19/2022/10011/30-19"	"4646"	2022-08-12T19:53:00Z	65.4501	1.68301	NA
"NA/19/2022/10011/30"	"20"	"NA/19/2022/10011/30-20"	"9890"	2022-08-16T06:33:00Z	65.8	2.033	NA
"NA/19/2022/10011/30"	"21"	"NA/19/2022/10011/30-21"	"9843"	2022-08-25T02:48:00Z	64.633	2.667	NA
"NA/19/2022/10011/30"	"22"	"NA/19/2022/10011/30-22"	"2704"	2022-08-20T20:13:00Z	64.6291	0.908001	NA
"NA/19/2022/10011/30"	"25"	"NA/19/2022/10011/30-25"	"9890"	2022-08-24T18:21:00Z	64.6	2.55	NA
"NA/19/2022/10011/30"	"26"	"NA/19/2022/10011/30-26"	"9103"	2022-08-20T20:40:00Z	64.5	0.85	NA
"NA/19/2022/10011/30"	"29"	"NA/19/2022/10011/30-29"	"10158"	2022-08-28T16:36:00Z	64.467	0.583	NA
"NA/19/2022/10011/30"	"30"	"NA/19/2022/10011/30-30"	"4613"	2022-08-28T17:58:00Z	64.4501	0.6	NA
"NA/19/2022/10011/30"	"31"	"NA/19/2022/10011/30-31"	"4002"	2022-08-17T11:59:00Z	64.2331	0.517001	NA
"NA/19/2022/10011/30"	"32"	"NA/19/2022/10011/30-32"	"2889"	2022-09-12T16:45:00Z	59.6001	2.417	NA
"NA/19/2022/10011/30"	"33"	"NA/19/2022/10011/30-33"	"4002"	2022-09-23T22:35:00Z	62.933	1.38301	NA
"NA/19/2022/10011/30"	"34"	"NA/19/2022/10011/30-34"	"9103"	2022-09-23T01:46:00Z	63.2001	1.333	NA
"NA/19/2022/10011/30"	"35"	"NA/19/2022/10011/30-35"	"9103"	2022-09-19T19:57:00Z	63.933	1	NA
"NA/19/2022/10011/30"	"36"	"NA/19/2022/10011/30-36"	"4109"	2022-09-29T13:27:00Z	60.233	2.33301	NA
"NA/19/2022/10011/30"	"37"	"NA/19/2022/10011/30-37"	"9678"	2022-09-29T14:04:00Z	60.333	2.283	NA
"NA/19/2022/10011/30"	"38"	"NA/19/2022/10011/30-38"	"3823"	2022-09-09T06:49:00Z	64.333	3.55	NA
"NA/19/2022/10011/30"	"39"	"NA/19/2022/10011/30-39"	"4211"	2022-09-19T09:44:00Z	64.1	1.2	NA
"NA/19/2022/10011/30"	"40"	"NA/19/2022/10011/30-40"	"4411"	2022-09-22T19:07:00Z	63.483	1.13301	NA
"NA/19/2022/10011/30"	"41"	"NA/19/2022/10011/30-41"	"3206"	2022-09-21T03:55:00Z	63.8501	1.283	NA
"NA/19/2022/10011/30"	"42"	"NA/19/2022/10011/30-42"	"9117"	2022-09-27T03:53:00Z	62.733	1.017	NA
"NA/19/2022/10011/30"	"43"	"NA/19/2022/10011/30-43"	"9017"	2022-08-13T20:00:00Z	65.113	2.627	NA
"NA/19/2022/10011/30"	"44"	"NA/19/2022/10011/30-44"	"3627"	2022-08-16T14:41:00Z	65.707	2.41401	NA
"NA/19/2022/10011/30"	"45"	"NA/19/2022/10011/30-45"	"3674"	2022-08-18T07:37:00Z	64.05	0.317001	NA
"NA/19/2022/10011/30"	"46"	"NA/19/2022/10011/30-46"	"4815"	2022-08-18T19:55:00Z	63.733	0.117001	NA
"NA/19/2022/10011/30"	"47"	"NA/19/2022/10011/30-47"	"9862"	2022-08-19T10:18:00Z	63.0671	1.333	NA
"NA/19/2022/10011/30"	"48"	"NA/19/2022/10011/30-48"	"4607"	2022-08-20T12:39:00Z	64.6	0.767001	NA
"NA/19/2022/10011/30"	"49"	"NA/19/2022/10011/30-49"	"3223"	2022-09-07T13:28:00Z	60.2001	2.8	NA
"NA/19/2022/10011/30"	"50"	"NA/19/2022/10011/30-50"	"3674"	2022-09-10T19:22:00Z	60.65	2.65	NA
"NA/19/2022/10011/30"	"51"	"NA/19/2022/10011/30-51"	"10161"	2022-08-17T12:20:00Z	64.25	0.533001	NA
"NA/19/2022/10011/30"	"52"	"NA/19/2022/10011/30-52"	"9678"	2022-08-20T09:36:00Z	64.317	0.467001	NA
"NA/19/2022/10011/30"	"53"	"NA/19/2022/10011/30-53"	"3223"	2022-08-23T15:07:00Z	64.4171	0.967	NA
