"Age"	"Iteration"	"MeanIndividualWeight"
1	1	0.0959424434602
2	1	0.144597695992
3	1	0.175924397336
4	1	0.204424352852
5	1	0.211284031423
6	1	0.212883371089
7	1	0.222745079199
8	1	0.225868767676
9	1	0.228443431243
10	1	0.219568251927
11	1	0.229872468429
12	1	0.221197866176
13	1	0.231443939163
14	1	0.225756647549
15	1	0.226232613403
1	2	0.0868448357401
2	2	0.136927773581
3	2	0.167722591952
4	2	0.193540033976
5	2	0.202487622507
6	2	0.207788293263
7	2	0.211848730286
8	2	0.215659303778
9	2	0.219725086753
10	2	0.216254384538
11	2	0.220398896221
12	2	0.220632158505
13	2	0.218612257377
14	2	0.221263612693
15	2	0.219352298414
1	3	0.0931914876812
2	3	0.138281448535
3	3	0.171189457023
4	3	0.201437114897
5	3	0.217537025536
6	3	0.218408188833
7	3	0.22707246643
8	3	0.229774591469
9	3	0.228470597434
10	3	0.226938125297
11	3	0.234093833198
12	3	0.230001920324
13	3	0.232681496721
14	3	0.233312448439
15	3	0.233715693946
1	4	0.0935777320517
2	4	0.138727246576
3	4	0.167095885584
4	4	0.198509789303
5	4	0.207298388914
6	4	0.20733877303
7	4	0.214684873264
8	4	0.213749804738
9	4	0.219621423588
10	4	0.216216512098
11	4	0.220556308587
12	4	0.219672375617
13	4	0.220497746881
14	4	0.220524958699
15	4	0.22140648785
1	5	0.0898357731923
2	5	0.145233138534
3	5	0.176720104639
4	5	0.198029726921
5	5	0.20909143548
6	5	0.213114039278
7	5	0.216964783874
8	5	0.219466905307
9	5	0.219990758437
10	5	0.220100510309
11	5	0.221578342923
12	5	0.221404355776
13	5	0.220809860899
14	5	0.220666381787
15	5	0.222154366126
1	6	0.0916874960941
2	6	0.142018223573
3	6	0.17157799976
4	6	0.198370132753
5	6	0.203219129879
6	6	0.207886518092
7	6	0.213604802744
8	6	0.218881991502
9	6	0.21663737795
10	6	0.215412714027
11	6	0.219555145512
12	6	0.221108316279
13	6	0.22082399412
14	6	0.220782726439
15	6	0.220435989994
1	7	0.0945163083018
2	7	0.137500011306
3	7	0.169423343921
4	7	0.199861439283
5	7	0.211967099722
6	7	0.205190464314
7	7	0.225332562541
8	7	0.230634271889
9	7	0.231972415666
10	7	0.228271671256
11	7	0.233939816644
12	7	0.233021060926
13	7	0.232583608017
14	7	0.231360582895
15	7	0.231343131145
1	8	0.0905257311081
2	8	0.137675975561
3	8	0.170273380227
4	8	0.191532833315
5	8	0.20625646203
6	8	0.207388247094
7	8	0.215693624946
8	8	0.217646415505
9	8	0.221569041402
10	8	0.217613108949
11	8	0.22260766716
12	8	0.219597843929
13	8	0.220006082242
14	8	0.220797174392
15	8	0.222587495474
1	9	0.0962119312728
2	9	0.147478535211
3	9	0.177537607268
4	9	0.195124661287
5	9	0.203307128101
6	9	0.209448662667
7	9	0.212010783692
8	9	0.214094692001
9	9	0.21535690595
10	9	0.214109598183
11	9	0.213786719851
12	9	0.214901753695
13	9	0.214942246991
14	9	0.2137012052
15	9	0.21627326333
1	10	0.0929944882293
2	10	0.135780621793
3	10	0.168796895188
4	10	0.199248770594
5	10	0.208300683082
6	10	0.205326746612
7	10	0.220098847345
8	10	0.223865012924
9	10	0.224330904552
10	10	0.216318824304
11	10	0.223996583676
12	10	0.225594514094
13	10	0.226089120498
14	10	0.223826596884
15	10	0.225169597877
1	11	0.0902022709117
2	11	0.135597721556
3	11	0.166868089266
4	11	0.19230106965
5	11	0.206369838924
6	11	0.210665463242
7	11	0.216052928404
8	11	0.218983271443
9	11	0.216974842728
10	11	0.212869272365
11	11	0.219587492624
12	11	0.216439048537
13	11	0.221159803011
14	11	0.217001939679
15	11	0.218329554998
1	12	0.0935182035552
2	12	0.136178280853
3	12	0.171010677463
4	12	0.202859385582
5	12	0.20876052179
6	12	0.208001839642
7	12	0.212894321891
8	12	0.224678334313
9	12	0.227759070375
10	12	0.22777244664
11	12	0.231131384151
12	12	0.231651403339
13	12	0.23264813144
14	12	0.222088010199
15	12	0.232612943929
1	13	0.0910917011623
2	13	0.1396840108
3	13	0.173970353485
4	13	0.196760236566
5	13	0.207768445992
6	13	0.208789798384
7	13	0.216517567294
8	13	0.222362941292
9	13	0.222664098067
10	13	0.218706162856
11	13	0.225441392148
12	13	0.224794149589
13	13	0.224055417731
14	13	0.224420958246
15	13	0.223309958021
1	14	0.0948552664046
2	14	0.137388941275
3	14	0.172273214371
4	14	0.194123461216
5	14	0.211816201486
6	14	0.216389102735
7	14	0.22155082794
8	14	0.217969777703
9	14	0.227075085306
10	14	0.218671805965
11	14	0.229221534243
12	14	0.228194516566
13	14	0.229075177666
14	14	0.23088004024
15	14	0.224503374009
1	15	0.0913027709734
2	15	0.139737593439
3	15	0.169452779912
4	15	0.19330843254
5	15	0.202558330481
6	15	0.204044927363
7	15	0.211921430707
8	15	0.215511800111
9	15	0.217037865604
10	15	0.214647457323
11	15	0.218296743018
12	15	0.218083940613
13	15	0.217857124951
14	15	0.217772865738
15	15	0.218652156369
1	16	0.0951086642605
2	16	0.146063136006
3	16	0.17722441358
4	16	0.200030853757
5	16	0.212623385434
6	16	0.211730005636
7	16	0.219992171168
8	16	0.224719718716
9	16	0.225472517564
10	16	0.223363385664
11	16	0.227262540979
12	16	0.226564658298
13	16	0.22638447419
14	16	0.226074188535
15	16	0.226769499727
1	17	0.0959282549473
2	17	0.148400228444
3	17	0.178650269084
4	17	0.198091382766
5	17	0.208853583113
6	17	0.215053146338
7	17	0.218680511866
8	17	0.218860854255
9	17	0.220345712656
10	17	0.218449003905
11	17	0.220301551364
12	17	0.222355978178
13	17	0.219608233275
14	17	0.221334595245
15	17	0.2193894207
1	18	0.0917771592729
2	18	0.139806066294
3	18	0.174670610971
4	18	0.199409084239
5	18	0.211358478969
6	18	0.212220313725
7	18	0.219240826375
8	18	0.222362581454
9	18	0.22319556664
10	18	0.222045320885
11	18	0.22559620355
12	18	0.225536244234
13	18	0.225184034147
14	18	0.223001329965
15	18	0.222842864388
1	19	0.0916126733725
2	19	0.142166688697
3	19	0.174022771902
4	19	0.196681976159
5	19	0.209445540959
6	19	0.214729975819
7	19	0.220211771392
8	19	0.223824107692
9	19	0.223349484331
10	19	0.222647243543
11	19	0.22598471607
12	19	0.223135808764
13	19	0.22590770883
14	19	0.226058201747
15	19	0.213201934863
1	20	0.0877094081132
2	20	0.136914150382
3	20	0.168470999628
4	20	0.189642812315
5	20	0.203359982093
6	20	0.202274202594
7	20	0.212294844703
8	20	0.215178003034
9	20	0.214307430634
10	20	0.214201420509
11	20	0.214498931999
12	20	0.216068957125
13	20	0.216834710492
14	20	0.215365413651
15	20	0.199600814967
1	21	0.0946032449108
2	21	0.139486866153
3	21	0.169713831783
4	21	0.195422063632
5	21	0.208513646587
6	21	0.213386105797
7	21	0.216391823684
8	21	0.221523879048
9	21	0.221143495253
10	21	0.220642532287
11	21	0.223978760027
12	21	0.221390668089
13	21	0.221725596484
14	21	0.222490658963
15	21	0.2054210566
1	22	0.0971382120965
2	22	0.138118294194
3	22	0.171275276258
4	22	0.20380968665
5	22	0.210566459577
6	22	0.21205747702
7	22	0.219577347544
8	22	0.230414083473
9	22	0.22604788286
10	22	0.226604000969
11	22	0.231002031906
12	22	0.233429349603
13	22	0.230778670959
14	22	0.233147675511
15	22	0.232867585674
1	23	0.0931665950781
2	23	0.145101255141
3	23	0.175202182787
4	23	0.192960967765
5	23	0.203134414595
6	23	0.208519832232
7	23	0.211626880652
8	23	0.213806141304
9	23	0.214387570061
10	23	0.2145475428
11	23	0.215083153407
12	23	0.215573473132
13	23	0.215437822135
14	23	0.215371501236
15	23	0.215126365012
1	24	0.0918781608679
2	24	0.14197010043
3	24	0.176736174622
4	24	0.205768400462
5	24	0.208008856493
6	24	0.219355615426
7	24	0.221384463225
8	24	0.222785483687
9	24	0.226847199507
10	24	0.223859811358
11	24	0.226092335455
12	24	0.229146797886
13	24	0.230581205297
14	24	0.228765237601
15	24	0.229559209606
1	25	0.0966211948632
2	25	0.142621252535
3	25	0.171106395417
4	25	0.195847764084
5	25	0.208775406268
6	25	0.201954922115
7	25	0.216417417243
8	25	0.216553833381
9	25	0.22014836838
10	25	0.217501303261
11	25	0.221385346852
12	25	0.219938405438
13	25	0.221713075317
14	25	0.210622277077
15	25	0.222557280747
1	26	0.093269612288
2	26	0.138163017041
3	26	0.167759688176
4	26	0.194424981465
5	26	0.202132273738
6	26	0.209312826965
7	26	0.211950815586
8	26	0.216239220333
9	26	0.219329677138
10	26	0.216738834425
11	26	0.218933392574
12	26	0.213597733237
13	26	0.209119295964
14	26	0.216562980004
15	26	0.213991169447
1	27	0.0949214442463
2	27	0.139659544345
3	27	0.175865454995
4	27	0.201445164642
5	27	0.210614118643
6	27	0.214940932884
7	27	0.220423387429
8	27	0.224052922074
9	27	0.224734429021
10	27	0.218783942349
11	27	0.22750663195
12	27	0.225785294629
13	27	0.227698182727
14	27	0.225408465216
15	27	0.223504244315
1	28	0.0900586499856
2	28	0.14267636442
3	28	0.166421632916
4	28	0.197038051962
5	28	0.210823252022
6	28	0.213341783181
7	28	0.224449009943
8	28	0.227739846883
9	28	0.224557955263
10	28	0.209358415393
11	28	0.227087336625
12	28	0.221830334333
13	28	0.228626920484
14	28	0.198540210688
15	28	0.227462447711
1	29	0.0922295726361
2	29	0.134929640316
3	29	0.166832943016
4	29	0.193086168494
5	29	0.209721600034
6	29	0.202709208332
7	29	0.218007636878
8	29	0.218637200779
9	29	0.218148716942
10	29	0.220460012452
11	29	0.224946352949
12	29	0.220320588853
13	29	0.223670244565
14	29	0.221922151796
15	29	0.200224880909
1	30	0.0974756212583
2	30	0.145745258307
3	30	0.179195168407
4	30	0.207635567377
5	30	0.211183737242
6	30	0.2123294345
7	30	0.227873117316
8	30	0.228827076428
9	30	0.230701057837
10	30	0.227532342431
11	30	0.228685326546
12	30	0.23382937995
13	30	0.233108377709
14	30	0.209966637901
15	30	0.232577544072
1	31	0.0925615434603
2	31	0.142354549896
3	31	0.174807462582
4	31	0.192916951298
5	31	0.202724801101
6	31	0.206164484673
7	31	0.211458398434
8	31	0.214397650473
9	31	0.214519089267
10	31	0.210845288849
11	31	0.215730442673
12	31	0.214899640301
13	31	0.215542898076
14	31	0.211308798988
15	31	0.21494072286
1	32	0.0912004250961
2	32	0.138264124714
3	32	0.170396390238
4	32	0.198590512253
5	32	0.207779915576
6	32	0.205169349913
7	32	0.21257153884
8	32	0.222178677719
9	32	0.222859538531
10	32	0.212184564318
11	32	0.222192510302
12	32	0.19414545672
13	32	0.226231096183
14	32	0.200760956632
15	32	0.202895033231
1	33	0.0986411357212
2	33	0.13616756202
3	33	0.16837798287
4	33	0.199420348668
5	33	0.205900109542
6	33	0.210052996028
7	33	0.220123621415
8	33	0.227740889213
9	33	0.221977632732
10	33	0.227009320106
11	33	0.226424919275
12	33	0.223869024286
13	33	0.228015254561
14	33	0.195230304139
15	33	0.222295831346
1	34	0.0971399006699
2	34	0.137499358919
3	34	0.169759511477
4	34	0.193071955567
5	34	0.211829671399
6	34	0.210384131984
7	34	0.221651767765
8	34	0.227694403796
9	34	0.227215753779
10	34	0.217520196506
11	34	0.227746805694
12	34	0.22537624126
13	34	0.232241342796
14	34	0.199026709998
15	34	0.228087243157
1	35	0.0967389730953
