"Age"	"Iteration"	"MeanIndividualWeight"	"Stratum"
15	8	0.273348214701	"27.4.aE"
1	9	0.111255289123	"27.4.aE"
2	9	0.125669691382	"27.4.aE"
3	9	0.146551806763	"27.4.aE"
4	9	0.171458058841	"27.4.aE"
5	9	0.170614794062	"27.4.aE"
6	9	0.180038093494	"27.4.aE"
7	9	0.194799346217	"27.4.aE"
8	9	0.207796541469	"27.4.aE"
9	9	0.214689960043	"27.4.aE"
10	9	0.227653999164	"27.4.aE"
11	9	0.238065761286	"27.4.aE"
12	9	0.244171943549	"27.4.aE"
13	9	0.273887323318	"27.4.aE"
14	9	0.28007422778	"27.4.aE"
15	9	0.27482780178	"27.4.aE"
1	10	0.102919818401	"27.4.aE"
2	10	0.120895364784	"27.4.aE"
3	10	0.139837049044	"27.4.aE"
4	10	0.159315855919	"27.4.aE"
5	10	0.167574120357	"27.4.aE"
6	10	0.177003135488	"27.4.aE"
7	10	0.187683765069	"27.4.aE"
8	10	0.196618891262	"27.4.aE"
9	10	0.21169495667	"27.4.aE"
10	10	0.221700080616	"27.4.aE"
11	10	0.228894896695	"27.4.aE"
12	10	0.222797226039	"27.4.aE"
13	10	0.263556464703	"27.4.aE"
14	10	0.270003487082	"27.4.aE"
15	10	0.27521685166	"27.4.aE"
1	11	0.102846262168	"27.4.aE"
2	11	0.120124113034	"27.4.aE"
3	11	0.138771359518	"27.4.aE"
4	11	0.161540743561	"27.4.aE"
5	11	0.163430421844	"27.4.aE"
6	11	0.175709953726	"27.4.aE"
7	11	0.184882713973	"27.4.aE"
8	11	0.193138936277	"27.4.aE"
9	11	0.213564515591	"27.4.aE"
10	11	0.217847920219	"27.4.aE"
11	11	0.232506920796	"27.4.aE"
12	11	0.247336350379	"27.4.aE"
13	11	0.269513160109	"27.4.aE"
14	11	0.275771315538	"27.4.aE"
15	11	0.280879537322	"27.4.aE"
1	12	0.105313997032	"27.4.aE"
2	12	0.122277275722	"27.4.aE"
3	12	0.141006108152	"27.4.aE"
4	12	0.161220923644	"27.4.aE"
5	12	0.169371091019	"27.4.aE"
6	12	0.179381041093	"27.4.aE"
7	12	0.189349598899	"27.4.aE"
8	12	0.19565334479	"27.4.aE"
9	12	0.214116966049	"27.4.aE"
10	12	0.225273103694	"27.4.aE"
11	12	0.221345547556	"27.4.aE"
12	12	0.238308430159	"27.4.aE"
13	12	0.262049014231	"27.4.aE"
14	12	0.268326805739	"27.4.aE"
15	12	0.263309591331	"27.4.aE"
1	13	0.111476941383	"27.4.aE"
2	13	0.125244012764	"27.4.aE"
3	13	0.146718578391	"27.4.aE"
4	13	0.165287296852	"27.4.aE"
5	13	0.17518996676	"27.4.aE"
6	13	0.177045314576	"27.4.aE"
7	13	0.190632519008	"27.4.aE"
8	13	0.205983655306	"27.4.aE"
9	13	0.219764917228	"27.4.aE"
10	13	0.230317873279	"27.4.aE"
11	13	0.249421135008	"27.4.aE"
12	13	0.243577455549	"27.4.aE"
13	13	0.276267322667	"27.4.aE"
14	13	0.28265356319	"27.4.aE"
15	13	0.274088021609	"27.4.aE"
1	14	0.107034004952	"27.4.aE"
2	14	0.122754350848	"27.4.aE"
3	14	0.143308047806	"27.4.aE"
4	14	0.170742843824	"27.4.aE"
5	14	0.172123739345	"27.4.aE"
6	14	0.179147309506	"27.4.aE"
7	14	0.195529851836	"27.4.aE"
8	14	0.213127045739	"27.4.aE"
9	14	0.221261935838	"27.4.aE"
10	14	0.230261868628	"27.4.aE"
11	14	0.259535166183	"27.4.aE"
12	14	0.228796333178	"27.4.aE"
13	14	0.287309825141	"27.4.aE"
14	14	0.294083988852	"27.4.aE"
15	14	0.261165531458	"27.4.aE"
1	15	0.112858181248	"27.4.aE"
2	15	0.130167851481	"27.4.aE"
3	15	0.151397644335	"27.4.aE"
4	15	0.168359455256	"27.4.aE"
5	15	0.174607971745	"27.4.aE"
6	15	0.189791279406	"27.4.aE"
7	15	0.196412542875	"27.4.aE"
8	15	0.207613519571	"27.4.aE"
9	15	0.214384481354	"27.4.aE"
10	15	0.231827870206	"27.4.aE"
11	15	0.249884404087	"27.4.aE"
12	15	0.237964125861	"27.4.aE"
13	15	0.268410887583	"27.4.aE"
14	15	0.27472321137	"27.4.aE"
15	15	0.273443392662	"27.4.aE"
1	16	0.105118781847	"27.4.aE"
2	16	0.124802467454	"27.4.aE"
3	16	0.142705072526	"27.4.aE"
4	16	0.167682712982	"27.4.aE"
5	16	0.172331207225	"27.4.aE"
6	16	0.176895902183	"27.4.aE"
7	16	0.193196871388	"27.4.aE"
8	16	0.208048157285	"27.4.aE"
9	16	0.213277897207	"27.4.aE"
10	16	0.226956800977	"27.4.aE"
11	16	0.234613575409	"27.4.aE"
12	16	0.233348390709	"27.4.aE"
13	16	0.270670559458	"27.4.aE"
14	16	0.277297075046	"27.4.aE"
15	16	0.279479346584	"27.4.aE"
1	17	0.10827889255	"27.4.aE"
2	17	0.123844708139	"27.4.aE"
3	17	0.143236142568	"27.4.aE"
4	17	0.164961906491	"27.4.aE"
5	17	0.17091881424	"27.4.aE"
6	17	0.177432941927	"27.4.aE"
7	17	0.190061216289	"27.4.aE"
8	17	0.197520527718	"27.4.aE"
9	17	0.212894765648	"27.4.aE"
10	17	0.222563579248	"27.4.aE"
11	17	0.242490373338	"27.4.aE"
12	17	0.244217586046	"27.4.aE"
13	17	0.258255801986	"27.4.aE"
14	17	0.264368803045	"27.4.aE"
15	17	0.261013391357	"27.4.aE"
1	18	0.105256406813	"27.4.aE"
2	18	0.123608612974	"27.4.aE"
3	18	0.144429601225	"27.4.aE"
4	18	0.16309253974	"27.4.aE"
5	18	0.175459438289	"27.4.aE"
6	18	0.178840375442	"27.4.aE"
7	18	0.189602890604	"27.4.aE"
8	18	0.196483946066	"27.4.aE"
9	18	0.21312679768	"27.4.aE"
10	18	0.227431992433	"27.4.aE"
11	18	0.24927395178	"27.4.aE"
12	18	0.242410834723	"27.4.aE"
13	18	0.270059143799	"27.4.aE"
14	18	0.276462387657	"27.4.aE"
15	18	0.280233786615	"27.4.aE"
1	19	0.111718851116	"27.4.aE"
2	19	0.126342494269	"27.4.aE"
3	19	0.146897584142	"27.4.aE"
4	19	0.170741918768	"27.4.aE"
5	19	0.172825040814	"27.4.aE"
6	19	0.181824935982	"27.4.aE"
7	19	0.200327087227	"27.4.aE"
8	19	0.219240298739	"27.4.aE"
9	19	0.230357206326	"27.4.aE"
10	19	0.237385843162	"27.4.aE"
11	19	0.260873598901	"27.4.aE"
12	19	0.24584573064	"27.4.aE"
13	19	0.28205488766	"27.4.aE"
14	19	0.288905286267	"27.4.aE"
15	19	0.271355539134	"27.4.aE"
1	20	0.107838784968	"27.4.aE"
2	20	0.125198320395	"27.4.aE"
3	20	0.146678099376	"27.4.aE"
4	20	0.168841880312	"27.4.aE"
5	20	0.172032608243	"27.4.aE"
6	20	0.182289125559	"27.4.aE"
7	20	0.205286843395	"27.4.aE"
8	20	0.210669367309	"27.4.aE"
9	20	0.222017894517	"27.4.aE"
10	20	0.229149026206	"27.4.aE"
11	20	0.26018572042	"27.4.aE"
12	20	0.244899669287	"27.4.aE"
13	20	0.277877820234	"27.4.aE"
14	20	0.284654856951	"27.4.aE"
15	20	0.261581935346	"27.4.aE"
1	21	0.113121030661	"27.4.aE"
2	21	0.126484666858	"27.4.aE"
3	21	0.146101849032	"27.4.aE"
4	21	0.173569261317	"27.4.aE"
5	21	0.180448537462	"27.4.aE"
6	21	0.185689498508	"27.4.aE"
7	21	0.201840970777	"27.4.aE"
8	21	0.20632020539	"27.4.aE"
9	21	0.218914668008	"27.4.aE"
10	21	0.232420237643	"27.4.aE"
11	21	0.246852981028	"27.4.aE"
12	21	0.274501191563	"27.4.aE"
13	21	0.284120724118	"27.4.aE"
14	21	0.290863415778	"27.4.aE"
15	21	0.270542808084	"27.4.aE"
1	22	0.107043394413	"27.4.aE"
2	22	0.12881675503	"27.4.aE"
3	22	0.145293224529	"27.4.aE"
4	22	0.165326196061	"27.4.aE"
5	22	0.170335979449	"27.4.aE"
6	22	0.182885085026	"27.4.aE"
7	22	0.195012815503	"27.4.aE"
8	22	0.205734498013	"27.4.aE"
9	22	0.22073517817	"27.4.aE"
10	22	0.226675900734	"27.4.aE"
11	22	0.242129207834	"27.4.aE"
12	22	0.261320973015	"27.4.aE"
13	22	0.264977225335	"27.4.aE"
14	22	0.275448482913	"27.4.aE"
15	22	0.244597241422	"27.4.aE"
1	23	0.106903305719	"27.4.aE"
2	23	0.124815248573	"27.4.aE"
3	23	0.144871637125	"27.4.aE"
4	23	0.1636755032	"27.4.aE"
5	23	0.173293457026	"27.4.aE"
6	23	0.181294640723	"27.4.aE"
7	23	0.191040481329	"27.4.aE"
8	23	0.204809365371	"27.4.aE"
9	23	0.218191929335	"27.4.aE"
10	23	0.237666867284	"27.4.aE"
11	23	0.237360033431	"27.4.aE"
12	23	0.256861470261	"27.4.aE"
13	23	0.269991154945	"27.4.aE"
14	23	0.281227523948	"27.4.aE"
15	23	0.25479390751	"27.4.aE"
1	24	0.10203232699	"27.4.aE"
2	24	0.120430452359	"27.4.aE"
3	24	0.138216130787	"27.4.aE"
4	24	0.159619210056	"27.4.aE"
5	24	0.167975936796	"27.4.aE"
6	24	0.173954334948	"27.4.aE"
7	24	0.187836480947	"27.4.aE"
8	24	0.196660223913	"27.4.aE"
9	24	0.207890710922	"27.4.aE"
10	24	0.214387651223	"27.4.aE"
11	24	0.228551390426	"27.4.aE"
12	24	0.235584811158	"27.4.aE"
13	24	0.251512353958	"27.4.aE"
14	24	0.260236848183	"27.4.aE"
15	24	0.261021654717	"27.4.aE"
1	25	0.104345920964	"27.4.aE"
2	25	0.120879053773	"27.4.aE"
3	25	0.140886318049	"27.4.aE"
4	25	0.163385675714	"27.4.aE"
5	25	0.170344609519	"27.4.aE"
6	25	0.182961468569	"27.4.aE"
7	25	0.19852409147	"27.4.aE"
8	25	0.202894200203	"27.4.aE"
9	25	0.220212079591	"27.4.aE"
10	25	0.234150657663	"27.4.aE"
11	25	0.230508848244	"27.4.aE"
12	25	0.241581840243	"27.4.aE"
13	25	0.275877135535	"27.4.aE"
14	25	0.286988297694	"27.4.aE"
15	25	0.29264062619	"27.4.aE"
1	26	0.104704586437	"27.4.aE"
2	26	0.123375879354	"27.4.aE"
3	26	0.142570949611	"27.4.aE"
4	26	0.163423512673	"27.4.aE"
5	26	0.167377819641	"27.4.aE"
6	26	0.174544334195	"27.4.aE"
7	26	0.191725984433	"27.4.aE"
8	26	0.19852692448	"27.4.aE"
9	26	0.211980264167	"27.4.aE"
10	26	0.225940697446	"27.4.aE"
11	26	0.241181535245	"27.4.aE"
12	26	0.242280542843	"27.4.aE"
13	26	0.265768604642	"27.4.aE"
14	26	0.272949238074	"27.4.aE"
15	26	0.279011147572	"27.4.aE"
1	27	0.109018657248	"27.4.aE"
2	27	0.128027512052	"27.4.aE"
3	27	0.150853708396	"27.4.aE"
4	27	0.174534992342	"27.4.aE"
5	27	0.182030473008	"27.4.aE"
6	27	0.187969626072	"27.4.aE"
7	27	0.200951464841	"27.4.aE"
8	27	0.208669012764	"27.4.aE"
9	27	0.224163821644	"27.4.aE"
10	27	0.243122036932	"27.4.aE"
11	27	0.262975709712	"27.4.aE"
12	27	0.270425672709	"27.4.aE"
13	27	0.291550201969	"27.4.aE"
14	27	0.300024908931	"27.4.aE"
15	27	0.303457973191	"27.4.aE"
1	28	0.10489431295	"27.4.aE"
2	28	0.121790431059	"27.4.aE"
3	28	0.141596263664	"27.4.aE"
4	28	0.162512160329	"27.4.aE"
5	28	0.174227790633	"27.4.aE"
6	28	0.184366760604	"27.4.aE"
7	28	0.186158665071	"27.4.aE"
8	28	0.210526136553	"27.4.aE"
9	28	0.22963401145	"27.4.aE"
10	28	0.229934927664	"27.4.aE"
11	28	0.234479094731	"27.4.aE"
12	28	0.220656018482	"27.4.aE"
13	28	0.281132140714	"27.4.aE"
14	28	0.288479696631	"27.4.aE"
15	28	0.290295028048	"27.4.aE"
1	29	0.106373796184	"27.4.aE"
2	29	0.118513301602	"27.4.aE"
3	29	0.140680292387	"27.4.aE"
4	29	0.166964558853	"27.4.aE"
5	29	0.165429794972	"27.4.aE"
6	29	0.174240805121	"27.4.aE"
7	29	0.193499419009	"27.4.aE"
8	29	0.205375709082	"27.4.aE"
9	29	0.211021142671	"27.4.aE"
10	29	0.232824833926	"27.4.aE"
11	29	0.217564255096	"27.4.aE"
12	29	0.266509865665	"27.4.aE"
13	29	0.275483442167	"27.4.aE"
14	29	0.287057115958	"27.4.aE"
15	29	0.286925940111	"27.4.aE"
1	30	0.103217450834	"27.4.aE"
2	30	0.119280075033	"27.4.aE"
3	30	0.140677672574	"27.4.aE"
4	30	0.161652164137	"27.4.aE"
5	30	0.171165697438	"27.4.aE"
6	30	0.177094614308	"27.4.aE"
7	30	0.18817784663	"27.4.aE"
8	30	0.204724374745	"27.4.aE"
9	30	0.216370540621	"27.4.aE"
10	30	0.22610366607	"27.4.aE"
11	30	0.240046242497	"27.4.aE"
12	30	0.269296416848	"27.4.aE"
13	30	0.272845249985	"27.4.aE"
14	30	0.288254246696	"27.4.aE"
15	30	0.29240380634	"27.4.aE"
1	31	0.103750810658	"27.4.aE"
2	31	0.122653480398	"27.4.aE"
3	31	0.141765359605	"27.4.aE"
4	31	0.161196282784	"27.4.aE"
5	31	0.171843934638	"27.4.aE"
6	31	0.176110266166	"27.4.aE"
7	31	0.192910354075	"27.4.aE"
8	31	0.20071966966	"27.4.aE"
9	31	0.218368947034	"27.4.aE"
10	31	0.221941579828	"27.4.aE"
11	31	0.24250099536	"27.4.aE"
12	31	0.249211062092	"27.4.aE"
13	31	0.241282518782	"27.4.aE"
14	31	0.273142414316	"27.4.aE"
15	31	0.276796602796	"27.4.aE"
1	32	0.106395889373	"27.4.aE"
2	32	0.123254928538	"27.4.aE"
3	32	0.140478882561	"27.4.aE"
4	32	0.160527680628	"27.4.aE"
5	32	0.172809731853	"27.4.aE"
6	32	0.175970240333	"27.4.aE"
7	32	0.189088719864	"27.4.aE"
8	32	0.199793870252	"27.4.aE"
9	32	0.215802631692	"27.4.aE"
10	32	0.221819780289	"27.4.aE"
11	32	0.224923249953	"27.4.aE"
12	32	0.249534763487	"27.4.aE"
13	32	0.262422545706	"27.4.aE"
14	32	0.268886600883	"27.4.aE"
15	32	0.274090111914	"27.4.aE"
1	33	0.107751638327	"27.4.aE"
2	33	0.122645507645	"27.4.aE"
3	33	0.143907732465	"27.4.aE"
4	33	0.162853938478	"27.4.aE"
5	33	0.174209768431	"27.4.aE"
6	33	0.178657763427	"27.4.aE"
7	33	0.190918824358	"27.4.aE"
8	33	0.199678078259	"27.4.aE"
9	33	0.216112026375	"27.4.aE"
10	33	0.230707743476	"27.4.aE"
11	33	0.251642599948	"27.4.aE"
12	33	0.253526746112	"27.4.aE"
13	33	0.26787918565	"27.4.aE"
14	33	0.274389946496	"27.4.aE"
15	33	0.279659090307	"27.4.aE"
1	34	0.105744240547	"27.4.aE"
2	34	0.123911258389	"27.4.aE"
3	34	0.141413064314	"27.4.aE"
4	34	0.169754028814	"27.4.aE"
5	34	0.175200680232	"27.4.aE"
6	34	0.180550170587	"27.4.aE"
7	34	0.19876325758	"27.4.aE"
8	34	0.214154189027	"27.4.aE"
9	34	0.228191796549	"27.4.aE"
10	34	0.230762401319	"27.4.aE"
11	34	0.253226974249	"27.4.aE"
12	34	0.26530678849	"27.4.aE"
13	34	0.282364458949	"27.4.aE"
14	34	0.2911077694	"27.4.aE"
15	34	0.29701895314	"27.4.aE"
1	35	0.103927316005	"27.4.aE"
2	35	0.117944349772	"27.4.aE"
3	35	0.140249322107	"27.4.aE"
4	35	0.168273257253	"27.4.aE"
5	35	0.166301834398	"27.4.aE"
6	35	0.180133844537	"27.4.aE"
7	35	0.187897599518	"27.4.aE"
8	35	0.199783863876	"27.4.aE"
9	35	0.216178608896	"27.4.aE"
10	35	0.231787487741	"27.4.aE"
11	35	0.248221973447	"27.4.aE"
12	35	0.261827624333	"27.4.aE"
13	35	0.285787694348	"27.4.aE"
14	35	0.293347143516	"27.4.aE"
15	35	0.291620943768	"27.4.aE"
1	36	0.104451675069	"27.4.aE"
2	36	0.124270369061	"27.4.aE"
3	36	0.141200286716	"27.4.aE"
4	36	0.165228146978	"27.4.aE"
5	36	0.16901014141	"27.4.aE"
6	36	0.179284897404	"27.4.aE"
7	36	0.18602632272	"27.4.aE"
8	36	0.202313962179	"27.4.aE"
9	36	0.218397950949	"27.4.aE"
10	36	0.228567055337	"27.4.aE"
11	36	0.242941571284	"27.4.aE"
12	36	0.248643874347	"27.4.aE"
13	36	0.270069537344	"27.4.aE"
14	36	0.276442846154	"27.4.aE"
15	36	0.282314638181	"27.4.aE"
1	37	0.108234653349	"27.4.aE"
2	37	0.124813574239	"27.4.aE"
3	37	0.148406486805	"27.4.aE"
4	37	0.168733281661	"27.4.aE"
5	37	0.175233150392	"27.4.aE"
6	37	0.183742864009	"27.4.aE"
7	37	0.19812842595	"27.4.aE"
8	37	0.203107969361	"27.4.aE"
9	37	0.223768798501	"27.4.aE"
10	37	0.232317708106	"27.4.aE"
11	37	0.253996092818	"27.4.aE"
12	37	0.227547294289	"27.4.aE"
13	37	0.275839934872	"27.4.aE"
14	37	0.282210777453	"27.4.aE"
15	37	0.275719824198	"27.4.aE"
1	38	0.102540754691	"27.4.aE"
2	38	0.124020743733	"27.4.aE"
3	38	0.141855456772	"27.4.aE"
4	38	0.164061844864	"27.4.aE"
5	38	0.172194876047	"27.4.aE"
6	38	0.178793898932	"27.4.aE"
7	38	0.194247269934	"27.4.aE"
8	38	0.201122740849	"27.4.aE"
9	38	0.218367435156	"27.4.aE"
10	38	0.223941137952	"27.4.aE"
11	38	0.253024329715	"27.4.aE"
12	38	0.241409228199	"27.4.aE"
13	38	0.277388327528	"27.4.aE"
14	38	0.284027203414	"27.4.aE"
15	38	0.275524623504	"27.4.aE"
1	39	0.103826310154	"27.4.aE"
2	39	0.122705558351	"27.4.aE"
3	39	0.140105210164	"27.4.aE"
4	39	0.159513589672	"27.4.aE"
5	39	0.174184317147	"27.4.aE"
6	39	0.174923160785	"27.4.aE"
7	39	0.192501788274	"27.4.aE"
8	39	0.190186932504	"27.4.aE"
9	39	0.206003842951	"27.4.aE"
10	39	0.217903304673	"27.4.aE"
11	39	0.222508630888	"27.4.aE"
12	39	0.23191239974	"27.4.aE"
13	39	0.259440220149	"27.4.aE"
14	39	0.265586799506	"27.4.aE"
15	39	0.250228873906	"27.4.aE"
1	40	0.105003828227	"27.4.aE"
2	40	0.123894892735	"27.4.aE"
3	40	0.145169212774	"27.4.aE"
4	40	0.165784585209	"27.4.aE"
5	40	0.173862207521	"27.4.aE"
6	40	0.179961022088	"27.4.aE"
7	40	0.194352426374	"27.4.aE"
8	40	0.204121754062	"27.4.aE"
9	40	0.218437346122	"27.4.aE"
10	40	0.233349216263	"27.4.aE"
11	40	0.250488828812	"27.4.aE"
12	40	0.25314118377	"27.4.aE"
13	40	0.282497522668	"27.4.aE"
14	40	0.289335713187	"27.4.aE"
15	40	0.288912316676	"27.4.aE"
1	41	0.106602100776	"27.4.aE"
2	41	0.123366429197	"27.4.aE"
3	41	0.14340338536	"27.4.aE"
4	41	0.163987188483	"27.4.aE"
5	41	0.172116837477	"27.4.aE"
6	41	0.182810769865	"27.4.aE"
7	41	0.197547513662	"27.4.aE"
8	41	0.209422929098	"27.4.aE"
9	41	0.227515134019	"27.4.aE"
10	41	0.231736890932	"27.4.aE"
11	41	0.232460582846	"27.4.aE"
12	41	0.254777138642	"27.4.aE"
13	41	0.286738326119	"27.4.aE"
14	41	0.293465211837	"27.4.aE"
15	41	0.299494501186	"27.4.aE"
1	42	0.103755250909	"27.4.aE"
2	42	0.120551593455	"27.4.aE"
3	42	0.139208788948	"27.4.aE"
4	42	0.159383714406	"27.4.aE"
5	42	0.167801840382	"27.4.aE"
6	42	0.177106584954	"27.4.aE"
7	42	0.186152104307	"27.4.aE"
8	42	0.197046058238	"27.4.aE"
9	42	0.211545369564	"27.4.aE"
10	42	0.219378114563	"27.4.aE"
11	42	0.228400873111	"27.4.aE"
12	42	0.239238709131	"27.4.aE"
13	42	0.257346548479	"27.4.aE"
14	42	0.263559742508	"27.4.aE"
15	42	0.269346266304	"27.4.aE"
1	43	0.105954942486	"27.4.aE"
2	43	0.122298649778	"27.4.aE"
3	43	0.141635409018	"27.4.aE"
4	43	0.162580439835	"27.4.aE"
5	43	0.172460874001	"27.4.aE"
6	43	0.17629136665	"27.4.aE"
7	43	0.189421693226	"27.4.aE"
8	43	0.207081381001	"27.4.aE"
9	43	0.212153458025	"27.4.aE"
10	43	0.219813210998	"27.4.aE"
11	43	0.252005810039	"27.4.aE"
12	43	0.231235696839	"27.4.aE"
13	43	0.267921442498	"27.4.aE"
14	43	0.274372882857	"27.4.aE"
15	43	0.273715598844	"27.4.aE"
1	44	0.104258526006	"27.4.aE"
2	44	0.121581344251	"27.4.aE"
3	44	0.141294045611	"27.4.aE"
4	44	0.167634000853	"27.4.aE"
5	44	0.168994661633	"27.4.aE"
6	44	0.176321243521	"27.4.aE"
7	44	0.184425558438	"27.4.aE"
8	44	0.196487319525	"27.4.aE"
9	44	0.22145055407	"27.4.aE"
10	44	0.224975255214	"27.4.aE"
11	44	0.242161290159	"27.4.aE"
12	44	0.240068985615	"27.4.aE"
13	44	0.276376954859	"27.4.aE"
14	44	0.282891939552	"27.4.aE"
15	44	0.289115681405	"27.4.aE"
1	45	0.104705520317	"27.4.aE"
2	45	0.121084014382	"27.4.aE"
3	45	0.141100045854	"27.4.aE"
4	45	0.163511741346	"27.4.aE"
5	45	0.172436266309	"27.4.aE"
6	45	0.175367173496	"27.4.aE"
7	45	0.197922920568	"27.4.aE"
8	45	0.204112693329	"27.4.aE"
9	45	0.215046661724	"27.4.aE"
10	45	0.227406317633	"27.4.aE"
11	45	0.249812472388	"27.4.aE"
12	45	0.239418462457	"27.4.aE"
13	45	0.273742253588	"27.4.aE"
14	45	0.280052108259	"27.4.aE"
15	45	0.286530154253	"27.4.aE"
1	46	0.111563180977	"27.4.aE"
2	46	0.126922056271	"27.4.aE"
3	46	0.145855844557	"27.4.aE"
4	46	0.161548626212	"27.4.aE"
5	46	0.172919387202	"27.4.aE"
6	46	0.1795442892	"27.4.aE"
7	46	0.195551929074	"27.4.aE"
8	46	0.200555668812	"27.4.aE"
9	46	0.220287524947	"27.4.aE"
10	46	0.222759740249	"27.4.aE"
11	46	0.242701938917	"27.4.aE"
12	46	0.235869011344	"27.4.aE"
13	46	0.259369643095	"27.4.aE"
14	46	0.265585763026	"27.4.aE"
15	46	0.271649449833	"27.4.aE"
1	47	0.113286728552	"27.4.aE"
2	47	0.128263402059	"27.4.aE"
3	47	0.146885704674	"27.4.aE"
4	47	0.172142951428	"27.4.aE"
5	47	0.177796696147	"27.4.aE"
6	47	0.188498970643	"27.4.aE"
