"age"	"part.year"	"lengthCM"	"samplingID"	"partnumber"	"otolithtype"	"partcount"
4	0.653005464480874	36	1	1	NA	NA
9	0.653005464480874	39	1	1	NA	NA
11	0.653005464480874	39.5	1	1	NA	NA
9	0.653005464480874	36	1	1	NA	NA
4	0.653005464480874	33.5	1	1	NA	NA
6	0.653005464480874	37	1	1	NA	NA
5	0.653005464480874	36	1	1	NA	NA
9	0.653005464480874	39	1	1	NA	NA
7	0.653005464480874	37.5	1	1	NA	NA
11	0.653005464480874	40	1	1	NA	NA
3	0.653005464480874	35.5	1	1	NA	NA
4	0.653005464480874	35.5	1	1	NA	NA
3	0.653005464480874	34	1	1	NA	NA
4	0.653005464480874	33.5	1	1	NA	NA
3	0.653005464480874	34	1	1	NA	NA
12	0.653005464480874	39	1	1	NA	NA
7	0.653005464480874	37.5	1	1	NA	NA
9	0.653005464480874	38.5	1	1	NA	NA
9	0.653005464480874	39	1	1	NA	NA
7	0.653005464480874	38.5	1	1	NA	NA
9	0.655737704918033	38.5	2	1	NA	NA
12	0.655737704918033	39.5	2	1	NA	NA
3	0.655737704918033	34	2	1	NA	NA
4	0.655737704918033	35.5	2	1	NA	NA
12	0.655737704918033	38.5	2	1	NA	NA
4	0.655737704918033	36.5	2	1	NA	NA
7	0.655737704918033	37.5	2	1	NA	NA
12	0.655737704918033	39.5	2	1	NA	NA
4	0.655737704918033	35	2	1	NA	NA
9	0.655737704918033	38.5	2	1	NA	NA
12	0.655737704918033	40.5	2	1	NA	NA
3	0.655737704918033	33.5	2	1	NA	NA
7	0.655737704918033	38	2	1	NA	NA
12	0.655737704918033	39	2	1	NA	NA
12	0.655737704918033	38.5	2	1	NA	NA
11	0.655737704918033	40	2	1	NA	NA
4	0.655737704918033	34.5	2	1	NA	NA
4	0.655737704918033	34.5	2	1	NA	NA
3	0.655737704918033	33	2	1	NA	NA
3	0.655737704918033	33	2	1	NA	NA
11	0.655737704918033	39	2	1	NA	NA
9	0.655737704918033	39	2	1	NA	NA
3	0.655737704918033	34	2	1	NA	NA
3	0.655737704918033	33.5	2	1	NA	NA
5	0.642076502732241	36	3	1	NA	NA
9	0.642076502732241	35.5	3	1	NA	NA
3	0.642076502732241	32	3	1	NA	NA
3	0.642076502732241	33.5	3	1	NA	NA
3	0.642076502732241	34.5	3	1	NA	NA
