"Age"	"Level"	"Iteration"	"AgeIndex"	"LevelIndex"	"Slope"	"tau_Slope"	"ar_Slope"	"Intercept"	"tau_Intercept"	"ar_Intercept"
1	"LevelIndex_1"	1	1	1	0.135948975690451	NA	NA	3.30256677484634	NA	NA
1	"LevelIndex_1"	2	1	1	0.142547587966102	NA	NA	3.29954070073668	NA	NA
1	"LevelIndex_1"	3	1	1	0.144875742587449	NA	NA	3.28054558139072	NA	NA
1	"LevelIndex_1"	4	1	1	0.140518638974297	NA	NA	3.30195522749675	NA	NA
1	"LevelIndex_1"	5	1	1	0.142128503388709	NA	NA	3.29453555891708	NA	NA
1	"LevelIndex_1"	6	1	1	0.13751511237222	NA	NA	3.3147610139868	NA	NA
1	"LevelIndex_1"	7	1	1	0.142060725248737	NA	NA	3.29719357257934	NA	NA
1	"LevelIndex_1"	8	1	1	0.138904071633506	NA	NA	3.30966141582218	NA	NA
1	"LevelIndex_1"	9	1	1	0.139781400800907	NA	NA	3.28886375575459	NA	NA
1	"LevelIndex_1"	10	1	1	0.140656806031168	NA	NA	3.28912921635154	NA	NA
1	"LevelIndex_1"	11	1	1	0.137894033839275	NA	NA	3.30691864074861	NA	NA
1	"LevelIndex_1"	12	1	1	0.145880878225294	NA	NA	3.27942622606265	NA	NA
1	"LevelIndex_1"	13	1	1	0.141781281007475	NA	NA	3.29069228051129	NA	NA
1	"LevelIndex_1"	14	1	1	0.146643324534114	NA	NA	3.28672291777544	NA	NA
1	"LevelIndex_1"	15	1	1	0.13838263804892	NA	NA	3.30565433435055	NA	NA
1	"LevelIndex_1"	16	1	1	0.140108890342107	NA	NA	3.30900562957228	NA	NA
1	"LevelIndex_1"	17	1	1	0.135787874128901	NA	NA	3.30385983778733	NA	NA
1	"LevelIndex_1"	18	1	1	0.137461926377715	NA	NA	3.30465185584765	NA	NA
1	"LevelIndex_1"	19	1	1	0.138550670908898	NA	NA	3.30421984546442	NA	NA
1	"LevelIndex_1"	20	1	1	0.138105317540908	NA	NA	3.30468197945827	NA	NA
1	"LevelIndex_1"	21	1	1	0.139620917956767	NA	NA	3.30759768648721	NA	NA
1	"LevelIndex_1"	22	1	1	0.140550234854008	NA	NA	3.30479905315435	NA	NA
1	"LevelIndex_1"	23	1	1	0.137570310507558	NA	NA	3.30515752025708	NA	NA
1	"LevelIndex_1"	24	1	1	0.137034673461269	NA	NA	3.30952429103395	NA	NA
1	"LevelIndex_1"	25	1	1	0.13700815653304	NA	NA	3.3077004782191	NA	NA
1	"LevelIndex_1"	26	1	1	0.140000991653659	NA	NA	3.30157965763582	NA	NA
1	"LevelIndex_1"	27	1	1	0.138353787753164	NA	NA	3.30461899827918	NA	NA
1	"LevelIndex_1"	28	1	1	0.139969017907426	NA	NA	3.27138565790862	NA	NA
1	"LevelIndex_1"	29	1	1	0.138489779893978	NA	NA	3.30869232212474	NA	NA
1	"LevelIndex_1"	30	1	1	0.136587067497657	NA	NA	3.30772986125263	NA	NA
1	"LevelIndex_1"	31	1	1	0.140933365931868	NA	NA	3.30452450948504	NA	NA
1	"LevelIndex_1"	32	1	1	0.136138300136257	NA	NA	3.31307974001253	NA	NA
1	"LevelIndex_1"	33	1	1	0.13646276821684	NA	NA	3.33819033325522	NA	NA
1	"LevelIndex_1"	34	1	1	0.134075615690262	NA	NA	3.32303898730668	NA	NA
