"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"SalgslagID"	"Salgslag"	"Salgslag_kode"
"1583101"	1	"2013"	"H 0002O"	2022	"15.06.2022"	"11"	NA	"00"	"10"	12.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583118"	1	"2013"	"T 0016LK"	2022	"16.06.2022"	"11"	NA	"00"	"46"	27.4	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583237"	1	"2013"	"TR0003AA"	2022	"19.06.2022"	"11"	NA	"05"	"20"	21.15	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583222"	1	"2013"	"TR0096AA"	2022	"19.06.2022"	"11"	NA	"05"	"20"	14.99	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"404408"	1	"2013"	"N 0041ME"	2022	"29.06.2022"	"11"	NA	"00"	"46"	12.95	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583137"	1	"2013"	"N 0007SO"	2022	"16.06.2022"	"11"	NA	"00"	"10"	30.45	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583570"	1	"2013"	"R 0022ST"	2022	"01.07.2022"	"11"	NA	"00"	"10"	12.95	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583551"	1	"2013"	"N 0025ME"	2022	"30.06.2022"	"11"	NA	"00"	"05"	41.45	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583571"	1	"2013"	"TR0096AA"	2022	"01.07.2022"	"11"	NA	"00"	"05"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583096"	1	"2013"	"NT0030NR"	2022	"15.06.2022"	"11"	NA	"00"	"10"	27.15	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583656"	1	"2013"	"VL0110AV"	2022	"04.07.2022"	"11"	NA	"05"	"15"	14.99	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583123"	1	"2013"	"H 0002O"	2022	"16.06.2022"	"11"	NA	"00"	"10"	12.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583148"	1	"2013"	"VL0009BR"	2022	"17.06.2022"	"11"	NA	"00"	"10"	14.95	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583539"	1	"2013"	"Ø 0300H"	2022	"29.06.2022"	"11"	NA	"05"	"16"	27.91	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583380"	1	"2013"	"N 0050G"	2022	"25.06.2022"	"11"	NA	"00"	"05"	14.93	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583467"	1	"2013"	"TR0023ND"	2022	"28.06.2022"	"11"	NA	"00"	"05"	10.63	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583511"	1	"2013"	"N 0061B"	2022	"28.06.2022"	"11"	NA	"06"	"32"	14.32	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583390"	1	"2013"	"N 0056V"	2022	"25.06.2022"	"11"	NA	"06"	"32"	14.95	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583376"	1	"2013"	"NT0030NR"	2022	"25.06.2022"	"11"	NA	"00"	"05"	27.15	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583508"	1	"2013"	"N 0050G"	2022	"28.06.2022"	"11"	NA	"00"	"05"	14.93	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583590"	1	"2013"	"R 0021H"	2022	"02.07.2022"	"11"	NA	"00"	"10"	14.89	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583206"	1	"2013"	"VL0035ØN"	2022	"18.06.2022"	"11"	NA	"05"	"20"	8.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583312"	1	"2013"	"N 0098B"	2022	"22.06.2022"	"11"	NA	"00"	"10"	14.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583407"	1	"2013"	"ST0031RS"	2022	"26.06.2022"	"11"	NA	"00"	"05"	36.26	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583597"	1	"2013"	"N 0050G"	2022	"02.07.2022"	"11"	NA	"00"	"05"	14.93	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1584626"	1	"2013"	"TR0004O"	2022	"16.08.2022"	"53"	NA	"34"	"05"	79.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584625"	1	"2013"	"TR0004O"	2022	"16.08.2022"	"53"	NA	"34"	"05"	79.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584626"	2	"2013"	"TR0004O"	2022	"16.08.2022"	"53"	NA	"34"	"05"	79.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587932"	1	"2013"	"N 0200B"	2022	"30.09.2022"	"53"	NA	"28"	"51"	69.77	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1587966"	1	"2013"	"H 0026AV"	2022	"30.09.2022"	"53"	NA	"28"	"51"	70	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583940"	1	"2013"	"VL0004BN"	2022	"17.07.2022"	"11"	NA	"00"	"48"	10.66	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583158"	2	"2013"	"R 0096K"	2022	"17.06.2022"	"11"	NA	"00"	"46"	14.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583469"	1	"2013"	"VL0015A"	2022	"28.06.2022"	"11"	NA	"00"	"48"	14.9	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583549"	1	"2013"	"VL0035ØN"	2022	"30.06.2022"	"11"	NA	"05"	"20"	8.5	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1584173"	3	"2013"	"N 0054BØ"	2022	"03.08.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583679"	2	"2013"	"VL0005ØN"	2022	"04.07.2022"	"11"	NA	"00"	"46"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583752"	2	"2013"	"H 0318AV"	2022	"07.07.2022"	"11"	NA	"00"	"46"	12.9	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583761"	1	"2013"	"H 0318AV"	2022	"07.07.2022"	"11"	NA	"00"	"46"	12.9	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583219"	1	"2013"	"H 0015K"	2022	"19.06.2022"	"11"	NA	"05"	"20"	12.24	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583219"	2	"2013"	"H 0015K"	2022	"19.06.2022"	"11"	NA	"05"	"20"	12.24	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583469"	2	"2013"	"VL0015A"	2022	"28.06.2022"	"11"	NA	"00"	"48"	14.9	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583382"	1	"2013"	"VL0005ØN"	2022	"25.06.2022"	"11"	NA	"00"	"48"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583521"	1	"2013"	"NT0030NR"	2022	"29.06.2022"	"11"	NA	"05"	"20"	27.15	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583940"	2	"2013"	"VL0004BN"	2022	"17.07.2022"	"11"	NA	"00"	"48"	10.66	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1584033"	1	"2013"	"VL0005ØN"	2022	"25.07.2022"	"11"	NA	"05"	"16"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583959"	2	"2013"	"SF0069SU"	2022	"17.07.2022"	"11"	NA	"05"	"20"	14.94	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583520"	1	"2013"	"R 0021H"	2022	"28.06.2022"	"11"	NA	"00"	"05"	14.89	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583529"	2	"2013"	"R 0004ST"	2022	"29.06.2022"	"11"	NA	"00"	"10"	12.89	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583644"	1	"2013"	"R 0004ST"	2022	"04.07.2022"	"11"	NA	"00"	"10"	12.89	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583536"	1	"2013"	"N 0007SO"	2022	"29.06.2022"	"11"	NA	"05"	"20"	30.45	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583644"	2	"2013"	"R 0004ST"	2022	"04.07.2022"	"11"	NA	"00"	"10"	12.89	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583652"	2	"2013"	"R 0001H"	2022	"04.07.2022"	"11"	NA	"00"	"46"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583593"	1	"2013"	"R 0020K"	2022	"02.07.2022"	"11"	NA	"00"	"10"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583842"	1	"2013"	"R 0020K"	2022	"11.07.2022"	"11"	NA	"00"	"44"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583843"	2	"2013"	"R 0112K"	2022	"11.07.2022"	"11"	NA	"00"	"44"	10.58	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1584032"	1	"2013"	"H 0116B"	2022	"25.07.2022"	"11"	NA	"05"	"20"	12.06	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584041"	2	"2013"	"N 0300V"	2022	"25.07.2022"	"11"	NA	"05"	"20"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1584043"	1	"2013"	"TR0019ND"	2022	"26.07.2022"	"11"	NA	"05"	"20"	12.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583061"	1	"2013"	"H 0071S"	2022	"14.06.2022"	"11"	NA	"05"	"20"	7.67	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583970"	2	"2013"	"N 0054BØ"	2022	"19.07.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1584051"	2	"2013"	"VL0004BN"	2022	"26.07.2022"	"11"	NA	"05"	"20"	10.66	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1584051"	1	"2013"	"VL0004BN"	2022	"26.07.2022"	"11"	NA	"05"	"20"	10.66	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583482"	1	"2013"	"H 0116B"	2022	"28.06.2022"	"11"	NA	"05"	"16"	12.06	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583020"	1	"2013"	"H 0062S"	2022	"12.06.2022"	"11"	NA	"05"	"19"	14.98	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583020"	2	"2013"	"H 0062S"	2022	"12.06.2022"	"11"	NA	"05"	"19"	14.98	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583533"	1	"2013"	"H 0002B"	2022	"29.06.2022"	"11"	NA	"05"	"16"	10.65	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583667"	1	"2013"	"TR0023ND"	2022	"04.07.2022"	"11"	NA	"00"	"46"	10.63	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583676"	1	"2013"	"H 0011F"	2022	"04.07.2022"	"11"	NA	"00"	"46"	10.66	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583946"	2	"2013"	"TR0019ND"	2022	"17.07.2022"	"11"	NA	"00"	"48"	12.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583593"	2	"2013"	"R 0020K"	2022	"02.07.2022"	"11"	NA	"00"	"10"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583521"	2	"2013"	"NT0030NR"	2022	"29.06.2022"	"11"	NA	"05"	"20"	27.15	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583536"	2	"2013"	"N 0007SO"	2022	"29.06.2022"	"11"	NA	"05"	"20"	30.45	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583531"	2	"2013"	"VL0120ØN"	2022	"29.06.2022"	"11"	NA	"05"	"20"	7.03	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583676"	2	"2013"	"H 0011F"	2022	"04.07.2022"	"11"	NA	"00"	"46"	10.66	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583828"	2	"2013"	"H 0015K"	2022	"11.07.2022"	"11"	NA	"00"	"44"	12.24	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583547"	2	"2013"	"R 0020K"	2022	"30.06.2022"	"11"	NA	"05"	"20"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1584032"	2	"2013"	"H 0116B"	2022	"25.07.2022"	"11"	NA	"05"	"20"	12.06	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584028"	2	"2013"	"N 0054BØ"	2022	"24.07.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584043"	2	"2013"	"TR0019ND"	2022	"26.07.2022"	"11"	NA	"05"	"20"	12.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1584041"	1	"2013"	"N 0300V"	2022	"25.07.2022"	"11"	NA	"05"	"20"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583943"	2	"2013"	"H 0002B"	2022	"17.07.2022"	"11"	NA	"00"	"48"	10.65	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583970"	1	"2013"	"N 0054BØ"	2022	"19.07.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583734"	1	"2013"	"VL0015A"	2022	"05.07.2022"	"11"	NA	"00"	"46"	14.9	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583661"	2	"2013"	"VL0035ØN"	2022	"04.07.2022"	"11"	NA	"00"	"46"	8.5	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583187"	2	"2013"	"N 0006SF"	2022	"18.06.2022"	"11"	NA	"00"	"10"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583935"	1	"2013"	"VL0005ØN"	2022	"16.07.2022"	"11"	NA	"00"	"44"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583935"	2	"2013"	"VL0005ØN"	2022	"16.07.2022"	"11"	NA	"00"	"44"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583946"	1	"2013"	"TR0019ND"	2022	"17.07.2022"	"11"	NA	"00"	"48"	12.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1584028"	1	"2013"	"N 0054BØ"	2022	"24.07.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583959"	1	"2013"	"SF0069SU"	2022	"17.07.2022"	"11"	NA	"05"	"20"	14.94	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583648"	1	"2013"	"N 0054BØ"	2022	"04.07.2022"	"11"	NA	"00"	"44"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583649"	2	"2013"	"VL0037AV"	2022	"04.07.2022"	"11"	NA	"00"	"46"	11.58	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583653"	1	"2013"	"M 0039HØ"	2022	"04.07.2022"	"11"	NA	"00"	"46"	14.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583560"	2	"2013"	"N 0054BØ"	2022	"01.07.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1584527"	2	"2013"	"N 0054BØ"	2022	"15.08.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583308"	1	"2013"	"H 0001S"	2022	"22.06.2022"	"11"	NA	"05"	"20"	12.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583308"	2	"2013"	"H 0001S"	2022	"22.06.2022"	"11"	NA	"05"	"20"	12.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583221"	2	"2013"	"N 0006SF"	2022	"19.06.2022"	"11"	NA	"05"	"20"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1584527"	1	"2013"	"N 0054BØ"	2022	"15.08.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583990"	2	"2013"	"N 0300V"	2022	"20.07.2022"	"11"	NA	"05"	"20"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583995"	1	"2013"	"N 0054BØ"	2022	"20.07.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583995"	2	"2013"	"N 0054BØ"	2022	"20.07.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583403"	1	"2013"	"N 0006SF"	2022	"26.06.2022"	"11"	NA	"00"	"10"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583547"	1	"2013"	"R 0020K"	2022	"30.06.2022"	"11"	NA	"05"	"20"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583828"	1	"2013"	"H 0015K"	2022	"11.07.2022"	"11"	NA	"00"	"44"	12.24	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583444"	1	"2013"	"R 0020K"	2022	"27.06.2022"	"11"	NA	"00"	"05"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583679"	1	"2013"	"VL0005ØN"	2022	"04.07.2022"	"11"	NA	"00"	"46"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583395"	2	"2013"	"VL0015A"	2022	"26.06.2022"	"11"	NA	"00"	"48"	14.9	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583943"	1	"2013"	"H 0002B"	2022	"17.07.2022"	"11"	NA	"00"	"48"	10.65	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1584083"	1	"2013"	"NT0070V"	2022	"31.07.2022"	"11"	NA	"00"	"44"	14.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583075"	1	"2013"	"H 0001S"	2022	"14.06.2022"	"11"	NA	"05"	"20"	12.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583862"	1	"2013"	"NT0026V"	2022	"12.07.2022"	"11"	NA	"05"	"15"	12.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583525"	1	"2013"	"N 0006SF"	2022	"29.06.2022"	"11"	NA	"05"	"20"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1584200"	5	"2013"	"N 0054BØ"	2022	"05.08.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583595"	1	"2013"	"H 0015K"	2022	"02.07.2022"	"11"	NA	"00"	"10"	12.24	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583939"	1	"2013"	"H 0011F"	2022	"17.07.2022"	"11"	NA	"00"	"48"	10.66	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583642"	1	"2013"	"VL0004BN"	2022	"04.07.2022"	"11"	NA	"00"	"46"	10.66	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583462"	1	"2013"	"VL0035ØN"	2022	"28.06.2022"	"11"	NA	"06"	"32"	8.5	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583482"	2	"2013"	"H 0116B"	2022	"28.06.2022"	"11"	NA	"05"	"16"	12.06	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583489"	1	"2013"	"H 0015K"	2022	"28.06.2022"	"11"	NA	"05"	"16"	12.24	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583489"	2	"2013"	"H 0015K"	2022	"28.06.2022"	"11"	NA	"05"	"16"	12.24	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583525"	2	"2013"	"N 0006SF"	2022	"29.06.2022"	"11"	NA	"05"	"20"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583642"	2	"2013"	"VL0004BN"	2022	"04.07.2022"	"11"	NA	"00"	"46"	10.66	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583652"	1	"2013"	"R 0001H"	2022	"04.07.2022"	"11"	NA	"00"	"46"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583300"	1	"2013"	"N 0003SO"	2022	"21.06.2022"	"11"	NA	"05"	"20"	12.99	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583300"	2	"2013"	"N 0003SO"	2022	"21.06.2022"	"11"	NA	"05"	"20"	12.99	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583761"	2	"2013"	"H 0318AV"	2022	"07.07.2022"	"11"	NA	"00"	"46"	12.9	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583845"	2	"2013"	"VL0005ØN"	2022	"11.07.2022"	"11"	NA	"00"	"44"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583939"	2	"2013"	"H 0011F"	2022	"17.07.2022"	"11"	NA	"00"	"48"	10.66	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583824"	1	"2013"	"H 0318AV"	2022	"11.07.2022"	"11"	NA	"00"	"44"	12.9	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583862"	2	"2013"	"NT0026V"	2022	"12.07.2022"	"11"	NA	"05"	"15"	12.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583416"	1	"2013"	"H 0116B"	2022	"26.06.2022"	"11"	NA	"00"	"10"	12.06	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583310"	2	"2013"	"N 0006SF"	2022	"22.06.2022"	"11"	NA	"05"	"20"	14.99	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583710"	1	"2013"	"N 0086B"	2022	"05.07.2022"	"11"	NA	"05"	"15"	12.99	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583752"	1	"2013"	"H 0318AV"	2022	"07.07.2022"	"11"	NA	"00"	"46"	12.9	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583463"	1	"2013"	"N 0054BØ"	2022	"28.06.2022"	"11"	NA	"00"	"10"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583416"	2	"2013"	"H 0116B"	2022	"26.06.2022"	"11"	NA	"00"	"10"	12.06	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1584012"	1	"2013"	"N 0054BØ"	2022	"21.07.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584200"	6	"2013"	"N 0054BØ"	2022	"05.08.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583990"	1	"2013"	"N 0300V"	2022	"20.07.2022"	"11"	NA	"05"	"20"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583307"	2	"2013"	"VL0005ØN"	2022	"22.06.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583218"	1	"2013"	"H 0116B"	2022	"19.06.2022"	"11"	NA	"05"	"20"	12.06	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583233"	2	"2013"	"R 0021H"	2022	"19.06.2022"	"11"	NA	"05"	"20"	14.89	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583264"	2	"2013"	"VL0002ØN"	2022	"20.06.2022"	"11"	NA	"05"	"20"	14.99	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583265"	1	"2013"	"VL0005ØN"	2022	"20.06.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583419"	3	"2013"	"H 0015B"	2022	"26.06.2022"	"11"	NA	"00"	"10"	22.33	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583420"	1	"2013"	"H 0002B"	2022	"26.06.2022"	"11"	NA	"00"	"10"	10.65	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583418"	2	"2013"	"VL0003AV"	2022	"26.06.2022"	"11"	NA	"00"	"10"	14.04	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583506"	1	"2013"	"VL0005ØN"	2022	"28.06.2022"	"11"	NA	"00"	"48"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583766"	2	"2013"	"R 0020K"	2022	"08.07.2022"	"11"	NA	"00"	"46"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583420"	2	"2013"	"H 0002B"	2022	"26.06.2022"	"11"	NA	"00"	"10"	10.65	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1584173"	4	"2013"	"N 0054BØ"	2022	"03.08.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583310"	1	"2013"	"N 0006SF"	2022	"22.06.2022"	"11"	NA	"05"	"20"	14.99	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583316"	2	"2013"	"N 0007SO"	2022	"22.06.2022"	"11"	NA	"00"	"11"	30.45	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583721"	1	"2013"	"H 0037K"	2022	"05.07.2022"	"11"	NA	"00"	"46"	7.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583569"	2	"2013"	"N 0006SF"	2022	"01.07.2022"	"11"	NA	"05"	"20"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583607"	1	"2013"	"VL0005ØN"	2022	"02.07.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583265"	2	"2013"	"VL0005ØN"	2022	"20.06.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584033"	2	"2013"	"VL0005ØN"	2022	"25.07.2022"	"11"	NA	"05"	"16"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583311"	1	"2013"	"VL0009BR"	2022	"22.06.2022"	"11"	NA	"05"	"20"	14.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583766"	1	"2013"	"R 0020K"	2022	"08.07.2022"	"11"	NA	"00"	"46"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583824"	2	"2013"	"H 0318AV"	2022	"11.07.2022"	"11"	NA	"00"	"44"	12.9	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583842"	2	"2013"	"R 0020K"	2022	"11.07.2022"	"11"	NA	"00"	"44"	14.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1583607"	2	"2013"	"VL0005ØN"	2022	"02.07.2022"	"11"	NA	"05"	"20"	12.97	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1584016"	1	"2013"	"TR0019ND"	2022	"22.07.2022"	"11"	NA	"00"	"38"	12.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1584016"	2	"2013"	"TR0019ND"	2022	"22.07.2022"	"11"	NA	"00"	"38"	12.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
