"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"Fartøynavn"	"FartøyID"	"Radiokallesignal_seddel"	"Lengdegruppe_kode"	"Lengdegruppe_bokmål"	"Bruttotonnasje1969"	"BruttotonnasjeAnnen"	"Byggeår"	"Ombyggingsår"	"Motorkraft"	"Motorbyggeår"	"FartøyGjelderFraDato"	"FartøyGjelderTilDato"	"Fartøytype_kode"	"Fartøytype_bokmål"	"Fartøykommune_kode"	"Fartøykommune"	"Fartøyfylke_kode"	"Fartøyfylke"	"Fartøynasjonalitet_kode.Fartøy"	"Fartøynasjonalitet_bokmål"
"1575979"	3	"2013"	"N 0307LN"	2021	"24.08.2021"	"11"	NA	"30"	"14"	74.8	"NOR"	0	"M.YTTERSTAD"	"2015068433"	"LFTI"	"5"	"28 m og over"	2906	NA	2015	NA	5364	2015	"14.09.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1851	"LØDINGEN"	18	"Nordland"	NA	"NORGE"
"1578790"	1	"2013"	"M 0189A"	2021	"20.10.2021"	"11"	NA	"07"	"17"	74.8	"NOR"	0	"GUNNAR LANGVA"	"2019112433"	"LFGY"	"5"	"28 m og over"	2985	NA	2019	NA	6528	2019	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1507	"ÅLESUND"	15	"Møre og Romsdal"	NA	"NORGE"
"1575546"	2	"2013"	"M 0065HØ"	2021	"16.08.2021"	"11"	NA	"30"	"09"	74	"NOR"	0	"SMARAGD"	"2015070773"	"LKOO"	"5"	"28 m og over"	3580	NA	2015	NA	5440	2015	"01.01.2018"	"12.10.2021 23:59:59"	"01"	"Fiskefartøy"	1515	"HERØY i Møre og Romsdal"	15	"Møre og Romsdal"	NA	"NORGE"
"1577096"	1	"2013"	"N 0081V"	2021	"14.09.2021"	"11"	NA	"30"	"08"	27.99	"NOR"	0	"KRANSVIK JR"	"1998004136"	"LJDJ"	"4"	"21-27,99 m"	NA	284	1998	2007	720	1998	"23.09.2020"	"02.05.2022 23:59:59"	"01"	"Fiskefartøy"	1865	"VÅGAN"	18	"Nordland"	NA	"NORGE"
"1575424"	3	"2013"	"M 0250HØ"	2021	"14.08.2021"	"11"	NA	"30"	"09"	69.95	"NOR"	0	"HERØYHAV"	"2014063776"	"LDFB"	"5"	"28 m og over"	2293	NA	2013	NA	3400	2013	"23.09.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1515	"HERØY i Møre og Romsdal"	15	"Møre og Romsdal"	NA	"NORGE"
"1575335"	2	"2013"	"SF0246A"	2021	"13.08.2021"	"11"	NA	"37"	"02"	36.34	"NOR"	0	"HILLERSØY"	"2000013517"	"LJWW"	"5"	"28 m og over"	499	NA	2000	2009	1015	2000	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4645	"ASKVOLL"	46	"Vestland"	NA	"NORGE"
"1575645"	2	"2013"	"T 0200LK"	2021	"17.08.2021"	"11"	NA	"30"	"09"	39.7	"NOR"	0	"TRONDSKJÆR"	"2019109955"	"LFBC"	"5"	"28 m og over"	499	NA	2019	NA	1837	2019	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	5421	"SENJA"	54	"Troms og Finnmark"	NA	"NORGE"
"1575604"	2	"2013"	"M 0108MD"	2021	"17.08.2021"	"11"	NA	"07"	"20"	37.95	"NOR"	0	"JØKUL"	"2007039149"	"LALD"	"5"	"28 m og over"	498	NA	2007	NA	1414	2007	"01.01.2020"	"21.02.2022 23:59:59"	"04"	"Leiefartøy (Erstatningsfartøy)"	1506	"MOLDE"	15	"Møre og Romsdal"	NA	"NORGE"
"1575617"	3	"2013"	"M 0189A"	2021	"17.08.2021"	"11"	NA	"07"	"20"	74.8	"NOR"	0	"GUNNAR LANGVA"	"2019112433"	"LFGY"	"5"	"28 m og over"	2985	NA	2019	NA	6528	2019	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1507	"ÅLESUND"	15	"Møre og Romsdal"	NA	"NORGE"
"1575297"	1	"2013"	"M 0061SØ"	2021	"12.08.2021"	"11"	NA	"37"	"02"	32.32	"NOR"	0	"HARTO"	"2009047909"	"JWPS"	"5"	"28 m og over"	377	NA	2009	NA	1630	2008	"19.10.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1507	"ÅLESUND"	15	"Møre og Romsdal"	NA	"NORGE"
"1575718"	3	"2013"	"M 0070HØ"	2021	"20.08.2021"	"11"	NA	"34"	"05"	69.9	"NOR"	0	"ROGNE"	"2013061852"	"LDGS"	"5"	"28 m og over"	1964	NA	2013	NA	4080	2012	"13.12.2018"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1515	"HERØY i Møre og Romsdal"	15	"Møre og Romsdal"	NA	"NORGE"
"1575548"	3	"2013"	"M 0070HØ"	2021	"16.08.2021"	"11"	NA	"30"	"14"	69.9	"NOR"	0	"ROGNE"	"2013061852"	"LDGS"	"5"	"28 m og over"	1964	NA	2013	NA	4080	2012	"13.12.2018"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1515	"HERØY i Møre og Romsdal"	15	"Møre og Romsdal"	NA	"NORGE"
"1575618"	2	"2013"	"M 0189A"	2021	"17.08.2021"	"11"	NA	"07"	"20"	74.8	"NOR"	0	"GUNNAR LANGVA"	"2019112433"	"LFGY"	"5"	"28 m og over"	2985	NA	2019	NA	6528	2019	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1507	"ÅLESUND"	15	"Møre og Romsdal"	NA	"NORGE"
"1575869"	1	"2013"	"H 0021F"	2021	"22.08.2021"	"11"	NA	"37"	"02"	69.3	"NOR"	0	"ENDRE DYRØY"	"2018103893"	"LFOA"	"5"	"28 m og over"	2259	NA	2008	NA	6000	2008	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1576165"	2	"2013"	"R 0080ES"	2021	"26.08.2021"	"11"	NA	"30"	"14"	58.92	"NOR"	0	"ROALDSEN"	"2000013581"	"LJYA"	"5"	"28 m og over"	1185	NA	1999	2017	3260	1998	"01.01.2018"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1101	"EIGERSUND"	11	"Rogaland"	NA	"NORGE"
"1576410"	2	"2013"	"H 0148AV"	2021	"30.08.2021"	"11"	NA	"30"	"04"	69.95	"NOR"	0	"H ØSTERVOLD"	"2015069713"	"LKUX"	"5"	"28 m og over"	2365	NA	2015	NA	4896	2015	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1575418"	1	"2013"	"M 0300A"	2021	"14.08.2021"	"11"	NA	"30"	"14"	71.6	"NOR"	0	"HAVSTÅL"	"2017075773"	"LESG"	"5"	"28 m og over"	2943	NA	2009	NA	8046	2009	"01.01.2020"	"26.01.2022 23:59:59"	"01"	"Fiskefartøy"	1507	"ÅLESUND"	15	"Møre og Romsdal"	NA	"NORGE"
"1575424"	2	"2013"	"M 0250HØ"	2021	"14.08.2021"	"11"	NA	"30"	"09"	69.95	"NOR"	0	"HERØYHAV"	"2014063776"	"LDFB"	"5"	"28 m og over"	2293	NA	2013	NA	3400	2013	"23.09.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1515	"HERØY i Møre og Romsdal"	15	"Møre og Romsdal"	NA	"NORGE"
"1575979"	1	"2013"	"N 0307LN"	2021	"24.08.2021"	"11"	NA	"30"	"14"	74.8	"NOR"	0	"M.YTTERSTAD"	"2015068433"	"LFTI"	"5"	"28 m og over"	2906	NA	2015	NA	5364	2015	"14.09.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1851	"LØDINGEN"	18	"Nordland"	NA	"NORGE"
"1578930"	1	"2013"	"M 0001HØ"	2021	"23.10.2021"	"53"	NA	"07"	"15"	75.4	"NOR"	0	"TEIGENES"	"2005033587"	"LNTY"	"5"	"28 m og over"	2883	NA	2005	NA	5168	2003	"27.11.2019"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1515	"HERØY i Møre og Romsdal"	15	"Møre og Romsdal"	NA	"NORGE"
"1578930"	2	"2013"	"M 0001HØ"	2021	"23.10.2021"	"53"	NA	"07"	"15"	75.4	"NOR"	0	"TEIGENES"	"2005033587"	"LNTY"	"5"	"28 m og over"	2883	NA	2005	NA	5168	2003	"27.11.2019"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1515	"HERØY i Møre og Romsdal"	15	"Møre og Romsdal"	NA	"NORGE"
"1578910"	2	"2013"	"SO734"	2021	"23.10.2021"	"53"	NA	"42"	"42"	NA	"IRL"	0	NA	NA	"EISY8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"IRLAND"
"1578335"	1	"2013"	"H 0004AV"	2021	"11.10.2021"	"53"	NA	"30"	"09"	76.4	"NOR"	0	"VENDLA"	"2013062455"	"LCYN"	"5"	"28 m og over"	2987	NA	2013	NA	4000	2013	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1579160"	1	"2013"	"LK145"	2021	"30.10.2021"	"53"	NA	"42"	"52"	NA	"GBR"	0	NA	NA	"MBPJ6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1579160"	2	"2013"	"LK145"	2021	"30.10.2021"	"53"	NA	"42"	"52"	NA	"GBR"	0	NA	NA	"MBPJ6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1579459"	2	"2013"	"H 0099AV"	2021	"06.11.2021"	"53"	NA	"07"	"13"	74.2	"NOR"	0	"ØSTERBRIS"	"2014066272"	"LDKM"	"5"	"28 m og over"	2832	NA	2014	NA	6120	2013	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1578335"	2	"2013"	"H 0004AV"	2021	"11.10.2021"	"53"	NA	"30"	"09"	76.4	"NOR"	0	"VENDLA"	"2013062455"	"LCYN"	"5"	"28 m og over"	2987	NA	2013	NA	4000	2013	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1579460"	1	"2013"	"H 0099AV"	2021	"06.11.2021"	"53"	NA	"07"	"13"	74.2	"NOR"	0	"ØSTERBRIS"	"2014066272"	"LDKM"	"5"	"28 m og over"	2832	NA	2014	NA	6120	2013	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1578992"	1	"2013"	"PD379"	2021	"25.10.2021"	"53"	NA	"42"	"53"	NA	"GBR"	0	NA	NA	"2AJS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1579460"	2	"2013"	"H 0099AV"	2021	"06.11.2021"	"53"	NA	"07"	"13"	74.2	"NOR"	0	"ØSTERBRIS"	"2014066272"	"LDKM"	"5"	"28 m og over"	2832	NA	2014	NA	6120	2013	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1575324"	2	"2013"	"N 0307LN"	2021	"13.08.2021"	"53"	NA	"37"	"12"	74.8	"NOR"	0	"M.YTTERSTAD"	"2015068433"	"LFTI"	"5"	"28 m og over"	2906	NA	2015	NA	5364	2015	"14.09.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1851	"LØDINGEN"	18	"Nordland"	NA	"NORGE"
"1579012"	2	"2013"	"LK145"	2021	"26.10.2021"	"53"	NA	"42"	"52"	NA	"GBR"	0	NA	NA	"MBPJ6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1578824"	1	"2013"	"KG691"	2021	"20.10.2021"	"53"	NA	"07"	"15"	NA	"FRO"	0	NA	NA	"OW2041"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"FÆRØYENE"
"1572096"	2	"2013"	"SO734"	2021	"08.02.2021"	"53"	NA	"43"	"39"	NA	"IRL"	0	NA	NA	"EISY8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"IRLAND"
"1579388"	1	"2013"	"M 0001HØ"	2021	"05.11.2021"	"53"	NA	"07"	"14"	75.4	"NOR"	0	"TEIGENES"	"2005033587"	"LNTY"	"5"	"28 m og over"	2883	NA	2005	NA	5168	2003	"27.11.2019"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1515	"HERØY i Møre og Romsdal"	15	"Møre og Romsdal"	NA	"NORGE"
"1571355"	2	"2013"	"SO734"	2021	"06.01.2021"	"53"	NA	"43"	"82"	NA	"IRL"	0	NA	NA	"EISY8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"IRLAND"
"1571557"	3	"2013"	"SO734"	2021	"13.01.2021"	"53"	NA	"43"	"82"	NA	"IRL"	0	NA	NA	"EISY8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"IRLAND"
"1571555"	1	"2013"	"LK145"	2021	"13.01.2021"	"53"	NA	"42"	"49"	NA	"GBR"	0	NA	NA	"MBPJ6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1571555"	3	"2013"	"LK145"	2021	"13.01.2021"	"53"	NA	"42"	"49"	NA	"GBR"	0	NA	NA	"MBPJ6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1579389"	2	"2013"	"M 0001HØ"	2021	"05.11.2021"	"53"	NA	"07"	"13"	75.4	"NOR"	0	"TEIGENES"	"2005033587"	"LNTY"	"5"	"28 m og over"	2883	NA	2005	NA	5168	2003	"27.11.2019"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1515	"HERØY i Møre og Romsdal"	15	"Møre og Romsdal"	NA	"NORGE"
"1578304"	3	"2013"	"TR0004O"	2021	"11.10.2021"	"53"	NA	"30"	"09"	79.95	"NOR"	0	"RAV"	"2019109673"	"LFSW"	"5"	"28 m og over"	3274	NA	2019	NA	6636	2018	"15.04.2019"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	5020	"OSEN"	50	"Trøndelag"	NA	"NORGE"
"1578305"	2	"2013"	"TR0004O"	2021	"11.10.2021"	"53"	NA	"30"	"09"	79.95	"NOR"	0	"RAV"	"2019109673"	"LFSW"	"5"	"28 m og over"	3274	NA	2019	NA	6636	2018	"15.04.2019"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	5020	"OSEN"	50	"Trøndelag"	NA	"NORGE"
"1575325"	1	"2013"	"N 0307LN"	2021	"13.08.2021"	"53"	NA	"37"	"12"	74.8	"NOR"	0	"M.YTTERSTAD"	"2015068433"	"LFTI"	"5"	"28 m og over"	2906	NA	2015	NA	5364	2015	"14.09.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1851	"LØDINGEN"	18	"Nordland"	NA	"NORGE"
"1575325"	2	"2013"	"N 0307LN"	2021	"13.08.2021"	"53"	NA	"37"	"12"	74.8	"NOR"	0	"M.YTTERSTAD"	"2015068433"	"LFTI"	"5"	"28 m og over"	2906	NA	2015	NA	5364	2015	"14.09.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1851	"LØDINGEN"	18	"Nordland"	NA	"NORGE"
"1578910"	1	"2013"	"SO734"	2021	"23.10.2021"	"53"	NA	"42"	"42"	NA	"IRL"	0	NA	NA	"EISY8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"IRLAND"
"1571709"	2	"2013"	"PD379"	2021	"19.01.2021"	"53"	NA	"43"	"82"	NA	"GBR"	0	NA	NA	"2AJS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1578306"	1	"2013"	"TR0004O"	2021	"11.10.2021"	"53"	NA	"07"	"16"	79.95	"NOR"	0	"RAV"	"2019109673"	"LFSW"	"5"	"28 m og over"	3274	NA	2019	NA	6636	2018	"15.04.2019"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	5020	"OSEN"	50	"Trøndelag"	NA	"NORGE"
"1572096"	1	"2013"	"SO734"	2021	"08.02.2021"	"53"	NA	"43"	"39"	NA	"IRL"	0	NA	NA	"EISY8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"IRLAND"
"1579012"	1	"2013"	"LK145"	2021	"26.10.2021"	"53"	NA	"42"	"52"	NA	"GBR"	0	NA	NA	"MBPJ6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1571539"	2	"2013"	"PD379"	2021	"11.01.2021"	"53"	NA	"43"	"82"	NA	"GBR"	0	NA	NA	"2AJS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1579455"	1	"2013"	"M 0029HØ"	2021	"06.11.2021"	"53"	NA	"07"	"14"	77.5	"NOR"	0	"EROS"	"2013060592"	"LCNG"	"5"	"28 m og over"	4027	NA	2012	NA	5440	2011	"01.01.2018"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1515	"HERØY i Møre og Romsdal"	15	"Møre og Romsdal"	NA	"NORGE"
"1579455"	2	"2013"	"M 0029HØ"	2021	"06.11.2021"	"53"	NA	"07"	"14"	77.5	"NOR"	0	"EROS"	"2013060592"	"LCNG"	"5"	"28 m og over"	4027	NA	2012	NA	5440	2011	"01.01.2018"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1515	"HERØY i Møre og Romsdal"	15	"Møre og Romsdal"	NA	"NORGE"
"1579138"	1	"2013"	"PD379"	2021	"30.10.2021"	"53"	NA	"42"	"52"	NA	"GBR"	0	NA	NA	"2AJS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1571469"	1	"2013"	"LK145"	2021	"07.01.2021"	"53"	NA	"43"	"82"	NA	"GBR"	0	NA	NA	"MBPJ6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1571379"	3	"2013"	"PD379"	2021	"06.01.2021"	"53"	NA	"43"	"82"	NA	"GBR"	0	NA	NA	"2AJS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1579138"	2	"2013"	"PD379"	2021	"30.10.2021"	"53"	NA	"42"	"52"	NA	"GBR"	0	NA	NA	"2AJS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1571426"	3	"2013"	"LK145"	2021	"07.01.2021"	"53"	NA	"43"	"82"	NA	"GBR"	0	NA	NA	"MBPJ6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1578824"	2	"2013"	"KG691"	2021	"20.10.2021"	"53"	NA	"07"	"15"	NA	"FRO"	0	NA	NA	"OW2041"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"FÆRØYENE"
"1571469"	3	"2013"	"LK145"	2021	"07.01.2021"	"53"	NA	"43"	"82"	NA	"GBR"	0	NA	NA	"MBPJ6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1571379"	1	"2013"	"PD379"	2021	"06.01.2021"	"53"	NA	"43"	"82"	NA	"GBR"	0	NA	NA	"2AJS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1571355"	3	"2013"	"SO734"	2021	"06.01.2021"	"53"	NA	"43"	"82"	NA	"IRL"	0	NA	NA	"EISY8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"IRLAND"
"1578303"	1	"2013"	"TR0004O"	2021	"11.10.2021"	"53"	NA	"30"	"09"	79.95	"NOR"	0	"RAV"	"2019109673"	"LFSW"	"5"	"28 m og over"	3274	NA	2019	NA	6636	2018	"15.04.2019"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	5020	"OSEN"	50	"Trøndelag"	NA	"NORGE"
"1571555"	2	"2013"	"LK145"	2021	"13.01.2021"	"53"	NA	"42"	"49"	NA	"GBR"	0	NA	NA	"MBPJ6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1571426"	2	"2013"	"LK145"	2021	"07.01.2021"	"53"	NA	"43"	"82"	NA	"GBR"	0	NA	NA	"MBPJ6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1571469"	2	"2013"	"LK145"	2021	"07.01.2021"	"53"	NA	"43"	"82"	NA	"GBR"	0	NA	NA	"MBPJ6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1571379"	2	"2013"	"PD379"	2021	"06.01.2021"	"53"	NA	"43"	"82"	NA	"GBR"	0	NA	NA	"2AJS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1575324"	1	"2013"	"N 0307LN"	2021	"13.08.2021"	"53"	NA	"37"	"12"	74.8	"NOR"	0	"M.YTTERSTAD"	"2015068433"	"LFTI"	"5"	"28 m og over"	2906	NA	2015	NA	5364	2015	"14.09.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1851	"LØDINGEN"	18	"Nordland"	NA	"NORGE"
"1575324"	3	"2013"	"N 0307LN"	2021	"13.08.2021"	"53"	NA	"37"	"12"	74.8	"NOR"	0	"M.YTTERSTAD"	"2015068433"	"LFTI"	"5"	"28 m og over"	2906	NA	2015	NA	5364	2015	"14.09.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1851	"LØDINGEN"	18	"Nordland"	NA	"NORGE"
"1575325"	3	"2013"	"N 0307LN"	2021	"13.08.2021"	"53"	NA	"37"	"12"	74.8	"NOR"	0	"M.YTTERSTAD"	"2015068433"	"LFTI"	"5"	"28 m og over"	2906	NA	2015	NA	5364	2015	"14.09.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1851	"LØDINGEN"	18	"Nordland"	NA	"NORGE"
"1578303"	3	"2013"	"TR0004O"	2021	"11.10.2021"	"53"	NA	"30"	"09"	79.95	"NOR"	0	"RAV"	"2019109673"	"LFSW"	"5"	"28 m og over"	3274	NA	2019	NA	6636	2018	"15.04.2019"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	5020	"OSEN"	50	"Trøndelag"	NA	"NORGE"
"1578305"	1	"2013"	"TR0004O"	2021	"11.10.2021"	"53"	NA	"30"	"09"	79.95	"NOR"	0	"RAV"	"2019109673"	"LFSW"	"5"	"28 m og over"	3274	NA	2019	NA	6636	2018	"15.04.2019"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	5020	"OSEN"	50	"Trøndelag"	NA	"NORGE"
"1571539"	3	"2013"	"PD379"	2021	"11.01.2021"	"53"	NA	"43"	"82"	NA	"GBR"	0	NA	NA	"2AJS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1571557"	1	"2013"	"SO734"	2021	"13.01.2021"	"53"	NA	"43"	"82"	NA	"IRL"	0	NA	NA	"EISY8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"IRLAND"
"1571426"	1	"2013"	"LK145"	2021	"07.01.2021"	"53"	NA	"43"	"82"	NA	"GBR"	0	NA	NA	"MBPJ6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1571539"	1	"2013"	"PD379"	2021	"11.01.2021"	"53"	NA	"43"	"82"	NA	"GBR"	0	NA	NA	"2AJS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1571557"	2	"2013"	"SO734"	2021	"13.01.2021"	"53"	NA	"43"	"82"	NA	"IRL"	0	NA	NA	"EISY8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"IRLAND"
"1571709"	1	"2013"	"PD379"	2021	"19.01.2021"	"53"	NA	"43"	"82"	NA	"GBR"	0	NA	NA	"2AJS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1571709"	3	"2013"	"PD379"	2021	"19.01.2021"	"53"	NA	"43"	"82"	NA	"GBR"	0	NA	NA	"2AJS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1578992"	3	"2013"	"PD379"	2021	"25.10.2021"	"53"	NA	"42"	"53"	NA	"GBR"	0	NA	NA	"2AJS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"STORBRITANNIA"
"1571355"	1	"2013"	"SO734"	2021	"06.01.2021"	"53"	NA	"43"	"82"	NA	"IRL"	0	NA	NA	"EISY8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"01"	"Fiskefartøy"	NA	NA	NA	NA	NA	"IRLAND"
