"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"Fartøynavn"	"FartøyID"	"Radiokallesignal_seddel"	"Lengdegruppe_kode"	"Lengdegruppe_bokmål"	"Bruttotonnasje1969"	"BruttotonnasjeAnnen"	"Byggeår"	"Ombyggingsår"	"Motorkraft"	"Motorbyggeår"	"FartøyGjelderFraDato"	"FartøyGjelderTilDato"	"Fartøytype_kode"	"Fartøytype_bokmål"	"Fartøykommune_kode"	"Fartøykommune"	"Fartøyfylke_kode"	"Fartøyfylke"	"Fartøynasjonalitet_kode.Fartøy"	"Fartøynasjonalitet_bokmål"
"1575753"	2	"2013"	"H 0148AV"	2021	"20.08.2021"	"11"	NA	"34"	"05"	69.95	"NOR"	0	"H ØSTERVOLD"	"2015069713"	"LKUX"	"5"	"28 m og over"	2365	NA	2015	NA	4896	2015	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1576031"	2	"2013"	"M 0400A"	2021	"24.08.2021"	"11"	NA	"30"	"13"	80	"NOR"	0	"HAVSKJER"	"2021116495"	"LFUZ"	"5"	"28 m og over"	3497	NA	2021	NA	9375	2020	"26.01.2021"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1507	"ÅLESUND"	15	"Møre og Romsdal"	NA	"NORGE"
"1576082"	3	"2013"	"H 0021F"	2021	"25.08.2021"	"11"	NA	"30"	"13"	69.3	"NOR"	0	"ENDRE DYRØY"	"2018103893"	"LFOA"	"5"	"28 m og over"	2259	NA	2008	NA	6000	2008	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1576262"	2	"2013"	"R 0007K"	2021	"28.08.2021"	"11"	NA	"30"	"09"	60.4	"NOR"	0	"VEA"	"2004026585"	"LMMJ"	"5"	"28 m og over"	1475	NA	2003	NA	3900	2003	"01.01.2018"	"17.07.2022 23:59:59"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1576262"	3	"2013"	"R 0007K"	2021	"28.08.2021"	"11"	NA	"30"	"09"	60.4	"NOR"	0	"VEA"	"2004026585"	"LMMJ"	"5"	"28 m og over"	1475	NA	2003	NA	3900	2003	"01.01.2018"	"17.07.2022 23:59:59"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1576204"	2	"2013"	"M 0008AV"	2021	"27.08.2021"	"11"	NA	"30"	"14"	34.85	"NOR"	0	"ORFJORD"	"2013061034"	"LDAA"	"5"	"28 m og over"	497	NA	2012	NA	1018	2012	"23.07.2020"	"28.12.2021 23:59:59"	"01"	"Fiskefartøy"	1554	"AVERØY"	15	"Møre og Romsdal"	NA	"NORGE"
"1576289"	1	"2013"	"M 0300A"	2021	"29.08.2021"	"11"	NA	"30"	"14"	71.6	"NOR"	0	"HAVSTÅL"	"2017075773"	"LESG"	"5"	"28 m og over"	2943	NA	2009	NA	8046	2009	"01.01.2020"	"26.01.2022 23:59:59"	"01"	"Fiskefartøy"	1507	"ÅLESUND"	15	"Møre og Romsdal"	NA	"NORGE"
"1576289"	2	"2013"	"M 0300A"	2021	"29.08.2021"	"11"	NA	"30"	"14"	71.6	"NOR"	0	"HAVSTÅL"	"2017075773"	"LESG"	"5"	"28 m og over"	2943	NA	2009	NA	8046	2009	"01.01.2020"	"26.01.2022 23:59:59"	"01"	"Fiskefartøy"	1507	"ÅLESUND"	15	"Møre og Romsdal"	NA	"NORGE"
"1575567"	3	"2013"	"SF0002S"	2021	"16.08.2021"	"11"	NA	"30"	"09"	46	"NOR"	0	"HOVDEN VIKING"	"2018107873"	"LEYN"	"5"	"28 m og over"	1010	303	2018	NA	2570	2017	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4649	"STAD"	46	"Vestland"	NA	"NORGE"
"1577240"	2	"2013"	"H 0077AV"	2021	"16.09.2021"	"11"	NA	"30"	"13"	68.3	"NOR"	0	"MALENE S"	"2014064494"	"LMWR"	"5"	"28 m og over"	2190	NA	2000	NA	7507	2000	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1576248"	2	"2013"	"M 0200A"	2021	"28.08.2021"	"11"	NA	"30"	"09"	67.4	"NOR"	0	"HAVFISK"	"2000013382"	"LLGA"	"5"	"28 m og over"	1988	NA	2000	NA	7520	1999	"27.05.2020"	"13.01.2022 23:59:59"	"01"	"Fiskefartøy"	1507	"ÅLESUND"	15	"Møre og Romsdal"	NA	"NORGE"
"1575345"	3	"2013"	"M 0027VD"	2021	"13.08.2021"	"11"	NA	"37"	"04"	65.7	"NOR"	0	"SÆBJØRN"	"1996003893"	"LIFA"	"5"	"28 m og over"	1742	NA	1996	NA	4800	1996	"01.01.2018"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1520	"ØRSTA"	15	"Møre og Romsdal"	NA	"NORGE"
"1575562"	4	"2013"	"M 0027VD"	2021	"16.08.2021"	"11"	NA	"30"	"14"	65.7	"NOR"	0	"SÆBJØRN"	"1996003893"	"LIFA"	"5"	"28 m og over"	1742	NA	1996	NA	4800	1996	"01.01.2018"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1520	"ØRSTA"	15	"Møre og Romsdal"	NA	"NORGE"
"1575562"	5	"2013"	"M 0027VD"	2021	"16.08.2021"	"11"	NA	"30"	"14"	65.7	"NOR"	0	"SÆBJØRN"	"1996003893"	"LIFA"	"5"	"28 m og over"	1742	NA	1996	NA	4800	1996	"01.01.2018"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1520	"ØRSTA"	15	"Møre og Romsdal"	NA	"NORGE"
"1577215"	1	"2013"	"M 0625H"	2021	"15.09.2021"	"11"	NA	"30"	"14"	75.4	"NOR"	0	"FISKESKJER"	"2015071414"	"LDXH"	"5"	"28 m og over"	3145	NA	2010	NA	10200	2010	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1507	"ÅLESUND"	15	"Møre og Romsdal"	NA	"NORGE"
"1575345"	2	"2013"	"M 0027VD"	2021	"13.08.2021"	"11"	NA	"37"	"04"	65.7	"NOR"	0	"SÆBJØRN"	"1996003893"	"LIFA"	"5"	"28 m og over"	1742	NA	1996	NA	4800	1996	"01.01.2018"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1520	"ØRSTA"	15	"Møre og Romsdal"	NA	"NORGE"
"1575378"	2	"2013"	"H 0099AV"	2021	"13.08.2021"	"11"	NA	"37"	"02"	74.2	"NOR"	0	"ØSTERBRIS"	"2014066272"	"LDKM"	"5"	"28 m og over"	2832	NA	2014	NA	6120	2013	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1575378"	1	"2013"	"H 0099AV"	2021	"13.08.2021"	"11"	NA	"37"	"02"	74.2	"NOR"	0	"ØSTERBRIS"	"2014066272"	"LDKM"	"5"	"28 m og over"	2832	NA	2014	NA	6120	2013	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1575720"	1	"2013"	"M 0300A"	2021	"20.08.2021"	"11"	NA	"34"	"05"	71.6	"NOR"	0	"HAVSTÅL"	"2017075773"	"LESG"	"5"	"28 m og over"	2943	NA	2009	NA	8046	2009	"01.01.2020"	"26.01.2022 23:59:59"	"01"	"Fiskefartøy"	1507	"ÅLESUND"	15	"Møre og Romsdal"	NA	"NORGE"
"1575720"	2	"2013"	"M 0300A"	2021	"20.08.2021"	"11"	NA	"34"	"05"	71.6	"NOR"	0	"HAVSTÅL"	"2017075773"	"LESG"	"5"	"28 m og over"	2943	NA	2009	NA	8046	2009	"01.01.2020"	"26.01.2022 23:59:59"	"01"	"Fiskefartøy"	1507	"ÅLESUND"	15	"Møre og Romsdal"	NA	"NORGE"
"1575562"	2	"2013"	"M 0027VD"	2021	"16.08.2021"	"11"	NA	"30"	"14"	65.7	"NOR"	0	"SÆBJØRN"	"1996003893"	"LIFA"	"5"	"28 m og over"	1742	NA	1996	NA	4800	1996	"01.01.2018"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1520	"ØRSTA"	15	"Møre og Romsdal"	NA	"NORGE"
"1575875"	1	"2013"	"H 0026AV"	2021	"22.08.2021"	"11"	NA	"30"	"14"	70	"NOR"	0	"MANON"	"1998003078"	"LJOD"	"5"	"28 m og over"	1793	NA	1996	NA	8920	1995	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1575567"	2	"2013"	"SF0002S"	2021	"16.08.2021"	"11"	NA	"30"	"09"	46	"NOR"	0	"HOVDEN VIKING"	"2018107873"	"LEYN"	"5"	"28 m og over"	1010	303	2018	NA	2570	2017	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4649	"STAD"	46	"Vestland"	NA	"NORGE"
"1576842"	3	"2013"	"N 0024ME"	2021	"09.09.2021"	"11"	NA	"30"	"08"	67.4	"NOR"	0	"SELVÅG SENIOR"	"1999005441"	"LJXW"	"5"	"28 m og over"	1960	NA	1999	NA	7500	1998	"21.10.2020"	"01.10.2022 01:02:28"	"04"	"Leiefartøy (Erstatningsfartøy)"	1837	"MELØY"	18	"Nordland"	NA	"NORGE"
"1575440"	1	"2013"	"M 0400A"	2021	"14.08.2021"	"11"	NA	"30"	"09"	80	"NOR"	0	"HAVSKJER"	"2021116495"	"LFUZ"	"5"	"28 m og over"	3497	NA	2021	NA	9375	2020	"26.01.2021"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1507	"ÅLESUND"	15	"Møre og Romsdal"	NA	"NORGE"
"1576842"	2	"2013"	"N 0024ME"	2021	"09.09.2021"	"11"	NA	"30"	"08"	67.4	"NOR"	0	"SELVÅG SENIOR"	"1999005441"	"LJXW"	"5"	"28 m og over"	1960	NA	1999	NA	7500	1998	"21.10.2020"	"01.10.2022 01:02:28"	"04"	"Leiefartøy (Erstatningsfartøy)"	1837	"MELØY"	18	"Nordland"	NA	"NORGE"
"1576839"	1	"2013"	"R 0007K"	2021	"09.09.2021"	"11"	NA	"30"	"08"	60.4	"NOR"	0	"VEA"	"2004026585"	"LMMJ"	"5"	"28 m og over"	1475	NA	2003	NA	3900	2003	"01.01.2018"	"17.07.2022 23:59:59"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1575562"	3	"2013"	"M 0027VD"	2021	"16.08.2021"	"11"	NA	"30"	"14"	65.7	"NOR"	0	"SÆBJØRN"	"1996003893"	"LIFA"	"5"	"28 m og over"	1742	NA	1996	NA	4800	1996	"01.01.2018"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1520	"ØRSTA"	15	"Møre og Romsdal"	NA	"NORGE"
"1575755"	2	"2013"	"H 0148AV"	2021	"20.08.2021"	"11"	NA	"34"	"05"	69.95	"NOR"	0	"H ØSTERVOLD"	"2015069713"	"LKUX"	"5"	"28 m og over"	2365	NA	2015	NA	4896	2015	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1576832"	2	"2013"	"H 0077AV"	2021	"09.09.2021"	"11"	NA	"30"	"08"	68.3	"NOR"	0	"MALENE S"	"2014064494"	"LMWR"	"5"	"28 m og over"	2190	NA	2000	NA	7507	2000	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1577933"	1	"2013"	"M 0001SA"	2021	"04.10.2021"	"34"	NA	"07"	"33"	10.55	"NOR"	8	"ORION"	"2000013483"	"LK7017"	"1"	"Under 11 m"	NA	12	2000	NA	154	2000	"01.07.2019"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1531	"SULA"	15	"Møre og Romsdal"	NA	"NORGE"
"1578874"	1	"2013"	"M 0020HØ"	2021	"22.10.2021"	"34"	NA	"07"	"33"	8.99	"NOR"	8	"ELVEGUTT"	"2020113794"	"LF6641"	"1"	"Under 11 m"	NA	NA	2020	NA	425	2019	"22.04.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1515	"HERØY i Møre og Romsdal"	15	"Møre og Romsdal"	NA	"NORGE"
"1578503"	1	"2013"	"M 0020HØ"	2021	"15.10.2021"	"34"	NA	"07"	"33"	8.99	"NOR"	8	"ELVEGUTT"	"2020113794"	"LF6641"	"1"	"Under 11 m"	NA	NA	2020	NA	425	2019	"22.04.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1515	"HERØY i Møre og Romsdal"	15	"Møre og Romsdal"	NA	"NORGE"
"1578026"	1	"2013"	"M 0001SA"	2021	"07.10.2021"	"34"	NA	"07"	"33"	10.55	"NOR"	8	"ORION"	"2000013483"	"LK7017"	"1"	"Under 11 m"	NA	12	2000	NA	154	2000	"01.07.2019"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1531	"SULA"	15	"Møre og Romsdal"	NA	"NORGE"
"1578635"	1	"2013"	"M 0001SA"	2021	"18.10.2021"	"34"	NA	"07"	"33"	10.55	"NOR"	8	"ORION"	"2000013483"	"LK7017"	"1"	"Under 11 m"	NA	12	2000	NA	154	2000	"01.07.2019"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1531	"SULA"	15	"Møre og Romsdal"	NA	"NORGE"
"1578327"	1	"2013"	"M 0001SA"	2021	"11.10.2021"	"34"	NA	"07"	"33"	10.55	"NOR"	8	"ORION"	"2000013483"	"LK7017"	"1"	"Under 11 m"	NA	12	2000	NA	154	2000	"01.07.2019"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1531	"SULA"	15	"Møre og Romsdal"	NA	"NORGE"
"1578641"	1	"2013"	"M 0020HØ"	2021	"18.10.2021"	"34"	NA	"07"	"33"	8.99	"NOR"	8	"ELVEGUTT"	"2020113794"	"LF6641"	"1"	"Under 11 m"	NA	NA	2020	NA	425	2019	"22.04.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1515	"HERØY i Møre og Romsdal"	15	"Møre og Romsdal"	NA	"NORGE"
"222920"	4	"2013"	"T 0023T"	2021	"07.06.2021"	"11"	NA	"07"	"07"	38.05	"NOR"	0	"SKAGØYSUND"	"2004029046"	"LMUR"	"5"	"28 m og over"	498	NA	2004	2009	1414	2004	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	5401	"TROMSØ"	54	"Troms og Finnmark"	NA	"NORGE"
"1575344"	1	"2013"	"VN0118B"	2021	"13.08.2021"	"53"	NA	"37"	"02"	75	"NOR"	0	"RØDHOLMEN"	"2011055290"	"LCMN"	"5"	"28 m og over"	1874	NA	1996	2011	7242	1996	"06.02.2020"	"06.04.2022 23:59:59"	"01"	"Fiskefartøy"	3024	"BÆRUM"	30	"Viken"	NA	"NORGE"
"1575300"	1	"2013"	"H 0001AV"	2021	"12.08.2021"	"53"	NA	"37"	"02"	67	"NOR"	0	"HARVEST"	"2014065794"	"LDKY"	"5"	"28 m og over"	2342	NA	2014	NA	5400	2013	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1575300"	2	"2013"	"H 0001AV"	2021	"12.08.2021"	"53"	NA	"37"	"02"	67	"NOR"	0	"HARVEST"	"2014065794"	"LDKY"	"5"	"28 m og over"	2342	NA	2014	NA	5400	2013	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1575701"	5	"2013"	"VL0001ØN"	2021	"20.08.2021"	"53"	NA	"34"	"09"	86.1	"NOR"	0	"LIBAS"	"2021116956"	"LFKW"	"5"	"28 m og over"	4552	NA	2021	NA	8046	2021	"10.03.2021"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"7000011321697"	5	"2013"	"R 0022B"	2021	"23.10.2021"	"53"	NA	"37"	"09"	42.5	"NOR"	0	"HÅFLU"	"1998003525"	"LEQI"	"5"	"28 m og over"	598	NA	1991	1996	1632	1991	"01.01.2018"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1145	"BOKN"	11	"Rogaland"	NA	"NORGE"
"1574949"	1	"2013"	"VL0001ØN"	2021	"02.08.2021"	"53"	NA	"37"	"11"	86.1	"NOR"	0	"LIBAS"	"2021116956"	"LFKW"	"5"	"28 m og over"	4552	NA	2021	NA	8046	2021	"10.03.2021"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1575166"	2	"2013"	"H 0002F"	2021	"09.08.2021"	"53"	NA	"34"	"05"	64	"NOR"	0	"LIGRUNN"	"2013062812"	"LDAK"	"5"	"28 m og over"	1825	NA	2013	NA	4023	2013	"17.04.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1575300"	3	"2013"	"H 0001AV"	2021	"12.08.2021"	"53"	NA	"37"	"02"	67	"NOR"	0	"HARVEST"	"2014065794"	"LDKY"	"5"	"28 m og over"	2342	NA	2014	NA	5400	2013	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1574947"	2	"2013"	"H 0001O"	2021	"02.08.2021"	"53"	NA	"34"	"05"	68.1	"NOR"	0	"HARGUN"	"1999002858"	"LJVB"	"5"	"28 m og over"	1772	NA	1999	NA	5220	1998	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4624	"BJØRNAFJORDEN"	46	"Vestland"	NA	"NORGE"
"1575410"	6	"2013"	"T 0055G"	2021	"14.08.2021"	"53"	NA	"30"	"14"	69.99	"NOR"	0	"ODD LUNDBERG"	"2019111113"	"LFUO"	"5"	"28 m og over"	2774	NA	2019	NA	4827	2019	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	5414	"GRATANGEN"	54	"Troms og Finnmark"	NA	"NORGE"
"1574947"	1	"2013"	"H 0001O"	2021	"02.08.2021"	"53"	NA	"34"	"05"	68.1	"NOR"	0	"HARGUN"	"1999002858"	"LJVB"	"5"	"28 m og over"	1772	NA	1999	NA	5220	1998	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4624	"BJØRNAFJORDEN"	46	"Vestland"	NA	"NORGE"
"7000011327266"	4	"2013"	"R 0022B"	2021	"09.11.2021"	"53"	NA	"37"	"03"	42.5	"NOR"	0	"HÅFLU"	"1998003525"	"LEQI"	"5"	"28 m og over"	598	NA	1991	1996	1632	1991	"01.01.2018"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1145	"BOKN"	11	"Rogaland"	NA	"NORGE"
"7000011324607"	4	"2013"	"R 0022B"	2021	"02.11.2021"	"53"	NA	"37"	"03"	42.5	"NOR"	0	"HÅFLU"	"1998003525"	"LEQI"	"5"	"28 m og over"	598	NA	1991	1996	1632	1991	"01.01.2018"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1145	"BOKN"	11	"Rogaland"	NA	"NORGE"
"1575040"	1	"2013"	"H 0001O"	2021	"06.08.2021"	"53"	NA	"37"	"15"	68.1	"NOR"	0	"HARGUN"	"1999002858"	"LJVB"	"5"	"28 m og over"	1772	NA	1999	NA	5220	1998	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4624	"BJØRNAFJORDEN"	46	"Vestland"	NA	"NORGE"
"1575043"	1	"2013"	"VL0264AV"	2021	"06.08.2021"	"53"	NA	"37"	"15"	87.8	"NOR"	0	"SLAATTERØY"	"2020112733"	"LGFV"	"5"	"28 m og over"	3500	NA	2016	NA	6500	2016	"05.02.2020"	"24.08.2021 23:59:59"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1575343"	5	"2013"	"VN0118B"	2021	"13.08.2021"	"53"	NA	"37"	"12"	75	"NOR"	0	"RØDHOLMEN"	"2011055290"	"LCMN"	"5"	"28 m og over"	1874	NA	1996	2011	7242	1996	"06.02.2020"	"06.04.2022 23:59:59"	"01"	"Fiskefartøy"	3024	"BÆRUM"	30	"Viken"	NA	"NORGE"
"1575702"	1	"2013"	"VL0001ØN"	2021	"20.08.2021"	"53"	NA	"34"	"14"	86.1	"NOR"	0	"LIBAS"	"2021116956"	"LFKW"	"5"	"28 m og over"	4552	NA	2021	NA	8046	2021	"10.03.2021"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1575034"	1	"2013"	"VL0001ØN"	2021	"05.08.2021"	"53"	NA	"37"	"15"	86.1	"NOR"	0	"LIBAS"	"2021116956"	"LFKW"	"5"	"28 m og over"	4552	NA	2021	NA	8046	2021	"10.03.2021"	"01.10.2022 01:02:28"	"04"	"Leiefartøy (Erstatningsfartøy)"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1575035"	1	"2013"	"N 0024ME"	2021	"05.08.2021"	"53"	NA	"37"	"21"	67.4	"NOR"	0	"SELVÅG SENIOR"	"1999005441"	"LJXW"	"5"	"28 m og over"	1960	NA	1999	NA	7500	1998	"21.10.2020"	"01.10.2022 01:02:28"	"04"	"Leiefartøy (Erstatningsfartøy)"	1837	"MELØY"	18	"Nordland"	NA	"NORGE"
"1575409"	2	"2013"	"T 0055G"	2021	"14.08.2021"	"53"	NA	"37"	"01"	69.99	"NOR"	0	"ODD LUNDBERG"	"2019111113"	"LFUO"	"5"	"28 m og over"	2774	NA	2019	NA	4827	2019	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	5414	"GRATANGEN"	54	"Troms og Finnmark"	NA	"NORGE"
"1574869"	1	"2013"	"VL0001ØN"	2021	"27.07.2021"	"53"	NA	"05"	"06"	86.1	"NOR"	0	"LIBAS"	"2021116956"	"LFKW"	"5"	"28 m og over"	4552	NA	2021	NA	8046	2021	"10.03.2021"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1575410"	1	"2013"	"T 0055G"	2021	"14.08.2021"	"53"	NA	"30"	"14"	69.99	"NOR"	0	"ODD LUNDBERG"	"2019111113"	"LFUO"	"5"	"28 m og over"	2774	NA	2019	NA	4827	2019	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	5414	"GRATANGEN"	54	"Troms og Finnmark"	NA	"NORGE"
"1575701"	1	"2013"	"VL0001ØN"	2021	"20.08.2021"	"53"	NA	"34"	"09"	86.1	"NOR"	0	"LIBAS"	"2021116956"	"LFKW"	"5"	"28 m og over"	4552	NA	2021	NA	8046	2021	"10.03.2021"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1575701"	2	"2013"	"VL0001ØN"	2021	"20.08.2021"	"53"	NA	"34"	"09"	86.1	"NOR"	0	"LIBAS"	"2021116956"	"LFKW"	"5"	"28 m og over"	4552	NA	2021	NA	8046	2021	"10.03.2021"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1575410"	2	"2013"	"T 0055G"	2021	"14.08.2021"	"53"	NA	"30"	"14"	69.99	"NOR"	0	"ODD LUNDBERG"	"2019111113"	"LFUO"	"5"	"28 m og over"	2774	NA	2019	NA	4827	2019	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	5414	"GRATANGEN"	54	"Troms og Finnmark"	NA	"NORGE"
"1575409"	1	"2013"	"T 0055G"	2021	"14.08.2021"	"53"	NA	"37"	"01"	69.99	"NOR"	0	"ODD LUNDBERG"	"2019111113"	"LFUO"	"5"	"28 m og over"	2774	NA	2019	NA	4827	2019	"01.01.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	5414	"GRATANGEN"	54	"Troms og Finnmark"	NA	"NORGE"
"1575344"	2	"2013"	"VN0118B"	2021	"13.08.2021"	"53"	NA	"37"	"02"	75	"NOR"	0	"RØDHOLMEN"	"2011055290"	"LCMN"	"5"	"28 m og over"	1874	NA	1996	2011	7242	1996	"06.02.2020"	"06.04.2022 23:59:59"	"01"	"Fiskefartøy"	3024	"BÆRUM"	30	"Viken"	NA	"NORGE"
"1575166"	1	"2013"	"H 0002F"	2021	"09.08.2021"	"53"	NA	"34"	"05"	64	"NOR"	0	"LIGRUNN"	"2013062812"	"LDAK"	"5"	"28 m og over"	1825	NA	2013	NA	4023	2013	"17.04.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1575343"	1	"2013"	"VN0118B"	2021	"13.08.2021"	"53"	NA	"37"	"12"	75	"NOR"	0	"RØDHOLMEN"	"2011055290"	"LCMN"	"5"	"28 m og over"	1874	NA	1996	2011	7242	1996	"06.02.2020"	"06.04.2022 23:59:59"	"01"	"Fiskefartøy"	3024	"BÆRUM"	30	"Viken"	NA	"NORGE"
"1575343"	2	"2013"	"VN0118B"	2021	"13.08.2021"	"53"	NA	"37"	"12"	75	"NOR"	0	"RØDHOLMEN"	"2011055290"	"LCMN"	"5"	"28 m og over"	1874	NA	1996	2011	7242	1996	"06.02.2020"	"06.04.2022 23:59:59"	"01"	"Fiskefartøy"	3024	"BÆRUM"	30	"Viken"	NA	"NORGE"
"1574911"	1	"2013"	"VL0001ØN"	2021	"29.07.2021"	"53"	NA	"37"	"11"	86.1	"NOR"	0	"LIBAS"	"2021116956"	"LFKW"	"5"	"28 m og over"	4552	NA	2021	NA	8046	2021	"10.03.2021"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1576112"	3	"2013"	"N 0346Ø"	2021	"26.08.2021"	"11"	NA	"30"	"14"	38.65	"NOR"	0	"GUNNAR K"	"2018103253"	"LEPP"	"5"	"28 m og over"	498	NA	2018	NA	1050	2018	"10.04.2018"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1868	"ØKSNES"	18	"Nordland"	NA	"NORGE"
"1576116"	3	"2013"	"M 0108MD"	2021	"26.08.2021"	"11"	NA	"30"	"14"	37.95	"NOR"	0	"JØKUL"	"2007039149"	"LALD"	"5"	"28 m og over"	498	NA	2007	NA	1414	2007	"01.01.2020"	"21.02.2022 23:59:59"	"04"	"Leiefartøy (Erstatningsfartøy)"	1506	"MOLDE"	15	"Møre og Romsdal"	NA	"NORGE"
"1576581"	2	"2013"	"N 0307LN"	2021	"04.09.2021"	"11"	NA	"30"	"09"	74.8	"NOR"	0	"M.YTTERSTAD"	"2015068433"	"LFTI"	"5"	"28 m og over"	2906	NA	2015	NA	5364	2015	"14.09.2020"	"01.10.2022 01:02:28"	"01"	"Fiskefartøy"	1851	"LØDINGEN"	18	"Nordland"	NA	"NORGE"
