"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"Fangstfelt_kode"	"Hovedområde_bokmål"	"Sone_kode"	"Sone_bokmål"	"Områdegruppering_bokmål"	"HovedområdeFAO_kode"	"HovedområdeFAO_bokmål"	"NordSørFor62GraderNord"	"Fangstdagbok_nummer"	"Fangstdagbok_turnummer"
"1565884"	3	"2013"	"R 0022B"	2020	"30.07.2020"	"51"	NA	"28"	"10"	42.5	"NOR"	0	"02810"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1565904"	8	"2013"	"H 0020B"	2020	"31.07.2020"	"51"	NA	"08"	"14"	63.97	"NOR"	0	"00814"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564593"	4	"2013"	"R 0001K"	2020	"10.06.2020"	"51"	NA	"41"	"93"	65	"NOR"	0	"04193"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1565858"	10	"2013"	"R 0001K"	2020	"28.07.2020"	"51"	NA	"08"	"13"	65	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564464"	4	"2013"	"H 0004B"	2020	"06.06.2020"	"51"	NA	"41"	"74"	68.3	"NOR"	0	"04174"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564416"	5	"2013"	"R 0007K"	2020	"03.06.2020"	"51"	NA	"41"	"74"	60.4	"NOR"	0	"04174"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1564178"	3	"2013"	"R 0003K"	2020	"23.05.2020"	"51"	NA	"41"	"74"	61.75	"NOR"	0	"04174"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564106"	5	"2013"	"R 0001K"	2020	"17.05.2020"	"51"	NA	"41"	"64"	65	"NOR"	0	"04164"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564292"	3	"2013"	"R 0001K"	2020	"29.05.2020"	"51"	NA	"08"	"06"	65	"NOR"	0	"00806"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564078"	5	"2013"	"H 0030B"	2020	"12.05.2020"	"51"	NA	"41"	"64"	61.86	"NOR"	0	"04164"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564145"	3	"2013"	"R 0003K"	2020	"20.05.2020"	"51"	NA	"41"	"63"	61.75	"NOR"	0	"04163"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564107"	5	"2013"	"R 0001K"	2020	"17.05.2020"	"51"	NA	"41"	"74"	65	"NOR"	0	"04174"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564100"	3	"2013"	"R 0007K"	2020	"16.05.2020"	"51"	NA	"41"	"64"	60.4	"NOR"	0	"04164"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1564084"	6	"2013"	"H 0004B"	2020	"13.05.2020"	"51"	NA	"41"	"64"	68.3	"NOR"	0	"04164"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564072"	5	"2013"	"H 0020B"	2020	"11.05.2020"	"51"	NA	"41"	"76"	63.97	"NOR"	0	"04176"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564152"	2	"2013"	"R 0007K"	2020	"21.05.2020"	"51"	NA	"41"	"63"	60.4	"NOR"	0	"04163"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1564174"	3	"2013"	"R 0022B"	2020	"23.05.2020"	"51"	NA	"41"	"74"	42.5	"NOR"	0	"04174"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564341"	7	"2013"	"R 0007K"	2020	"31.05.2020"	"51"	NA	"08"	"06"	60.4	"NOR"	0	"00806"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1567024"	4	"2013"	"R 0003K"	2020	"13.09.2020"	"51"	NA	"08"	"07"	61.75	"NOR"	0	"00807"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564259"	3	"2013"	"M 0031HØ"	2020	"28.05.2020"	"51"	NA	"08"	"06"	62.6	"NOR"	0	"00806"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1564268"	6	"2013"	"R 0022B"	2020	"28.05.2020"	"51"	NA	"41"	"75"	42.5	"NOR"	0	"04175"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564168"	3	"2013"	"R 0001K"	2020	"22.05.2020"	"51"	NA	"41"	"75"	65	"NOR"	0	"04175"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564119"	4	"2013"	"M 0101SM"	2020	"18.05.2020"	"51"	NA	"41"	"65"	53	"NOR"	0	"04165"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564269"	6	"2013"	"R 0022B"	2020	"28.05.2020"	"51"	NA	"41"	"74"	42.5	"NOR"	0	"04174"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1565872"	7	"2013"	"H 0388B"	2020	"29.07.2020"	"51"	NA	"08"	"13"	68.8	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1568647"	6	"2013"	"R 0003K"	2020	"10.10.2020"	"51"	NA	"08"	"11"	61.75	"NOR"	0	"00811"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1568571"	4	"2013"	"M 0031HØ"	2020	"09.10.2020"	"51"	NA	"08"	"11"	62.6	"NOR"	0	"00811"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1567512"	4	"2013"	"H 0020B"	2020	"27.09.2020"	"51"	NA	"42"	"23"	63.97	"NOR"	0	"04223"	"Shetland"	"XEU"	"EU-sonen"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1567573"	8	"2013"	"H 0221B"	2020	"28.09.2020"	"51"	NA	"08"	"13"	49.96	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1567492"	6	"2013"	"R 0003K"	2020	"26.09.2020"	"51"	NA	"42"	"13"	61.75	"NOR"	0	"04213"	"Shetland"	"XEU"	"EU-sonen"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1567163"	3	"2013"	"H 0020B"	2020	"16.09.2020"	"51"	NA	"42"	"53"	63.97	"NOR"	0	"04253"	"Shetland"	"XEU"	"EU-sonen"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1563909"	3	"2013"	"R 0003K"	2020	"24.04.2020"	"51"	NA	"41"	"75"	61.75	"NOR"	0	"04175"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1563899"	6	"2013"	"H 0001AV"	2020	"23.04.2020"	"51"	NA	"41"	"75"	67	"NOR"	0	"04175"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1563978"	2	"2013"	"R 0007K"	2020	"02.05.2020"	"51"	NA	"41"	"76"	60.4	"NOR"	0	"04176"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1563917"	5	"2013"	"R 0007K"	2020	"26.04.2020"	"51"	NA	"41"	"63"	60.4	"NOR"	0	"04163"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1567372"	4	"2013"	"M 0031HØ"	2020	"22.09.2020"	"51"	NA	"08"	"10"	62.6	"NOR"	0	"00810"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1563972"	5	"2013"	"H 0030B"	2020	"02.05.2020"	"51"	NA	"41"	"76"	61.86	"NOR"	0	"04176"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564049"	4	"2013"	"M 0158SM"	2020	"09.05.2020"	"51"	NA	"41"	"64"	53.9	"NOR"	0	"04164"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1564048"	2	"2013"	"R 0007K"	2020	"09.05.2020"	"51"	NA	"41"	"76"	60.4	"NOR"	0	"04176"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1565412"	3	"2013"	"R 0003K"	2020	"05.07.2020"	"51"	NA	"08"	"10"	61.75	"NOR"	0	"00810"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564864"	5	"2013"	"R 0007K"	2020	"19.06.2020"	"51"	NA	"41"	"63"	60.4	"NOR"	0	"04163"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1565609"	6	"2013"	"R 0003K"	2020	"14.07.2020"	"51"	NA	"08"	"11"	61.75	"NOR"	0	"00811"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1565432"	4	"2013"	"H 0020B"	2020	"05.07.2020"	"51"	NA	"08"	"14"	63.97	"NOR"	0	"00814"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1563863"	3	"2013"	"R 0007K"	2020	"19.04.2020"	"51"	NA	"08"	"05"	60.4	"NOR"	0	"00805"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1565426"	4	"2013"	"R 0007K"	2020	"05.07.2020"	"51"	NA	"08"	"13"	60.4	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1563869"	4	"2013"	"R 0001K"	2020	"20.04.2020"	"51"	NA	"08"	"06"	65	"NOR"	0	"00806"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1565789"	5	"2013"	"H 0020B"	2020	"23.07.2020"	"51"	NA	"08"	"14"	63.97	"NOR"	0	"00814"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1565721"	5	"2013"	"R 0001K"	2020	"19.07.2020"	"51"	NA	"08"	"13"	65	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1565413"	2	"2013"	"R 0003K"	2020	"05.07.2020"	"51"	NA	"28"	"52"	61.75	"NOR"	0	"02852"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1565802"	4	"2013"	"R 0022B"	2020	"24.07.2020"	"51"	NA	"28"	"09"	42.5	"NOR"	0	"02809"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1567106"	3	"2013"	"R 0007K"	2020	"15.09.2020"	"51"	NA	"08"	"11"	60.4	"NOR"	0	"00811"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1566052"	7	"2013"	"R 0001K"	2020	"08.08.2020"	"51"	NA	"08"	"13"	65	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1566074"	2	"2013"	"H 0020B"	2020	"09.08.2020"	"51"	NA	"28"	"09"	63.97	"NOR"	0	"02809"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1566861"	7	"2013"	"R 0001K"	2020	"05.09.2020"	"51"	NA	"08"	"13"	65	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1566556"	6	"2013"	"H 0020B"	2020	"27.08.2020"	"51"	NA	"08"	"07"	63.97	"NOR"	0	"00807"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1566235"	6	"2013"	"H 0004B"	2020	"15.08.2020"	"51"	NA	"28"	"09"	68.3	"NOR"	0	"02809"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1566247"	5	"2013"	"R 0003K"	2020	"16.08.2020"	"51"	NA	"08"	"10"	61.75	"NOR"	0	"00810"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1566621"	9	"2013"	"H 0175B"	2020	"29.08.2020"	"51"	NA	"08"	"10"	61.54	"NOR"	0	"00810"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1566612"	7	"2013"	"R 0001K"	2020	"29.08.2020"	"51"	NA	"08"	"13"	65	"NOR"	0	"00813"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1566852"	6	"2013"	"R 0003K"	2020	"05.09.2020"	"51"	NA	"08"	"10"	61.75	"NOR"	0	"00810"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1567063"	6	"2013"	"R 0022B"	2020	"14.09.2020"	"51"	NA	"08"	"14"	42.5	"NOR"	0	"00814"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1566526"	6	"2013"	"R 0003K"	2020	"26.08.2020"	"51"	NA	"08"	"07"	61.75	"NOR"	0	"00807"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1565005"	4	"2013"	"H 0175B"	2020	"23.06.2020"	"51"	NA	"41"	"75"	61.54	"NOR"	0	"04175"	"Sentrale Nordsjø"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1565699"	2	"2013"	"SF0008SU"	2020	"17.07.2020"	"11"	NA	"08"	"06"	27.1	"NOR"	0	"00806"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1564707"	2	"2013"	"N 0307LN"	2020	"14.06.2020"	"11"	NA	"08"	"11"	74.8	"NOR"	0	"00811"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564699"	2	"2013"	"TR0004O"	2020	"13.06.2020"	"11"	NA	"08"	"11"	79.95	"NOR"	0	"00811"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564608"	2	"2013"	"N 0118L"	2020	"11.06.2020"	"11"	NA	"08"	"53"	35.49	"NOR"	0	"00853"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564390"	2	"2013"	"M 0022HØ"	2020	"02.06.2020"	"11"	NA	"08"	"54"	77.5	"NOR"	0	"00854"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564361"	2	"2013"	"T 0023T"	2020	"01.06.2020"	"11"	NA	"08"	"55"	38.05	"NOR"	0	"00855"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1564377"	2	"2013"	"H 0010AM"	2020	"02.06.2020"	"11"	NA	"08"	"54"	57.5	"NOR"	0	"00854"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1564384"	2	"2013"	"SF0028B"	2020	"02.06.2020"	"11"	NA	"08"	"54"	64	"NOR"	0	"00854"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564386"	2	"2013"	"T 0025I"	2020	"02.06.2020"	"11"	NA	"08"	"11"	54.27	"NOR"	0	"00811"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1564586"	2	"2013"	"SF0028B"	2020	"10.06.2020"	"11"	NA	"08"	"53"	64	"NOR"	0	"00853"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1564573"	2	"2013"	"H 0001BN"	2020	"10.06.2020"	"11"	NA	"08"	"53"	75.4	"NOR"	0	"00853"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1564334"	2	"2013"	"H 0010AM"	2020	"31.05.2020"	"11"	NA	"08"	"54"	57.5	"NOR"	0	"00854"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1566860"	6	"2013"	"M 0031HØ"	2020	"05.09.2020"	"53"	NA	"41"	"34"	62.6	"NOR"	0	"04134"	"Sentrale Nordsjø"	"XEU"	"EU-sonen"	"Atlanterhavet, nordøst/sentrale Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1563832"	6	"2013"	"R 0001K"	2020	"12.04.2020"	"53"	NA	"08"	"14"	65	"NOR"	0	"00814"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1566020"	3	"2013"	"R 0022B"	2020	"06.08.2020"	"53"	NA	"28"	"09"	42.5	"NOR"	0	"02809"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1566590"	2	"2013"	"M 0021HØ"	2020	"28.08.2020"	"53"	NA	"42"	"24"	67.9	"NOR"	0	"04224"	"Shetland"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1566887"	14	"2013"	"R 0022B"	2020	"06.09.2020"	"53"	NA	"28"	"09"	42.5	"NOR"	0	"02809"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1565569"	3	"2013"	"R 0007K"	2020	"11.07.2020"	"53"	NA	"08"	"14"	60.4	"NOR"	0	"00814"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1565877"	4	"2013"	"H 0002F"	2020	"29.07.2020"	"53"	NA	"28"	"10"	64	"NOR"	0	"02810"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1566584"	7	"2013"	"R 0022B"	2020	"28.08.2020"	"53"	NA	"28"	"10"	42.5	"NOR"	0	"02810"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1566961"	4	"2013"	"R 0001K"	2020	"08.09.2020"	"53"	NA	"28"	"09"	65	"NOR"	0	"02809"	"Vikingbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
"1565901"	7	"2013"	"H 0004B"	2020	"31.07.2020"	"53"	NA	"08"	"14"	68.3	"NOR"	0	"00814"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	0	0
