"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"Produkttilstand_kode"	"Produkttilstand_bokmål"	"Konserveringsmåte_kode"	"Konserveringsmåte_bokmål"	"Landingsmåte_kode"	"Landingsmåte_bokmål"	"Kvalitet_kode"	"Kvalitet_bokmål"	"Størrelsesgruppering_kode"	"Anvendelse_kode"	"Anvendelse_bokmål"	"HovedgruppeAnvendelse_kode"	"HovedgruppeAnvendelse_bokmål"	"AntallStykk"	"Bruttovekt"	"Produktvekt"	"Rundvekt"
"1564145"	3	"2013"	"R 0003K"	2020	"20.05.2020"	"51"	NA	"41"	"63"	61.75	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	5000	5000	5000
"1564107"	5	"2013"	"R 0001K"	2020	"17.05.2020"	"51"	NA	"41"	"74"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	644	644	644
"1564100"	3	"2013"	"R 0007K"	2020	"16.05.2020"	"51"	NA	"41"	"64"	60.4	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	400	400	400
"1564084"	6	"2013"	"H 0004B"	2020	"13.05.2020"	"51"	NA	"41"	"64"	68.3	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	5000	5000	5000
"1564072"	5	"2013"	"H 0020B"	2020	"11.05.2020"	"51"	NA	"41"	"76"	63.97	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1250	1250	1250
"1564152"	2	"2013"	"R 0007K"	2020	"21.05.2020"	"51"	NA	"41"	"63"	60.4	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	200	200	200
"1564174"	3	"2013"	"R 0022B"	2020	"23.05.2020"	"51"	NA	"41"	"74"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	274	274	274
"1564341"	7	"2013"	"R 0007K"	2020	"31.05.2020"	"51"	NA	"08"	"06"	60.4	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1320	1320	1320
"1567024"	4	"2013"	"R 0003K"	2020	"13.09.2020"	"51"	NA	"08"	"07"	61.75	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	22267	22267	22267
"1564259"	3	"2013"	"M 0031HØ"	2020	"28.05.2020"	"51"	NA	"08"	"06"	62.6	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	19948	19948	19948
"1564268"	6	"2013"	"R 0022B"	2020	"28.05.2020"	"51"	NA	"41"	"75"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	32	32	32
"1564168"	3	"2013"	"R 0001K"	2020	"22.05.2020"	"51"	NA	"41"	"75"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1500	1500	1500
"1564119"	4	"2013"	"M 0101SM"	2020	"18.05.2020"	"51"	NA	"41"	"65"	53	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	2730	2730	2730
"1564269"	6	"2013"	"R 0022B"	2020	"28.05.2020"	"51"	NA	"41"	"74"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	471	471	471
"1565872"	7	"2013"	"H 0388B"	2020	"29.07.2020"	"51"	NA	"08"	"13"	68.8	"NOR"	0	"110"	"Rund"	"10"	"Rfw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1700	1700	1700
"1568647"	6	"2013"	"R 0003K"	2020	"10.10.2020"	"51"	NA	"08"	"11"	61.75	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3870	3870	3870
"1568571"	4	"2013"	"M 0031HØ"	2020	"09.10.2020"	"51"	NA	"08"	"11"	62.6	"NOR"	0	"110"	"Rund"	"10"	"Rfw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1900	1900	1900
"1567512"	4	"2013"	"H 0020B"	2020	"27.09.2020"	"51"	NA	"42"	"23"	63.97	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	4750	4750	4750
"1567573"	8	"2013"	"H 0221B"	2020	"28.09.2020"	"51"	NA	"08"	"13"	49.96	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	400	400	400
"1567492"	6	"2013"	"R 0003K"	2020	"26.09.2020"	"51"	NA	"42"	"13"	61.75	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1840	1840	1840
"1567163"	3	"2013"	"H 0020B"	2020	"16.09.2020"	"51"	NA	"42"	"53"	63.97	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	16145	16145	16145
"1563909"	3	"2013"	"R 0003K"	2020	"24.04.2020"	"51"	NA	"41"	"75"	61.75	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	500	500	500
"1563899"	6	"2013"	"H 0001AV"	2020	"23.04.2020"	"51"	NA	"41"	"75"	67	"NOR"	0	"110"	"Rund"	"10"	"Rfw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	300	300	300
"1563978"	2	"2013"	"R 0007K"	2020	"02.05.2020"	"51"	NA	"41"	"76"	60.4	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	300	300	300
"1563917"	5	"2013"	"R 0007K"	2020	"26.04.2020"	"51"	NA	"41"	"63"	60.4	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	366	366	366
"1567372"	4	"2013"	"M 0031HØ"	2020	"22.09.2020"	"51"	NA	"08"	"10"	62.6	"NOR"	0	"110"	"Rund"	"10"	"Rfw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	472	472	472
"1563972"	5	"2013"	"H 0030B"	2020	"02.05.2020"	"51"	NA	"41"	"76"	61.86	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	100	100	100
"1564049"	4	"2013"	"M 0158SM"	2020	"09.05.2020"	"51"	NA	"41"	"64"	53.9	"NOR"	0	"110"	"Rund"	"10"	"Rfw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	235	235	235
"1564048"	2	"2013"	"R 0007K"	2020	"09.05.2020"	"51"	NA	"41"	"76"	60.4	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	400	400	400
"1565412"	3	"2013"	"R 0003K"	2020	"05.07.2020"	"51"	NA	"08"	"10"	61.75	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	800	800	800
"1564864"	5	"2013"	"R 0007K"	2020	"19.06.2020"	"51"	NA	"41"	"63"	60.4	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3500	3500	3500
"1565609"	6	"2013"	"R 0003K"	2020	"14.07.2020"	"51"	NA	"08"	"11"	61.75	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	400	400	400
"1565432"	4	"2013"	"H 0020B"	2020	"05.07.2020"	"51"	NA	"08"	"14"	63.97	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1300	1300	1300
"1563863"	3	"2013"	"R 0007K"	2020	"19.04.2020"	"51"	NA	"08"	"05"	60.4	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	4000	4000	4000
"1565426"	4	"2013"	"R 0007K"	2020	"05.07.2020"	"51"	NA	"08"	"13"	60.4	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	420	420	420
"1563869"	4	"2013"	"R 0001K"	2020	"20.04.2020"	"51"	NA	"08"	"06"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	300	300	300
"1565789"	5	"2013"	"H 0020B"	2020	"23.07.2020"	"51"	NA	"08"	"14"	63.97	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	500	500	500
"1565721"	5	"2013"	"R 0001K"	2020	"19.07.2020"	"51"	NA	"08"	"13"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	100	100	100
"1565413"	2	"2013"	"R 0003K"	2020	"05.07.2020"	"51"	NA	"28"	"52"	61.75	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	800	800	800
"1565802"	4	"2013"	"R 0022B"	2020	"24.07.2020"	"51"	NA	"28"	"09"	42.5	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	140	140	140
"1567106"	3	"2013"	"R 0007K"	2020	"15.09.2020"	"51"	NA	"08"	"11"	60.4	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	6884	6884	6884
"1566052"	7	"2013"	"R 0001K"	2020	"08.08.2020"	"51"	NA	"08"	"13"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	9559	9559	9559
"1566074"	2	"2013"	"H 0020B"	2020	"09.08.2020"	"51"	NA	"28"	"09"	63.97	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	6100	6100	6100
"1566861"	7	"2013"	"R 0001K"	2020	"05.09.2020"	"51"	NA	"08"	"13"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	4784	4784	4784
"1566556"	6	"2013"	"H 0020B"	2020	"27.08.2020"	"51"	NA	"08"	"07"	63.97	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	8000	8000	8000
"1566235"	6	"2013"	"H 0004B"	2020	"15.08.2020"	"51"	NA	"28"	"09"	68.3	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3000	3000	3000
"1566247"	5	"2013"	"R 0003K"	2020	"16.08.2020"	"51"	NA	"08"	"10"	61.75	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3062	3062	3062
"1566621"	9	"2013"	"H 0175B"	2020	"29.08.2020"	"51"	NA	"08"	"10"	61.54	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1400	1400	1400
"1566612"	7	"2013"	"R 0001K"	2020	"29.08.2020"	"51"	NA	"08"	"13"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3556	3556	3556
"1566852"	6	"2013"	"R 0003K"	2020	"05.09.2020"	"51"	NA	"08"	"10"	61.75	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	7070	7070	7070
"1567063"	6	"2013"	"R 0022B"	2020	"14.09.2020"	"51"	NA	"08"	"14"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	18551	18551	18551
"1566526"	6	"2013"	"R 0003K"	2020	"26.08.2020"	"51"	NA	"08"	"07"	61.75	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	4170	4170	4170
"1565005"	4	"2013"	"H 0175B"	2020	"23.06.2020"	"51"	NA	"41"	"75"	61.54	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	300	300	300
"1565699"	2	"2013"	"SF0008SU"	2020	"17.07.2020"	"11"	NA	"08"	"06"	27.1	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	650	650	650
"1564707"	2	"2013"	"N 0307LN"	2020	"14.06.2020"	"11"	NA	"08"	"11"	74.8	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	300	300	300
"1564699"	2	"2013"	"TR0004O"	2020	"13.06.2020"	"11"	NA	"08"	"11"	79.95	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	600	600	600
"1564608"	2	"2013"	"N 0118L"	2020	"11.06.2020"	"11"	NA	"08"	"53"	35.49	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1900	1900	1900
"1564390"	2	"2013"	"M 0022HØ"	2020	"02.06.2020"	"11"	NA	"08"	"54"	77.5	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1107	1107	1107
"1564361"	2	"2013"	"T 0023T"	2020	"01.06.2020"	"11"	NA	"08"	"55"	38.05	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	50	50	50
"1564377"	2	"2013"	"H 0010AM"	2020	"02.06.2020"	"11"	NA	"08"	"54"	57.5	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3528	3528	3528
"1564384"	2	"2013"	"SF0028B"	2020	"02.06.2020"	"11"	NA	"08"	"54"	64	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	7931	7931	7931
"1564386"	2	"2013"	"T 0025I"	2020	"02.06.2020"	"11"	NA	"08"	"11"	54.27	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1227	1227	1227
"1564586"	2	"2013"	"SF0028B"	2020	"10.06.2020"	"11"	NA	"08"	"53"	64	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	300	300	300
"1564573"	2	"2013"	"H 0001BN"	2020	"10.06.2020"	"11"	NA	"08"	"53"	75.4	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	200	200	200
"1564334"	2	"2013"	"H 0010AM"	2020	"31.05.2020"	"11"	NA	"08"	"54"	57.5	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	160	160	160
"1566860"	6	"2013"	"M 0031HØ"	2020	"05.09.2020"	"53"	NA	"41"	"34"	62.6	"NOR"	0	"110"	"Rund"	"10"	"Rfw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	5972	5972	5972
"1563832"	6	"2013"	"R 0001K"	2020	"12.04.2020"	"53"	NA	"08"	"14"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1850	1850	1850
"1566020"	3	"2013"	"R 0022B"	2020	"06.08.2020"	"53"	NA	"28"	"09"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3533	3533	3533
"1566590"	2	"2013"	"M 0021HØ"	2020	"28.08.2020"	"53"	NA	"42"	"24"	67.9	"NOR"	0	"110"	"Rund"	"10"	"Rfw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1000	1000	1000
"1566887"	14	"2013"	"R 0022B"	2020	"06.09.2020"	"53"	NA	"28"	"09"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	18400	18400	18400
"1565569"	3	"2013"	"R 0007K"	2020	"11.07.2020"	"53"	NA	"08"	"14"	60.4	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	30	30	30
"1565877"	4	"2013"	"H 0002F"	2020	"29.07.2020"	"53"	NA	"28"	"10"	64	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3260	3260	3260
"1566584"	7	"2013"	"R 0022B"	2020	"28.08.2020"	"53"	NA	"28"	"10"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	7020	7020	7020
"1566961"	4	"2013"	"R 0001K"	2020	"08.09.2020"	"53"	NA	"28"	"09"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	7957	7957	7957
"1565901"	7	"2013"	"H 0004B"	2020	"31.07.2020"	"53"	NA	"08"	"14"	68.3	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	8500	8500	8500
"1564008"	5	"2013"	"R 0003K"	2020	"06.05.2020"	"53"	NA	"08"	"11"	61.75	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	16000	16000	16000
"1565718"	10	"2013"	"R 0022B"	2020	"19.07.2020"	"53"	NA	"08"	"14"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	100	100	100
