"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"Produkttilstand_kode"	"Produkttilstand_bokmål"	"Konserveringsmåte_kode"	"Konserveringsmåte_bokmål"	"Landingsmåte_kode"	"Landingsmåte_bokmål"	"Kvalitet_kode"	"Kvalitet_bokmål"	"Størrelsesgruppering_kode"	"Anvendelse_kode"	"Anvendelse_bokmål"	"HovedgruppeAnvendelse_kode"	"HovedgruppeAnvendelse_bokmål"	"AntallStykk"	"Bruttovekt"	"Produktvekt"	"Rundvekt"
"1594526"	4	"2013"	"H 0175B"	2023	"14.08.2023"	"53"	NA	"08"	"54"	61.54	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	608	608	608
"1595883"	6	"2013"	"R 0022B"	2023	"10.09.2023"	"53"	NA	"08"	"14"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	28562	28562	28562
"1597123"	1	"2013"	"H 0175B"	2023	"09.10.2023"	"53"	NA	"08"	"54"	61.54	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	19270	19270	19270
"1592688"	6	"2013"	"R 0022B"	2023	"30.05.2023"	"53"	NA	"08"	"14"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	94	94	94
"1594350"	2	"2013"	"H 0074AV"	2023	"03.08.2023"	"53"	NA	"28"	"51"	64	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1500	1500	1500
"1597861"	2	"2013"	"H 0004B"	2023	"31.10.2023"	"53"	NA	"08"	"14"	68.3	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	35305	35305	35305
"1592382"	2	"2013"	"N 0307LN"	2023	"22.04.2023"	"53"	NA	"31"	"03"	74.8	"NOR"	0	"110"	"Rund"	"10"	"Rfw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1420	1420	1420
"1594383"	3	"2013"	"R 0030K"	2023	"06.08.2023"	"53"	NA	"28"	"52"	67.6	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	16790	16790	16790
"1592419"	2	"2013"	"VL0001ØN"	2023	"29.04.2023"	"53"	NA	"28"	"51"	86.1	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	86400	86400	86400
"1597413"	6	"2013"	"VL0778B"	2023	"18.10.2023"	"53"	NA	"28"	"09"	43.85	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	847	847	847
"1594359"	2	"2013"	"VL0004KI"	2023	"04.08.2023"	"53"	NA	"28"	"51"	69.9	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	40000	40000	40000
"1596835"	1	"2013"	"M 0120HØ"	2023	"03.10.2023"	"53"	NA	"42"	"42"	86.5	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	161528	161528	161528
"1592425"	2	"2013"	"H 0004AV"	2023	"01.05.2023"	"53"	NA	"31"	"02"	76.4	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1500	1500	1500
"1597492"	5	"2013"	"R 0022B"	2023	"22.10.2023"	"53"	NA	"28"	"10"	42.5	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	9688	9688	9688
"1594537"	2	"2013"	"H 0077AV"	2023	"14.08.2023"	"11"	NA	"08"	"54"	68.3	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	783	783	783
"1597124"	2	"2013"	"T 0023T"	2023	"09.10.2023"	"11"	NA	"08"	"53"	38.05	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	2000	2000	2000
"1592726"	4	"2013"	"R 0011K"	2023	"31.05.2023"	"51"	NA	"41"	"75"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	4163	4163	4163
"1594292"	9	"2013"	"R 0001K"	2023	"01.08.2023"	"51"	NA	"08"	"13"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3000	3000	3000
"1594158"	7	"2013"	"VA0330S"	2023	"17.07.2023"	"51"	NA	"08"	"13"	40.3	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	103	103	103
"1594144"	7	"2013"	"R 0011K"	2023	"15.07.2023"	"51"	NA	"08"	"14"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	38	38	38
"1592671"	6	"2013"	"H 0175B"	2023	"29.05.2023"	"51"	NA	"08"	"14"	61.54	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	187	187	187
"1592489"	5	"2013"	"H 0030B"	2023	"14.05.2023"	"51"	NA	"41"	"75"	61.86	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	2318	2318	2318
"1592514"	4	"2013"	"VL0001ØN"	2023	"15.05.2023"	"51"	NA	"41"	"75"	86.1	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	10000	10000	10000
"1592536"	2	"2013"	"H 0005ØN"	2023	"17.05.2023"	"51"	NA	"41"	"75"	62.6	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	6700	6700	6700
"1592670"	3	"2013"	"H 0175B"	2023	"29.05.2023"	"51"	NA	"41"	"75"	61.54	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	423	423	423
"1592546"	4	"2013"	"H 0020B"	2023	"19.05.2023"	"51"	NA	"41"	"75"	63.97	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	8825	8825	8825
"1592501"	4	"2013"	"H 0069S"	2023	"14.05.2023"	"51"	NA	"41"	"75"	61.88	"NOR"	0	"110"	"Rund"	"10"	"Rfw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	8212	8212	8212
"1592561"	2	"2013"	"R 0001K"	2023	"21.05.2023"	"51"	NA	"41"	"75"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3500	3500	3500
"1592507"	4	"2013"	"TF0195M"	2023	"15.05.2023"	"51"	NA	"41"	"75"	62.6	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3877	3877	3877
"1592734"	4	"2013"	"R 0001K"	2023	"02.06.2023"	"51"	NA	"41"	"75"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1301	1301	1301
"1592508"	6	"2013"	"H 0175B"	2023	"15.05.2023"	"51"	NA	"41"	"75"	61.54	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3752	3752	3752
"1592539"	1	"2013"	"R 0030K"	2023	"18.05.2023"	"51"	NA	"41"	"75"	67.6	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	17947	17947	17947
"1594297"	6	"2013"	"R 0022B"	2023	"01.08.2023"	"51"	NA	"28"	"09"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	22068	22068	22068
"1597188"	5	"2013"	"R 0022B"	2023	"10.10.2023"	"51"	NA	"08"	"14"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	12015	12015	12015
"1597238"	6	"2013"	"M 0311HØ"	2023	"13.10.2023"	"51"	NA	"08"	"13"	69.99	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	977	977	977
"1596981"	7	"2013"	"M 0311HØ"	2023	"07.10.2023"	"51"	NA	"08"	"13"	69.99	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1566	1566	1566
"1597825"	4	"2013"	"R 0022B"	2023	"30.10.2023"	"53"	NA	"28"	"09"	42.5	"NOR"	0	"110"	"Rund"	"10"	"Rfw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	7254	7254	7254
"1597829"	5	"2013"	"R 0011K"	2023	"30.10.2023"	"53"	NA	"08"	"13"	65	"NOR"	0	"110"	"Rund"	"10"	"Rfw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	14068	14068	14068
"1594181"	2	"2013"	"R 0030K"	2023	"19.07.2023"	"53"	NA	"28"	"52"	67.6	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1172	1172	1172
"1594391"	6	"2013"	"R 0022B"	2023	"06.08.2023"	"53"	NA	"08"	"14"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	40602	40602	40602
"1594535"	2	"2013"	"R 0030K"	2023	"14.08.2023"	"53"	NA	"42"	"43"	67.6	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1500	1500	1500
"1595386"	7	"2013"	"M 0311HØ"	2023	"02.09.2023"	"53"	NA	"08"	"13"	69.99	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	801	801	801
"1594373"	1	"2013"	"VN99"	2023	"06.08.2023"	"53"	NA	"30"	"10"	NA	"FRO"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	2149410	2149410	2149410
"1594270"	3	"2013"	"S144"	2023	"29.07.2023"	"53"	NA	"09"	"09"	NA	"DNK"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1979	1979	1979
"1597598"	5	"2013"	"H 0012AV"	2023	"24.10.2023"	"53"	NA	"08"	"53"	62.95	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	6426	6426	6426
"1595499"	5	"2013"	"H 0004B"	2023	"03.09.2023"	"53"	NA	"08"	"14"	68.3	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	2288	2288	2288
"1592506"	4	"2013"	"R 0022B"	2023	"15.05.2023"	"51"	NA	"41"	"75"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	233	233	233
"1595971"	15	"2013"	"R 0001K"	2023	"12.09.2023"	"51"	NA	"08"	"13"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	10300	10300	10300
"1597563"	5	"2013"	"VA0330S"	2023	"23.10.2023"	"51"	NA	"08"	"14"	40.3	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	17316	17316	17316
"1597186"	9	"2013"	"R 0001K"	2023	"10.10.2023"	"51"	NA	"08"	"14"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1305	1305	1305
"1596627"	8	"2013"	"VL0778B"	2023	"30.09.2023"	"51"	NA	"08"	"07"	43.85	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	4709	4709	4709
"1596721"	11	"2013"	"R 0001K"	2023	"01.10.2023"	"51"	NA	"08"	"13"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3086	3086	3086
"1596532"	6	"2013"	"M 0311HØ"	2023	"27.09.2023"	"51"	NA	"08"	"13"	69.99	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3054	3054	3054
"1596852"	6	"2013"	"R 0022B"	2023	"03.10.2023"	"51"	NA	"08"	"07"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	6035	6035	6035
"1597659"	3	"2013"	"HM424"	2023	"26.10.2023"	"51"	NA	"42"	"44"	NA	"DNK"	0	"110"	"Rund"	"9"	"Iset"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	8000	8000	8000
"1595480"	6	"2013"	"R 0001K"	2023	"04.09.2023"	"51"	NA	"08"	"13"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3133	3133	3133
"1595420"	6	"2013"	"R 0022B"	2023	"02.09.2023"	"51"	NA	"08"	"07"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	10182	10182	10182
"11616"	7	"2013"	"M 0035A"	2023	"21.09.2023"	"51"	NA	"28"	"11"	56	"NOR"	0	"110"	"Rund"	"5"	"Frossen"	"73"	"½ blk i sekk 25 kg"	"20"	"A"	"3000000"	"200"	"Frysing"	"1"	"Konsum"	0	0	0	0
"254497"	1	"2013"	"N 0047VV"	2023	"07.08.2023"	"51"	NA	"28"	"53"	50.2	"NOR"	0	"110"	"Rund"	"5"	"Frossen"	"73"	"½ blk i sekk 25 kg"	"20"	"A"	"3000000"	"200"	"Frysing"	"1"	"Konsum"	0	284.75	267	267
"259672"	1	"2013"	"M 0011G"	2023	"06.12.2023"	"61"	NA	"28"	"11"	33.95	"NOR"	0	"110"	"Rund"	"5"	"Frossen"	"73"	"½ blk i sekk 25 kg"	"20"	"A"	"3000000"	"200"	"Frysing"	"1"	"Konsum"	0	420	389.61	389.61
"259671"	2	"2013"	"M 0011G"	2023	"17.11.2023"	"61"	NA	"42"	"74"	33.95	"NOR"	0	"110"	"Rund"	"5"	"Frossen"	"73"	"½ blk i sekk 25 kg"	"20"	"A"	"3000000"	"200"	"Frysing"	"1"	"Konsum"	0	213	189.9	189.9
"11759"	4	"2013"	"M 0011G"	2023	"06.12.2023"	"61"	NA	"28"	"11"	33.95	"NOR"	0	"110"	"Rund"	"5"	"Frossen"	"73"	"½ blk i sekk 25 kg"	"20"	"A"	"3000000"	"200"	"Frysing"	"1"	"Konsum"	0	0	0	0
"11735"	9	"2013"	"M 0011G"	2023	"17.11.2023"	"61"	NA	"42"	"74"	33.95	"NOR"	0	"110"	"Rund"	"5"	"Frossen"	"73"	"½ blk i sekk 25 kg"	"30"	"B"	"3000000"	"200"	"Frysing"	"1"	"Konsum"	0	0	0	0
"259673"	1	"2013"	"M 0011G"	2023	"06.12.2023"	"61"	NA	"07"	"15"	33.95	"NOR"	0	"110"	"Rund"	"5"	"Frossen"	"73"	"½ blk i sekk 25 kg"	"20"	"A"	"3000000"	"200"	"Frysing"	"1"	"Konsum"	0	72	57	57
"11760"	21	"2013"	"M 0011G"	2023	"06.12.2023"	"61"	NA	"07"	"15"	33.95	"NOR"	0	"110"	"Rund"	"5"	"Frossen"	"73"	"½ blk i sekk 25 kg"	"20"	"A"	"3000000"	"200"	"Frysing"	"1"	"Konsum"	0	0	0	0
"259671"	1	"2013"	"M 0011G"	2023	"17.11.2023"	"61"	NA	"42"	"74"	33.95	"NOR"	0	"110"	"Rund"	"5"	"Frossen"	"73"	"½ blk i sekk 25 kg"	"30"	"B"	"3000000"	"200"	"Frysing"	"1"	"Konsum"	0	36	21	21
"11735"	10	"2013"	"M 0011G"	2023	"17.11.2023"	"61"	NA	"42"	"74"	33.95	"NOR"	0	"110"	"Rund"	"5"	"Frossen"	"73"	"½ blk i sekk 25 kg"	"20"	"A"	"3000000"	"200"	"Frysing"	"1"	"Konsum"	0	0	0	0
"1593198"	3	"2013"	"H 0380AV"	2023	"19.06.2023"	"53"	NA	"08"	"55"	70.6	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	300	300	300
"1598174"	8	"2013"	"R 0011K"	2023	"09.11.2023"	"53"	NA	"08"	"14"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	2805	2805	2805
"1594403"	4	"2013"	"R 0001K"	2023	"06.08.2023"	"53"	NA	"28"	"51"	65	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	4650	4650	4650
"1598034"	1	"2013"	"H 0026AV"	2023	"05.11.2023"	"53"	NA	"07"	"13"	70	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	20256	20256	20256
"1592478"	2	"2013"	"TR0400V"	2023	"11.05.2023"	"53"	NA	"08"	"51"	45	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	6423	6423	6423
"1592446"	2	"2013"	"TF0195M"	2023	"03.05.2023"	"53"	NA	"08"	"55"	62.6	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	54994	54994	54994
"1598901"	2	"2013"	"H 0005ØN"	2023	"21.11.2023"	"53"	NA	"42"	"84"	62.6	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	47921	47921	47921
"1592896"	2	"2013"	"N 0307LN"	2023	"10.06.2023"	"53"	NA	"28"	"52"	74.8	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	2000	2000	2000
"1596469"	2	"2013"	"R 0022B"	2023	"23.09.2023"	"53"	NA	"08"	"13"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	10037	10037	10037
