"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"Fangstfelt_kode"	"Hovedområde_bokmål"	"Sone_kode"	"Sone_bokmål"	"Områdegruppering_bokmål"	"HovedområdeFAO_kode"	"HovedområdeFAO_bokmål"	"NordSørFor62GraderNord"	"Fangstdagbok_nummer"	"Fangstdagbok_turnummer"
"1901003"	1	"2013"	"M 0008S"	2023	"28.08.2023"	"34"	NA	"07"	"33"	9.2	"NOR"	8	"80733"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1901021"	1	"2013"	"M 0077HØ"	2023	"30.08.2023"	"34"	NA	"07"	"33"	10.98	"NOR"	8	"80733"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1900940"	1	"2013"	"M 0001SA"	2023	"18.08.2023"	"34"	NA	"07"	"33"	10.55	"NOR"	8	"80733"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1901014"	1	"2013"	"M 0025HØ"	2023	"30.08.2023"	"34"	NA	"07"	"33"	10.6	"NOR"	8	"80733"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1901192"	1	"2013"	"M 0039G"	2023	"20.09.2023"	"34"	NA	"07"	"33"	10.65	"NOR"	8	"80733"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1900915"	1	"2013"	"M 0077HØ"	2023	"14.08.2023"	"34"	NA	"07"	"33"	10.98	"NOR"	8	"80733"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1900921"	1	"2013"	"M 0015HØ"	2023	"16.08.2023"	"34"	NA	"07"	"33"	10.65	"NOR"	8	"80733"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1901037"	1	"2013"	"M 0020HØ"	2023	"01.09.2023"	"34"	NA	"07"	"33"	8.99	"NOR"	8	"80733"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1901041"	1	"2013"	"M 0077HØ"	2023	"01.09.2023"	"34"	NA	"07"	"33"	10.98	"NOR"	8	"80733"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1900943"	1	"2013"	"M 0077HØ"	2023	"18.08.2023"	"34"	NA	"07"	"33"	10.98	"NOR"	8	"80733"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1900914"	1	"2013"	"M 0098HØ"	2023	"14.08.2023"	"34"	NA	"07"	"33"	9.48	"NOR"	8	"80733"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1900946"	1	"2013"	"M 0020HØ"	2023	"18.08.2023"	"34"	NA	"07"	"33"	8.99	"NOR"	8	"80733"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1900992"	1	"2013"	"M 0020HØ"	2023	"25.08.2023"	"34"	NA	"07"	"33"	8.99	"NOR"	8	"80733"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1900982"	1	"2013"	"M 0079HØ"	2023	"25.08.2023"	"34"	NA	"07"	"33"	11.05	"NOR"	8	"80733"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1900924"	1	"2013"	"M 0038HØ"	2023	"16.08.2023"	"34"	NA	"07"	"33"	10.04	"NOR"	8	"80733"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1900983"	1	"2013"	"M 0098HØ"	2023	"25.08.2023"	"34"	NA	"07"	"33"	9.48	"NOR"	8	"80733"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1900984"	1	"2013"	"M 0001SA"	2023	"25.08.2023"	"34"	NA	"07"	"33"	10.55	"NOR"	8	"80733"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1597306"	1	"2013"	"H 0001BN"	2023	"17.10.2023"	"53"	NA	"07"	"15"	75.4	"NOR"	0	"00715"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	201099	999
"1597180"	3	"2013"	"T 0042T"	2023	"10.10.2023"	"53"	NA	"08"	"11"	55	"NOR"	0	"00811"	"Eigersundbanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/nordlige Nordsjøen"	"27"	"Nordøstlige Atlanterhav"	"Sør for 62°N"	201099	999
"1901182"	1	"2013"	"M 0020SM"	2023	"11.09.2023"	"11"	NA	"07"	"30"	14.95	"NOR"	8	"80730"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1900821"	1	"2013"	"M 0007AK"	2023	"28.06.2023"	"34"	NA	"07"	"31"	10.65	"NOR"	8	"80731"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1901073"	2	"2013"	"M 0007AK"	2023	"07.09.2023"	"34"	NA	"07"	"31"	10.65	"NOR"	8	"80731"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1901089"	1	"2013"	"M 0007AK"	2023	"08.09.2023"	"34"	NA	"07"	"31"	10.65	"NOR"	8	"80731"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1900821"	2	"2013"	"M 0007AK"	2023	"28.06.2023"	"34"	NA	"07"	"31"	10.65	"NOR"	8	"80731"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1900848"	1	"2013"	"M 0020HØ"	2023	"14.07.2023"	"34"	NA	"07"	"31"	8.99	"NOR"	8	"80731"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1901104"	2	"2013"	"M 0007AK"	2023	"11.09.2023"	"34"	NA	"07"	"31"	10.65	"NOR"	8	"80731"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1901073"	1	"2013"	"M 0007AK"	2023	"07.09.2023"	"34"	NA	"07"	"31"	10.65	"NOR"	8	"80731"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1900826"	1	"2013"	"M 0007AK"	2023	"04.07.2023"	"34"	NA	"07"	"19"	10.65	"NOR"	8	"80719"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1901104"	1	"2013"	"M 0007AK"	2023	"11.09.2023"	"34"	NA	"07"	"31"	10.65	"NOR"	8	"80731"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1901148"	1	"2013"	"M 0007AK"	2023	"14.09.2023"	"34"	NA	"07"	"31"	10.65	"NOR"	8	"80731"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1901148"	2	"2013"	"M 0007AK"	2023	"14.09.2023"	"34"	NA	"07"	"31"	10.65	"NOR"	8	"80731"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1900832"	1	"2013"	"M 0007AK"	2023	"07.07.2023"	"34"	NA	"07"	"31"	10.65	"NOR"	8	"80731"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1901089"	2	"2013"	"M 0007AK"	2023	"08.09.2023"	"34"	NA	"07"	"31"	10.65	"NOR"	8	"80731"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"1901169"	1	"2013"	"M 0007AK"	2023	"18.09.2023"	"34"	NA	"07"	"19"	10.65	"NOR"	8	"80719"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	0	0
"7000011601285"	5	"2013"	"M 0049SM"	2023	"15.08.2023"	"22"	NA	"07"	"28"	9.04	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011600598"	5	"2013"	"M 0049SM"	2023	"14.08.2023"	"22"	NA	"07"	"28"	9.04	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011641777"	3	"2013"	"M 0004SM"	2023	"04.12.2023"	"22"	NA	"07"	"28"	7.98	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011617226"	6	"2013"	"M 0049SM"	2023	"27.09.2023"	"22"	NA	"07"	"28"	9.04	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011637292"	5	"2013"	"M 0080SM"	2023	"21.11.2023"	"22"	NA	"07"	"28"	10.65	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011627421"	5	"2013"	"M 0017SM"	2023	"27.10.2023"	"22"	NA	"07"	"28"	10.55	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011614872"	6	"2013"	"M 0049SM"	2023	"19.09.2023"	"22"	NA	"07"	"28"	9.04	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011642972"	7	"2013"	"M 0004SM"	2023	"06.12.2023"	"22"	NA	"07"	"28"	7.98	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011586501"	10	"2013"	"M 0004SM"	2023	"03.07.2023"	"22"	NA	"07"	"28"	7.98	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011617977"	6	"2013"	"M 0049SM"	2023	"29.09.2023"	"22"	NA	"07"	"28"	9.04	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011585964"	7	"2013"	"M 0004SM"	2023	"30.06.2023"	"22"	NA	"07"	"28"	7.98	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011604275"	8	"2013"	"M 0017SM"	2023	"23.08.2023"	"22"	NA	"07"	"28"	10.55	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011634137"	6	"2013"	"M 0010SM"	2023	"13.11.2023"	"22"	NA	"07"	"28"	10.63	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011599538"	5	"2013"	"M 0049SM"	2023	"11.08.2023"	"22"	NA	"07"	"28"	9.04	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011604411"	7	"2013"	"M 0049SM"	2023	"23.08.2023"	"22"	NA	"07"	"28"	9.04	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011615770"	6	"2013"	"M 0049SM"	2023	"22.09.2023"	"22"	NA	"07"	"28"	9.04	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011623066"	6	"2013"	"M 0004SM"	2023	"16.10.2023"	"22"	NA	"07"	"28"	7.98	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011628491"	5	"2013"	"M 0017SM"	2023	"30.10.2023"	"22"	NA	"07"	"28"	10.55	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011622299"	5	"2013"	"M 0017SM"	2023	"13.10.2023"	"22"	NA	"07"	"28"	10.55	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011605619"	7	"2013"	"M 0049SM"	2023	"25.08.2023"	"22"	NA	"07"	"28"	9.04	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011625276"	3	"2013"	"M 0017SM"	2023	"23.10.2023"	"22"	NA	"07"	"28"	10.55	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011623303"	9	"2013"	"M 0080SM"	2023	"17.10.2023"	"22"	NA	"07"	"28"	10.65	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011624788"	7	"2013"	"M 0080SM"	2023	"20.10.2023"	"22"	NA	"07"	"28"	10.65	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011622992"	7	"2013"	"M 0017SM"	2023	"16.10.2023"	"22"	NA	"07"	"28"	10.55	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011607772"	9	"2013"	"M 0080SM"	2023	"30.08.2023"	"22"	NA	"07"	"28"	10.65	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011634109"	5	"2013"	"M 0080SM"	2023	"13.11.2023"	"22"	NA	"07"	"28"	10.65	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011608229"	7	"2013"	"M 0049SM"	2023	"31.08.2023"	"22"	NA	"07"	"28"	9.04	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011636089"	4	"2013"	"M 0080SM"	2023	"17.11.2023"	"22"	NA	"07"	"28"	10.65	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011607041"	5	"2013"	"M 0049SM"	2023	"29.08.2023"	"22"	NA	"07"	"28"	9.04	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011605015"	6	"2013"	"M 0049SM"	2023	"24.08.2023"	"22"	NA	"07"	"28"	9.04	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011607620"	6	"2013"	"M 0049SM"	2023	"30.08.2023"	"22"	NA	"07"	"28"	9.04	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011637263"	5	"2013"	"M 0010SM"	2023	"21.11.2023"	"22"	NA	"07"	"28"	10.63	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011610676"	9	"2013"	"M 0080SM"	2023	"07.09.2023"	"22"	NA	"07"	"28"	10.65	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011610916"	6	"2013"	"M 0049SM"	2023	"08.09.2023"	"22"	NA	"07"	"28"	9.04	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011610255"	8	"2013"	"M 0080SM"	2023	"06.09.2023"	"22"	NA	"07"	"28"	10.65	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011610210"	6	"2013"	"M 0049SM"	2023	"06.09.2023"	"22"	NA	"07"	"28"	9.04	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011595292"	1	"2013"	"ACK224"	2023	"01.08.2023"	"22"	NA	"07"	"28"	NA	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011595374"	7	"2013"	"M 0049SM"	2023	"01.08.2023"	"22"	NA	"07"	"28"	9.04	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011626846"	4	"2013"	"M 0080SM"	2023	"26.10.2023"	"22"	NA	"07"	"28"	10.65	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011626798"	3	"2013"	"M 0017SM"	2023	"26.10.2023"	"22"	NA	"07"	"28"	10.55	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011628979"	5	"2013"	"M 0017SM"	2023	"31.10.2023"	"22"	NA	"07"	"28"	10.55	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
"7000011623740"	8	"2013"	"M 0080SM"	2023	"18.10.2023"	"22"	NA	"07"	"28"	10.65	"NOR"	8	"80728"	"Storegga-Frøyabanken"	"NOR"	"Norges økonomiske sone"	"Atlanterhavet, nordøst/Norskehavet - utenfor NEAFC reguleringsområde"	"27"	"Nordøstlige Atlanterhav"	"Nord for 62°N"	NA	NA
