"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"id"	"Dokumenttype_Kode"	"Dokumenttype_Bokmål"	"DokumentVersjonsnummer"	"DokumentFormulardato"	"DokumentElektroniskDato"
"1592688"	6	"2013"	"R 0022B"	2023	"30.05.2023"	"53"	NA	"08"	"14"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"31.05.2023"	"12.09.2023 07:41:08.969"
"1594350"	2	"2013"	"H 0074AV"	2023	"03.08.2023"	"53"	NA	"28"	"51"	64	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"04.08.2023"	"24.08.2023 12:49:05.851"
"1597861"	2	"2013"	"H 0004B"	2023	"31.10.2023"	"53"	NA	"08"	"14"	68.3	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"01.11.2023"	"06.11.2023 13:51:11.390"
"1592382"	2	"2013"	"N 0307LN"	2023	"22.04.2023"	"53"	NA	"31"	"03"	74.8	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"24.04.2023"	"10.05.2023 13:07:03.744"
"1594383"	3	"2013"	"R 0030K"	2023	"06.08.2023"	"53"	NA	"28"	"52"	67.6	"NOR"	0	NA	0	"Sluttseddeldokument"	6	"07.08.2023"	"24.08.2023 12:53:06.125"
"1592419"	2	"2013"	"VL0001ØN"	2023	"29.04.2023"	"53"	NA	"28"	"51"	86.1	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"30.04.2023"	"05.05.2023 09:15:06.670"
"1597413"	6	"2013"	"VL0778B"	2023	"18.10.2023"	"53"	NA	"28"	"09"	43.85	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"19.10.2023"	"02.11.2023 08:45:07.164"
"1594359"	2	"2013"	"VL0004KI"	2023	"04.08.2023"	"53"	NA	"28"	"51"	69.9	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"05.08.2023"	"18.08.2023 14:11:04.052"
"1596835"	1	"2013"	"M 0120HØ"	2023	"03.10.2023"	"53"	NA	"42"	"42"	86.5	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"04.10.2023"	"11.10.2023 13:35:07.060"
"1592425"	2	"2013"	"H 0004AV"	2023	"01.05.2023"	"53"	NA	"31"	"02"	76.4	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"04.05.2023"	"11.05.2023 08:37:07.395"
"1597492"	5	"2013"	"R 0022B"	2023	"22.10.2023"	"53"	NA	"28"	"10"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"23.10.2023"	"02.11.2023 14:11:04.382"
"1594537"	2	"2013"	"H 0077AV"	2023	"14.08.2023"	"11"	NA	"08"	"54"	68.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"15.08.2023"	"23.08.2023 13:01:14.872"
"1597124"	2	"2013"	"T 0023T"	2023	"09.10.2023"	"11"	NA	"08"	"53"	38.05	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"10.10.2023"	"19.10.2023 06:57:06.981"
"1592726"	4	"2013"	"R 0011K"	2023	"31.05.2023"	"51"	NA	"41"	"75"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"01.06.2023"	"08.06.2023 08:43:07.424"
"1594292"	9	"2013"	"R 0001K"	2023	"01.08.2023"	"51"	NA	"08"	"13"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"01.08.2023"	"15.08.2023 08:23:05.570"
"1594158"	7	"2013"	"VA0330S"	2023	"17.07.2023"	"51"	NA	"08"	"13"	40.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"18.07.2023"	"25.07.2023 13:41:03.935"
"1594144"	7	"2013"	"R 0011K"	2023	"15.07.2023"	"51"	NA	"08"	"14"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"16.07.2023"	"24.07.2023 13:23:04.423"
"1592671"	6	"2013"	"H 0175B"	2023	"29.05.2023"	"51"	NA	"08"	"14"	61.54	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"30.05.2023"	"08.06.2023 08:25:09.667"
"1592489"	5	"2013"	"H 0030B"	2023	"14.05.2023"	"51"	NA	"41"	"75"	61.86	"NOR"	0	NA	0	"Sluttseddeldokument"	6	"15.05.2023"	"24.05.2023 14:33:04.038"
"1592514"	4	"2013"	"VL0001ØN"	2023	"15.05.2023"	"51"	NA	"41"	"75"	86.1	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"16.05.2023"	"24.05.2023 14:39:06.033"
"1592536"	2	"2013"	"H 0005ØN"	2023	"17.05.2023"	"51"	NA	"41"	"75"	62.6	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"18.05.2023"	"24.05.2023 14:41:07.930"
"1592670"	3	"2013"	"H 0175B"	2023	"29.05.2023"	"51"	NA	"41"	"75"	61.54	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"30.05.2023"	"08.06.2023 08:25:07.362"
"1592546"	4	"2013"	"H 0020B"	2023	"19.05.2023"	"51"	NA	"41"	"75"	63.97	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"20.05.2023"	"01.06.2023 13:57:04.990"
"1592501"	4	"2013"	"H 0069S"	2023	"14.05.2023"	"51"	NA	"41"	"75"	61.88	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"15.05.2023"	"24.05.2023 14:35:03.609"
"1592561"	2	"2013"	"R 0001K"	2023	"21.05.2023"	"51"	NA	"41"	"75"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	6	"22.05.2023"	"01.06.2023 13:57:08.646"
"1592507"	4	"2013"	"TF0195M"	2023	"15.05.2023"	"51"	NA	"41"	"75"	62.6	"NOR"	0	NA	0	"Sluttseddeldokument"	6	"16.05.2023"	"24.05.2023 14:35:07.515"
"1592734"	4	"2013"	"R 0001K"	2023	"02.06.2023"	"51"	NA	"41"	"75"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"03.06.2023"	"08.06.2023 08:45:04.413"
"1592508"	6	"2013"	"H 0175B"	2023	"15.05.2023"	"51"	NA	"41"	"75"	61.54	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"16.05.2023"	"24.05.2023 14:35:09.086"
"1592539"	1	"2013"	"R 0030K"	2023	"18.05.2023"	"51"	NA	"41"	"75"	67.6	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"18.05.2023"	"24.05.2023 14:41:09.356"
"1594297"	6	"2013"	"R 0022B"	2023	"01.08.2023"	"51"	NA	"28"	"09"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	6	"01.08.2023"	"12.09.2023 07:57:09.121"
"1597188"	5	"2013"	"R 0022B"	2023	"10.10.2023"	"51"	NA	"08"	"14"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"11.10.2023"	"20.10.2023 06:53:06.688"
"1597238"	6	"2013"	"M 0311HØ"	2023	"13.10.2023"	"51"	NA	"08"	"13"	69.99	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"14.10.2023"	"20.10.2023 09:33:11.198"
"1596981"	7	"2013"	"M 0311HØ"	2023	"07.10.2023"	"51"	NA	"08"	"13"	69.99	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"08.10.2023"	"11.10.2023 13:37:06.889"
"1597825"	4	"2013"	"R 0022B"	2023	"30.10.2023"	"53"	NA	"28"	"09"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"31.10.2023"	"06.11.2023 13:47:07.687"
"1597829"	5	"2013"	"R 0011K"	2023	"30.10.2023"	"53"	NA	"08"	"13"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	6	"31.10.2023"	"12.12.2023 17:09:04.026"
"1594181"	2	"2013"	"R 0030K"	2023	"19.07.2023"	"53"	NA	"28"	"52"	67.6	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"20.07.2023"	"03.08.2023 12:39:03.748"
"1594391"	6	"2013"	"R 0022B"	2023	"06.08.2023"	"53"	NA	"08"	"14"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"08.08.2023"	"12.09.2023 07:59:09.521"
"1594535"	2	"2013"	"R 0030K"	2023	"14.08.2023"	"53"	NA	"42"	"43"	67.6	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"15.08.2023"	"23.08.2023 13:01:12.176"
"1595386"	7	"2013"	"M 0311HØ"	2023	"02.09.2023"	"53"	NA	"08"	"13"	69.99	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"03.09.2023"	"11.09.2023 13:53:07.127"
"1594373"	1	"2013"	"VN99"	2023	"06.08.2023"	"53"	NA	"30"	"10"	NA	"FRO"	0	NA	0	"Sluttseddeldokument"	3	"08.08.2023"	"15.08.2023 14:13:06.805"
"1594270"	3	"2013"	"S144"	2023	"29.07.2023"	"53"	NA	"09"	"09"	NA	"DNK"	0	NA	0	"Sluttseddeldokument"	3	"30.07.2023"	"15.08.2023 08:19:03.402"
"1597598"	5	"2013"	"H 0012AV"	2023	"24.10.2023"	"53"	NA	"08"	"53"	62.95	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"25.10.2023"	"02.11.2023 14:15:07.447"
"1595499"	5	"2013"	"H 0004B"	2023	"03.09.2023"	"53"	NA	"08"	"14"	68.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"04.09.2023"	"11.09.2023 13:59:08.791"
"1592506"	4	"2013"	"R 0022B"	2023	"15.05.2023"	"51"	NA	"41"	"75"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	6	"16.05.2023"	"12.09.2023 07:39:06.518"
"1595971"	15	"2013"	"R 0001K"	2023	"12.09.2023"	"51"	NA	"08"	"13"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"13.09.2023"	"18.09.2023 11:19:05.076"
"1597563"	5	"2013"	"VA0330S"	2023	"23.10.2023"	"51"	NA	"08"	"14"	40.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"24.10.2023"	"02.11.2023 14:13:07.951"
"1597186"	9	"2013"	"R 0001K"	2023	"10.10.2023"	"51"	NA	"08"	"14"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"11.10.2023"	"19.10.2023 06:59:08.903"
"1596627"	8	"2013"	"VL0778B"	2023	"30.09.2023"	"51"	NA	"08"	"07"	43.85	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"01.10.2023"	"06.10.2023 09:07:04.319"
"1596721"	11	"2013"	"R 0001K"	2023	"01.10.2023"	"51"	NA	"08"	"13"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"02.10.2023"	"11.10.2023 13:33:04.972"
"1596532"	6	"2013"	"M 0311HØ"	2023	"27.09.2023"	"51"	NA	"08"	"13"	69.99	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"28.09.2023"	"06.10.2023 09:03:04.426"
"1596852"	6	"2013"	"R 0022B"	2023	"03.10.2023"	"51"	NA	"08"	"07"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"04.10.2023"	"11.10.2023 13:35:09.857"
"1597659"	3	"2013"	"HM424"	2023	"26.10.2023"	"51"	NA	"42"	"44"	NA	"DNK"	0	NA	0	"Sluttseddeldokument"	3	"27.10.2023"	"02.11.2023 14:17:07.438"
"1595480"	6	"2013"	"R 0001K"	2023	"04.09.2023"	"51"	NA	"08"	"13"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"04.09.2023"	"11.09.2023 13:59:05.381"
"1595420"	6	"2013"	"R 0022B"	2023	"02.09.2023"	"51"	NA	"08"	"07"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	6	"03.09.2023"	"12.09.2023 08:07:09.692"
"11616"	7	"2013"	"M 0035A"	2023	"21.09.2023"	"51"	NA	"28"	"11"	56	"NOR"	0	NA	1	"Landingsdokument"	13	"23.09.2023 22:34:00"	"11.12.2023 08:36:30.191"
"254497"	1	"2013"	"N 0047VV"	2023	"07.08.2023"	"51"	NA	"28"	"53"	50.2	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"17.08.2023 13:47:00"	"24.08.2023 12:24:55.746"
"259672"	1	"2013"	"M 0011G"	2023	"06.12.2023"	"61"	NA	"28"	"11"	33.95	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"19.12.2023 12:17:00"	"29.12.2023 12:12:40.851"
"259671"	2	"2013"	"M 0011G"	2023	"17.11.2023"	"61"	NA	"42"	"74"	33.95	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"19.12.2023 12:17:00"	"29.12.2023 12:12:42.007"
"11759"	4	"2013"	"M 0011G"	2023	"06.12.2023"	"61"	NA	"28"	"11"	33.95	"NOR"	0	NA	1	"Landingsdokument"	4	"07.12.2023 14:47:00"	"19.12.2023 12:34:49.461"
"11735"	9	"2013"	"M 0011G"	2023	"17.11.2023"	"61"	NA	"42"	"74"	33.95	"NOR"	0	NA	1	"Landingsdokument"	9	"18.11.2023 15:49:00"	"28.12.2023 12:42:39.794"
"259673"	1	"2013"	"M 0011G"	2023	"06.12.2023"	"61"	NA	"07"	"15"	33.95	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"19.12.2023 12:17:00"	"29.12.2023 12:12:39.851"
"11760"	21	"2013"	"M 0011G"	2023	"06.12.2023"	"61"	NA	"07"	"15"	33.95	"NOR"	0	NA	1	"Landingsdokument"	10	"07.12.2023 14:47:00"	"28.12.2023 12:44:43.498"
"259671"	1	"2013"	"M 0011G"	2023	"17.11.2023"	"61"	NA	"42"	"74"	33.95	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"19.12.2023 12:17:00"	"29.12.2023 12:12:42.007"
"11735"	10	"2013"	"M 0011G"	2023	"17.11.2023"	"61"	NA	"42"	"74"	33.95	"NOR"	0	NA	1	"Landingsdokument"	9	"18.11.2023 15:49:00"	"28.12.2023 12:42:39.794"
"1593198"	3	"2013"	"H 0380AV"	2023	"19.06.2023"	"53"	NA	"08"	"55"	70.6	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"20.06.2023"	"29.06.2023 12:25:06.389"
"1598174"	8	"2013"	"R 0011K"	2023	"09.11.2023"	"53"	NA	"08"	"14"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	6	"09.11.2023"	"15.11.2023 13:31:06.506"
"1594403"	4	"2013"	"R 0001K"	2023	"06.08.2023"	"53"	NA	"28"	"51"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"07.08.2023"	"17.08.2023 08:07:08.067"
"1598034"	1	"2013"	"H 0026AV"	2023	"05.11.2023"	"53"	NA	"07"	"13"	70	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"06.11.2023"	"14.11.2023 12:51:11.614"
"1592478"	2	"2013"	"TR0400V"	2023	"11.05.2023"	"53"	NA	"08"	"51"	45	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"12.05.2023"	"30.05.2023 14:37:03.632"
"1592446"	2	"2013"	"TF0195M"	2023	"03.05.2023"	"53"	NA	"08"	"55"	62.6	"NOR"	0	NA	0	"Sluttseddeldokument"	7	"04.05.2023"	"25.05.2023 10:27:03.636"
"1598901"	2	"2013"	"H 0005ØN"	2023	"21.11.2023"	"53"	NA	"42"	"84"	62.6	"NOR"	0	NA	0	"Sluttseddeldokument"	6	"22.11.2023"	"07.12.2023 13:21:04.929"
"1592896"	2	"2013"	"N 0307LN"	2023	"10.06.2023"	"53"	NA	"28"	"52"	74.8	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"11.06.2023"	"26.06.2023 09:09:03.974"
"1596469"	2	"2013"	"R 0022B"	2023	"23.09.2023"	"53"	NA	"08"	"13"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"24.09.2023"	"29.09.2023 07:33:05.384"
"1592909"	2	"2013"	"R 0020V"	2023	"11.06.2023"	"53"	NA	"28"	"51"	49.9	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"12.06.2023"	"26.06.2023 09:09:06.239"
"1599189"	6	"2013"	"R 0030K"	2023	"01.12.2023"	"53"	NA	"08"	"11"	67.6	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"02.12.2023"	"07.12.2023 13:49:03.971"
"1594779"	6	"2013"	"R 0022B"	2023	"21.08.2023"	"53"	NA	"08"	"14"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	6	"22.08.2023"	"12.09.2023 08:03:10.221"
"1595042"	2	"2013"	"R 0022B"	2023	"27.08.2023"	"53"	NA	"08"	"14"	42.5	"NOR"	0	NA	0	"Sluttseddeldokument"	6	"27.08.2023"	"12.09.2023 08:05:08.687"
"1594671"	10	"2013"	"H 0030B"	2023	"18.08.2023"	"53"	NA	"08"	"14"	61.86	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"19.08.2023"	"23.08.2023 12:59:04.471"
"1594776"	2	"2013"	"H 0077AV"	2023	"21.08.2023"	"53"	NA	"28"	"51"	68.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"21.08.2023"	"01.09.2023 13:37:07.991"
"1592393"	2	"2013"	"H 0004AV"	2023	"22.04.2023"	"53"	NA	"31"	"03"	76.4	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"25.04.2023"	"05.05.2023 09:11:03.815"
"1594778"	2	"2013"	"H 0140B"	2023	"21.08.2023"	"53"	NA	"28"	"52"	60.9	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"22.08.2023"	"01.09.2023 13:37:09.694"
"1593139"	3	"2013"	"R 0030K"	2023	"18.06.2023"	"53"	NA	"08"	"54"	67.6	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"19.06.2023"	"29.06.2023 12:23:07.324"
"1593217"	2	"2013"	"H 0077AV"	2023	"20.06.2023"	"53"	NA	"28"	"52"	68.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"21.06.2023"	"29.06.2023 12:25:08.194"
"1598701"	3	"2013"	"H 0005ØN"	2023	"17.11.2023"	"53"	NA	"28"	"11"	62.6	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"18.11.2023"	"23.11.2023 10:34:26.513"
"1594420"	2	"2013"	"R 0011K"	2023	"07.08.2023"	"53"	NA	"42"	"12"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"08.08.2023"	"17.08.2023 08:27:04.381"
"1595014"	3	"2013"	"M 0030M"	2023	"25.08.2023"	"53"	NA	"41"	"93"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"26.08.2023"	"01.09.2023 13:43:08.274"
"1598469"	9	"2013"	"R 0011K"	2023	"14.11.2023"	"53"	NA	"28"	"53"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"15.11.2023"	"21.11.2023 12:27:07.058"
"1598672"	1	"2013"	"H 0012AV"	2023	"17.11.2023"	"53"	NA	"08"	"07"	62.95	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"18.11.2023"	"23.11.2023 10:34:15.031"
"1593134"	3	"2013"	"H 0002F"	2023	"17.06.2023"	"53"	NA	"08"	"54"	64	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"18.06.2023"	"26.06.2023 13:05:09.420"
"1598383"	2	"2013"	"F 0004H"	2023	"13.11.2023"	"11"	NA	"42"	"23"	44.35	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"13.11.2023"	"20.11.2023 08:45:09.535"
"1593277"	5	"2013"	"R 0011K"	2023	"21.06.2023"	"51"	NA	"41"	"75"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"22.06.2023"	"29.06.2023 12:33:06.162"
"1592890"	3	"2013"	"R 0011K"	2023	"10.06.2023"	"51"	NA	"41"	"75"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"11.06.2023"	"20.06.2023 13:05:04.158"
"1592530"	2	"2013"	"H 0004B"	2023	"16.05.2023"	"51"	NA	"41"	"75"	68.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"17.05.2023"	"31.05.2023 12:51:04.070"
"1592585"	2	"2013"	"VL0778B"	2023	"22.05.2023"	"51"	NA	"41"	"75"	43.85	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"23.05.2023"	"31.05.2023 14:29:03.843"
"1592575"	2	"2013"	"R 0001K"	2023	"21.05.2023"	"51"	NA	"41"	"75"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"22.05.2023"	"31.05.2023 13:07:03.946"
"1592570"	5	"2013"	"H 0030B"	2023	"21.05.2023"	"51"	NA	"41"	"75"	61.86	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"22.05.2023"	"31.05.2023 13:05:08.725"
"1592566"	4	"2013"	"TF0195M"	2023	"21.05.2023"	"51"	NA	"41"	"75"	62.6	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"22.05.2023"	"31.05.2023 13:03:07.715"
"1592564"	4	"2013"	"H 0004B"	2023	"21.05.2023"	"51"	NA	"41"	"75"	68.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"22.05.2023"	"31.05.2023 13:03:03.943"
"1592526"	6	"2013"	"M 0040HØ"	2023	"15.05.2023"	"51"	NA	"41"	"75"	70.3	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"16.05.2023"	"30.05.2023 06:49:08.763"
"1592581"	5	"2013"	"H 0001AV"	2023	"22.05.2023"	"51"	NA	"41"	"75"	67	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"23.05.2023"	"31.05.2023 14:09:07.229"
"1592520"	2	"2013"	"H 0140AV"	2023	"15.05.2023"	"51"	NA	"41"	"75"	64	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"16.05.2023"	"30.05.2023 06:49:07.153"
"1592560"	5	"2013"	"R 0011K"	2023	"21.05.2023"	"51"	NA	"41"	"75"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	5	"22.05.2023"	"31.05.2023 12:59:03.931"
"1592482"	2	"2013"	"R 0011K"	2023	"11.05.2023"	"51"	NA	"41"	"75"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"12.05.2023"	"19.05.2023 11:03:06.694"
"1592579"	5	"2013"	"H 0388B"	2023	"22.05.2023"	"51"	NA	"41"	"75"	68.8	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"22.05.2023"	"31.05.2023 14:05:04.568"
"1592565"	2	"2013"	"H 0140AV"	2023	"21.05.2023"	"51"	NA	"41"	"75"	64	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"22.05.2023"	"31.05.2023 13:03:06.276"
"1592586"	5	"2013"	"R 0030K"	2023	"22.05.2023"	"51"	NA	"41"	"75"	67.6	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"23.05.2023"	"31.05.2023 14:29:06.144"
"1592399"	2	"2013"	"H 0001AV"	2023	"23.04.2023"	"51"	NA	"41"	"75"	67	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"24.04.2023"	"05.05.2023 09:13:03.649"
"1592451"	3	"2013"	"H 0030B"	2023	"04.05.2023"	"51"	NA	"41"	"75"	61.86	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"05.05.2023"	"15.05.2023 09:05:04.433"
"1592619"	2	"2013"	"H 0005ØN"	2023	"25.05.2023"	"51"	NA	"41"	"75"	62.6	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"25.05.2023"	"08.06.2023 07:57:03.947"
"1592479"	5	"2013"	"R 0001K"	2023	"11.05.2023"	"51"	NA	"41"	"75"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"12.05.2023"	"19.05.2023 11:03:04.432"
"1596391"	4	"2013"	"R 0001K"	2023	"21.09.2023"	"51"	NA	"08"	"13"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	3	"22.09.2023"	"29.09.2023 07:31:04.929"
"1592318"	10	"2013"	"R 0001K"	2023	"08.04.2023"	"51"	NA	"28"	"09"	65	"NOR"	0	NA	0	"Sluttseddeldokument"	7	"09.04.2023"	"17.04.2023 12:55:05.745"
"1598168"	2	"2013"	"H 0058AV"	2023	"08.11.2023"	"53"	NA	"28"	"51"	71.1	"NOR"	0	NA	0	"Sluttseddeldokument"	4	"09.11.2023"	"01.12.2023 13:53:05.625"
