"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"Fartøynavn"	"FartøyID"	"Radiokallesignal_seddel"	"Lengdegruppe_kode"	"Lengdegruppe_bokmål"	"Bruttotonnasje1969"	"BruttotonnasjeAnnen"	"Byggeår"	"Ombyggingsår"	"Motorkraft"	"Motorbyggeår"	"FartøyGjelderFraDato"	"FartøyGjelderTilDato"	"Fartøytype_kode"	"Fartøytype_bokmål"	"Fartøykommune_kode"	"Fartøykommune"	"Fartøyfylke_kode"	"Fartøyfylke"	"Fartøynasjonalitet_kode.Fartøy"	"Fartøynasjonalitet_bokmål"
"1568411"	1	"2013"	"H 0043KM"	2020	"07.10.2020"	"34"	NA	"28"	"01"	12.13	"NOR"	8	"RAMONA"	"1999010345"	"LK6606"	"2"	"11-14,99 m"	NA	18	1999	NA	290	1999	"01.01.2020"	"01.02.2021 23:59:59"	"01"	"Fiskefartøy"	4622	"KVAM"	46	"Vestland"	NA	"NORGE"
"1568181"	1	"2013"	"H 0007F"	2020	"05.10.2020"	"34"	NA	"28"	"01"	10.66	"NOR"	8	"TOMINA"	"2013060852"	"LG7356"	"1"	"Under 11 m"	NA	NA	2013	NA	496	2013	"01.01.2020"	"02.05.2021 23:59:59"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1568185"	1	"2013"	"O 0009O"	2020	"05.10.2020"	"34"	NA	"28"	"01"	10.3	"NOR"	8	"OFFSHORE HUNTER II"	"2004028705"	"LG2129"	"1"	"Under 11 m"	NA	NA	2004	NA	369	2015	"29.09.2020"	"20.03.2021 23:59:59"	"01"	"Fiskefartøy"	301	"OSLO"	3	"Oslo"	NA	"NORGE"
"1568474"	1	"2013"	"H 0083O"	2020	"08.10.2020"	"34"	NA	"28"	"01"	10.65	"NOR"	8	"VESTREVÅG"	"2010052308"	"LG5544"	"1"	"Under 11 m"	NA	NA	2010	NA	175	2010	"01.01.2020"	"28.02.2021 23:59:59"	"01"	"Fiskefartøy"	4624	"BJØRNAFJORDEN"	46	"Vestland"	NA	"NORGE"
"1567484"	1	"2013"	"H 0007F"	2020	"26.09.2020"	"34"	NA	"28"	"01"	10.66	"NOR"	8	"TOMINA"	"2013060852"	"LG7356"	"1"	"Under 11 m"	NA	NA	2013	NA	496	2013	"01.01.2020"	"02.05.2021 23:59:59"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1567905"	1	"2013"	"H 0383AV"	2020	"02.10.2020"	"34"	NA	"28"	"01"	6.3	"NOR"	8	"ELIDA"	"2001015446"	NA	"1"	"Under 11 m"	NA	NA	1998	2001	90	2009	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1567252"	1	"2013"	"H 0024ØN"	2020	"19.09.2020"	"34"	NA	"28"	"01"	10.52	"NOR"	8	"BARACUDA"	"1982003068"	"LM8775"	"1"	"Under 11 m"	NA	9	1974	NA	200	1963	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1568475"	1	"2013"	"VL0006ØN"	2020	"08.10.2020"	"34"	NA	"28"	"01"	7.95	"NOR"	8	"SUNNIVA"	"2020114534"	"LH4114"	"1"	"Under 11 m"	NA	NA	2020	NA	250	2020	"20.07.2020"	"27.05.2021 23:59:59"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1568508"	1	"2013"	"H 0180AV"	2020	"09.10.2020"	"34"	NA	"28"	"01"	6.6	"NOR"	8	"SIMON"	"2017096354"	NA	"1"	"Under 11 m"	NA	NA	2017	NA	150	2017	"01.01.2020"	"28.07.2021 23:59:59"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1568399"	1	"2013"	"O 0009O"	2020	"07.10.2020"	"34"	NA	"28"	"01"	10.3	"NOR"	8	"OFFSHORE HUNTER II"	"2004028705"	"LG2129"	"1"	"Under 11 m"	NA	NA	2004	NA	369	2015	"29.09.2020"	"20.03.2021 23:59:59"	"01"	"Fiskefartøy"	301	"OSLO"	3	"Oslo"	NA	"NORGE"
"1567536"	1	"2013"	"VL0006ØN"	2020	"28.09.2020"	"34"	NA	"28"	"01"	7.95	"NOR"	8	"SUNNIVA"	"2020114534"	"LH4114"	"1"	"Under 11 m"	NA	NA	2020	NA	250	2020	"20.07.2020"	"27.05.2021 23:59:59"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1567253"	1	"2013"	"VL0006ØN"	2020	"19.09.2020"	"34"	NA	"28"	"01"	7.95	"NOR"	8	"SUNNIVA"	"2020114534"	"LH4114"	"1"	"Under 11 m"	NA	NA	2020	NA	250	2020	"20.07.2020"	"27.05.2021 23:59:59"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1567312"	1	"2013"	"SF0139A"	2020	"21.09.2020"	"34"	NA	"28"	"01"	10.64	"NOR"	8	"SJØFLU"	"1987009425"	"LK2053"	"1"	"Under 11 m"	NA	16	1986	NA	150	2012	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4645	"ASKVOLL"	46	"Vestland"	NA	"NORGE"
"1567136"	1	"2013"	"H 0180AV"	2020	"16.09.2020"	"34"	NA	"28"	"01"	6.6	"NOR"	8	"SIMON"	"2017096354"	NA	"1"	"Under 11 m"	NA	NA	2017	NA	150	2017	"01.01.2020"	"28.07.2021 23:59:59"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1567140"	2	"2013"	"H 0059AV"	2020	"16.09.2020"	"34"	NA	"28"	"01"	12.83	"NOR"	8	"HÅBRAND"	"2008043909"	"LG3567"	"2"	"11-14,99 m"	NA	43	2008	NA	280	2007	"01.01.2020"	"30.05.2021 23:59:59"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1567153"	1	"2013"	"SF0139A"	2020	"16.09.2020"	"34"	NA	"28"	"01"	10.64	"NOR"	0	"SJØFLU"	"1987009425"	"LK2053"	"1"	"Under 11 m"	NA	16	1986	NA	150	2012	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4645	"ASKVOLL"	46	"Vestland"	NA	"NORGE"
"1568458"	1	"2013"	"VA0134M"	2020	"08.10.2020"	"34"	NA	"28"	"03"	12.52	"NOR"	8	"SKOGSØYJENTA"	"1999012721"	"LK5485"	"2"	"11-14,99 m"	NA	10	1995	2006	250	2006	"01.01.2020"	"27.01.2021 23:59:59"	"01"	"Fiskefartøy"	4205	"LINDESNES"	42	"Agder"	NA	"NORGE"
"1568404"	1	"2013"	"R 0182K"	2020	"07.10.2020"	"34"	NA	"28"	"03"	10.56	"NOR"	8	"VICMA"	"1999008413"	"LK6672"	"1"	"Under 11 m"	NA	51	1999	NA	370	1999	"13.08.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1568695"	1	"2013"	"VA0001M"	2020	"11.10.2020"	"34"	NA	"28"	"01"	10.65	"NOR"	8	"ANTILDE"	"2010051688"	"LF5177"	"1"	"Under 11 m"	NA	25	2009	NA	330	2009	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4205	"LINDESNES"	42	"Agder"	NA	"NORGE"
"1567450"	1	"2013"	"VL0006ØN"	2020	"24.09.2020"	"34"	NA	"28"	"01"	7.95	"NOR"	8	"SUNNIVA"	"2020114534"	"LH4114"	"1"	"Under 11 m"	NA	NA	2020	NA	250	2020	"20.07.2020"	"27.05.2021 23:59:59"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1568912"	1	"2013"	"H 0285AV"	2020	"14.10.2020"	"34"	NA	"28"	"01"	9.8	"NOR"	8	"JESPER JR"	"2006036006"	"LF6036"	"1"	"Under 11 m"	NA	NA	1977	NA	60	1985	"01.01.2020"	"27.10.2021 23:59:59"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1568403"	1	"2013"	"H 0024ØN"	2020	"07.10.2020"	"34"	NA	"28"	"01"	10.52	"NOR"	8	"BARACUDA"	"1982003068"	"LM8775"	"1"	"Under 11 m"	NA	9	1974	NA	200	1963	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1568780"	1	"2013"	"O 0009O"	2020	"12.10.2020"	"34"	NA	"28"	"01"	10.3	"NOR"	8	"OFFSHORE HUNTER II"	"2004028705"	"LG2129"	"1"	"Under 11 m"	NA	NA	2004	NA	369	2015	"29.09.2020"	"20.03.2021 23:59:59"	"01"	"Fiskefartøy"	301	"OSLO"	3	"Oslo"	NA	"NORGE"
"1568400"	1	"2013"	"VL0006ØN"	2020	"07.10.2020"	"34"	NA	"28"	"01"	7.95	"NOR"	8	"SUNNIVA"	"2020114534"	"LH4114"	"1"	"Under 11 m"	NA	NA	2020	NA	250	2020	"20.07.2020"	"27.05.2021 23:59:59"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1568182"	1	"2013"	"H 0180AV"	2020	"05.10.2020"	"34"	NA	"28"	"01"	6.6	"NOR"	8	"SIMON"	"2017096354"	NA	"1"	"Under 11 m"	NA	NA	2017	NA	150	2017	"01.01.2020"	"28.07.2021 23:59:59"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1567607"	1	"2013"	"SF0041F"	2020	"29.09.2020"	"34"	NA	"28"	"01"	10.65	"NOR"	8	"ÆSØYBUEN"	"1996008719"	"LK5937"	"1"	"Under 11 m"	NA	12	1996	NA	218	1996	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4602	"KINN"	46	"Vestland"	NA	"NORGE"
"1567612"	1	"2013"	"H 0059AV"	2020	"29.09.2020"	"34"	NA	"28"	"01"	12.83	"NOR"	8	"HÅBRAND"	"2008043909"	"LG3567"	"2"	"11-14,99 m"	NA	43	2008	NA	280	2007	"01.01.2020"	"30.05.2021 23:59:59"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1567140"	1	"2013"	"H 0059AV"	2020	"16.09.2020"	"34"	NA	"28"	"01"	12.83	"NOR"	8	"HÅBRAND"	"2008043909"	"LG3567"	"2"	"11-14,99 m"	NA	43	2008	NA	280	2007	"01.01.2020"	"30.05.2021 23:59:59"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1568913"	1	"2013"	"H 0180AV"	2020	"14.10.2020"	"34"	NA	"28"	"01"	6.6	"NOR"	8	"SIMON"	"2017096354"	NA	"1"	"Under 11 m"	NA	NA	2017	NA	150	2017	"01.01.2020"	"28.07.2021 23:59:59"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1568392"	1	"2013"	"H 0059AV"	2020	"07.10.2020"	"34"	NA	"28"	"01"	12.83	"NOR"	8	"HÅBRAND"	"2008043909"	"LG3567"	"2"	"11-14,99 m"	NA	43	2008	NA	280	2007	"01.01.2020"	"30.05.2021 23:59:59"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1568402"	1	"2013"	"VL0045AV"	2020	"07.10.2020"	"34"	NA	"28"	"01"	10.66	"NOR"	0	"SKARTEN"	"2015068513"	"LG8671"	"1"	"Under 11 m"	NA	NA	2011	NA	500	2011	"15.04.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1568410"	1	"2013"	"H 0383AV"	2020	"07.10.2020"	"34"	NA	"28"	"01"	6.3	"NOR"	8	"ELIDA"	"2001015446"	NA	"1"	"Under 11 m"	NA	NA	1998	2001	90	2009	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1568409"	1	"2013"	"VL0017BN"	2020	"07.10.2020"	"34"	NA	"28"	"04"	12.99	"NOR"	8	"SKYE"	"2017075714"	"LG9949"	"2"	"11-14,99 m"	NA	NA	2017	NA	390	2016	"18.03.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4601	"BERGEN"	46	"Vestland"	NA	"NORGE"
"1568456"	1	"2013"	"R 0045K"	2020	"08.10.2020"	"34"	NA	"28"	"02"	10.99	"NOR"	8	"SOLGLYTT"	"2014066175"	"LG8309"	"1"	"Under 11 m"	NA	NA	2014	NA	285	2014	"02.02.2018"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1567610"	1	"2013"	"H 0083O"	2020	"29.09.2020"	"34"	NA	"28"	"01"	10.65	"NOR"	8	"VESTREVÅG"	"2010052308"	"LG5544"	"1"	"Under 11 m"	NA	NA	2010	NA	175	2010	"01.01.2020"	"28.02.2021 23:59:59"	"01"	"Fiskefartøy"	4624	"BJØRNAFJORDEN"	46	"Vestland"	NA	"NORGE"
"1568010"	1	"2013"	"H 0007F"	2020	"03.10.2020"	"34"	NA	"28"	"01"	10.66	"NOR"	8	"TOMINA"	"2013060852"	"LG7356"	"1"	"Under 11 m"	NA	NA	2013	NA	496	2013	"01.01.2020"	"02.05.2021 23:59:59"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1567483"	1	"2013"	"H 0059AV"	2020	"26.09.2020"	"34"	NA	"28"	"01"	12.83	"NOR"	8	"HÅBRAND"	"2008043909"	"LG3567"	"2"	"11-14,99 m"	NA	43	2008	NA	280	2007	"01.01.2020"	"30.05.2021 23:59:59"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1567485"	1	"2013"	"H 0180AV"	2020	"26.09.2020"	"34"	NA	"28"	"01"	6.6	"NOR"	8	"SIMON"	"2017096354"	NA	"1"	"Under 11 m"	NA	NA	2017	NA	150	2017	"01.01.2020"	"28.07.2021 23:59:59"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1566546"	1	"2013"	"H 0180AV"	2020	"27.08.2020"	"34"	NA	"28"	"01"	6.6	"NOR"	0	"SIMON"	"2017096354"	NA	"1"	"Under 11 m"	NA	NA	2017	NA	150	2017	"01.01.2020"	"28.07.2021 23:59:59"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1566718"	1	"2013"	"VL0006ØN"	2020	"01.09.2020"	"34"	NA	"28"	"01"	7.95	"NOR"	8	"SUNNIVA"	"2020114534"	"LH4114"	"1"	"Under 11 m"	NA	NA	2020	NA	250	2020	"20.07.2020"	"27.05.2021 23:59:59"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1567318"	1	"2013"	"VL0006ØN"	2020	"21.09.2020"	"34"	NA	"28"	"01"	7.95	"NOR"	8	"SUNNIVA"	"2020114534"	"LH4114"	"1"	"Under 11 m"	NA	NA	2020	NA	250	2020	"20.07.2020"	"27.05.2021 23:59:59"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1567147"	1	"2013"	"H 0076AV"	2020	"16.09.2020"	"34"	NA	"28"	"01"	10.55	"NOR"	8	"NJÅGUTT"	"1999003020"	"LK6604"	"1"	"Under 11 m"	NA	6	1999	NA	318	1999	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1568915"	1	"2013"	"H 0028FJ"	2020	"14.10.2020"	"34"	NA	"28"	"01"	11.43	"NOR"	8	"SOLØYBAS"	"2007038890"	"LG2259"	"2"	"11-14,99 m"	NA	NA	2004	NA	430	2004	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4615	"FITJAR"	46	"Vestland"	NA	"NORGE"
"1568495"	1	"2013"	"VA0050S"	2020	"09.10.2020"	"34"	NA	"28"	"01"	10.65	"NOR"	8	"LOTTA"	"2008041650"	"LF4236"	"1"	"Under 11 m"	NA	12	2007	NA	450	2006	"01.01.2020"	"15.10.2020 23:59:59"	"01"	"Fiskefartøy"	4204	"KRISTIANSAND"	42	"Agder"	NA	"NORGE"
"1568507"	1	"2013"	"H 0383AV"	2020	"09.10.2020"	"34"	NA	"28"	"01"	6.3	"NOR"	8	"ELIDA"	"2001015446"	NA	"1"	"Under 11 m"	NA	NA	1998	2001	90	2009	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1568515"	1	"2013"	"H 0076AV"	2020	"09.10.2020"	"34"	NA	"28"	"01"	10.55	"NOR"	8	"NJÅGUTT"	"1999003020"	"LK6604"	"1"	"Under 11 m"	NA	6	1999	NA	318	1999	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1567611"	1	"2013"	"H 0024ØN"	2020	"29.09.2020"	"34"	NA	"28"	"01"	10.52	"NOR"	8	"BARACUDA"	"1982003068"	"LM8775"	"1"	"Under 11 m"	NA	9	1974	NA	200	1963	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1567448"	1	"2013"	"H 0383AV"	2020	"24.09.2020"	"34"	NA	"28"	"01"	6.3	"NOR"	8	"ELIDA"	"2001015446"	NA	"1"	"Under 11 m"	NA	NA	1998	2001	90	2009	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1568011"	1	"2013"	"H 0180AV"	2020	"03.10.2020"	"34"	NA	"28"	"01"	6.6	"NOR"	8	"SIMON"	"2017096354"	NA	"1"	"Under 11 m"	NA	NA	2017	NA	150	2017	"01.01.2020"	"28.07.2021 23:59:59"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1567189"	1	"2013"	"H 0180AV"	2020	"17.09.2020"	"34"	NA	"28"	"01"	6.6	"NOR"	8	"SIMON"	"2017096354"	NA	"1"	"Under 11 m"	NA	NA	2017	NA	150	2017	"01.01.2020"	"28.07.2021 23:59:59"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1568281"	1	"2013"	"R 0029B"	2020	"06.10.2020"	"34"	NA	"07"	"33"	12.91	"NOR"	8	"LITEN"	"1987008623"	"LK2979"	"2"	"11-14,99 m"	NA	21	1987	NA	250	2015	"01.01.2018"	"05.09.2021 23:59:59"	"01"	"Fiskefartøy"	1145	"BOKN"	11	"Rogaland"	NA	"NORGE"
"1568499"	1	"2013"	"H 0028FJ"	2020	"09.10.2020"	"34"	NA	"28"	"01"	11.43	"NOR"	8	"SOLØYBAS"	"2007038890"	"LG2259"	"2"	"11-14,99 m"	NA	NA	2004	NA	430	2004	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4615	"FITJAR"	46	"Vestland"	NA	"NORGE"
"1568178"	1	"2013"	"H 0024ØN"	2020	"05.10.2020"	"34"	NA	"28"	"01"	10.52	"NOR"	8	"BARACUDA"	"1982003068"	"LM8775"	"1"	"Under 11 m"	NA	9	1974	NA	200	1963	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1567598"	1	"2013"	"H 0007F"	2020	"29.09.2020"	"34"	NA	"28"	"01"	10.66	"NOR"	8	"TOMINA"	"2013060852"	"LG7356"	"1"	"Under 11 m"	NA	NA	2013	NA	496	2013	"01.01.2020"	"02.05.2021 23:59:59"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1567613"	1	"2013"	"H 0076AV"	2020	"29.09.2020"	"34"	NA	"28"	"01"	10.55	"NOR"	8	"NJÅGUTT"	"1999003020"	"LK6604"	"1"	"Under 11 m"	NA	6	1999	NA	318	1999	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1566944"	1	"2013"	"H 0383AV"	2020	"08.09.2020"	"34"	NA	"28"	"01"	6.3	"NOR"	8	"ELIDA"	"2001015446"	NA	"1"	"Under 11 m"	NA	NA	1998	2001	90	2009	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1566719"	1	"2013"	"H 0007F"	2020	"01.09.2020"	"34"	NA	"28"	"01"	10.66	"NOR"	8	"TOMINA"	"2013060852"	"LG7356"	"1"	"Under 11 m"	NA	NA	2013	NA	496	2013	"01.01.2020"	"02.05.2021 23:59:59"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1567243"	1	"2013"	"H 0007F"	2020	"19.09.2020"	"34"	NA	"28"	"01"	10.66	"NOR"	0	"TOMINA"	"2013060852"	"LG7356"	"1"	"Under 11 m"	NA	NA	2013	NA	496	2013	"01.01.2020"	"02.05.2021 23:59:59"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1567247"	1	"2013"	"H 0059AV"	2020	"19.09.2020"	"34"	NA	"28"	"01"	12.83	"NOR"	8	"HÅBRAND"	"2008043909"	"LG3567"	"2"	"11-14,99 m"	NA	43	2008	NA	280	2007	"01.01.2020"	"30.05.2021 23:59:59"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1568540"	1	"2013"	"H 0024ØN"	2020	"09.10.2020"	"34"	NA	"28"	"01"	10.52	"NOR"	8	"BARACUDA"	"1982003068"	"LM8775"	"1"	"Under 11 m"	NA	9	1974	NA	200	1963	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4626	"ØYGARDEN"	46	"Vestland"	NA	"NORGE"
"1568184"	1	"2013"	"H 0083O"	2020	"05.10.2020"	"34"	NA	"28"	"01"	10.65	"NOR"	8	"VESTREVÅG"	"2010052308"	"LG5544"	"1"	"Under 11 m"	NA	NA	2010	NA	175	2010	"01.01.2020"	"28.02.2021 23:59:59"	"01"	"Fiskefartøy"	4624	"BJØRNAFJORDEN"	46	"Vestland"	NA	"NORGE"
"1567606"	1	"2013"	"SF0040F"	2020	"29.09.2020"	"34"	NA	"28"	"01"	10.65	"NOR"	8	"YTTERØY"	"2009046488"	"LG4020"	"1"	"Under 11 m"	NA	NA	2008	NA	235	2008	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4602	"KINN"	46	"Vestland"	NA	"NORGE"
"1567320"	1	"2013"	"H 0180AV"	2020	"21.09.2020"	"34"	NA	"28"	"01"	6.6	"NOR"	8	"SIMON"	"2017096354"	NA	"1"	"Under 11 m"	NA	NA	2017	NA	150	2017	"01.01.2020"	"28.07.2021 23:59:59"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1568782"	1	"2013"	"VL0061B"	2020	"12.10.2020"	"34"	NA	"28"	"01"	10.95	"NOR"	8	"SKOTNINGEN"	"2020113597"	"LF6569"	"1"	"Under 11 m"	NA	NA	2019	NA	400	2019	"27.03.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4613	"BØMLO"	46	"Vestland"	NA	"NORGE"
"1568702"	1	"2013"	"VA0134M"	2020	"11.10.2020"	"34"	NA	"28"	"01"	12.52	"NOR"	8	"SKOGSØYJENTA"	"1999012721"	"LK5485"	"2"	"11-14,99 m"	NA	10	1995	2006	250	2006	"01.01.2020"	"27.01.2021 23:59:59"	"01"	"Fiskefartøy"	4205	"LINDESNES"	42	"Agder"	NA	"NORGE"
"1568705"	1	"2013"	"R 0178K"	2020	"11.10.2020"	"34"	NA	"28"	"01"	10.66	"NOR"	8	"HELENA"	"1986001046"	"LK2318"	"1"	"Under 11 m"	NA	12	1986	NA	120	2004	"01.01.2018"	"19.10.2020 23:59:59"	"01"	"Fiskefartøy"	1149	"KARMØY"	11	"Rogaland"	NA	"NORGE"
"1568521"	1	"2013"	"VA0001M"	2020	"09.10.2020"	"34"	NA	"28"	"01"	10.65	"NOR"	8	"ANTILDE"	"2010051688"	"LF5177"	"1"	"Under 11 m"	NA	25	2009	NA	330	2009	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4205	"LINDESNES"	42	"Agder"	NA	"NORGE"
"1568690"	1	"2013"	"H 0043KM"	2020	"11.10.2020"	"34"	NA	"28"	"01"	12.13	"NOR"	8	"RAMONA"	"1999010345"	"LK6606"	"2"	"11-14,99 m"	NA	18	1999	NA	290	1999	"01.01.2020"	"01.02.2021 23:59:59"	"01"	"Fiskefartøy"	4622	"KVAM"	46	"Vestland"	NA	"NORGE"
"1567593"	1	"2013"	"SF0139A"	2020	"29.09.2020"	"34"	NA	"28"	"01"	10.64	"NOR"	8	"SJØFLU"	"1987009425"	"LK2053"	"1"	"Under 11 m"	NA	16	1986	NA	150	2012	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4645	"ASKVOLL"	46	"Vestland"	NA	"NORGE"
"1567907"	1	"2013"	"H 0098O"	2020	"02.10.2020"	"34"	NA	"28"	"01"	10.54	"NOR"	8	"FJORDGLANS"	"2007038428"	"LG2246"	"1"	"Under 11 m"	NA	11	2007	NA	154	2007	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4624	"BJØRNAFJORDEN"	46	"Vestland"	NA	"NORGE"
"1567908"	1	"2013"	"H 0059AV"	2020	"02.10.2020"	"34"	NA	"28"	"01"	12.83	"NOR"	8	"HÅBRAND"	"2008043909"	"LG3567"	"2"	"11-14,99 m"	NA	43	2008	NA	280	2007	"01.01.2020"	"30.05.2021 23:59:59"	"01"	"Fiskefartøy"	4625	"AUSTEVOLL"	46	"Vestland"	NA	"NORGE"
"1567250"	1	"2013"	"SF0041F"	2020	"19.09.2020"	"34"	NA	"28"	"01"	10.65	"NOR"	8	"ÆSØYBUEN"	"1996008719"	"LK5937"	"1"	"Under 11 m"	NA	12	1996	NA	218	1996	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4602	"KINN"	46	"Vestland"	NA	"NORGE"
"1568693"	1	"2013"	"H 0028FJ"	2020	"11.10.2020"	"34"	NA	"28"	"01"	11.43	"NOR"	8	"SOLØYBAS"	"2007038890"	"LG2259"	"2"	"11-14,99 m"	NA	NA	2004	NA	430	2004	"01.01.2020"	"30.10.2021 01:01:03"	"01"	"Fiskefartøy"	4615	"FITJAR"	46	"Vestland"	NA	"NORGE"
