"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"Landingsdato"	"Landingsklokkeslett"	"Landingskommune_kode"	"Landingskommune"	"Landingsfylke_kode"	"Landingsfylke"	"Landingsnasjon_kode"	"Landingsnasjon_bokmål"	"Produksjonsanlegg"	"Produksjonskommune_kode"	"Produksjonskommune"
"1576189"	1	"2013"	"H 0099AV"	2021	"27.08.2021"	"11"	NA	"30"	"14"	74.2	"NOR"	0	"29.08.2021"	"18:57:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575262"	3	"2013"	"H 0380AV"	2021	"11.08.2021"	"11"	NA	"34"	"05"	70.6	"NOR"	0	"12.08.2021"	"18:12:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575868"	1	"2013"	"M 0250HØ"	2021	"22.08.2021"	"11"	NA	"37"	"02"	69.95	"NOR"	0	"24.08.2021"	"12:29:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576986"	1	"2013"	"H 0077AV"	2021	"11.09.2021"	"11"	NA	"30"	"14"	68.3	"NOR"	0	"12.09.2021"	"16:49:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576108"	2	"2013"	"M 0027VD"	2021	"26.08.2021"	"11"	NA	"30"	"14"	65.7	"NOR"	0	"28.08.2021"	"09:39:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576054"	2	"2013"	"M 0250HØ"	2021	"25.08.2021"	"11"	NA	"30"	"13"	69.95	"NOR"	0	"27.08.2021"	"16:46:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576054"	3	"2013"	"M 0250HØ"	2021	"25.08.2021"	"11"	NA	"30"	"13"	69.95	"NOR"	0	"27.08.2021"	"16:46:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576283"	1	"2013"	"H 0380AV"	2021	"29.08.2021"	"11"	NA	"30"	"09"	70.6	"NOR"	0	"30.08.2021"	"10:54:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1574093"	3	"2013"	"SF0008A"	2021	"23.06.2021"	"11"	NA	"28"	"51"	44.85	"NOR"	0	"24.06.2021"	"14:46:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575337"	2	"2013"	"M 0125H"	2021	"13.08.2021"	"11"	NA	"37"	"02"	75	"NOR"	0	"14.08.2021"	"18:09:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575520"	3	"2013"	"H 0087AV"	2021	"16.08.2021"	"11"	NA	"30"	"04"	68.8	"NOR"	0	"17.08.2021"	"17:53:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573574"	6	"2013"	"M 0027VD"	2021	"08.06.2021"	"11"	NA	"08"	"14"	65.7	"NOR"	0	"09.06.2021"	"19:48:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575406"	4	"2013"	"SF0028B"	2021	"14.08.2021"	"11"	NA	"30"	"09"	64	"NOR"	0	"16.08.2021"	"12:41:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575615"	2	"2013"	"M 0008AV"	2021	"17.08.2021"	"11"	NA	"07"	"20"	34.85	"NOR"	0	"18.08.2021"	"17:54:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575621"	2	"2013"	"TR0004O"	2021	"17.08.2021"	"11"	NA	"30"	"14"	79.95	"NOR"	0	"18.08.2021"	"14:42:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575624"	2	"2013"	"TR0346ND"	2021	"17.08.2021"	"11"	NA	"30"	"04"	43.8	"NOR"	0	"18.08.2021"	"20:02:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575406"	2	"2013"	"SF0028B"	2021	"14.08.2021"	"11"	NA	"30"	"09"	64	"NOR"	0	"16.08.2021"	"12:41:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575716"	2	"2013"	"H 0001BN"	2021	"20.08.2021"	"11"	NA	"34"	"05"	75.4	"NOR"	0	"21.08.2021"	"12:31:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573107"	4	"2013"	"F 0004H"	2021	"25.05.2021"	"11"	NA	"42"	"24"	44.35	"NOR"	0	"27.05.2021"	"12:17:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1574094"	4	"2013"	"M 0027VD"	2021	"23.06.2021"	"11"	NA	"08"	"55"	65.7	"NOR"	0	"24.06.2021"	"17:39:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573310"	4	"2013"	"SF0001V"	2021	"31.05.2021"	"11"	NA	"28"	"51"	56.2	"NOR"	0	"01.06.2021"	"19:10:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575369"	1	"2013"	"H 0087AV"	2021	"14.08.2021"	"11"	NA	"37"	"01"	68.8	"NOR"	0	"15.08.2021"	"19:58:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575370"	2	"2013"	"H 0087AV"	2021	"14.08.2021"	"11"	NA	"30"	"14"	68.8	"NOR"	0	"15.08.2021"	"19:48:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575370"	3	"2013"	"H 0087AV"	2021	"14.08.2021"	"11"	NA	"30"	"14"	68.8	"NOR"	0	"15.08.2021"	"19:48:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575615"	1	"2013"	"M 0008AV"	2021	"17.08.2021"	"11"	NA	"07"	"20"	34.85	"NOR"	0	"18.08.2021"	"17:54:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575622"	2	"2013"	"TR0004O"	2021	"17.08.2021"	"11"	NA	"07"	"20"	79.95	"NOR"	0	"18.08.2021"	"14:46:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575623"	1	"2013"	"TR0346ND"	2021	"17.08.2021"	"11"	NA	"30"	"04"	43.8	"NOR"	0	"18.08.2021"	"19:59:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575623"	2	"2013"	"TR0346ND"	2021	"17.08.2021"	"11"	NA	"30"	"04"	43.8	"NOR"	0	"18.08.2021"	"19:59:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575867"	2	"2013"	"M 0400A"	2021	"22.08.2021"	"11"	NA	"30"	"14"	80	"NOR"	0	"23.08.2021"	"19:59:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575938"	1	"2013"	"M 0029HØ"	2021	"23.08.2021"	"11"	NA	"34"	"05"	77.5	"NOR"	0	"25.08.2021"	"21:35:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575938"	2	"2013"	"M 0029HØ"	2021	"23.08.2021"	"11"	NA	"34"	"05"	77.5	"NOR"	0	"25.08.2021"	"21:35:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575296"	2	"2013"	"H 0001BN"	2021	"12.08.2021"	"11"	NA	"37"	"02"	75.4	"NOR"	0	"13.08.2021"	"17:36:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575337"	4	"2013"	"M 0125H"	2021	"13.08.2021"	"11"	NA	"37"	"02"	75	"NOR"	0	"14.08.2021"	"18:09:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576979"	1	"2013"	"M 0001HØ"	2021	"11.09.2021"	"11"	NA	"30"	"13"	75.4	"NOR"	0	"13.09.2021"	"09:38:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575460"	3	"2013"	"N 0024ME"	2021	"15.08.2021"	"11"	NA	"30"	"08"	67.4	"NOR"	0	"16.08.2021"	"15:40:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575759"	3	"2013"	"SF0012F"	2021	"21.08.2021"	"11"	NA	"34"	"05"	34.79	"NOR"	0	"22.08.2021"	"20:28:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577782"	1	"2013"	"SF0139A"	2021	"01.10.2021"	"34"	NA	"28"	"01"	10.64	"NOR"	0	"01.10.2021"	"09:11:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577229"	1	"2013"	"SF0139A"	2021	"16.09.2021"	"34"	NA	"28"	"01"	10.64	"NOR"	8	"16.09.2021"	"10:39:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575320"	1	"2013"	"SF0040F"	2021	"13.08.2021"	"34"	NA	"28"	"04"	10.65	"NOR"	8	"13.08.2021"	"13:02:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577019"	1	"2013"	"SF0139A"	2021	"12.09.2021"	"34"	NA	"28"	"01"	10.64	"NOR"	8	"12.09.2021"	"19:23:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577789"	1	"2013"	"SF0210V"	2021	"01.10.2021"	"34"	NA	"28"	"03"	10.61	"NOR"	8	"01.10.2021"	"10:01:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577018"	1	"2013"	"H 0024ØN"	2021	"12.09.2021"	"34"	NA	"28"	"01"	10.52	"NOR"	8	"12.09.2021"	"19:19:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578464"	1	"2013"	"SF0139A"	2021	"14.10.2021"	"34"	NA	"28"	"01"	10.64	"NOR"	8	"14.10.2021"	"11:55:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578027"	1	"2013"	"SF0210V"	2021	"07.10.2021"	"34"	NA	"07"	"05"	10.61	"NOR"	8	"07.10.2021"	"11:45:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578749"	1	"2013"	"H 0024ØN"	2021	"19.10.2021"	"34"	NA	"28"	"01"	10.52	"NOR"	8	"19.10.2021"	"10:06:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578024"	1	"2013"	"H 0024ØN"	2021	"07.10.2021"	"34"	NA	"28"	"01"	10.52	"NOR"	8	"07.10.2021"	"11:19:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577790"	1	"2013"	"VL0032KI"	2021	"01.10.2021"	"34"	NA	"07"	"05"	8.53	"NOR"	8	"01.10.2021"	"10:10:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578092"	1	"2013"	"SF0139A"	2021	"08.10.2021"	"34"	NA	"07"	"05"	10.64	"NOR"	8	"08.10.2021"	"09:50:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577617"	1	"2013"	"SF0139A"	2021	"27.09.2021"	"34"	NA	"28"	"03"	10.64	"NOR"	8	"27.09.2021"	"09:54:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577618"	1	"2013"	"H 0024ØN"	2021	"27.09.2021"	"34"	NA	"28"	"01"	10.52	"NOR"	0	"27.09.2021"	"10:28:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577779"	1	"2013"	"H 0024ØN"	2021	"01.10.2021"	"34"	NA	"28"	"01"	10.52	"NOR"	8	"01.10.2021"	"08:32:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576668"	1	"2013"	"SF0139A"	2021	"06.09.2021"	"34"	NA	"07"	"05"	10.64	"NOR"	8	"06.09.2021"	"10:23:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578465"	1	"2013"	"H 0024ØN"	2021	"14.10.2021"	"34"	NA	"28"	"01"	10.52	"NOR"	0	"14.10.2021"	"12:14:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575574"	1	"2013"	"VL0264AV"	2021	"17.08.2021"	"53"	NA	"30"	"14"	87.8	"NOR"	0	"18.08.2021"	"12:22:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1579139"	1	"2013"	"NT0500V"	2021	"30.10.2021"	"53"	NA	"07"	"15"	68.25	"NOR"	0	"31.10.2021"	"13:28:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578410"	1	"2013"	"H 0026AV"	2021	"13.10.2021"	"53"	NA	"07"	"18"	70	"NOR"	0	"14.10.2021"	"11:04:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575574"	3	"2013"	"VL0264AV"	2021	"17.08.2021"	"53"	NA	"30"	"14"	87.8	"NOR"	0	"18.08.2021"	"12:22:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1579136"	1	"2013"	"TR0400V"	2021	"29.10.2021"	"53"	NA	"07"	"15"	45	"NOR"	0	"31.10.2021"	"09:49:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578643"	1	"2013"	"T 0055G"	2021	"18.10.2021"	"53"	NA	"07"	"15"	69.99	"NOR"	0	"18.10.2021"	"17:56:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1579276"	3	"2013"	"NT0500V"	2021	"02.11.2021"	"53"	NA	"07"	"18"	68.25	"NOR"	0	"03.11.2021"	"12:04:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1579276"	1	"2013"	"NT0500V"	2021	"02.11.2021"	"53"	NA	"07"	"18"	68.25	"NOR"	0	"03.11.2021"	"12:04:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578786"	2	"2013"	"VA0110S"	2021	"20.10.2021"	"53"	NA	"07"	"15"	37.3	"NOR"	0	"20.10.2021"	"15:46:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1579139"	2	"2013"	"NT0500V"	2021	"30.10.2021"	"53"	NA	"07"	"15"	68.25	"NOR"	0	"31.10.2021"	"13:28:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1579401"	1	"2013"	"TR0400V"	2021	"05.11.2021"	"53"	NA	"07"	"14"	45	"NOR"	0	"05.11.2021"	"17:01:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1579401"	3	"2013"	"TR0400V"	2021	"05.11.2021"	"53"	NA	"07"	"14"	45	"NOR"	0	"05.11.2021"	"17:01:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576731"	2	"2013"	"T 0055G"	2021	"07.09.2021"	"53"	NA	"30"	"09"	69.99	"NOR"	0	"08.09.2021"	"13:47:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578982"	1	"2013"	"VL0001ØN"	2021	"25.10.2021"	"53"	NA	"08"	"16"	86.1	"NOR"	8	"25.10.2021"	"15:26:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1579407"	3	"2013"	"H 0221B"	2021	"05.11.2021"	"53"	NA	"07"	"14"	49.96	"NOR"	0	"05.11.2021"	"20:11:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575574"	2	"2013"	"VL0264AV"	2021	"17.08.2021"	"53"	NA	"30"	"14"	87.8	"NOR"	0	"18.08.2021"	"12:22:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1579136"	2	"2013"	"TR0400V"	2021	"29.10.2021"	"53"	NA	"07"	"15"	45	"NOR"	0	"31.10.2021"	"09:49:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576731"	1	"2013"	"T 0055G"	2021	"07.09.2021"	"53"	NA	"30"	"09"	69.99	"NOR"	0	"08.09.2021"	"13:47:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576731"	3	"2013"	"T 0055G"	2021	"07.09.2021"	"53"	NA	"30"	"09"	69.99	"NOR"	0	"08.09.2021"	"13:47:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578410"	3	"2013"	"H 0026AV"	2021	"13.10.2021"	"53"	NA	"07"	"18"	70	"NOR"	0	"14.10.2021"	"11:04:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578843"	1	"2013"	"H 0017BN"	2021	"20.10.2021"	"53"	NA	"07"	"15"	42.9	"NOR"	0	"21.10.2021"	"10:03:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578786"	1	"2013"	"VA0110S"	2021	"20.10.2021"	"53"	NA	"07"	"15"	37.3	"NOR"	0	"20.10.2021"	"15:46:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578643"	2	"2013"	"T 0055G"	2021	"18.10.2021"	"53"	NA	"07"	"15"	69.99	"NOR"	0	"18.10.2021"	"17:56:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1579407"	1	"2013"	"H 0221B"	2021	"05.11.2021"	"53"	NA	"07"	"14"	49.96	"NOR"	0	"05.11.2021"	"20:11:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1574979"	1	"2013"	"SF0030A"	2021	"03.08.2021"	"11"	NA	"28"	"03"	10.59	"NOR"	8	"04.08.2021"	"12:25:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576098"	1	"2013"	"M 0058VN"	2021	"26.08.2021"	"11"	NA	"07"	"33"	12.91	"NOR"	8	"27.08.2021"	"11:23:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576435"	1	"2013"	"VL0111AV"	2021	"01.09.2021"	"11"	NA	"07"	"33"	14.96	"NOR"	8	"01.09.2021"	"20:44:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575206"	2	"2013"	"VL0027A"	2021	"10.08.2021"	"11"	NA	"28"	"03"	14.99	"NOR"	0	"11.08.2021"	"13:14:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1574702"	1	"2013"	"SF0010A"	2021	"14.07.2021"	"11"	NA	"28"	"03"	12.1	"NOR"	0	"23.07.2021"	"11:03:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576036"	1	"2013"	"M 0004VN"	2021	"25.08.2021"	"11"	NA	"07"	"33"	7.18	"NOR"	8	"27.08.2021"	"11:16:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576097"	1	"2013"	"M 0058VN"	2021	"26.08.2021"	"11"	NA	"07"	"33"	12.91	"NOR"	8	"27.08.2021"	"11:20:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576465"	2	"2013"	"T 0001I"	2021	"01.09.2021"	"11"	NA	"30"	"09"	43.15	"NOR"	0	"02.09.2021"	"22:55:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575226"	1	"2013"	"VL0016T"	2021	"11.08.2021"	"11"	NA	"28"	"36"	9	"NOR"	8	"11.08.2021"	"14:52:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575434"	2	"2013"	"F 0004H"	2021	"14.08.2021"	"11"	NA	"30"	"09"	44.35	"NOR"	0	"16.08.2021"	"13:56:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575007"	1	"2013"	"SF0010A"	2021	"04.08.2021"	"11"	NA	"28"	"37"	12.1	"NOR"	8	"06.08.2021"	"11:34:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576358"	1	"2013"	"SF0028B"	2021	"30.08.2021"	"11"	NA	"30"	"14"	64	"NOR"	0	"01.09.2021"	"11:50:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576494"	1	"2013"	"R 0007K"	2021	"01.09.2021"	"11"	NA	"30"	"09"	60.4	"NOR"	0	"03.09.2021"	"16:32:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576560"	1	"2013"	"H 0260K"	2021	"03.09.2021"	"11"	NA	"30"	"04"	36.99	"NOR"	0	"05.09.2021"	"21:09:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577022"	1	"2013"	"VL0100AV"	2021	"13.09.2021"	"11"	NA	"28"	"36"	14.96	"NOR"	8	"13.09.2021"	"15:07:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576431"	1	"2013"	"M 0085HØ"	2021	"01.09.2021"	"11"	NA	"07"	"33"	14.7	"NOR"	8	"01.09.2021"	"21:36:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576689"	1	"2013"	"F 0184M"	2021	"06.09.2021"	"11"	NA	"30"	"08"	61.75	"NOR"	0	"07.09.2021"	"11:11:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577005"	1	"2013"	"SF0010A"	2021	"12.09.2021"	"11"	NA	"28"	"03"	12.1	"NOR"	8	"17.09.2021"	"09:22:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577401"	2	"2013"	"M 0122HØ"	2021	"19.09.2021"	"11"	NA	"30"	"08"	69.94	"NOR"	0	"20.09.2021"	"19:20:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576077"	3	"2013"	"H 0175B"	2021	"25.08.2021"	"11"	NA	"30"	"13"	61.54	"NOR"	0	"26.08.2021"	"20:17:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575200"	1	"2013"	"M 0004VN"	2021	"10.08.2021"	"11"	NA	"07"	"33"	7.18	"NOR"	8	"11.08.2021"	"17:50:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575200"	2	"2013"	"M 0004VN"	2021	"10.08.2021"	"11"	NA	"07"	"33"	7.18	"NOR"	8	"11.08.2021"	"17:50:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575026"	1	"2013"	"SF0208A"	2021	"05.08.2021"	"11"	NA	"28"	"03"	10.43	"NOR"	8	"06.08.2021"	"11:30:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577429"	1	"2013"	"VL0088AV"	2021	"20.09.2021"	"11"	NA	"28"	"36"	7.7	"NOR"	8	"20.09.2021"	"16:39:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577429"	2	"2013"	"VL0088AV"	2021	"20.09.2021"	"11"	NA	"28"	"36"	7.7	"NOR"	8	"20.09.2021"	"16:39:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576123"	3	"2013"	"H 0140B"	2021	"26.08.2021"	"11"	NA	"30"	"13"	60.9	"NOR"	0	"27.08.2021"	"22:11:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576533"	2	"2013"	"NT0500V"	2021	"03.09.2021"	"11"	NA	"30"	"09"	68.25	"NOR"	0	"05.09.2021"	"16:41:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576494"	3	"2013"	"R 0007K"	2021	"01.09.2021"	"11"	NA	"30"	"09"	60.4	"NOR"	0	"03.09.2021"	"16:32:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1579023"	1	"2013"	"H 0014FJ"	2021	"27.10.2021"	"11"	NA	"28"	"01"	11.14	"NOR"	0	"28.10.2021"	"11:37:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575007"	3	"2013"	"SF0010A"	2021	"04.08.2021"	"11"	NA	"28"	"37"	12.1	"NOR"	8	"06.08.2021"	"11:34:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578347"	2	"2013"	"H 0043AV"	2021	"11.10.2021"	"11"	NA	"28"	"01"	12.21	"NOR"	0	"12.10.2021"	"15:24:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578350"	1	"2013"	"VL0075AV"	2021	"11.10.2021"	"11"	NA	"28"	"01"	8.5	"NOR"	0	"12.10.2021"	"11:59:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575963"	2	"2013"	"N 0118L"	2021	"23.08.2021"	"11"	NA	"30"	"14"	35.49	"NOR"	0	"25.08.2021"	"22:38:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576163"	1	"2013"	"H 0001AV"	2021	"26.08.2021"	"11"	NA	"30"	"14"	67	"NOR"	0	"28.08.2021"	"20:02:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576163"	2	"2013"	"H 0001AV"	2021	"26.08.2021"	"11"	NA	"30"	"14"	67	"NOR"	0	"28.08.2021"	"20:02:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576164"	1	"2013"	"H 0001AV"	2021	"26.08.2021"	"11"	NA	"30"	"14"	67	"NOR"	0	"28.08.2021"	"20:05:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576434"	1	"2013"	"H 0057S"	2021	"01.09.2021"	"11"	NA	"28"	"36"	8.9	"NOR"	8	"01.09.2021"	"19:51:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577125"	2	"2013"	"TR0004O"	2021	"14.09.2021"	"11"	NA	"30"	"08"	79.95	"NOR"	0	"15.09.2021"	"18:37:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576077"	1	"2013"	"H 0175B"	2021	"25.08.2021"	"11"	NA	"30"	"13"	61.54	"NOR"	0	"26.08.2021"	"20:17:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
