"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"Landingsdato"	"Landingsklokkeslett"	"Landingskommune_kode"	"Landingskommune"	"Landingsfylke_kode"	"Landingsfylke"	"Landingsnasjon_kode"	"Landingsnasjon_bokmål"	"Produksjonsanlegg"	"Produksjonskommune_kode"	"Produksjonskommune"
"1578018"	1	"2013"	"M 0040HØ"	2021	"07.10.2021"	"53"	NA	"30"	"14"	70.3	"NOR"	0	"08.10.2021"	"14:30:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1578019"	2	"2013"	"M 0040HØ"	2021	"07.10.2021"	"53"	NA	"30"	"14"	70.3	"NOR"	0	"08.10.2021"	"14:29:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579288"	2	"2013"	"TR0400V"	2021	"02.11.2021"	"53"	NA	"07"	"15"	45	"NOR"	0	"03.11.2021"	"11:16:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575152"	1	"2013"	"M 0200A"	2021	"09.08.2021"	"53"	NA	"34"	"05"	67.4	"NOR"	0	"11.08.2021"	"11:29:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575152"	3	"2013"	"M 0200A"	2021	"09.08.2021"	"53"	NA	"34"	"05"	67.4	"NOR"	0	"11.08.2021"	"11:29:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575153"	1	"2013"	"M 0200A"	2021	"09.08.2021"	"53"	NA	"34"	"05"	67.4	"NOR"	0	"11.08.2021"	"11:27:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575153"	2	"2013"	"M 0200A"	2021	"09.08.2021"	"53"	NA	"34"	"05"	67.4	"NOR"	0	"11.08.2021"	"11:27:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579271"	2	"2013"	"TR0004O"	2021	"02.11.2021"	"53"	NA	"07"	"15"	79.95	"NOR"	0	"03.11.2021"	"10:02:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579538"	1	"2013"	"H 0099AV"	2021	"08.11.2021"	"53"	NA	"07"	"14"	74.2	"NOR"	0	"08.11.2021"	"17:23:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1578018"	2	"2013"	"M 0040HØ"	2021	"07.10.2021"	"53"	NA	"30"	"14"	70.3	"NOR"	0	"08.10.2021"	"14:30:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575152"	2	"2013"	"M 0200A"	2021	"09.08.2021"	"53"	NA	"34"	"05"	67.4	"NOR"	0	"11.08.2021"	"11:29:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579195"	1	"2013"	"M 0125H"	2021	"31.10.2021"	"53"	NA	"07"	"15"	75	"NOR"	0	"01.11.2021"	"17:00:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579195"	2	"2013"	"M 0125H"	2021	"31.10.2021"	"53"	NA	"07"	"15"	75	"NOR"	0	"01.11.2021"	"17:00:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579237"	1	"2013"	"VA0110S"	2021	"01.11.2021"	"53"	NA	"07"	"15"	37.3	"NOR"	0	"01.11.2021"	"18:15:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1578019"	1	"2013"	"M 0040HØ"	2021	"07.10.2021"	"53"	NA	"30"	"14"	70.3	"NOR"	0	"08.10.2021"	"14:29:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1578432"	1	"2013"	"TR0004O"	2021	"14.10.2021"	"53"	NA	"07"	"13"	79.95	"NOR"	0	"14.10.2021"	"17:27:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579245"	2	"2013"	"R 0007K"	2021	"01.11.2021"	"53"	NA	"07"	"15"	60.4	"NOR"	0	"02.11.2021"	"12:09:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579247"	1	"2013"	"R 0007K"	2021	"01.11.2021"	"53"	NA	"07"	"18"	60.4	"NOR"	0	"02.11.2021"	"12:11:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575153"	3	"2013"	"M 0200A"	2021	"09.08.2021"	"53"	NA	"34"	"05"	67.4	"NOR"	0	"11.08.2021"	"11:27:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579537"	1	"2013"	"N 0024ME"	2021	"08.11.2021"	"53"	NA	"07"	"14"	67.4	"NOR"	0	"08.11.2021"	"15:31:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579538"	2	"2013"	"H 0099AV"	2021	"08.11.2021"	"53"	NA	"07"	"14"	74.2	"NOR"	0	"08.11.2021"	"17:23:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575151"	1	"2013"	"M 0200A"	2021	"09.08.2021"	"53"	NA	"34"	"05"	67.4	"NOR"	0	"11.08.2021"	"11:26:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579182"	2	"2013"	"M 0003HØ"	2021	"31.10.2021"	"53"	NA	"07"	"18"	67.5	"NOR"	0	"01.11.2021"	"09:26:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579182"	1	"2013"	"M 0003HØ"	2021	"31.10.2021"	"53"	NA	"07"	"18"	67.5	"NOR"	0	"01.11.2021"	"09:26:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579539"	1	"2013"	"TR0004O"	2021	"08.11.2021"	"53"	NA	"07"	"13"	79.95	"NOR"	0	"08.11.2021"	"16:35:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579267"	1	"2013"	"VL0264AV"	2021	"02.11.2021"	"53"	NA	"07"	"15"	87.8	"NOR"	0	"02.11.2021"	"20:07:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1578244"	1	"2013"	"H 0380AV"	2021	"10.10.2021"	"53"	NA	"30"	"09"	70.6	"NOR"	0	"11.10.2021"	"14:21:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575151"	2	"2013"	"M 0200A"	2021	"09.08.2021"	"53"	NA	"34"	"05"	67.4	"NOR"	0	"11.08.2021"	"11:26:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579246"	1	"2013"	"R 0007K"	2021	"01.11.2021"	"53"	NA	"07"	"06"	60.4	"NOR"	0	"02.11.2021"	"12:10:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579237"	2	"2013"	"VA0110S"	2021	"01.11.2021"	"53"	NA	"07"	"15"	37.3	"NOR"	0	"01.11.2021"	"18:15:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579245"	1	"2013"	"R 0007K"	2021	"01.11.2021"	"53"	NA	"07"	"15"	60.4	"NOR"	0	"02.11.2021"	"12:09:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579537"	2	"2013"	"N 0024ME"	2021	"08.11.2021"	"53"	NA	"07"	"14"	67.4	"NOR"	0	"08.11.2021"	"15:31:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579539"	2	"2013"	"TR0004O"	2021	"08.11.2021"	"53"	NA	"07"	"13"	79.95	"NOR"	0	"08.11.2021"	"16:35:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1578431"	1	"2013"	"TR0004O"	2021	"14.10.2021"	"53"	NA	"07"	"18"	79.95	"NOR"	0	"14.10.2021"	"17:28:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1578431"	2	"2013"	"TR0004O"	2021	"14.10.2021"	"53"	NA	"07"	"18"	79.95	"NOR"	0	"14.10.2021"	"17:28:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1578244"	2	"2013"	"H 0380AV"	2021	"10.10.2021"	"53"	NA	"30"	"09"	70.6	"NOR"	0	"11.10.2021"	"14:21:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575372"	2	"2013"	"TR0346ND"	2021	"14.08.2021"	"11"	NA	"30"	"14"	43.8	"NOR"	0	"15.08.2021"	"19:32:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576483"	1	"2013"	"H 0099AV"	2021	"01.09.2021"	"11"	NA	"30"	"14"	74.2	"NOR"	0	"03.09.2021"	"17:10:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1577318"	2	"2013"	"TR0004O"	2021	"17.09.2021"	"11"	NA	"30"	"13"	79.95	"NOR"	0	"18.09.2021"	"14:19:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1578757"	1	"2013"	"NT0500V"	2021	"19.10.2021"	"11"	NA	"07"	"15"	68.25	"NOR"	0	"20.10.2021"	"19:22:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575982"	1	"2013"	"T 0001I"	2021	"23.08.2021"	"11"	NA	"37"	"01"	43.15	"NOR"	0	"25.08.2021"	"18:09:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576085"	2	"2013"	"VL0053AV"	2021	"26.08.2021"	"11"	NA	"30"	"14"	61.75	"NOR"	0	"27.08.2021"	"18:48:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575438"	2	"2013"	"T 0111T"	2021	"14.08.2021"	"11"	NA	"37"	"01"	37.9	"NOR"	0	"15.08.2021"	"21:48:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575439"	2	"2013"	"T 0111T"	2021	"14.08.2021"	"11"	NA	"37"	"01"	37.9	"NOR"	0	"15.08.2021"	"21:47:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576485"	2	"2013"	"H 0099AV"	2021	"01.09.2021"	"11"	NA	"30"	"14"	74.2	"NOR"	0	"03.09.2021"	"17:17:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576485"	3	"2013"	"H 0099AV"	2021	"01.09.2021"	"11"	NA	"30"	"14"	74.2	"NOR"	0	"03.09.2021"	"17:17:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576589"	2	"2013"	"M 0625H"	2021	"04.09.2021"	"11"	NA	"30"	"09"	75.4	"NOR"	0	"05.09.2021"	"16:22:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1577086"	2	"2013"	"M 0011AV"	2021	"14.09.2021"	"11"	NA	"30"	"08"	33.19	"NOR"	0	"15.09.2021"	"18:01:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575821"	3	"2013"	"M 0095MD"	2021	"21.08.2021"	"11"	NA	"34"	"05"	62.6	"NOR"	0	"23.08.2021"	"18:22:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575822"	1	"2013"	"M 0095MD"	2021	"21.08.2021"	"11"	NA	"34"	"05"	62.6	"NOR"	0	"23.08.2021"	"18:25:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575786"	2	"2013"	"SF0045A"	2021	"21.08.2021"	"11"	NA	"34"	"05"	32.42	"NOR"	0	"22.08.2021"	"17:04:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576589"	3	"2013"	"M 0625H"	2021	"04.09.2021"	"11"	NA	"30"	"09"	75.4	"NOR"	0	"05.09.2021"	"16:22:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576590"	1	"2013"	"M 0625H"	2021	"04.09.2021"	"11"	NA	"30"	"09"	75.4	"NOR"	0	"05.09.2021"	"16:20:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576479"	2	"2013"	"H 0069S"	2021	"01.09.2021"	"11"	NA	"30"	"04"	61.88	"NOR"	0	"02.09.2021"	"16:51:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575488"	1	"2013"	"M 0056MD"	2021	"15.08.2021"	"11"	NA	"30"	"04"	78.39	"NOR"	0	"16.08.2021"	"12:54:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575488"	2	"2013"	"M 0056MD"	2021	"15.08.2021"	"11"	NA	"30"	"04"	78.39	"NOR"	0	"16.08.2021"	"12:54:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1578759"	2	"2013"	"N 0510ME"	2021	"19.10.2021"	"11"	NA	"07"	"15"	45.15	"NOR"	0	"20.10.2021"	"11:08:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576085"	1	"2013"	"VL0053AV"	2021	"26.08.2021"	"11"	NA	"30"	"14"	61.75	"NOR"	0	"27.08.2021"	"18:48:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575599"	3	"2013"	"H 0010AM"	2021	"17.08.2021"	"11"	NA	"30"	"09"	57.5	"NOR"	0	"18.08.2021"	"12:18:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1578659"	2	"2013"	"M 0116HØ"	2021	"18.10.2021"	"11"	NA	"07"	"14"	34.07	"NOR"	0	"19.10.2021"	"10:35:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1578659"	1	"2013"	"M 0116HØ"	2021	"18.10.2021"	"11"	NA	"07"	"14"	34.07	"NOR"	0	"19.10.2021"	"10:35:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1578758"	1	"2013"	"NT0500V"	2021	"19.10.2021"	"11"	NA	"07"	"15"	68.25	"NOR"	0	"20.10.2021"	"19:23:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1578758"	2	"2013"	"NT0500V"	2021	"19.10.2021"	"11"	NA	"07"	"15"	68.25	"NOR"	0	"20.10.2021"	"19:23:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1578747"	1	"2013"	"N 0100B"	2021	"19.10.2021"	"11"	NA	"07"	"18"	39.7	"NOR"	0	"19.10.2021"	"16:48:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1578747"	2	"2013"	"N 0100B"	2021	"19.10.2021"	"11"	NA	"07"	"18"	39.7	"NOR"	0	"19.10.2021"	"16:48:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1578759"	1	"2013"	"N 0510ME"	2021	"19.10.2021"	"11"	NA	"07"	"15"	45.15	"NOR"	0	"20.10.2021"	"11:08:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1579260"	2	"2013"	"M 0116HØ"	2021	"02.11.2021"	"11"	NA	"07"	"15"	34.07	"NOR"	0	"02.11.2021"	"14:29:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575438"	3	"2013"	"T 0111T"	2021	"14.08.2021"	"11"	NA	"37"	"01"	37.9	"NOR"	0	"15.08.2021"	"21:48:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576836"	2	"2013"	"VL0182AV"	2021	"09.09.2021"	"11"	NA	"30"	"08"	74.6	"NOR"	0	"10.09.2021"	"15:56:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575630"	1	"2013"	"H 0004O"	2021	"17.08.2021"	"11"	NA	"30"	"04"	59.2	"NOR"	0	"18.08.2021"	"18:48:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575786"	1	"2013"	"SF0045A"	2021	"21.08.2021"	"11"	NA	"34"	"05"	32.42	"NOR"	0	"22.08.2021"	"17:04:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575983"	2	"2013"	"T 0001I"	2021	"23.08.2021"	"11"	NA	"37"	"01"	43.15	"NOR"	0	"25.08.2021"	"18:07:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576241"	3	"2013"	"M 0022HØ"	2021	"28.08.2021"	"11"	NA	"30"	"09"	77.5	"NOR"	0	"30.08.2021"	"21:43:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576483"	2	"2013"	"H 0099AV"	2021	"01.09.2021"	"11"	NA	"30"	"14"	74.2	"NOR"	0	"03.09.2021"	"17:10:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576590"	2	"2013"	"M 0625H"	2021	"04.09.2021"	"11"	NA	"30"	"09"	75.4	"NOR"	0	"05.09.2021"	"16:20:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576589"	1	"2013"	"M 0625H"	2021	"04.09.2021"	"11"	NA	"30"	"09"	75.4	"NOR"	0	"05.09.2021"	"16:22:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576241"	1	"2013"	"M 0022HØ"	2021	"28.08.2021"	"11"	NA	"30"	"09"	77.5	"NOR"	0	"30.08.2021"	"21:43:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576241"	2	"2013"	"M 0022HØ"	2021	"28.08.2021"	"11"	NA	"30"	"09"	77.5	"NOR"	0	"30.08.2021"	"21:43:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576484"	1	"2013"	"H 0099AV"	2021	"01.09.2021"	"11"	NA	"30"	"14"	74.2	"NOR"	0	"03.09.2021"	"17:17:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576479"	1	"2013"	"H 0069S"	2021	"01.09.2021"	"11"	NA	"30"	"04"	61.88	"NOR"	0	"02.09.2021"	"16:51:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576485"	1	"2013"	"H 0099AV"	2021	"01.09.2021"	"11"	NA	"30"	"14"	74.2	"NOR"	0	"03.09.2021"	"17:17:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1577017"	1	"2013"	"R 0007K"	2021	"12.09.2021"	"11"	NA	"30"	"14"	60.4	"NOR"	0	"13.09.2021"	"10:40:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576611"	2	"2013"	"H 0034AV"	2021	"05.09.2021"	"11"	NA	"30"	"09"	71.1	"NOR"	0	"06.09.2021"	"14:36:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575285"	2	"2013"	"H 0002AV"	2021	"12.08.2021"	"11"	NA	"37"	"02"	53.55	"NOR"	0	"13.08.2021"	"19:37:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575600"	1	"2013"	"H 0010AM"	2021	"17.08.2021"	"11"	NA	"30"	"09"	57.5	"NOR"	0	"18.08.2021"	"12:17:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575600"	3	"2013"	"H 0010AM"	2021	"17.08.2021"	"11"	NA	"30"	"09"	57.5	"NOR"	0	"18.08.2021"	"12:17:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576479"	3	"2013"	"H 0069S"	2021	"01.09.2021"	"11"	NA	"30"	"04"	61.88	"NOR"	0	"02.09.2021"	"16:51:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576480"	1	"2013"	"H 0069S"	2021	"01.09.2021"	"11"	NA	"30"	"09"	61.88	"NOR"	0	"02.09.2021"	"16:52:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575372"	3	"2013"	"TR0346ND"	2021	"14.08.2021"	"11"	NA	"30"	"14"	43.8	"NOR"	0	"15.08.2021"	"19:32:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575821"	1	"2013"	"M 0095MD"	2021	"21.08.2021"	"11"	NA	"34"	"05"	62.6	"NOR"	0	"23.08.2021"	"18:22:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575924"	1	"2013"	"T 0025I"	2021	"23.08.2021"	"11"	NA	"37"	"02"	54.27	"NOR"	0	"24.08.2021"	"19:12:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1577016"	1	"2013"	"R 0007K"	2021	"12.09.2021"	"11"	NA	"30"	"14"	60.4	"NOR"	0	"13.09.2021"	"10:38:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575630"	2	"2013"	"H 0004O"	2021	"17.08.2021"	"11"	NA	"30"	"04"	59.2	"NOR"	0	"18.08.2021"	"18:48:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575822"	2	"2013"	"M 0095MD"	2021	"21.08.2021"	"11"	NA	"34"	"05"	62.6	"NOR"	0	"23.08.2021"	"18:25:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575822"	3	"2013"	"M 0095MD"	2021	"21.08.2021"	"11"	NA	"34"	"05"	62.6	"NOR"	0	"23.08.2021"	"18:25:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575725"	2	"2013"	"SF0001V"	2021	"20.08.2021"	"11"	NA	"34"	"05"	56.2	"NOR"	0	"21.08.2021"	"18:21:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576481"	1	"2013"	"H 0069S"	2021	"01.09.2021"	"11"	NA	"30"	"09"	61.88	"NOR"	0	"02.09.2021"	"16:49:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576481"	2	"2013"	"H 0069S"	2021	"01.09.2021"	"11"	NA	"30"	"09"	61.88	"NOR"	0	"02.09.2021"	"16:49:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1577016"	2	"2013"	"R 0007K"	2021	"12.09.2021"	"11"	NA	"30"	"14"	60.4	"NOR"	0	"13.09.2021"	"10:38:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575786"	3	"2013"	"SF0045A"	2021	"21.08.2021"	"11"	NA	"34"	"05"	32.42	"NOR"	0	"22.08.2021"	"17:04:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575821"	2	"2013"	"M 0095MD"	2021	"21.08.2021"	"11"	NA	"34"	"05"	62.6	"NOR"	0	"23.08.2021"	"18:22:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575725"	3	"2013"	"SF0001V"	2021	"20.08.2021"	"11"	NA	"34"	"05"	56.2	"NOR"	0	"21.08.2021"	"18:21:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575725"	1	"2013"	"SF0001V"	2021	"20.08.2021"	"11"	NA	"34"	"05"	56.2	"NOR"	0	"21.08.2021"	"18:21:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575599"	2	"2013"	"H 0010AM"	2021	"17.08.2021"	"11"	NA	"30"	"09"	57.5	"NOR"	0	"18.08.2021"	"12:18:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575600"	2	"2013"	"H 0010AM"	2021	"17.08.2021"	"11"	NA	"30"	"09"	57.5	"NOR"	0	"18.08.2021"	"12:17:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1575630"	3	"2013"	"H 0004O"	2021	"17.08.2021"	"11"	NA	"30"	"04"	59.2	"NOR"	0	"18.08.2021"	"18:48:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1576611"	1	"2013"	"H 0034AV"	2021	"05.09.2021"	"11"	NA	"30"	"09"	71.1	"NOR"	0	"06.09.2021"	"14:36:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1577086"	1	"2013"	"M 0011AV"	2021	"14.09.2021"	"11"	NA	"30"	"08"	33.19	"NOR"	0	"15.09.2021"	"18:01:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
