"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"Produkttilstand_kode"	"Produkttilstand_bokmål"	"Konserveringsmåte_kode"	"Konserveringsmåte_bokmål"	"Landingsmåte_kode"	"Landingsmåte_bokmål"	"Kvalitet_kode"	"Kvalitet_bokmål"	"Størrelsesgruppering_kode"	"Anvendelse_kode"	"Anvendelse_bokmål"	"HovedgruppeAnvendelse_kode"	"HovedgruppeAnvendelse_bokmål"	"AntallStykk"	"Bruttovekt"	"Produktvekt"	"Rundvekt"
"1574885"	5	"2013"	"VA0110S"	2021	"27.07.2021"	"53"	NA	"08"	"07"	37.3	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	50	50	50
"1574886"	2	"2013"	"M 0001HØ"	2021	"27.07.2021"	"53"	NA	"28"	"52"	75.4	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3200	3200	3200
"1572808"	7	"2013"	"H 0020B"	2021	"14.04.2021"	"53"	NA	"08"	"14"	63.97	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	2000	2000	2000
"1574899"	2	"2013"	"N 0024ME"	2021	"28.07.2021"	"53"	NA	"28"	"51"	67.4	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	15000	15000	15000
"1574888"	6	"2013"	"H 0017BN"	2021	"27.07.2021"	"53"	NA	"28"	"09"	42.9	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3223	3223	3223
"1573596"	2	"2013"	"R 0007K"	2021	"09.06.2021"	"53"	NA	"08"	"06"	60.4	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	800	800	800
"1577377"	1	"2013"	"VA0110S"	2021	"19.09.2021"	"53"	NA	"28"	"09"	37.3	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	84570	84570	84570
"1577491"	5	"2013"	"H 0020B"	2021	"22.09.2021"	"53"	NA	"08"	"12"	63.97	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	116900	116900	116900
"1574898"	1	"2013"	"N 0024ME"	2021	"28.07.2021"	"53"	NA	"30"	"08"	67.4	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	45000	45000	45000
"1575681"	5	"2013"	"M 0023HØ"	2021	"19.08.2021"	"53"	NA	"08"	"11"	69.95	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	5000	5000	5000
"1573927"	2	"2013"	"VL0182AV"	2021	"19.06.2021"	"53"	NA	"28"	"52"	74.6	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1000	1000	1000
"1573948"	2	"2013"	"H 0140AV"	2021	"20.06.2021"	"53"	NA	"28"	"52"	64	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	100	100	100
"1572802"	10	"2013"	"R 0001K"	2021	"13.04.2021"	"53"	NA	"08"	"13"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	117	117	117
"1574595"	3	"2013"	"R 0001K"	2021	"09.07.2021"	"53"	NA	"28"	"52"	65	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	2400	2400	2400
"1574170"	2	"2013"	"H 0175B"	2021	"26.06.2021"	"53"	NA	"08"	"55"	61.54	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	500	500	500
"1573600"	2	"2013"	"H 0365AV"	2021	"09.06.2021"	"53"	NA	"08"	"07"	78.75	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	385	385	385
"1574125"	3	"2013"	"R 0020V"	2021	"24.06.2021"	"53"	NA	"28"	"51"	49.9	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	979	979	979
"1574232"	5	"2013"	"R 0020V"	2021	"28.06.2021"	"53"	NA	"28"	"52"	49.9	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1900	1900	1900
"1573352"	2	"2013"	"R 0003K"	2021	"01.06.2021"	"53"	NA	"28"	"51"	61.75	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	4570	4570	4570
"1574621"	2	"2013"	"R 0020V"	2021	"09.07.2021"	"53"	NA	"28"	"52"	49.9	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1000	1000	1000
"1573682"	2	"2013"	"VL0182AV"	2021	"12.06.2021"	"53"	NA	"09"	"08"	74.6	"NOR"	8	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	10	10	10
"1574238"	2	"2013"	"H 0001AV"	2021	"29.06.2021"	"53"	NA	"28"	"09"	67	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	2000	2000	2000
"1574764"	5	"2013"	"H 0004B"	2021	"16.07.2021"	"53"	NA	"28"	"09"	68.3	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	700	700	700
"1579542"	7	"2013"	"H 0020B"	2021	"08.11.2021"	"53"	NA	"08"	"13"	63.97	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	2000	2000	2000
"1573898"	4	"2013"	"H 0388B"	2021	"18.06.2021"	"53"	NA	"28"	"51"	68.8	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	5300	5300	5300
"1579209"	1	"2013"	"H 0020B"	2021	"31.10.2021"	"53"	NA	"08"	"14"	63.97	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	13500	13500	13500
"1578180"	10	"2013"	"H 0030B"	2021	"09.10.2021"	"53"	NA	"08"	"13"	61.86	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	17890	17890	17890
"1578009"	9	"2013"	"H 0004B"	2021	"06.10.2021"	"53"	NA	"08"	"11"	68.3	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3564	3564	3564
"1577515"	4	"2013"	"M 0101SM"	2021	"22.09.2021"	"51"	NA	"08"	"13"	53	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	399	399	399
"1577507"	8	"2013"	"H 0140AV"	2021	"22.09.2021"	"51"	NA	"08"	"07"	64	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	10672	10672	10672
"1572992"	6	"2013"	"R 0001K"	2021	"17.05.2021"	"51"	NA	"41"	"74"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	481	481	481
"1572835"	6	"2013"	"M 0031HØ"	2021	"20.04.2021"	"51"	NA	"41"	"75"	62.6	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1470	1470	1470
"1573206"	6	"2013"	"R 0007K"	2021	"28.05.2021"	"51"	NA	"41"	"74"	60.4	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1401	1401	1401
"1573034"	7	"2013"	"VA0095K"	2021	"20.05.2021"	"51"	NA	"41"	"74"	38.7	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	746	746	746
"1572857"	6	"2013"	"H 0030B"	2021	"24.04.2021"	"51"	NA	"08"	"06"	61.86	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	2074	2074	2074
"1572865"	5	"2013"	"M 0031HØ"	2021	"25.04.2021"	"51"	NA	"08"	"06"	62.6	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	733	733	733
"1574124"	10	"2013"	"H 0030B"	2021	"24.06.2021"	"51"	NA	"08"	"14"	61.86	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	120	120	120
"1572862"	5	"2013"	"H 0020B"	2021	"25.04.2021"	"51"	NA	"08"	"06"	63.97	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	742	742	742
"1572986"	6	"2013"	"H 0017BN"	2021	"16.05.2021"	"51"	NA	"08"	"13"	42.9	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	100	100	100
"1573033"	4	"2013"	"VA0330S"	2021	"20.05.2021"	"51"	NA	"41"	"74"	40.3	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	125	125	125
"1572781"	4	"2013"	"R 0001K"	2021	"04.04.2021"	"51"	NA	"08"	"13"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	8738	8738	8738
"1572941"	4	"2013"	"R 0007K"	2021	"09.05.2021"	"51"	NA	"41"	"75"	60.4	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	21620	21620	21620
"1572896"	3	"2013"	"R 0007K"	2021	"01.05.2021"	"51"	NA	"08"	"06"	60.4	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	2869	2869	2869
"1572926"	3	"2013"	"R 0001K"	2021	"05.05.2021"	"51"	NA	"08"	"06"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	5615	5615	5615
"1573035"	6	"2013"	"H 0030B"	2021	"20.05.2021"	"51"	NA	"41"	"74"	61.86	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1852	1852	1852
"1572828"	5	"2013"	"R 0001K"	2021	"20.04.2021"	"51"	NA	"41"	"75"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1361	1361	1361
"1572836"	3	"2013"	"M 0095MD"	2021	"20.04.2021"	"51"	NA	"41"	"75"	62.6	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	8354	8354	8354
"1576021"	6	"2013"	"R 0022B"	2021	"24.08.2021"	"51"	NA	"08"	"07"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	9216	9216	9216
"1577499"	6	"2013"	"R 0022B"	2021	"22.09.2021"	"51"	NA	"08"	"07"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3800	3800	3800
"1574348"	5	"2013"	"H 0175B"	2021	"03.07.2021"	"51"	NA	"28"	"09"	61.54	"NOR"	0	"110"	"Rund"	"10"	"Rfw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	200	200	200
"1577347"	8	"2013"	"M 0101SM"	2021	"18.09.2021"	"51"	NA	"08"	"07"	53	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	8440	8440	8440
"1574397"	6	"2013"	"H 0388B"	2021	"04.07.2021"	"51"	NA	"28"	"09"	68.8	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	712	712	712
"1574460"	20	"2013"	"R 0001K"	2021	"05.07.2021"	"51"	NA	"08"	"14"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	790	790	790
"1574454"	13	"2013"	"R 0022B"	2021	"05.07.2021"	"51"	NA	"08"	"14"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	109	109	109
"1577510"	8	"2013"	"H 0388B"	2021	"22.09.2021"	"51"	NA	"08"	"10"	68.8	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	6343	6343	6343
"1579216"	8	"2013"	"H 0221B"	2021	"31.10.2021"	"51"	NA	"08"	"13"	49.96	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	10075	10075	10075
"1576011"	4	"2013"	"VA0330S"	2021	"24.08.2021"	"51"	NA	"08"	"07"	40.3	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	217	217	217
"1575609"	6	"2013"	"R 0022B"	2021	"17.08.2021"	"51"	NA	"08"	"14"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	64137	64137	64137
"1574847"	12	"2013"	"R 0001K"	2021	"25.07.2021"	"51"	NA	"28"	"09"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	542	542	542
"1574767"	2	"2013"	"R 0001K"	2021	"17.07.2021"	"51"	NA	"08"	"14"	65	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	900	900	900
"1572882"	5	"2013"	"R 0022B"	2021	"29.04.2021"	"51"	NA	"08"	"06"	42.5	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	81	81	81
"1574762"	3	"2013"	"R 0003K"	2021	"16.07.2021"	"51"	NA	"42"	"14"	61.75	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	2750	2750	2750
"1572894"	4	"2013"	"R 0003K"	2021	"30.04.2021"	"51"	NA	"08"	"06"	61.75	"NOR"	0	"110"	"Rund"	"22"	"Rfw og syre"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	773	773	773
"1573544"	2	"2013"	"N 0200B"	2021	"07.06.2021"	"11"	NA	"08"	"13"	69.77	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	75	75	75
"1573432"	2	"2013"	"F 0004H"	2021	"04.06.2021"	"11"	NA	"08"	"53"	44.35	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	450	450	450
"1573514"	2	"2013"	"VL0167AV"	2021	"06.06.2021"	"11"	NA	"28"	"51"	63.5	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	100	100	100
"1574394"	2	"2013"	"SF0008SU"	2021	"04.07.2021"	"11"	NA	"08"	"13"	27.1	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	1500	1500	1500
"1573438"	2	"2013"	"SF0008A"	2021	"04.06.2021"	"11"	NA	"08"	"11"	44.85	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	50	50	50
"1573647"	2	"2013"	"T 0025I"	2021	"11.06.2021"	"11"	NA	"08"	"07"	54.27	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	200	200	200
"1573657"	2	"2013"	"SF0008SU"	2021	"11.06.2021"	"11"	NA	"08"	"07"	27.1	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	20	20	20
"1579579"	1	"2013"	"H 0011S"	2021	"04.11.2021"	"11"	NA	"28"	"01"	11.29	"NOR"	0	"110"	"Rund"	"10"	"Rfw"	"1"	"i lås"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	3980	3900	3900
"1579578"	1	"2013"	"H 0047S"	2021	"04.11.2021"	"11"	NA	"28"	"01"	7.67	"NOR"	0	"110"	"Rund"	"10"	"Rfw"	"1"	"i lås"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	989	969	969
"1579576"	1	"2013"	"H 0077S"	2021	"04.11.2021"	"11"	NA	"28"	"01"	6.4	"NOR"	0	"110"	"Rund"	"2"	"Fersk/ukonservert"	"1"	"i lås"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	6072	5951	5951
"1573488"	2	"2013"	"SF0001V"	2021	"05.06.2021"	"11"	NA	"08"	"55"	56.2	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	360	360	360
"1573667"	2	"2013"	"H 0010AM"	2021	"11.06.2021"	"11"	NA	"08"	"55"	57.5	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	240	240	240
"1573638"	2	"2013"	"VL0050G"	2021	"10.06.2021"	"11"	NA	"08"	"07"	34.99	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	200	200	200
"1573474"	2	"2013"	"F 0184M"	2021	"04.06.2021"	"11"	NA	"08"	"11"	61.75	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	45	45	45
"1573631"	2	"2013"	"N 0053BØ"	2021	"10.06.2021"	"11"	NA	"08"	"55"	37.52	"NOR"	0	"110"	"Rund"	"11"	"Rsw"	"3"	"tank / båt"	"99"	"Uspesifisert"	"3000000"	"800"	"Mel og olje"	"2"	"Mel og olje"	0	300	300	300
