"Age"	"Iteration"	"MeanIndividualLength"	"StratumTransfer"
13	141	28.211684166843	"Transfer.area"
14	141	28.222720073148	"Transfer.area"
15	141	28.213371841802	"Transfer.area"
1	142	21.828540985622	"Transfer.area"
2	142	25.358399080487	"Transfer.area"
3	142	27.096957069316	"Transfer.area"
4	142	27.988547049223	"Transfer.area"
5	142	28.442330490367	"Transfer.area"
6	142	28.670297873763	"Transfer.area"
7	142	28.796423107783	"Transfer.area"
8	142	28.850223095756	"Transfer.area"
9	142	28.882292151171	"Transfer.area"
10	142	28.895472848232	"Transfer.area"
11	142	28.895405037035	"Transfer.area"
12	142	28.903700196547	"Transfer.area"
13	142	28.90905602779	"Transfer.area"
14	142	28.943213931356	"Transfer.area"
15	142	28.912317468105	"Transfer.area"
1	143	22.14828787972	"Transfer.area"
2	143	25.524027243491	"Transfer.area"
3	143	27.15983344898	"Transfer.area"
4	143	27.99479405527	"Transfer.area"
5	143	28.459295673428	"Transfer.area"
6	143	28.681711213394	"Transfer.area"
7	143	28.790097100273	"Transfer.area"
8	143	28.754751524828	"Transfer.area"
9	143	28.84398623924	"Transfer.area"
10	143	28.881370699142	"Transfer.area"
11	143	29.000997162502	"Transfer.area"
12	143	28.750182810029	"Transfer.area"
13	143	28.751710716499	"Transfer.area"
14	143	28.765094217826	"Transfer.area"
15	143	28.85104742248	"Transfer.area"
1	144	22.034002328291	"Transfer.area"
2	144	25.266555015432	"Transfer.area"
3	144	26.955727794388	"Transfer.area"
4	144	27.8241466572	"Transfer.area"
5	144	28.274291816415	"Transfer.area"
6	144	28.4934320518	"Transfer.area"
7	144	28.63360241397	"Transfer.area"
8	144	28.717036959766	"Transfer.area"
9	144	28.722257580641	"Transfer.area"
10	144	28.719572623385	"Transfer.area"
11	144	28.835757120478	"Transfer.area"
12	144	28.771101235933	"Transfer.area"
13	144	28.736506644826	"Transfer.area"
14	144	28.79440913304	"Transfer.area"
15	144	28.778394218149	"Transfer.area"
1	145	22.943812183222	"Transfer.area"
2	145	26.063455195083	"Transfer.area"
3	145	27.693379058726	"Transfer.area"
4	145	28.51128382076	"Transfer.area"
5	145	28.953070224358	"Transfer.area"
6	145	29.177835578187	"Transfer.area"
7	145	29.230261598288	"Transfer.area"
8	145	29.323016444155	"Transfer.area"
9	145	29.342926456779	"Transfer.area"
10	145	29.409893305567	"Transfer.area"
11	145	29.249031077233	"Transfer.area"
12	145	29.37974494367	"Transfer.area"
13	145	0	"Transfer.area"
14	145	29.455461365381	"Transfer.area"
15	145	29.418291821987	"Transfer.area"
1	146	22.523962507087	"Transfer.area"
2	146	26.094767230863	"Transfer.area"
3	146	27.785211077422	"Transfer.area"
4	146	28.494093496671	"Transfer.area"
5	146	29.073095589999	"Transfer.area"
6	146	29.384410900912	"Transfer.area"
7	146	29.460052701274	"Transfer.area"
8	146	29.540087496113	"Transfer.area"
9	146	29.635015262055	"Transfer.area"
10	146	29.586921991685	"Transfer.area"
11	146	29.749067941965	"Transfer.area"
12	146	29.631753114727	"Transfer.area"
13	146	29.700834988826	"Transfer.area"
14	146	29.68831796053	"Transfer.area"
15	146	29.593103785882	"Transfer.area"
1	147	22.311237801877	"Transfer.area"
2	147	25.68779539197	"Transfer.area"
3	147	27.342384224499	"Transfer.area"
4	147	28.285147273596	"Transfer.area"
5	147	28.738508256519	"Transfer.area"
6	147	28.983444461259	"Transfer.area"
7	147	29.13016450743	"Transfer.area"
8	147	29.220504187144	"Transfer.area"
9	147	29.252288574452	"Transfer.area"
10	147	29.254908390619	"Transfer.area"
11	147	29.274235871309	"Transfer.area"
12	147	29.379310701585	"Transfer.area"
13	147	29.234100911913	"Transfer.area"
14	147	29.239204647441	"Transfer.area"
15	147	29.282455855156	"Transfer.area"
1	148	21.720384430373	"Transfer.area"
2	148	24.7934100637	"Transfer.area"
3	148	26.405808238134	"Transfer.area"
4	148	27.217429397632	"Transfer.area"
5	148	27.692060656977	"Transfer.area"
6	148	27.946078948109	"Transfer.area"
7	148	28.062939110276	"Transfer.area"
8	148	28.100954964567	"Transfer.area"
9	148	28.141260855812	"Transfer.area"
10	148	28.176345090192	"Transfer.area"
11	148	28.173072221749	"Transfer.area"
12	148	0	"Transfer.area"
13	148	28.188087033327	"Transfer.area"
14	148	28.193966180801	"Transfer.area"
15	148	0	"Transfer.area"
1	149	21.907058303382	"Transfer.area"
2	149	25.159101729492	"Transfer.area"
3	149	26.900442519884	"Transfer.area"
4	149	27.647579911412	"Transfer.area"
5	149	28.088284205708	"Transfer.area"
6	149	28.332074697796	"Transfer.area"
7	149	28.477114118863	"Transfer.area"
8	149	28.342899997504	"Transfer.area"
9	149	28.652671499999	"Transfer.area"
10	149	28.727800136952	"Transfer.area"
11	149	28.295221940996	"Transfer.area"
12	149	28.168147602115	"Transfer.area"
13	149	28.434234247956	"Transfer.area"
14	149	28.730144597307	"Transfer.area"
15	149	0	"Transfer.area"
1	150	22.80578455899	"Transfer.area"
2	150	26.20504460929	"Transfer.area"
3	150	27.695265258948	"Transfer.area"
4	150	28.618405283174	"Transfer.area"
5	150	29.12023636896	"Transfer.area"
6	150	29.312080476048	"Transfer.area"
7	150	29.45519333923	"Transfer.area"
8	150	29.487383742579	"Transfer.area"
9	150	29.403383506756	"Transfer.area"
10	150	29.587613382859	"Transfer.area"
11	150	29.676038759696	"Transfer.area"
12	150	29.663020819745	"Transfer.area"
13	150	29.310036163665	"Transfer.area"
14	150	29.629669491297	"Transfer.area"
15	150	0	"Transfer.area"
1	151	21.788952891774	"Transfer.area"
2	151	25.141150214656	"Transfer.area"
3	151	26.826217560883	"Transfer.area"
4	151	27.526303724042	"Transfer.area"
5	151	28.079714883267	"Transfer.area"
6	151	28.304451068524	"Transfer.area"
7	151	28.368284203856	"Transfer.area"
8	151	28.483670157975	"Transfer.area"
9	151	28.38663951666	"Transfer.area"
10	151	28.559836047992	"Transfer.area"
11	151	28.739716440693	"Transfer.area"
12	151	28.537463810752	"Transfer.area"
13	151	28.461264743452	"Transfer.area"
14	151	28.514348603952	"Transfer.area"
15	151	0	"Transfer.area"
1	152	21.794020011382	"Transfer.area"
2	152	25.30129908361	"Transfer.area"
3	152	26.892862376155	"Transfer.area"
4	152	27.662595103416	"Transfer.area"
5	152	28.16093506664	"Transfer.area"
6	152	28.390487864483	"Transfer.area"
7	152	28.505953780375	"Transfer.area"
8	152	28.544037487542	"Transfer.area"
9	152	28.583527067676	"Transfer.area"
10	152	28.555492684503	"Transfer.area"
11	152	0	"Transfer.area"
12	152	28.544685963772	"Transfer.area"
13	152	0	"Transfer.area"
14	152	28.542542096182	"Transfer.area"
15	152	0	"Transfer.area"
1	153	21.866980312418	"Transfer.area"
2	153	25.266632584149	"Transfer.area"
3	153	26.895841354619	"Transfer.area"
4	153	27.590981405018	"Transfer.area"
5	153	28.278814237547	"Transfer.area"
6	153	28.586760580133	"Transfer.area"
7	153	28.640477291162	"Transfer.area"
8	153	28.256121328852	"Transfer.area"
9	153	28.671529202157	"Transfer.area"
10	153	28.766252071354	"Transfer.area"
11	153	0	"Transfer.area"
12	153	28.584347452369	"Transfer.area"
13	153	0	"Transfer.area"
14	153	28.690785775721	"Transfer.area"
15	153	0	"Transfer.area"
1	154	21.529460572284	"Transfer.area"
2	154	24.839896082906	"Transfer.area"
3	154	26.556373454994	"Transfer.area"
4	154	27.371123843051	"Transfer.area"
5	154	27.871138724629	"Transfer.area"
6	154	28.052575985359	"Transfer.area"
7	154	28.203101350899	"Transfer.area"
8	154	28.285931114623	"Transfer.area"
9	154	28.257742723512	"Transfer.area"
10	154	28.257029083375	"Transfer.area"
11	154	0	"Transfer.area"
12	154	28.239833181364	"Transfer.area"
13	154	0	"Transfer.area"
14	154	28.416023548294	"Transfer.area"
15	154	0	"Transfer.area"
1	155	22.19219336033	"Transfer.area"
2	155	25.286347839245	"Transfer.area"
3	155	26.926817249173	"Transfer.area"
4	155	27.768285941251	"Transfer.area"
5	155	28.268860346855	"Transfer.area"
6	155	28.515289387677	"Transfer.area"
7	155	28.64346508707	"Transfer.area"
8	155	28.714218291443	"Transfer.area"
9	155	28.735650514282	"Transfer.area"
10	155	28.770667460197	"Transfer.area"
11	155	0	"Transfer.area"
12	155	28.783766096807	"Transfer.area"
13	155	0	"Transfer.area"
14	155	28.805667408378	"Transfer.area"
15	155	0	"Transfer.area"
1	156	22.00516120424	"Transfer.area"
2	156	25.199559770893	"Transfer.area"
3	156	26.616065634294	"Transfer.area"
4	156	27.573099165111	"Transfer.area"
5	156	27.938001782386	"Transfer.area"
6	156	28.188313490478	"Transfer.area"
7	156	28.245888347541	"Transfer.area"
8	156	28.391040675495	"Transfer.area"
9	156	28.352149985143	"Transfer.area"
10	156	28.429359919444	"Transfer.area"
11	156	0	"Transfer.area"
12	156	28.446108423339	"Transfer.area"
13	156	0	"Transfer.area"
14	156	28.469479178381	"Transfer.area"
15	156	0	"Transfer.area"
1	157	22.030965696477	"Transfer.area"
2	157	25.298933188234	"Transfer.area"
3	157	26.929958261423	"Transfer.area"
4	157	27.773788500354	"Transfer.area"
5	157	28.214978062885	"Transfer.area"
6	157	28.449479282056	"Transfer.area"
7	157	28.572848421827	"Transfer.area"
8	157	28.629610521978	"Transfer.area"
9	157	28.669757346347	"Transfer.area"
10	157	28.687998135259	"Transfer.area"
11	157	0	"Transfer.area"
12	157	28.703152772493	"Transfer.area"
13	157	0	"Transfer.area"
14	157	28.710409956927	"Transfer.area"
15	157	0	"Transfer.area"
1	158	21.948129399557	"Transfer.area"
2	158	25.400827861538	"Transfer.area"
3	158	27.121976006799	"Transfer.area"
4	158	27.967541679435	"Transfer.area"
5	158	28.365278064187	"Transfer.area"
6	158	28.784628968841	"Transfer.area"
7	158	28.895312524093	"Transfer.area"
8	158	28.760128423863	"Transfer.area"
9	158	28.913181587955	"Transfer.area"
10	158	28.889274989184	"Transfer.area"
11	158	0	"Transfer.area"
12	158	28.438294635815	"Transfer.area"
13	158	0	"Transfer.area"
14	158	28.925353414605	"Transfer.area"
15	158	0	"Transfer.area"
1	159	21.85740363739	"Transfer.area"
2	159	25.137175129173	"Transfer.area"
3	159	26.772714083906	"Transfer.area"
4	159	27.645826094297	"Transfer.area"
5	159	28.132591771652	"Transfer.area"
6	159	28.407403787713	"Transfer.area"
7	159	28.485733446039	"Transfer.area"
8	159	28.61174534927	"Transfer.area"
9	159	28.610679431017	"Transfer.area"
10	159	28.642957439355	"Transfer.area"
11	159	0	"Transfer.area"
12	159	0	"Transfer.area"
13	159	0	"Transfer.area"
14	159	28.679344893837	"Transfer.area"
15	159	0	"Transfer.area"
1	160	21.507392598551	"Transfer.area"
2	160	24.474358633741	"Transfer.area"
3	160	25.996661804398	"Transfer.area"
4	160	26.821662851654	"Transfer.area"
5	160	27.237086221139	"Transfer.area"
6	160	27.486746248491	"Transfer.area"
7	160	27.593173588903	"Transfer.area"
8	160	27.666164970444	"Transfer.area"
9	160	27.70524134382	"Transfer.area"
10	160	27.722617285877	"Transfer.area"
11	160	0	"Transfer.area"
12	160	27.784198796469	"Transfer.area"
13	160	0	"Transfer.area"
14	160	27.804097510104	"Transfer.area"
15	160	0	"Transfer.area"
1	161	22.281906932032	"Transfer.area"
2	161	25.669627177788	"Transfer.area"
3	161	27.418283312429	"Transfer.area"
4	161	28.357124650894	"Transfer.area"
5	161	28.858777043313	"Transfer.area"
6	161	29.132769318518	"Transfer.area"
7	161	29.280382902622	"Transfer.area"
8	161	29.36065431627	"Transfer.area"
9	161	29.40426693265	"Transfer.area"
10	161	29.428086778149	"Transfer.area"
11	161	0	"Transfer.area"
12	161	29.448136753116	"Transfer.area"
13	161	0	"Transfer.area"
14	161	29.452976713501	"Transfer.area"
15	161	29.454941443084	"Transfer.area"
1	162	22.313944240074	"Transfer.area"
2	162	25.414775308164	"Transfer.area"
3	162	27.004667455751	"Transfer.area"
4	162	27.880864871737	"Transfer.area"
5	162	28.348392976345	"Transfer.area"
6	162	28.58315000561	"Transfer.area"
7	162	28.729853046417	"Transfer.area"
8	162	28.801792341041	"Transfer.area"
9	162	28.858585137553	"Transfer.area"
10	162	28.877106480648	"Transfer.area"
11	162	0	"Transfer.area"
12	162	28.91170877102	"Transfer.area"
13	162	0	"Transfer.area"
14	162	0	"Transfer.area"
15	162	28.921025008695	"Transfer.area"
1	163	21.947316179658	"Transfer.area"
2	163	25.073719800096	"Transfer.area"
3	163	26.7035774479	"Transfer.area"
4	163	27.527440051526	"Transfer.area"
5	163	27.97145979001	"Transfer.area"
6	163	28.230715678804	"Transfer.area"
7	163	28.352709358419	"Transfer.area"
8	163	28.414617710829	"Transfer.area"
9	163	28.462396588502	"Transfer.area"
10	163	28.486029607633	"Transfer.area"
11	163	0	"Transfer.area"
12	163	28.510919411324	"Transfer.area"
13	163	0	"Transfer.area"
14	163	0	"Transfer.area"
15	163	28.42263698924	"Transfer.area"
1	164	22.439415121884	"Transfer.area"
2	164	25.590042307177	"Transfer.area"
3	164	27.216340446841	"Transfer.area"
4	164	28.065995857994	"Transfer.area"
5	164	28.555785600654	"Transfer.area"
6	164	28.797241505559	"Transfer.area"
7	164	28.925441714943	"Transfer.area"
8	164	29.052217176894	"Transfer.area"
9	164	29.025971202548	"Transfer.area"
10	164	29.064065277583	"Transfer.area"
11	164	0	"Transfer.area"
12	164	29.072607889007	"Transfer.area"
13	164	0	"Transfer.area"
14	164	29.152336220492	"Transfer.area"
15	164	29.049187480527	"Transfer.area"
1	165	22.167377094609	"Transfer.area"
2	165	25.082507332689	"Transfer.area"
3	165	26.606191795459	"Transfer.area"
4	165	27.39147243309	"Transfer.area"
5	165	27.843512547585	"Transfer.area"
6	165	28.068949394128	"Transfer.area"
7	165	28.154198339257	"Transfer.area"
8	165	28.455058685171	"Transfer.area"
9	165	28.243451384177	"Transfer.area"
10	165	28.241376033796	"Transfer.area"
11	165	0	"Transfer.area"
12	165	28.404458155265	"Transfer.area"
13	165	0	"Transfer.area"
14	165	28.18448836725	"Transfer.area"
15	165	0	"Transfer.area"
1	166	22.22258110376	"Transfer.area"
2	166	25.606546490589	"Transfer.area"
3	166	27.37342180786	"Transfer.area"
4	166	28.247717937869	"Transfer.area"
5	166	28.728929914595	"Transfer.area"
6	166	28.954230425241	"Transfer.area"
7	166	29.131044448877	"Transfer.area"
8	166	0	"Transfer.area"
9	166	29.242018458636	"Transfer.area"
10	166	29.251325522151	"Transfer.area"
11	166	0	"Transfer.area"
12	166	29.349826604191	"Transfer.area"
13	166	0	"Transfer.area"
14	166	29.220342119762	"Transfer.area"
15	166	29.577008372719	"Transfer.area"
1	167	22.130499371403	"Transfer.area"
2	167	25.423536081604	"Transfer.area"
3	167	27.112352490247	"Transfer.area"
4	167	27.986205961561	"Transfer.area"
5	167	28.422426386196	"Transfer.area"
6	167	28.663261668602	"Transfer.area"
7	167	28.793682989907	"Transfer.area"
8	167	0	"Transfer.area"
9	167	28.834178443841	"Transfer.area"
10	167	28.891457016531	"Transfer.area"
11	167	0	"Transfer.area"
12	167	0	"Transfer.area"
13	167	0	"Transfer.area"
14	167	28.917805057712	"Transfer.area"
15	167	28.936552098789	"Transfer.area"
1	168	21.395387334789	"Transfer.area"
2	168	24.78319011666	"Transfer.area"
3	168	26.479560072912	"Transfer.area"
4	168	27.338856307649	"Transfer.area"
5	168	27.780798538607	"Transfer.area"
6	168	28.008723599677	"Transfer.area"
7	168	28.125595747312	"Transfer.area"
8	168	28.19306062069	"Transfer.area"
9	168	28.22265946671	"Transfer.area"
10	168	28.236661647101	"Transfer.area"
11	168	0	"Transfer.area"
12	168	28.250486698313	"Transfer.area"
13	168	0	"Transfer.area"
14	168	28.242848089806	"Transfer.area"
15	168	28.249100070453	"Transfer.area"
1	169	22.905523713406	"Transfer.area"
2	169	26.158503897969	"Transfer.area"
3	169	27.854093158562	"Transfer.area"
4	169	28.781899899718	"Transfer.area"
5	169	29.283020090258	"Transfer.area"
6	169	29.612367027701	"Transfer.area"
7	169	29.722670454072	"Transfer.area"
8	169	29.854403690018	"Transfer.area"
9	169	29.887140292884	"Transfer.area"
10	169	29.857805527614	"Transfer.area"
11	169	0	"Transfer.area"
12	169	0	"Transfer.area"
13	169	0	"Transfer.area"
14	169	30.077087951631	"Transfer.area"
15	169	29.905939689185	"Transfer.area"
1	170	22.089703982236	"Transfer.area"
2	170	25.342966931046	"Transfer.area"
3	170	26.979516819944	"Transfer.area"
4	170	27.793674769399	"Transfer.area"
5	170	28.260863084327	"Transfer.area"
6	170	28.493998238615	"Transfer.area"
7	170	28.621236775638	"Transfer.area"
8	170	28.684728274225	"Transfer.area"
9	170	28.715590756243	"Transfer.area"
10	170	28.734849486019	"Transfer.area"
11	170	0	"Transfer.area"
12	170	28.76479882789	"Transfer.area"
13	170	0	"Transfer.area"
14	170	28.750251923578	"Transfer.area"
15	170	28.773051274135	"Transfer.area"
1	171	21.477858489551	"Transfer.area"
2	171	24.771073023625	"Transfer.area"
3	171	26.454106503271	"Transfer.area"
4	171	27.317158202548	"Transfer.area"
5	171	27.775486633247	"Transfer.area"
6	171	28.010995160817	"Transfer.area"
7	171	28.137198064968	"Transfer.area"
8	171	28.207875016762	"Transfer.area"
9	171	28.239223998705	"Transfer.area"
10	171	28.259280079091	"Transfer.area"
11	171	0	"Transfer.area"
12	171	28.275617163059	"Transfer.area"
13	171	0	"Transfer.area"
14	171	28.276680487062	"Transfer.area"
15	171	28.269246419408	"Transfer.area"
1	172	22.018876213659	"Transfer.area"
2	172	25.460345802482	"Transfer.area"
3	172	27.15953081463	"Transfer.area"
4	172	28.055219572241	"Transfer.area"
5	172	28.502696565908	"Transfer.area"
6	172	28.714382169622	"Transfer.area"
7	172	28.8344945094	"Transfer.area"
8	172	28.921758260067	"Transfer.area"
9	172	28.937503830057	"Transfer.area"
10	172	28.95320517167	"Transfer.area"
11	172	0	"Transfer.area"
12	172	28.977079808931	"Transfer.area"
13	172	0	"Transfer.area"
14	172	28.978310937734	"Transfer.area"
15	172	0	"Transfer.area"
1	173	22.127462427559	"Transfer.area"
2	173	25.432093520964	"Transfer.area"
3	173	27.103509359871	"Transfer.area"
4	173	27.971130736551	"Transfer.area"
5	173	28.437031128043	"Transfer.area"
6	173	28.674638128177	"Transfer.area"
7	173	28.802770652639	"Transfer.area"
8	173	28.866920186984	"Transfer.area"
9	173	28.906576700672	"Transfer.area"
10	173	28.926311122359	"Transfer.area"
11	173	0	"Transfer.area"
12	173	28.939656668792	"Transfer.area"
13	173	0	"Transfer.area"
14	173	28.943721164325	"Transfer.area"
15	173	0	"Transfer.area"
1	174	22.341645147826	"Transfer.area"
2	174	25.515917444144	"Transfer.area"
3	174	27.301943310429	"Transfer.area"
4	174	28.18509532332	"Transfer.area"
5	174	28.641683989758	"Transfer.area"
6	174	28.889222070589	"Transfer.area"
7	174	29.063461226667	"Transfer.area"
8	174	29.161716035985	"Transfer.area"
9	174	29.220872978489	"Transfer.area"
10	174	29.239146650197	"Transfer.area"
11	174	0	"Transfer.area"
12	174	29.283350972377	"Transfer.area"
13	174	0	"Transfer.area"
14	174	29.206491574043	"Transfer.area"
15	174	29.369063408502	"Transfer.area"
1	175	21.600120274224	"Transfer.area"
2	175	24.827185810376	"Transfer.area"
3	175	26.515974667804	"Transfer.area"
4	175	27.411483458759	"Transfer.area"
5	175	27.884553590395	"Transfer.area"
6	175	28.138811653049	"Transfer.area"
7	175	28.273498450144	"Transfer.area"
8	175	28.351839317439	"Transfer.area"
9	175	28.385536673968	"Transfer.area"
10	175	28.407820981251	"Transfer.area"
11	175	0	"Transfer.area"
12	175	28.412208536104	"Transfer.area"
13	175	0	"Transfer.area"
14	175	0	"Transfer.area"
15	175	0	"Transfer.area"
1	176	23.006702938159	"Transfer.area"
2	176	26.218617686623	"Transfer.area"
3	176	27.867151849137	"Transfer.area"
4	176	28.739706989412	"Transfer.area"
5	176	29.21524960336	"Transfer.area"
6	176	29.508509565599	"Transfer.area"
7	176	29.609175715868	"Transfer.area"
8	176	29.658193456155	"Transfer.area"
9	176	29.730818941648	"Transfer.area"
10	176	29.761784037706	"Transfer.area"
11	176	0	"Transfer.area"
12	176	29.274855435895	"Transfer.area"
13	176	0	"Transfer.area"
14	176	0	"Transfer.area"
15	176	0	"Transfer.area"
1	177	21.400470290147	"Transfer.area"
2	177	24.813926412162	"Transfer.area"
3	177	26.579011270912	"Transfer.area"
4	177	27.470773413776	"Transfer.area"
5	177	27.947952000523	"Transfer.area"
6	177	28.182916325913	"Transfer.area"
7	177	28.304761818918	"Transfer.area"
8	177	28.386454695569	"Transfer.area"
9	177	28.413465199486	"Transfer.area"
10	177	28.428235053335	"Transfer.area"
11	177	0	"Transfer.area"
12	177	28.495397448279	"Transfer.area"
13	177	0	"Transfer.area"
14	177	0	"Transfer.area"
15	177	0	"Transfer.area"
1	178	21.982093010222	"Transfer.area"
2	178	25.334667034026	"Transfer.area"
3	178	27.009857359193	"Transfer.area"
4	178	27.851180795525	"Transfer.area"
5	178	28.281442998059	"Transfer.area"
6	178	28.504463079593	"Transfer.area"
7	178	28.612133365268	"Transfer.area"
8	178	28.66210618225	"Transfer.area"
9	178	28.692947493269	"Transfer.area"
10	178	28.721735256516	"Transfer.area"
11	178	0	"Transfer.area"
12	178	28.740900429377	"Transfer.area"
13	178	0	"Transfer.area"
14	178	0	"Transfer.area"
15	178	28.726758898055	"Transfer.area"
1	179	22.132342111026	"Transfer.area"
2	179	25.454525833004	"Transfer.area"
3	179	27.143228442305	"Transfer.area"
4	179	28.040382086546	"Transfer.area"
5	179	28.524937918471	"Transfer.area"
6	179	28.690869375162	"Transfer.area"
7	179	28.873288435688	"Transfer.area"
8	179	28.898685964785	"Transfer.area"
9	179	28.932318641901	"Transfer.area"
10	179	29.017469861967	"Transfer.area"
11	179	0	"Transfer.area"
12	179	28.95370932982	"Transfer.area"
13	179	0	"Transfer.area"
14	179	0	"Transfer.area"
15	179	29.021777803477	"Transfer.area"
1	180	22.102143496258	"Transfer.area"
2	180	25.546129471303	"Transfer.area"
3	180	27.291513964889	"Transfer.area"
4	180	28.201527204316	"Transfer.area"
5	180	28.670686737213	"Transfer.area"
6	180	28.852259437111	"Transfer.area"
7	180	29.002835244295	"Transfer.area"
8	180	28.944890056709	"Transfer.area"
9	180	29.091746801005	"Transfer.area"
10	180	29.133990078644	"Transfer.area"
11	180	0	"Transfer.area"
12	180	29.070368606145	"Transfer.area"
13	180	0	"Transfer.area"
14	180	0	"Transfer.area"
15	180	0	"Transfer.area"
1	181	21.606141007236	"Transfer.area"
2	181	24.9795934978	"Transfer.area"
3	181	26.698920935397	"Transfer.area"
4	181	27.584823977556	"Transfer.area"
5	181	28.060853368432	"Transfer.area"
6	181	28.306994759192	"Transfer.area"
7	181	28.438098519687	"Transfer.area"
8	181	28.502524076013	"Transfer.area"
9	181	28.545190829544	"Transfer.area"
10	181	28.546744071998	"Transfer.area"
11	181	0	"Transfer.area"
12	181	0	"Transfer.area"
13	181	0	"Transfer.area"
14	181	0	"Transfer.area"
15	181	0	"Transfer.area"
1	182	21.518759153695	"Transfer.area"
2	182	24.858313533875	"Transfer.area"
3	182	26.611238827353	"Transfer.area"
4	182	27.499521863553	"Transfer.area"
5	182	27.995640770459	"Transfer.area"
6	182	28.221998267972	"Transfer.area"
7	182	28.289155192821	"Transfer.area"
8	182	28.355938722863	"Transfer.area"
9	182	28.400636267369	"Transfer.area"
10	182	28.415761475729	"Transfer.area"
11	182	0	"Transfer.area"
12	182	28.4470989022	"Transfer.area"
13	182	0	"Transfer.area"
14	182	0	"Transfer.area"
15	182	28.528557900656	"Transfer.area"
1	183	22.390930377025	"Transfer.area"
2	183	25.710416216154	"Transfer.area"
3	183	27.350504971021	"Transfer.area"
4	183	28.296364162256	"Transfer.area"
5	183	28.777257912249	"Transfer.area"
6	183	29.022650750249	"Transfer.area"
7	183	29.194595837427	"Transfer.area"
8	183	29.271864852261	"Transfer.area"
9	183	29.243983353957	"Transfer.area"
10	183	29.331939558084	"Transfer.area"
11	183	0	"Transfer.area"
12	183	29.3165629063	"Transfer.area"
13	183	0	"Transfer.area"
14	183	0	"Transfer.area"
15	183	0	"Transfer.area"
1	184	22.418309025889	"Transfer.area"
2	184	25.584901662544	"Transfer.area"
3	184	27.172867562168	"Transfer.area"
4	184	27.979427626439	"Transfer.area"
5	184	28.394166256187	"Transfer.area"
6	184	28.622391513096	"Transfer.area"
7	184	28.734584595645	"Transfer.area"
8	184	28.800420647527	"Transfer.area"
9	184	28.822733509434	"Transfer.area"
10	184	28.842479759368	"Transfer.area"
11	184	0	"Transfer.area"
12	184	28.851118453237	"Transfer.area"
13	184	0	"Transfer.area"
14	184	0	"Transfer.area"
15	184	28.884543779007	"Transfer.area"
1	185	21.711691078761	"Transfer.area"
2	185	24.945773789783	"Transfer.area"
3	185	26.533264666761	"Transfer.area"
4	185	27.322612302306	"Transfer.area"
5	185	27.739801673809	"Transfer.area"
6	185	27.933721956778	"Transfer.area"
7	185	28.03998711785	"Transfer.area"
8	185	28.079278408561	"Transfer.area"
9	185	28.130624543769	"Transfer.area"
10	185	28.133532062414	"Transfer.area"
11	185	0	"Transfer.area"
12	185	28.119703646183	"Transfer.area"
13	185	28.165127406018	"Transfer.area"
14	185	0	"Transfer.area"
15	185	27.931947128895	"Transfer.area"
1	186	21.606231707605	"Transfer.area"
2	186	25.009220082447	"Transfer.area"
3	186	26.656761322941	"Transfer.area"
4	186	27.461067546602	"Transfer.area"
5	186	27.860871056466	"Transfer.area"
6	186	28.067203880721	"Transfer.area"
7	186	28.161923981175	"Transfer.area"
8	186	28.203063191419	"Transfer.area"
9	186	28.232690115875	"Transfer.area"
10	186	28.245755667675	"Transfer.area"
11	186	28.246586872052	"Transfer.area"
12	186	28.223723148957	"Transfer.area"
13	186	0	"Transfer.area"
14	186	0	"Transfer.area"
15	186	28.271517023785	"Transfer.area"
1	187	20.712105169417	"Transfer.area"
2	187	23.930873127537	"Transfer.area"
3	187	25.541766314004	"Transfer.area"
4	187	26.370389000129	"Transfer.area"
5	187	26.787317404988	"Transfer.area"
6	187	27.013354143679	"Transfer.area"
7	187	27.127712946485	"Transfer.area"
8	187	27.189965647957	"Transfer.area"
9	187	27.21956407982	"Transfer.area"
10	187	27.240105756543	"Transfer.area"
11	187	27.305116143566	"Transfer.area"
12	187	27.293058852543	"Transfer.area"
13	187	27.226112578887	"Transfer.area"
14	187	0	"Transfer.area"
15	187	27.313026794509	"Transfer.area"
1	188	21.617066506049	"Transfer.area"
2	188	25.19781880338	"Transfer.area"
3	188	26.977771255994	"Transfer.area"
4	188	27.880041314496	"Transfer.area"
5	188	28.334258188507	"Transfer.area"
6	188	28.566138532188	"Transfer.area"
7	188	28.685675401278	"Transfer.area"
8	188	28.743998123256	"Transfer.area"
9	188	28.774377216955	"Transfer.area"
10	188	28.792048057969	"Transfer.area"
11	188	0	"Transfer.area"
12	188	28.81121861313	"Transfer.area"
13	188	28.812127182763	"Transfer.area"
14	188	0	"Transfer.area"
15	188	28.858617754761	"Transfer.area"
1	189	21.595336509938	"Transfer.area"
2	189	25.061102831306	"Transfer.area"
3	189	26.740186486284	"Transfer.area"
4	189	27.5381471235	"Transfer.area"
5	189	27.969958534518	"Transfer.area"
6	189	28.165694409173	"Transfer.area"
7	189	28.260219875826	"Transfer.area"
8	189	28.33379730564	"Transfer.area"
9	189	28.378033279732	"Transfer.area"
10	189	28.383620636566	"Transfer.area"
11	189	0	"Transfer.area"
12	189	28.39887390575	"Transfer.area"
13	189	28.407543140778	"Transfer.area"
14	189	0	"Transfer.area"
15	189	28.389897668398	"Transfer.area"
1	190	22.197172605299	"Transfer.area"
2	190	25.369502191552	"Transfer.area"
3	190	26.977956996419	"Transfer.area"
4	190	27.793751984275	"Transfer.area"
