"Age"	"Iteration"	"MeanIndividualLength"	"StratumTransfer"
2	31	25.041894048325	"27.4.aE"
3	31	26.834782218505	"27.4.aE"
4	31	27.776718823096	"27.4.aE"
5	31	28.25713295582	"27.4.aE"
6	31	28.506671402445	"27.4.aE"
7	31	28.633446233743	"27.4.aE"
8	31	28.684942550814	"27.4.aE"
9	31	28.729050838057	"27.4.aE"
10	31	28.768055264169	"27.4.aE"
11	31	28.75395662108	"27.4.aE"
12	31	28.760331066062	"27.4.aE"
13	31	28.771297216889	"27.4.aE"
14	31	28.769129155898	"27.4.aE"
15	31	28.769552880126	"27.4.aE"
1	32	21.237917202931	"27.4.aE"
2	32	24.916380857458	"27.4.aE"
3	32	26.819097515366	"27.4.aE"
4	32	27.788473123817	"27.4.aE"
5	32	28.291774664052	"27.4.aE"
6	32	28.551610829704	"27.4.aE"
7	32	28.68857839791	"27.4.aE"
8	32	28.744763565085	"27.4.aE"
9	32	28.781999771281	"27.4.aE"
10	32	28.812672326125	"27.4.aE"
11	32	28.810580360232	"27.4.aE"
12	32	28.841763737682	"27.4.aE"
13	32	28.818583094901	"27.4.aE"
14	32	28.82770572876	"27.4.aE"
15	32	28.826646129379	"27.4.aE"
1	33	21.644185201083	"27.4.aE"
2	33	25.295228127913	"27.4.aE"
3	33	27.037394770355	"27.4.aE"
4	33	27.962568384057	"27.4.aE"
5	33	28.529327764385	"27.4.aE"
6	33	28.776578432784	"27.4.aE"
7	33	28.943524851732	"27.4.aE"
8	33	29.015252984076	"27.4.aE"
9	33	29.187827132665	"27.4.aE"
10	33	29.068819580455	"27.4.aE"
11	33	29.186248161572	"27.4.aE"
12	33	29.067103880349	"27.4.aE"
13	33	29.165244850584	"27.4.aE"
14	33	29.107251648406	"27.4.aE"
15	33	29.091432334279	"27.4.aE"
1	34	21.733233222066	"27.4.aE"
2	34	25.235399627508	"27.4.aE"
3	34	27.069890681048	"27.4.aE"
4	34	28.034220252696	"27.4.aE"
5	34	28.567403809521	"27.4.aE"
6	34	28.839401708664	"27.4.aE"
7	34	29.005140861698	"27.4.aE"
8	34	29.084583730584	"27.4.aE"
9	34	29.145087722706	"27.4.aE"
10	34	29.168464884506	"27.4.aE"
11	34	29.173857149513	"27.4.aE"
12	34	29.182279375084	"27.4.aE"
13	34	29.171312160865	"27.4.aE"
14	34	29.184237479786	"27.4.aE"
15	34	29.187273891942	"27.4.aE"
1	35	21.637774719832	"27.4.aE"
2	35	25.261861422302	"27.4.aE"
3	35	27.106695185647	"27.4.aE"
4	35	28.0671085313	"27.4.aE"
5	35	28.576744772576	"27.4.aE"
6	35	28.849792574354	"27.4.aE"
7	35	28.99540749914	"27.4.aE"
8	35	29.072678561732	"27.4.aE"
9	35	29.114307122034	"27.4.aE"
10	35	29.135919282461	"27.4.aE"
11	35	29.147887544458	"27.4.aE"
12	35	29.155011481344	"27.4.aE"
13	35	29.158479815508	"27.4.aE"
14	35	29.158544361015	"27.4.aE"
15	35	29.160953942955	"27.4.aE"
1	36	21.498377003951	"27.4.aE"
2	36	25.085752259788	"27.4.aE"
3	36	26.899961519012	"27.4.aE"
4	36	27.870011732055	"27.4.aE"
5	36	28.357116644398	"27.4.aE"
6	36	28.654527454852	"27.4.aE"
7	36	28.783504632192	"27.4.aE"
8	36	28.82086117793	"27.4.aE"
9	36	28.915995254615	"27.4.aE"
10	36	28.958944364748	"27.4.aE"
11	36	29.089867286376	"27.4.aE"
12	36	28.967473554539	"27.4.aE"
13	36	28.98557866979	"27.4.aE"
14	36	29.012199498234	"27.4.aE"
15	36	28.924933239492	"27.4.aE"
1	37	21.933493289447	"27.4.aE"
2	37	25.268891953114	"27.4.aE"
3	37	27.209283190683	"27.4.aE"
4	37	28.157487209057	"27.4.aE"
5	37	28.648685101858	"27.4.aE"
6	37	28.964797435965	"27.4.aE"
7	37	29.151074942977	"27.4.aE"
8	37	29.169911073225	"27.4.aE"
9	37	29.260828474528	"27.4.aE"
10	37	29.374239349289	"27.4.aE"
11	37	29.331516045821	"27.4.aE"
12	37	29.279279968753	"27.4.aE"
13	37	29.308521003058	"27.4.aE"
14	37	29.291048799515	"27.4.aE"
15	37	29.272075111122	"27.4.aE"
1	38	21.696745120737	"27.4.aE"
2	38	25.131163099265	"27.4.aE"
3	38	26.833012912743	"27.4.aE"
4	38	27.625352437668	"27.4.aE"
5	38	28.183468676842	"27.4.aE"
6	38	28.486605052795	"27.4.aE"
7	38	28.529375169587	"27.4.aE"
8	38	28.610682201298	"27.4.aE"
9	38	28.65641915553	"27.4.aE"
10	38	28.685895156294	"27.4.aE"
11	38	28.852845063721	"27.4.aE"
12	38	28.666490059156	"27.4.aE"
13	38	28.688941405031	"27.4.aE"
14	38	28.713013998762	"27.4.aE"
15	38	29.05233397801	"27.4.aE"
1	39	21.114094600594	"27.4.aE"
2	39	25.020904090566	"27.4.aE"
3	39	26.97814560524	"27.4.aE"
4	39	27.953633969362	"27.4.aE"
5	39	28.505229999592	"27.4.aE"
6	39	28.715603825435	"27.4.aE"
7	39	28.890959055381	"27.4.aE"
8	39	28.925079525779	"27.4.aE"
9	39	28.960462475247	"27.4.aE"
10	39	29.022552696507	"27.4.aE"
11	39	28.970714626998	"27.4.aE"
12	39	28.987402815546	"27.4.aE"
13	39	29.020910578278	"27.4.aE"
14	39	28.994811621981	"27.4.aE"
15	39	29.053561880802	"27.4.aE"
1	40	21.585711581321	"27.4.aE"
2	40	25.250029227584	"27.4.aE"
3	40	27.064283460917	"27.4.aE"
4	40	28.008439418003	"27.4.aE"
5	40	28.500447846035	"27.4.aE"
6	40	28.757931396178	"27.4.aE"
7	40	28.899005325439	"27.4.aE"
8	40	28.972170622919	"27.4.aE"
9	40	29.006448016353	"27.4.aE"
10	40	29.020378974889	"27.4.aE"
11	40	29.038692237539	"27.4.aE"
12	40	29.041865845967	"27.4.aE"
13	40	29.042474815965	"27.4.aE"
14	40	29.049377162224	"27.4.aE"
15	40	29.051962996575	"27.4.aE"
1	41	21.489023735614	"27.4.aE"
2	41	25.127384239334	"27.4.aE"
3	41	27.104250793991	"27.4.aE"
4	41	28.033716357282	"27.4.aE"
5	41	28.565925653859	"27.4.aE"
6	41	28.898817240475	"27.4.aE"
7	41	29.030187773248	"27.4.aE"
8	41	29.064066857134	"27.4.aE"
9	41	29.176816106478	"27.4.aE"
10	41	29.174224441875	"27.4.aE"
11	41	29.098185037113	"27.4.aE"
12	41	29.148891640761	"27.4.aE"
13	41	29.151623482236	"27.4.aE"
14	41	29.137695843455	"27.4.aE"
15	41	29.08101794771	"27.4.aE"
1	42	21.700706929912	"27.4.aE"
2	42	25.554397235109	"27.4.aE"
3	42	27.398918881241	"27.4.aE"
4	42	28.313863975252	"27.4.aE"
5	42	28.824489783656	"27.4.aE"
6	42	29.086525065253	"27.4.aE"
7	42	29.225631837679	"27.4.aE"
8	42	29.297938481996	"27.4.aE"
9	42	29.335547916285	"27.4.aE"
10	42	29.351341984803	"27.4.aE"
11	42	29.356540348413	"27.4.aE"
12	42	29.357553897556	"27.4.aE"
13	42	29.370119055699	"27.4.aE"
14	42	29.378352040135	"27.4.aE"
15	42	29.373033769206	"27.4.aE"
1	43	21.152642048108	"27.4.aE"
2	43	25.032367413704	"27.4.aE"
3	43	26.952577482422	"27.4.aE"
4	43	27.904562973495	"27.4.aE"
5	43	28.494534865246	"27.4.aE"
6	43	28.709378923863	"27.4.aE"
7	43	28.841378724321	"27.4.aE"
8	43	28.958388281764	"27.4.aE"
9	43	28.987607366045	"27.4.aE"
10	43	28.967541942902	"27.4.aE"
11	43	29.132401427804	"27.4.aE"
12	43	29.107851735345	"27.4.aE"
13	43	28.997700634255	"27.4.aE"
14	43	29.057627920616	"27.4.aE"
15	43	29.060097631937	"27.4.aE"
1	44	21.426653089287	"27.4.aE"
2	44	25.039734438922	"27.4.aE"
3	44	26.845192303166	"27.4.aE"
4	44	27.800737534932	"27.4.aE"
5	44	28.336859279638	"27.4.aE"
6	44	28.57410110051	"27.4.aE"
7	44	28.763114700487	"27.4.aE"
8	44	28.783454744699	"27.4.aE"
9	44	28.854007076228	"27.4.aE"
10	44	28.887040839885	"27.4.aE"
11	44	28.869807656494	"27.4.aE"
12	44	28.881399156689	"27.4.aE"
13	44	28.883037108956	"27.4.aE"
14	44	28.909062868379	"27.4.aE"
15	44	28.879799502643	"27.4.aE"
1	45	21.615197883583	"27.4.aE"
2	45	25.207487867617	"27.4.aE"
3	45	27.029673795626	"27.4.aE"
4	45	27.844768003347	"27.4.aE"
5	45	28.389224403934	"27.4.aE"
6	45	28.688453022843	"27.4.aE"
7	45	28.776471465922	"27.4.aE"
8	45	28.802550542228	"27.4.aE"
9	45	28.870837835361	"27.4.aE"
10	45	28.854947134969	"27.4.aE"
11	45	28.877733513219	"27.4.aE"
12	45	29.098646207041	"27.4.aE"
13	45	28.866458746469	"27.4.aE"
14	45	28.889384426491	"27.4.aE"
15	45	29.034305831171	"27.4.aE"
1	46	21.569970300174	"27.4.aE"
2	46	25.06471817012	"27.4.aE"
3	46	27.096701355348	"27.4.aE"
4	46	27.964190386692	"27.4.aE"
5	46	28.730934481848	"27.4.aE"
6	46	28.810252780753	"27.4.aE"
7	46	29.01261210023	"27.4.aE"
8	46	29.070491677043	"27.4.aE"
9	46	29.040119619004	"27.4.aE"
10	46	29.234622389267	"27.4.aE"
11	46	29.287452199138	"27.4.aE"
12	46	29.177059515545	"27.4.aE"
13	46	29.15520154752	"27.4.aE"
14	46	29.065261114262	"27.4.aE"
15	46	30.049172244781	"27.4.aE"
1	47	21.405401762995	"27.4.aE"
2	47	24.986030214373	"27.4.aE"
3	47	26.838773148311	"27.4.aE"
4	47	27.804616721648	"27.4.aE"
5	47	28.341751485997	"27.4.aE"
6	47	28.636967382122	"27.4.aE"
7	47	28.798415929005	"27.4.aE"
8	47	28.863384567558	"27.4.aE"
9	47	28.90672540962	"27.4.aE"
10	47	28.946783782378	"27.4.aE"
11	47	28.942374818721	"27.4.aE"
12	47	28.965548168421	"27.4.aE"
13	47	28.964831515468	"27.4.aE"
14	47	28.964635556421	"27.4.aE"
15	47	28.963037828414	"27.4.aE"
1	48	21.455165773625	"27.4.aE"
2	48	24.971550272977	"27.4.aE"
3	48	26.7549043689	"27.4.aE"
4	48	27.69020930202	"27.4.aE"
5	48	28.163422469399	"27.4.aE"
6	48	28.412172241695	"27.4.aE"
7	48	28.539874386015	"27.4.aE"
8	48	28.66742380201	"27.4.aE"
9	48	28.684361393771	"27.4.aE"
10	48	28.670426820334	"27.4.aE"
11	48	28.691618338248	"27.4.aE"
12	48	28.686314747207	"27.4.aE"
13	48	28.689291957946	"27.4.aE"
14	48	28.739972526087	"27.4.aE"
15	48	28.631236183312	"27.4.aE"
1	49	22.037210420609	"27.4.aE"
2	49	25.492200152965	"27.4.aE"
3	49	27.291263060174	"27.4.aE"
4	49	28.214451656205	"27.4.aE"
5	49	28.756680299016	"27.4.aE"
6	49	29.010770792002	"27.4.aE"
7	49	29.145740186216	"27.4.aE"
8	49	29.191131181758	"27.4.aE"
9	49	29.264440159922	"27.4.aE"
10	49	29.275610454828	"27.4.aE"
11	49	29.319906618174	"27.4.aE"
12	49	29.287883114533	"27.4.aE"
13	49	29.260518169433	"27.4.aE"
14	49	29.291985592388	"27.4.aE"
15	49	29.293860951008	"27.4.aE"
1	50	21.451486882412	"27.4.aE"
2	50	25.193621283827	"27.4.aE"
3	50	27.098144629776	"27.4.aE"
4	50	28.092544744349	"27.4.aE"
5	50	28.518211020436	"27.4.aE"
6	50	28.834878194272	"27.4.aE"
7	50	28.91300838164	"27.4.aE"
8	50	29.053077585063	"27.4.aE"
9	50	29.036916497197	"27.4.aE"
10	50	29.073222047356	"27.4.aE"
11	50	29.16733668986	"27.4.aE"
12	50	29.163551648807	"27.4.aE"
13	50	29.088318839383	"27.4.aE"
14	50	29.186412466207	"27.4.aE"
15	50	29.22508050892	"27.4.aE"
1	51	21.504126431259	"27.4.aE"
2	51	25.050308379771	"27.4.aE"
3	51	26.945441565989	"27.4.aE"
4	51	27.833273334845	"27.4.aE"
5	51	28.294559201568	"27.4.aE"
6	51	28.593351863393	"27.4.aE"
7	51	28.697027316175	"27.4.aE"
8	51	28.760683679512	"27.4.aE"
9	51	28.806358417386	"27.4.aE"
10	51	28.880584201222	"27.4.aE"
11	51	28.832470422376	"27.4.aE"
12	51	28.843859277546	"27.4.aE"
13	51	28.879201931914	"27.4.aE"
14	51	28.885464322293	"27.4.aE"
15	51	28.853115252916	"27.4.aE"
1	52	21.504687310028	"27.4.aE"
2	52	25.311099566108	"27.4.aE"
3	52	27.247513858001	"27.4.aE"
4	52	28.273750302567	"27.4.aE"
5	52	28.828943980874	"27.4.aE"
6	52	29.143312534987	"27.4.aE"
7	52	29.305532792284	"27.4.aE"
8	52	29.377095088309	"27.4.aE"
9	52	29.450264840108	"27.4.aE"
10	52	29.464777399165	"27.4.aE"
11	52	29.484745907485	"27.4.aE"
12	52	29.525815369082	"27.4.aE"
13	52	29.471306144956	"27.4.aE"
14	52	29.547882061331	"27.4.aE"
15	52	29.554051884268	"27.4.aE"
1	53	21.006890129701	"27.4.aE"
2	53	24.774633974817	"27.4.aE"
3	53	26.689819367894	"27.4.aE"
4	53	27.702525617948	"27.4.aE"
5	53	28.249070583151	"27.4.aE"
6	53	28.534756722113	"27.4.aE"
7	53	28.703026140907	"27.4.aE"
8	53	28.802583070179	"27.4.aE"
9	53	28.841783476171	"27.4.aE"
10	53	28.867158991195	"27.4.aE"
11	53	28.862417795008	"27.4.aE"
12	53	28.885147689441	"27.4.aE"
13	53	28.893276296489	"27.4.aE"
14	53	28.914977786079	"27.4.aE"
15	53	28.884236758234	"27.4.aE"
1	54	21.367003849722	"27.4.aE"
2	54	24.93425385359	"27.4.aE"
3	54	26.755512453357	"27.4.aE"
4	54	27.720439879633	"27.4.aE"
5	54	28.228132847153	"27.4.aE"
6	54	28.493291237157	"27.4.aE"
7	54	28.643817072263	"27.4.aE"
8	54	28.728802997416	"27.4.aE"
9	54	28.765616865699	"27.4.aE"
10	54	28.785276033383	"27.4.aE"
11	54	28.797264889178	"27.4.aE"
12	54	28.810678762797	"27.4.aE"
13	54	28.822695730766	"27.4.aE"
14	54	28.801128483311	"27.4.aE"
15	54	28.806174187185	"27.4.aE"
1	55	21.16182198892	"27.4.aE"
2	55	24.850635225631	"27.4.aE"
3	55	26.793803460782	"27.4.aE"
4	55	27.833141452626	"27.4.aE"
5	55	28.392462811331	"27.4.aE"
6	55	28.702914218208	"27.4.aE"
7	55	28.856475625276	"27.4.aE"
8	55	28.965414853534	"27.4.aE"
9	55	29.001731402265	"27.4.aE"
10	55	29.030825300891	"27.4.aE"
11	55	29.029108571419	"27.4.aE"
12	55	29.071371426238	"27.4.aE"
13	55	29.04830728095	"27.4.aE"
14	55	29.051042730426	"27.4.aE"
15	55	29.013708445334	"27.4.aE"
1	56	21.004748395255	"27.4.aE"
2	56	24.775824377804	"27.4.aE"
3	56	26.645494209601	"27.4.aE"
4	56	27.593047565907	"27.4.aE"
5	56	28.107953109408	"27.4.aE"
6	56	28.347821911932	"27.4.aE"
7	56	28.488606629682	"27.4.aE"
8	56	28.551675356528	"27.4.aE"
9	56	28.593368385131	"27.4.aE"
10	56	28.608920718081	"27.4.aE"
11	56	28.621144381935	"27.4.aE"
12	56	28.620829218761	"27.4.aE"
13	56	28.619710891598	"27.4.aE"
14	56	28.626236791143	"27.4.aE"
15	56	28.638195352507	"27.4.aE"
1	57	21.400140868407	"27.4.aE"
2	57	25.14204231388	"27.4.aE"
3	57	27.011925159969	"27.4.aE"
4	57	27.920445078189	"27.4.aE"
5	57	28.374311252898	"27.4.aE"
6	57	28.633606419748	"27.4.aE"
7	57	28.770038643948	"27.4.aE"
8	57	28.805153821	"27.4.aE"
9	57	28.836509166833	"27.4.aE"
10	57	28.829397693666	"27.4.aE"
11	57	28.847155865037	"27.4.aE"
12	57	28.878501718291	"27.4.aE"
13	57	28.850599183064	"27.4.aE"
14	57	28.861234667798	"27.4.aE"
15	57	28.854836373074	"27.4.aE"
1	58	21.504525870028	"27.4.aE"
2	58	25.253618555062	"27.4.aE"
3	58	27.109884979301	"27.4.aE"
4	58	28.021419795199	"27.4.aE"
5	58	28.547169614102	"27.4.aE"
6	58	28.794025265961	"27.4.aE"
7	58	28.979279162622	"27.4.aE"
8	58	29.014344313147	"27.4.aE"
9	58	28.981593961907	"27.4.aE"
10	58	29.037421457221	"27.4.aE"
11	58	28.985919477363	"27.4.aE"
12	58	29.022051272529	"27.4.aE"
13	58	29.056025605059	"27.4.aE"
14	58	28.998076761307	"27.4.aE"
15	58	29.225354026298	"27.4.aE"
1	59	21.64739966217	"27.4.aE"
2	59	25.210656664649	"27.4.aE"
3	59	27.199674950266	"27.4.aE"
4	59	28.070085905117	"27.4.aE"
5	59	28.51040848667	"27.4.aE"
6	59	28.920035364716	"27.4.aE"
7	59	28.923304086171	"27.4.aE"
8	59	29.019370790315	"27.4.aE"
9	59	29.205303242749	"27.4.aE"
10	59	29.08040992549	"27.4.aE"
11	59	29.290842354189	"27.4.aE"
12	59	29.091179207738	"27.4.aE"
13	59	29.124560276923	"27.4.aE"
14	59	29.034216446579	"27.4.aE"
15	59	29.342354665806	"27.4.aE"
1	60	21.660955472023	"27.4.aE"
2	60	25.08279745032	"27.4.aE"
3	60	26.970108456404	"27.4.aE"
4	60	27.809160037095	"27.4.aE"
5	60	28.35411473139	"27.4.aE"
6	60	28.553732495133	"27.4.aE"
7	60	28.735131353837	"27.4.aE"
8	60	28.745418177318	"27.4.aE"
9	60	28.846504206943	"27.4.aE"
10	60	28.858494990113	"27.4.aE"
11	60	28.841292159948	"27.4.aE"
12	60	28.864135637855	"27.4.aE"
13	60	28.799758433276	"27.4.aE"
14	60	28.946234129494	"27.4.aE"
15	60	28.832729347155	"27.4.aE"
1	61	21.545221083059	"27.4.aE"
2	61	25.288988853302	"27.4.aE"
3	61	27.022780501184	"27.4.aE"
4	61	27.878449717282	"27.4.aE"
5	61	28.497113557051	"27.4.aE"
6	61	28.74962949018	"27.4.aE"
7	61	28.98477889417	"27.4.aE"
8	61	28.974200723181	"27.4.aE"
9	61	29.029525763041	"27.4.aE"
10	61	29.131227870178	"27.4.aE"
11	61	29.049293460542	"27.4.aE"
12	61	29.068716850462	"27.4.aE"
13	61	29.088873718473	"27.4.aE"
14	61	29.187269117301	"27.4.aE"
15	61	29.15433572288	"27.4.aE"
1	62	21.952013827462	"27.4.aE"
2	62	25.252674237437	"27.4.aE"
3	62	26.952097687519	"27.4.aE"
4	62	27.895479638383	"27.4.aE"
5	62	28.413348377009	"27.4.aE"
6	62	28.701704624619	"27.4.aE"
7	62	28.846686352814	"27.4.aE"
8	62	28.930869047557	"27.4.aE"
9	62	28.980921240567	"27.4.aE"
10	62	29.004724206764	"27.4.aE"
11	62	29.022308169985	"27.4.aE"
12	62	29.02344954725	"27.4.aE"
13	62	29.032079391694	"27.4.aE"
14	62	29.033252349063	"27.4.aE"
15	62	29.035083502294	"27.4.aE"
1	63	21.512592366195	"27.4.aE"
2	63	25.445246995699	"27.4.aE"
3	63	27.183053164333	"27.4.aE"
4	63	28.221315977094	"27.4.aE"
5	63	28.773115588137	"27.4.aE"
6	63	29.031796711413	"27.4.aE"
7	63	29.268169635064	"27.4.aE"
8	63	29.312964235165	"27.4.aE"
9	63	29.378733209377	"27.4.aE"
10	63	29.336462353565	"27.4.aE"
11	63	29.384875151075	"27.4.aE"
12	63	29.348383829604	"27.4.aE"
13	63	29.436581907835	"27.4.aE"
14	63	29.409065713851	"27.4.aE"
15	63	29.611427482468	"27.4.aE"
1	64	21.233069150079	"27.4.aE"
2	64	24.779329366253	"27.4.aE"
3	64	26.55439312391	"27.4.aE"
4	64	27.537204504971	"27.4.aE"
5	64	28.012645659051	"27.4.aE"
6	64	28.305253667658	"27.4.aE"
7	64	28.48552590971	"27.4.aE"
8	64	28.500536439017	"27.4.aE"
9	64	28.541474520658	"27.4.aE"
10	64	28.520157841111	"27.4.aE"
11	64	28.589872200881	"27.4.aE"
12	64	28.603274900227	"27.4.aE"
13	64	28.59277088082	"27.4.aE"
14	64	28.630585189563	"27.4.aE"
15	64	28.607199918026	"27.4.aE"
1	65	21.796527512509	"27.4.aE"
2	65	25.386478863223	"27.4.aE"
3	65	27.194194346222	"27.4.aE"
4	65	28.141005670432	"27.4.aE"
5	65	28.638802465315	"27.4.aE"
6	65	28.906532977375	"27.4.aE"
7	65	29.044858597052	"27.4.aE"
8	65	29.121200032565	"27.4.aE"
9	65	29.15987648619	"27.4.aE"
10	65	29.180673583389	"27.4.aE"
11	65	29.189774999191	"27.4.aE"
12	65	29.198173893102	"27.4.aE"
13	65	29.204673267763	"27.4.aE"
14	65	29.204953399642	"27.4.aE"
15	65	29.203227146405	"27.4.aE"
1	66	21.598084685393	"27.4.aE"
2	66	25.264925951485	"27.4.aE"
3	66	27.114333125058	"27.4.aE"
4	66	28.063243369183	"27.4.aE"
5	66	28.553615349878	"27.4.aE"
6	66	28.806561230202	"27.4.aE"
7	66	28.944137941609	"27.4.aE"
8	66	29.005789851546	"27.4.aE"
9	66	29.042651970534	"27.4.aE"
10	66	29.062837846939	"27.4.aE"
11	66	29.068108014182	"27.4.aE"
12	66	29.082639215078	"27.4.aE"
13	66	29.08771459815	"27.4.aE"
14	66	29.097879434485	"27.4.aE"
15	66	29.081970513415	"27.4.aE"
1	67	21.422945137124	"27.4.aE"
2	67	25.119305861129	"27.4.aE"
3	67	26.976525406165	"27.4.aE"
4	67	27.908618020343	"27.4.aE"
5	67	28.402872569848	"27.4.aE"
6	67	28.677933041464	"27.4.aE"
7	67	28.832418589102	"27.4.aE"
8	67	28.836458651844	"27.4.aE"
9	67	28.889292120445	"27.4.aE"
10	67	28.941417949267	"27.4.aE"
11	67	28.927129821552	"27.4.aE"
12	67	28.935635464946	"27.4.aE"
13	67	28.903063765025	"27.4.aE"
14	67	28.915846499956	"27.4.aE"
15	67	28.888777223199	"27.4.aE"
1	68	21.435100077093	"27.4.aE"
2	68	25.081151262692	"27.4.aE"
3	68	26.81471013588	"27.4.aE"
4	68	27.674023283474	"27.4.aE"
5	68	28.111148509284	"27.4.aE"
6	68	28.325995297596	"27.4.aE"
7	68	28.438484628563	"27.4.aE"
8	68	28.500992019033	"27.4.aE"
9	68	28.524751186945	"27.4.aE"
10	68	28.54575586213	"27.4.aE"
11	68	28.53783334801	"27.4.aE"
12	68	28.570199207345	"27.4.aE"
13	68	28.575021334385	"27.4.aE"
14	68	28.560835940705	"27.4.aE"
15	68	28.562778751305	"27.4.aE"
1	69	21.78437617637	"27.4.aE"
2	69	25.264535514252	"27.4.aE"
3	69	26.996944987603	"27.4.aE"
4	69	27.880711543565	"27.4.aE"
5	69	28.332756435775	"27.4.aE"
6	69	28.565301163122	"27.4.aE"
7	69	28.684664683657	"27.4.aE"
8	69	28.745568307988	"27.4.aE"
9	69	28.779747410283	"27.4.aE"
10	69	28.796475592881	"27.4.aE"
11	69	28.803916337433	"27.4.aE"
12	69	28.808595117033	"27.4.aE"
13	69	28.811508353382	"27.4.aE"
14	69	28.812538418965	"27.4.aE"
15	69	28.810873458228	"27.4.aE"
1	70	21.04841385982	"27.4.aE"
2	70	24.734432623824	"27.4.aE"
3	70	26.606541875544	"27.4.aE"
4	70	27.57135337458	"27.4.aE"
5	70	28.077191728064	"27.4.aE"
6	70	28.343178904569	"27.4.aE"
7	70	28.469151239987	"27.4.aE"
8	70	28.556309914708	"27.4.aE"
9	70	28.586926898085	"27.4.aE"
10	70	28.608522891203	"27.4.aE"
11	70	28.623202422321	"27.4.aE"
12	70	28.625204698786	"27.4.aE"
13	70	28.637164371788	"27.4.aE"
14	70	28.622732823564	"27.4.aE"
15	70	28.638107067355	"27.4.aE"
1	71	21.902742069126	"27.4.aE"
2	71	25.323046877826	"27.4.aE"
3	71	27.097114386926	"27.4.aE"
4	71	28.01153428102	"27.4.aE"
5	71	28.502046613893	"27.4.aE"
6	71	28.823077742657	"27.4.aE"
7	71	28.95691963898	"27.4.aE"
8	71	29.04820733944	"27.4.aE"
9	71	29.089595767371	"27.4.aE"
10	71	29.133137427267	"27.4.aE"
11	71	29.113168843378	"27.4.aE"
12	71	29.1565343155	"27.4.aE"
13	71	29.158281519906	"27.4.aE"
14	71	29.112763402156	"27.4.aE"
15	71	29.129563409374	"27.4.aE"
1	72	21.514392963303	"27.4.aE"
2	72	25.057021722192	"27.4.aE"
3	72	26.937883421536	"27.4.aE"
4	72	27.925430957883	"27.4.aE"
5	72	28.452725907911	"27.4.aE"
6	72	28.752066506092	"27.4.aE"
7	72	28.894021171518	"27.4.aE"
8	72	28.979695985945	"27.4.aE"
9	72	29.040795945986	"27.4.aE"
10	72	29.048258503904	"27.4.aE"
11	72	29.044948706098	"27.4.aE"
12	72	29.028639339999	"27.4.aE"
13	72	29.07650117194	"27.4.aE"
14	72	29.053612579368	"27.4.aE"
15	72	29.11988953336	"27.4.aE"
1	73	21.387224998003	"27.4.aE"
2	73	24.939127785306	"27.4.aE"
3	73	26.735565298772	"27.4.aE"
4	73	27.640083058173	"27.4.aE"
5	73	28.113381578171	"27.4.aE"
6	73	28.354194986862	"27.4.aE"
7	73	28.485036636515	"27.4.aE"
8	73	28.550437292016	"27.4.aE"
9	73	28.583891400189	"27.4.aE"
10	73	28.600917391063	"27.4.aE"
11	73	28.608694927749	"27.4.aE"
12	73	28.615309329497	"27.4.aE"
13	73	28.615237518605	"27.4.aE"
14	73	28.618133968289	"27.4.aE"
15	73	28.617353203551	"27.4.aE"
1	74	20.915405927689	"27.4.aE"
2	74	24.865293467557	"27.4.aE"
3	74	26.751172161747	"27.4.aE"
4	74	27.661986873882	"27.4.aE"
5	74	28.137675017862	"27.4.aE"
6	74	28.416341453378	"27.4.aE"
7	74	28.49082612416	"27.4.aE"
8	74	28.575052801412	"27.4.aE"
9	74	28.581797725699	"27.4.aE"
10	74	28.657973113395	"27.4.aE"
11	74	28.637199888916	"27.4.aE"
12	74	28.623570579513	"27.4.aE"
13	74	28.675283797076	"27.4.aE"
14	74	28.612725061537	"27.4.aE"
15	74	28.596794798364	"27.4.aE"
1	75	21.64531146055	"27.4.aE"
2	75	25.219072715177	"27.4.aE"
3	75	26.862547039561	"27.4.aE"
4	75	27.700568176491	"27.4.aE"
5	75	28.254098666074	"27.4.aE"
6	75	28.552194724121	"27.4.aE"
7	75	28.580248819313	"27.4.aE"
8	75	28.748764383229	"27.4.aE"
9	75	28.704989831038	"27.4.aE"
10	75	28.816315898372	"27.4.aE"
11	75	28.723498936157	"27.4.aE"
12	75	28.801220312531	"27.4.aE"
13	75	28.871293853842	"27.4.aE"
14	75	28.734910872478	"27.4.aE"
15	75	28.719221355577	"27.4.aE"
1	76	21.238567541258	"27.4.aE"
2	76	25.103528141996	"27.4.aE"
3	76	26.841388893218	"27.4.aE"
4	76	27.754470975007	"27.4.aE"
5	76	28.21889217209	"27.4.aE"
6	76	28.464694880483	"27.4.aE"
7	76	28.56666863534	"27.4.aE"
8	76	28.542187113696	"27.4.aE"
9	76	28.663582708454	"27.4.aE"
10	76	28.732352262034	"27.4.aE"
11	76	28.674008326652	"27.4.aE"
12	76	28.775602519432	"27.4.aE"
13	76	28.609167087699	"27.4.aE"
14	76	28.619106992521	"27.4.aE"
15	76	28.654447162554	"27.4.aE"
1	77	21.382075930307	"27.4.aE"
2	77	25.081682037487	"27.4.aE"
3	77	26.965324960407	"27.4.aE"
4	77	27.85958443734	"27.4.aE"
5	77	28.372240206702	"27.4.aE"
6	77	28.710525670302	"27.4.aE"
7	77	28.792988468754	"27.4.aE"
8	77	29.01565368633	"27.4.aE"
9	77	28.878657939476	"27.4.aE"
