"Age"	"Iteration"	"MeanIndividualWeight"	"StratumTransfer"
4	161	0.191819442232	"Transfer.area"
5	161	0.20287053532	"Transfer.area"
6	161	0.207512645785	"Transfer.area"
7	161	0.210834389248	"Transfer.area"
8	161	0.212390065965	"Transfer.area"
9	161	0.213695597183	"Transfer.area"
10	161	0.215020646135	"Transfer.area"
11	161	0	"Transfer.area"
12	161	0.215953204169	"Transfer.area"
13	161	0	"Transfer.area"
14	161	0.210461238596	"Transfer.area"
15	161	0.214870608903	"Transfer.area"
1	162	0.0972009499461	"Transfer.area"
2	162	0.141346386903	"Transfer.area"
3	162	0.169588216454	"Transfer.area"
4	162	0.184937299498	"Transfer.area"
5	162	0.193768181183	"Transfer.area"
6	162	0.200411686484	"Transfer.area"
7	162	0.202424439201	"Transfer.area"
8	162	0.20432542644	"Transfer.area"
9	162	0.203533070148	"Transfer.area"
10	162	0.204412182378	"Transfer.area"
11	162	0	"Transfer.area"
12	162	0.203112665365	"Transfer.area"
13	162	0	"Transfer.area"
14	162	0	"Transfer.area"
15	162	0.202971438346	"Transfer.area"
1	163	0.0923074368147	"Transfer.area"
2	163	0.13586415525	"Transfer.area"
3	163	0.161999502908	"Transfer.area"
4	163	0.1783339809	"Transfer.area"
5	163	0.187382260873	"Transfer.area"
6	163	0.190872975223	"Transfer.area"
7	163	0.193930792787	"Transfer.area"
8	163	0.195885433213	"Transfer.area"
9	163	0.195815306525	"Transfer.area"
10	163	0.195929094025	"Transfer.area"
11	163	0	"Transfer.area"
12	163	0.195592554193	"Transfer.area"
13	163	0	"Transfer.area"
14	163	0	"Transfer.area"
15	163	0.203225603427	"Transfer.area"
1	164	0.100377207803	"Transfer.area"
2	164	0.146170908899	"Transfer.area"
3	164	0.174354141795	"Transfer.area"
4	164	0.190711136834	"Transfer.area"
5	164	0.199015928658	"Transfer.area"
6	164	0.203996848825	"Transfer.area"
7	164	0.206751160059	"Transfer.area"
8	164	0.206664286045	"Transfer.area"
9	164	0.209209035232	"Transfer.area"
10	164	0.209140614555	"Transfer.area"
11	164	0	"Transfer.area"
12	164	0.20972716281	"Transfer.area"
13	164	0	"Transfer.area"
14	164	0.207718876169	"Transfer.area"
15	164	0.210674519857	"Transfer.area"
1	165	0.0919681871078	"Transfer.area"
2	165	0.13167721413	"Transfer.area"
3	165	0.155783352109	"Transfer.area"
4	165	0.169642727849	"Transfer.area"
5	165	0.177010324005	"Transfer.area"
6	165	0.181188148631	"Transfer.area"
7	165	0.183878136735	"Transfer.area"
8	165	0.182283388636	"Transfer.area"
9	165	0.185920151525	"Transfer.area"
10	165	0.186539543039	"Transfer.area"
11	165	0	"Transfer.area"
12	165	0.185021076055	"Transfer.area"
13	165	0	"Transfer.area"
14	165	0.187882863728	"Transfer.area"
15	165	0	"Transfer.area"
1	166	0.0920167484198	"Transfer.area"
2	166	0.137828951379	"Transfer.area"
3	166	0.165949589915	"Transfer.area"
4	166	0.182395667448	"Transfer.area"
5	166	0.191203415913	"Transfer.area"
6	166	0.196433956535	"Transfer.area"
7	166	0.198206479399	"Transfer.area"
8	166	0	"Transfer.area"
9	166	0.200200528967	"Transfer.area"
10	166	0.200777813099	"Transfer.area"
11	166	0	"Transfer.area"
12	166	0.199486746129	"Transfer.area"
13	166	0	"Transfer.area"
14	166	0.202166993978	"Transfer.area"
15	166	0.195281367099	"Transfer.area"
1	167	0.0927014679014	"Transfer.area"
2	167	0.139929323933	"Transfer.area"
3	167	0.168520171566	"Transfer.area"
4	167	0.184053541086	"Transfer.area"
5	167	0.192856274791	"Transfer.area"
6	167	0.196822264541	"Transfer.area"
7	167	0.1985861714	"Transfer.area"
8	167	0	"Transfer.area"
9	167	0.202976196333	"Transfer.area"
10	167	0.201308211651	"Transfer.area"
11	167	0	"Transfer.area"
12	167	0	"Transfer.area"
13	167	0	"Transfer.area"
14	167	0.201142680307	"Transfer.area"
15	167	0.200258617792	"Transfer.area"
1	168	0.084132500206	"Transfer.area"
2	168	0.127785947792	"Transfer.area"
3	168	0.153751520349	"Transfer.area"
4	168	0.168737028331	"Transfer.area"
5	168	0.177004199369	"Transfer.area"
6	168	0.181242925721	"Transfer.area"
7	168	0.183020586634	"Transfer.area"
8	168	0.187668648793	"Transfer.area"
9	168	0.187235497511	"Transfer.area"
10	168	0.186438080618	"Transfer.area"
11	168	0	"Transfer.area"
12	168	0.187179681135	"Transfer.area"
13	168	0	"Transfer.area"
14	168	0.182120570964	"Transfer.area"
15	168	0.184754401773	"Transfer.area"
1	169	0.108849148645	"Transfer.area"
2	169	0.158813146944	"Transfer.area"
3	169	0.190453996378	"Transfer.area"
4	169	0.209102475569	"Transfer.area"
5	169	0.220009729942	"Transfer.area"
6	169	0.224897187928	"Transfer.area"
7	169	0.229463746552	"Transfer.area"
8	169	0.23016364448	"Transfer.area"
9	169	0.231638385063	"Transfer.area"
10	169	0.233776582779	"Transfer.area"
11	169	0	"Transfer.area"
12	169	0	"Transfer.area"
13	169	0	"Transfer.area"
14	169	0.229207683182	"Transfer.area"
15	169	0.23404127426	"Transfer.area"
1	170	0.0923131056743	"Transfer.area"
2	170	0.136204078027	"Transfer.area"
3	170	0.163132001606	"Transfer.area"
4	170	0.180089949323	"Transfer.area"
5	170	0.187697018027	"Transfer.area"
6	170	0.192443584293	"Transfer.area"
7	170	0.194720814034	"Transfer.area"
8	170	0.196179177653	"Transfer.area"
9	170	0.197144175497	"Transfer.area"
10	170	0.197454379233	"Transfer.area"
11	170	0	"Transfer.area"
12	170	0.196695300523	"Transfer.area"
13	170	0	"Transfer.area"
14	170	0.198094379776	"Transfer.area"
15	170	0.196557938526	"Transfer.area"
1	171	0.0841833212354	"Transfer.area"
2	171	0.126859542746	"Transfer.area"
3	171	0.152653537949	"Transfer.area"
4	171	0.168380762431	"Transfer.area"
5	171	0.175825966048	"Transfer.area"
6	171	0.181454798184	"Transfer.area"
7	171	0.18378377002	"Transfer.area"
8	171	0.182616261478	"Transfer.area"
9	171	0.185351165354	"Transfer.area"
10	171	0.184660759775	"Transfer.area"
11	171	0	"Transfer.area"
12	171	0.18391444085	"Transfer.area"
13	171	0	"Transfer.area"
14	171	0.186041306681	"Transfer.area"
15	171	0.191587597589	"Transfer.area"
1	172	0.0907922273858	"Transfer.area"
2	172	0.135967277668	"Transfer.area"
3	172	0.164331225568	"Transfer.area"
4	172	0.178733582297	"Transfer.area"
5	172	0.187349295843	"Transfer.area"
6	172	0.193947002862	"Transfer.area"
7	172	0.196446329322	"Transfer.area"
8	172	0.194942214182	"Transfer.area"
9	172	0.197455804378	"Transfer.area"
10	172	0.197915550107	"Transfer.area"
11	172	0	"Transfer.area"
12	172	0.196943555134	"Transfer.area"
13	172	0	"Transfer.area"
14	172	0.197281130522	"Transfer.area"
15	172	0	"Transfer.area"
1	173	0.0903922965554	"Transfer.area"
2	173	0.134218378579	"Transfer.area"
3	173	0.161481795383	"Transfer.area"
4	173	0.177747643357	"Transfer.area"
5	173	0.184413880231	"Transfer.area"
6	173	0.190254013336	"Transfer.area"
7	173	0.192545811398	"Transfer.area"
8	173	0.195942748442	"Transfer.area"
9	173	0.194277815632	"Transfer.area"
10	173	0.194100686038	"Transfer.area"
11	173	0	"Transfer.area"
12	173	0.195810124911	"Transfer.area"
13	173	0	"Transfer.area"
14	173	0.196080055273	"Transfer.area"
15	173	0	"Transfer.area"
1	174	0.097098873148	"Transfer.area"
2	174	0.143096810242	"Transfer.area"
3	174	0.171908786267	"Transfer.area"
4	174	0.189089705685	"Transfer.area"
5	174	0.19919074157	"Transfer.area"
6	174	0.204971300796	"Transfer.area"
7	174	0.207864219866	"Transfer.area"
8	174	0.209443812796	"Transfer.area"
9	174	0.210268428577	"Transfer.area"
10	174	0.210870158566	"Transfer.area"
11	174	0	"Transfer.area"
12	174	0.211097964664	"Transfer.area"
13	174	0	"Transfer.area"
14	174	0.212093365456	"Transfer.area"
15	174	0.210468163643	"Transfer.area"
1	175	0.0850417325355	"Transfer.area"
2	175	0.128267163217	"Transfer.area"
3	175	0.155075004389	"Transfer.area"
4	175	0.168623431139	"Transfer.area"
5	175	0.17657022653	"Transfer.area"
6	175	0.182321007868	"Transfer.area"
7	175	0.18337227281	"Transfer.area"
8	175	0.188227621022	"Transfer.area"
9	175	0.185094314597	"Transfer.area"
10	175	0.18614039723	"Transfer.area"
11	175	0	"Transfer.area"
12	175	0.178568430962	"Transfer.area"
13	175	0	"Transfer.area"
14	175	0	"Transfer.area"
15	175	0	"Transfer.area"
1	176	0.103314158294	"Transfer.area"
2	176	0.150662504656	"Transfer.area"
3	176	0.180268625162	"Transfer.area"
4	176	0.197463319238	"Transfer.area"
5	176	0.206562402928	"Transfer.area"
6	176	0.208971174041	"Transfer.area"
7	176	0.214167572586	"Transfer.area"
8	176	0.217456702626	"Transfer.area"
9	176	0.215884912009	"Transfer.area"
10	176	0.21562192228	"Transfer.area"
11	176	0	"Transfer.area"
12	176	0.253501483046	"Transfer.area"
13	176	0	"Transfer.area"
14	176	0	"Transfer.area"
15	176	0	"Transfer.area"
1	177	0.0852633051537	"Transfer.area"
2	177	0.13055275885	"Transfer.area"
3	177	0.157505715864	"Transfer.area"
4	177	0.17382647993	"Transfer.area"
5	177	0.181104324106	"Transfer.area"
6	177	0.186868626955	"Transfer.area"
7	177	0.190233095453	"Transfer.area"
8	177	0.188650686686	"Transfer.area"
9	177	0.190758180247	"Transfer.area"
10	177	0.191763212048	"Transfer.area"
11	177	0	"Transfer.area"
12	177	0.181484069943	"Transfer.area"
13	177	0	"Transfer.area"
14	177	0	"Transfer.area"
15	177	0	"Transfer.area"
1	178	0.096620352765	"Transfer.area"
2	178	0.144067567627	"Transfer.area"
3	178	0.171039846545	"Transfer.area"
4	178	0.18727561524	"Transfer.area"
5	178	0.195762135502	"Transfer.area"
6	178	0.2010472195	"Transfer.area"
7	178	0.201847346714	"Transfer.area"
8	178	0.200983326697	"Transfer.area"
9	178	0.201956966716	"Transfer.area"
10	178	0.205770638305	"Transfer.area"
11	178	0	"Transfer.area"
12	178	0.207874882852	"Transfer.area"
13	178	0	"Transfer.area"
14	178	0	"Transfer.area"
15	178	0.203439426535	"Transfer.area"
1	179	0.0916535844439	"Transfer.area"
2	179	0.136837670726	"Transfer.area"
3	179	0.164394507368	"Transfer.area"
4	179	0.179571171553	"Transfer.area"
5	179	0.187460077123	"Transfer.area"
6	179	0.192620746544	"Transfer.area"
7	179	0.194167779222	"Transfer.area"
8	179	0.195852259023	"Transfer.area"
9	179	0.196471595375	"Transfer.area"
10	179	0.195899589617	"Transfer.area"
11	179	0	"Transfer.area"
12	179	0.197182507047	"Transfer.area"
13	179	0	"Transfer.area"
14	179	0	"Transfer.area"
15	179	0.196416860596	"Transfer.area"
1	180	0.0918161593031	"Transfer.area"
2	180	0.139499200097	"Transfer.area"
3	180	0.168684440641	"Transfer.area"
4	180	0.184936251896	"Transfer.area"
5	180	0.193595669699	"Transfer.area"
6	180	0.198243848612	"Transfer.area"
7	180	0.200554530423	"Transfer.area"
8	180	0.202069598165	"Transfer.area"
9	180	0.202425436473	"Transfer.area"
10	180	0.202686258147	"Transfer.area"
11	180	0	"Transfer.area"
12	180	0.203136647135	"Transfer.area"
13	180	0	"Transfer.area"
14	180	0	"Transfer.area"
15	180	0	"Transfer.area"
1	181	0.0905625080919	"Transfer.area"
2	181	0.137209739387	"Transfer.area"
3	181	0.166151009733	"Transfer.area"
4	181	0.183131315705	"Transfer.area"
5	181	0.191281622915	"Transfer.area"
6	181	0.195876103103	"Transfer.area"
7	181	0.198057968776	"Transfer.area"
8	181	0.199807023743	"Transfer.area"
9	181	0.199514310441	"Transfer.area"
10	181	0.202308405855	"Transfer.area"
11	181	0	"Transfer.area"
12	181	0	"Transfer.area"
13	181	0	"Transfer.area"
14	181	0	"Transfer.area"
15	181	0	"Transfer.area"
1	182	0.0862652334875	"Transfer.area"
2	182	0.130914962412	"Transfer.area"
3	182	0.158510234281	"Transfer.area"
4	182	0.174235368802	"Transfer.area"
5	182	0.182573095011	"Transfer.area"
6	182	0.187356185135	"Transfer.area"
7	182	0.190472387565	"Transfer.area"
8	182	0.191807381956	"Transfer.area"
9	182	0.192407899629	"Transfer.area"
10	182	0.192818682292	"Transfer.area"
11	182	0	"Transfer.area"
12	182	0.192933852208	"Transfer.area"
13	182	0	"Transfer.area"
14	182	0	"Transfer.area"
15	182	0.192165546133	"Transfer.area"
1	183	0.0926182487552	"Transfer.area"
2	183	0.137981389329	"Transfer.area"
3	183	0.166931526707	"Transfer.area"
4	183	0.182646394326	"Transfer.area"
5	183	0.191608601097	"Transfer.area"
6	183	0.196713433314	"Transfer.area"
7	183	0.19863153539	"Transfer.area"
8	183	0.199956590438	"Transfer.area"
9	183	0.202166117208	"Transfer.area"
10	183	0.201122524235	"Transfer.area"
11	183	0	"Transfer.area"
12	183	0.202171958457	"Transfer.area"
13	183	0	"Transfer.area"
14	183	0	"Transfer.area"
15	183	0	"Transfer.area"
1	184	0.0980564393354	"Transfer.area"
2	184	0.143456724104	"Transfer.area"
3	184	0.170489691955	"Transfer.area"
4	184	0.185978983133	"Transfer.area"
5	184	0.194707430168	"Transfer.area"
6	184	0.198185301325	"Transfer.area"
7	184	0.200660226512	"Transfer.area"
8	184	0.201166748802	"Transfer.area"
9	184	0.202769889528	"Transfer.area"
10	184	0.202705627044	"Transfer.area"
11	184	0	"Transfer.area"
12	184	0.203456841414	"Transfer.area"
13	184	0	"Transfer.area"
14	184	0	"Transfer.area"
15	184	0.200195126648	"Transfer.area"
1	185	0.0857638249925	"Transfer.area"
2	185	0.128507855907	"Transfer.area"
3	185	0.153903859661	"Transfer.area"
4	185	0.167784623058	"Transfer.area"
5	185	0.173971065	"Transfer.area"
6	185	0.177887798788	"Transfer.area"
7	185	0.179398541462	"Transfer.area"
8	185	0.180984872559	"Transfer.area"
9	185	0.17993063527	"Transfer.area"
10	185	0.180752212575	"Transfer.area"
11	185	0	"Transfer.area"
12	185	0.182336110201	"Transfer.area"
13	185	0.179752342738	"Transfer.area"
14	185	0	"Transfer.area"
15	185	0.193782908915	"Transfer.area"
1	186	0.0872854682646	"Transfer.area"
2	186	0.133659420049	"Transfer.area"
3	186	0.161291980769	"Transfer.area"
4	186	0.176678091406	"Transfer.area"
5	186	0.184401040365	"Transfer.area"
6	186	0.186903017592	"Transfer.area"
7	186	0.189219999905	"Transfer.area"
8	186	0.191408197011	"Transfer.area"
9	186	0.190844228903	"Transfer.area"
10	186	0.190840257658	"Transfer.area"
11	186	0.191875575375	"Transfer.area"
12	186	0.1966976833	"Transfer.area"
13	186	0	"Transfer.area"
14	186	0	"Transfer.area"
15	186	0.188355331323	"Transfer.area"
1	187	0.0750059905487	"Transfer.area"
2	187	0.113836564993	"Transfer.area"
3	187	0.137765032863	"Transfer.area"
4	187	0.150946426126	"Transfer.area"
5	187	0.159162982743	"Transfer.area"
6	187	0.162337786674	"Transfer.area"
7	187	0.164329038014	"Transfer.area"
8	187	0.164888286507	"Transfer.area"
9	187	0.165611141516	"Transfer.area"
10	187	0.165112062113	"Transfer.area"
11	187	0.155555430908	"Transfer.area"
12	187	0.158395610839	"Transfer.area"
13	187	0.170313213438	"Transfer.area"
14	187	0	"Transfer.area"
15	187	0.15568550536	"Transfer.area"
1	188	0.0875797349208	"Transfer.area"
2	188	0.136195486802	"Transfer.area"
3	188	0.16613198427	"Transfer.area"
4	188	0.182401016159	"Transfer.area"
5	188	0.191250502813	"Transfer.area"
6	188	0.19564192433	"Transfer.area"
7	188	0.197537450625	"Transfer.area"
8	188	0.198965629854	"Transfer.area"
9	188	0.199551688268	"Transfer.area"
10	188	0.199373191951	"Transfer.area"
11	188	0	"Transfer.area"
12	188	0.1980075878	"Transfer.area"
13	188	0.19828649085	"Transfer.area"
14	188	0	"Transfer.area"
15	188	0.188528557622	"Transfer.area"
1	189	0.0886315786296	"Transfer.area"
2	189	0.13487030308	"Transfer.area"
3	189	0.161979723431	"Transfer.area"
4	189	0.177271913127	"Transfer.area"
5	189	0.184331610349	"Transfer.area"
6	189	0.188480481784	"Transfer.area"
7	189	0.190702070379	"Transfer.area"
8	189	0.190874623467	"Transfer.area"
9	189	0.190672854757	"Transfer.area"
10	189	0.191172578194	"Transfer.area"
11	189	0	"Transfer.area"
12	189	0.191140389156	"Transfer.area"
13	189	0.190908237072	"Transfer.area"
14	189	0	"Transfer.area"
15	189	0.191626824152	"Transfer.area"
1	190	0.0941787384647	"Transfer.area"
2	190	0.139310844219	"Transfer.area"
3	190	0.165727389114	"Transfer.area"
4	190	0.180128318313	"Transfer.area"
5	190	0.187627681102	"Transfer.area"
6	190	0.19091853961	"Transfer.area"
7	190	0.193269394912	"Transfer.area"
8	190	0.194599613352	"Transfer.area"
9	190	0.199330032755	"Transfer.area"
10	190	0.195192727103	"Transfer.area"
11	190	0	"Transfer.area"
12	190	0.195600723192	"Transfer.area"
13	190	0.199398690746	"Transfer.area"
14	190	0	"Transfer.area"
15	190	0.194641128917	"Transfer.area"
1	191	0.0875810645752	"Transfer.area"
2	191	0.130070414595	"Transfer.area"
3	191	0.156276497203	"Transfer.area"
4	191	0.179933810588	"Transfer.area"
5	191	0.189501730178	"Transfer.area"
6	191	0.192996609673	"Transfer.area"
7	191	0.192725450277	"Transfer.area"
8	191	0.198280886527	"Transfer.area"
9	191	0.194615921273	"Transfer.area"
10	191	0.192509491365	"Transfer.area"
11	191	0.180552321906	"Transfer.area"
12	191	0.202180935224	"Transfer.area"
13	191	0.200937572951	"Transfer.area"
14	191	0	"Transfer.area"
15	191	0.204750060493	"Transfer.area"
1	192	0.0914829539729	"Transfer.area"
2	192	0.133370035955	"Transfer.area"
3	192	0.166354836902	"Transfer.area"
4	192	0.192142556217	"Transfer.area"
5	192	0.182109079891	"Transfer.area"
6	192	0.189900446811	"Transfer.area"
7	192	0.19959332472	"Transfer.area"
8	192	0.205312769621	"Transfer.area"
9	192	0.201816706759	"Transfer.area"
10	192	0.198364799547	"Transfer.area"
11	192	0.207943436734	"Transfer.area"
12	192	0.18421584079	"Transfer.area"
13	192	0.183935295249	"Transfer.area"
14	192	0	"Transfer.area"
15	192	0.197213894758	"Transfer.area"
1	193	0.0897488243878	"Transfer.area"
2	193	0.133360194091	"Transfer.area"
3	193	0.161402540243	"Transfer.area"
4	193	0.177189303851	"Transfer.area"
5	193	0.185976217881	"Transfer.area"
6	193	0.184606466284	"Transfer.area"
7	193	0.189121951517	"Transfer.area"
8	193	0.191355971067	"Transfer.area"
9	193	0.189770239684	"Transfer.area"
10	193	0.189864197601	"Transfer.area"
11	193	0.184481601123	"Transfer.area"
12	193	0.191961666733	"Transfer.area"
13	193	0.193070966672	"Transfer.area"
14	193	0	"Transfer.area"
15	193	0.184160877834	"Transfer.area"
1	194	0.0887169623349	"Transfer.area"
2	194	0.132337506854	"Transfer.area"
3	194	0.15859836072	"Transfer.area"
4	194	0.173030807809	"Transfer.area"
5	194	0.182857294322	"Transfer.area"
6	194	0.185985140254	"Transfer.area"
7	194	0.187324084341	"Transfer.area"
8	194	0.197290298572	"Transfer.area"
9	194	0.189166014835	"Transfer.area"
10	194	0.188198963683	"Transfer.area"
11	194	0.173130008564	"Transfer.area"
12	194	0.191292804907	"Transfer.area"
13	194	0.193874837424	"Transfer.area"
14	194	0	"Transfer.area"
15	194	0.192937716619	"Transfer.area"
1	195	0.0942544831992	"Transfer.area"
2	195	0.137051223972	"Transfer.area"
3	195	0.164320483354	"Transfer.area"
4	195	0.186058284904	"Transfer.area"
5	195	0.193213181877	"Transfer.area"
6	195	0.189539106526	"Transfer.area"
7	195	0.200179232111	"Transfer.area"
8	195	0.191845202837	"Transfer.area"
9	195	0.188957883648	"Transfer.area"
10	195	0.200105252295	"Transfer.area"
11	195	0	"Transfer.area"
12	195	0.205047392731	"Transfer.area"
13	195	0.208809664275	"Transfer.area"
14	195	0	"Transfer.area"
15	195	0.202092052424	"Transfer.area"
1	196	0.0863304988311	"Transfer.area"
2	196	0.129949942998	"Transfer.area"
3	196	0.158372532511	"Transfer.area"
4	196	0.175729694129	"Transfer.area"
5	196	0.185244902132	"Transfer.area"
6	196	0.183629707926	"Transfer.area"
7	196	0.187268511243	"Transfer.area"
8	196	0.197872959691	"Transfer.area"
9	196	0.196780994625	"Transfer.area"
10	196	0.192045778257	"Transfer.area"
11	196	0	"Transfer.area"
12	196	0.191022245077	"Transfer.area"
13	196	0	"Transfer.area"
14	196	0	"Transfer.area"
15	196	0.19140828193	"Transfer.area"
1	197	0.0902667879441	"Transfer.area"
2	197	0.133285067055	"Transfer.area"
3	197	0.159199876542	"Transfer.area"
4	197	0.17442332294	"Transfer.area"
5	197	0.182565479957	"Transfer.area"
6	197	0.191817059698	"Transfer.area"
7	197	0.191382464189	"Transfer.area"
8	197	0.193624075583	"Transfer.area"
9	197	0.194745378071	"Transfer.area"
10	197	0.194015634472	"Transfer.area"
11	197	0	"Transfer.area"
12	197	0.195011216457	"Transfer.area"
13	197	0	"Transfer.area"
14	197	0	"Transfer.area"
15	197	0.189204986796	"Transfer.area"
1	198	0.0901917384524	"Transfer.area"
2	198	0.133833386183	"Transfer.area"
3	198	0.160152980806	"Transfer.area"
4	198	0.175677460561	"Transfer.area"
5	198	0.187315058517	"Transfer.area"
6	198	0.189101969197	"Transfer.area"
7	198	0.190986180872	"Transfer.area"
8	198	0.193822892173	"Transfer.area"
9	198	0.194608184863	"Transfer.area"
10	198	0.194460356885	"Transfer.area"
11	198	0	"Transfer.area"
12	198	0.182979385286	"Transfer.area"
13	198	0	"Transfer.area"
14	198	0	"Transfer.area"
15	198	0.20201134831	"Transfer.area"
1	199	0.0942775100377	"Transfer.area"
2	199	0.143139388623	"Transfer.area"
3	199	0.17308011345	"Transfer.area"
4	199	0.19008284223	"Transfer.area"
5	199	0.199366199419	"Transfer.area"
6	199	0.203935251987	"Transfer.area"
7	199	0.206721426332	"Transfer.area"
8	199	0.207796414604	"Transfer.area"
9	199	0.207332721397	"Transfer.area"
10	199	0.209053481273	"Transfer.area"
11	199	0.209332143012	"Transfer.area"
12	199	0	"Transfer.area"
13	199	0	"Transfer.area"
14	199	0	"Transfer.area"
15	199	0.212104186556	"Transfer.area"
1	200	0.0974969806067	"Transfer.area"
2	200	0.144828146474	"Transfer.area"
3	200	0.17370940547	"Transfer.area"
4	200	0.189903774228	"Transfer.area"
5	200	0.198719150639	"Transfer.area"
6	200	0.203410831819	"Transfer.area"
7	200	0.206165855419	"Transfer.area"
8	200	0.208090102234	"Transfer.area"
9	200	0.206823427456	"Transfer.area"
10	200	0.208727863078	"Transfer.area"
11	200	0.203850466191	"Transfer.area"
12	200	0	"Transfer.area"
13	200	0	"Transfer.area"
14	200	0	"Transfer.area"
15	200	0.2100569599	"Transfer.area"
1	201	0.0876518988277	"Transfer.area"
2	201	0.134769942155	"Transfer.area"
3	201	0.162492822164	"Transfer.area"
4	201	0.179146072095	"Transfer.area"
5	201	0.188766977813	"Transfer.area"
6	201	0.193526551041	"Transfer.area"
7	201	0.194868193783	"Transfer.area"
8	201	0.198147519472	"Transfer.area"
9	201	0.196624898405	"Transfer.area"
10	201	0.197005150739	"Transfer.area"
11	201	0.187118976392	"Transfer.area"
12	201	0	"Transfer.area"
13	201	0	"Transfer.area"
14	201	0	"Transfer.area"
15	201	0.19795938806	"Transfer.area"
1	202	0.0999257816352	"Transfer.area"
2	202	0.150310454767	"Transfer.area"
3	202	0.18025912635	"Transfer.area"
4	202	0.198778787506	"Transfer.area"
5	202	0.205735088515	"Transfer.area"
6	202	0.213537013484	"Transfer.area"
7	202	0.21387055413	"Transfer.area"
8	202	0.218805982204	"Transfer.area"
9	202	0.216572751624	"Transfer.area"
10	202	0.218634702753	"Transfer.area"
11	202	0.227393521391	"Transfer.area"
12	202	0	"Transfer.area"
13	202	0	"Transfer.area"
14	202	0	"Transfer.area"
15	202	0.216035323895	"Transfer.area"
1	203	0.0923260480538	"Transfer.area"
2	203	0.140803087416	"Transfer.area"
3	203	0.171492698693	"Transfer.area"
4	203	0.190555815381	"Transfer.area"
5	203	0.193775582359	"Transfer.area"
6	203	0.19818763975	"Transfer.area"
7	203	0.204256366003	"Transfer.area"
8	203	0.207043908619	"Transfer.area"
9	203	0.209260684205	"Transfer.area"
10	203	0.201809895974	"Transfer.area"
11	203	0	"Transfer.area"
12	203	0	"Transfer.area"
13	203	0.219161000737	"Transfer.area"
14	203	0	"Transfer.area"
15	203	0.201520496196	"Transfer.area"
1	204	0.0835220206313	"Transfer.area"
2	204	0.12778231048	"Transfer.area"
3	204	0.154476083	"Transfer.area"
4	204	0.168368746181	"Transfer.area"
5	204	0.173736249106	"Transfer.area"
6	204	0.178572012554	"Transfer.area"
7	204	0.181281392356	"Transfer.area"
8	204	0.178340185193	"Transfer.area"
9	204	0.179895960717	"Transfer.area"
10	204	0.181284633652	"Transfer.area"
11	204	0.172082067568	"Transfer.area"
12	204	0.189913014684	"Transfer.area"
13	204	0.172150109427	"Transfer.area"
14	204	0	"Transfer.area"
15	204	0.185346705364	"Transfer.area"
1	205	0.0903743752015	"Transfer.area"
2	205	0.134746103122	"Transfer.area"
3	205	0.161999236106	"Transfer.area"
4	205	0.17383761465	"Transfer.area"
5	205	0.181664424918	"Transfer.area"
6	205	0.184390526511	"Transfer.area"
7	205	0.188119403857	"Transfer.area"
8	205	0.186717221829	"Transfer.area"
9	205	0.189730998972	"Transfer.area"
10	205	0.190369894098	"Transfer.area"
11	205	0.183807158634	"Transfer.area"
12	205	0.188483856926	"Transfer.area"
13	205	0.193058969405	"Transfer.area"
14	205	0	"Transfer.area"
15	205	0.189677713096	"Transfer.area"
1	206	0.100336714335	"Transfer.area"
2	206	0.1478456854	"Transfer.area"
3	206	0.178833222474	"Transfer.area"
4	206	0.19696334289	"Transfer.area"
5	206	0.206658011228	"Transfer.area"
6	206	0.213777636643	"Transfer.area"
7	206	0.212495065436	"Transfer.area"
8	206	0.21246279303	"Transfer.area"
9	206	0.217225225743	"Transfer.area"
10	206	0.210301367465	"Transfer.area"
11	206	0.226180594241	"Transfer.area"
12	206	0.227890897537	"Transfer.area"
13	206	0.201932765425	"Transfer.area"
14	206	0	"Transfer.area"
15	206	0.209493117376	"Transfer.area"
1	207	0.0954780186533	"Transfer.area"
2	207	0.142522553158	"Transfer.area"
3	207	0.170619253362	"Transfer.area"
4	207	0.18827181148	"Transfer.area"
5	207	0.199376594198	"Transfer.area"
6	207	0.20349638836	"Transfer.area"
7	207	0.203913905806	"Transfer.area"
8	207	0.208539417229	"Transfer.area"
9	207	0.206410330263	"Transfer.area"
10	207	0.205652789754	"Transfer.area"
11	207	0.202942661298	"Transfer.area"
12	207	0.21322529732	"Transfer.area"
13	207	0.203108701438	"Transfer.area"
14	207	0.210037738501	"Transfer.area"
15	207	0.211211461017	"Transfer.area"
1	208	0.0881064471576	"Transfer.area"
2	208	0.128396764774	"Transfer.area"
3	208	0.156675993469	"Transfer.area"
4	208	0.18060269303	"Transfer.area"
5	208	0.188893561347	"Transfer.area"
6	208	0.185610859129	"Transfer.area"
7	208	0.185305818623	"Transfer.area"
8	208	0.204572447325	"Transfer.area"
9	208	0.196651454728	"Transfer.area"
10	208	0.187339919329	"Transfer.area"
11	208	0.21561026959	"Transfer.area"
12	208	0.204972068302	"Transfer.area"
13	208	0.218326693915	"Transfer.area"
14	208	0.218584048818	"Transfer.area"
15	208	0.208919429195	"Transfer.area"
1	209	0.0927240212194	"Transfer.area"
2	209	0.138294190599	"Transfer.area"
3	209	0.162491175083	"Transfer.area"
4	209	0.18621635873	"Transfer.area"
5	209	0.1981495879	"Transfer.area"
6	209	0.195775047816	"Transfer.area"
7	209	0.20193736526	"Transfer.area"
8	209	0.197726853465	"Transfer.area"
