"age"	"part.year"	"lengthCM"	"samplingID"	"partnumber"	"otolithtype"	"partcount"
5	0.612021857923497	28	1	1	NA	NA
1	0.612021857923497	20	1	1	NA	NA
10	0.612021857923497	29.5	1	1	NA	NA
1	0.612021857923497	19	1	1	NA	NA
4	0.612021857923497	25	1	1	NA	NA
1	0.612021857923497	22	1	1	NA	NA
2	0.612021857923497	20.5	1	1	NA	NA
1	0.612021857923497	19.5	1	1	NA	NA
1	0.612021857923497	21	1	1	NA	NA
9	0.612021857923497	29	1	1	NA	NA
7	0.612021857923497	26.5	1	1	NA	NA
10	0.612021857923497	28	1	1	NA	NA
3	0.612021857923497	22	1	1	NA	NA
4	0.612021857923497	24	1	1	NA	NA
1	0.612021857923497	20	1	1	NA	NA
4	0.612021857923497	25	1	1	NA	NA
1	0.612021857923497	19	1	1	NA	NA
2	0.612021857923497	20.5	1	1	NA	NA
2	0.612021857923497	21.5	1	1	NA	NA
5	0.612021857923497	29	1	1	NA	NA
5	0.612021857923497	26	1	1	NA	NA
3	0.612021857923497	25.5	1	1	NA	NA
6	0.612021857923497	26.5	1	1	NA	NA
5	0.612021857923497	26.5	1	1	NA	NA
2	0.612021857923497	21	1	1	NA	NA
10	0.612021857923497	27.5	1	1	NA	NA
1	0.612021857923497	20	1	1	NA	NA
1	0.612021857923497	21	1	1	NA	NA
3	0.612021857923497	28.5	1	1	NA	NA
1	0.612021857923497	20	1	1	NA	NA
1	0.612021857923497	19.5	1	1	NA	NA
10	0.612021857923497	28	1	1	NA	NA
4	0.612021857923497	28.5	1	1	NA	NA
2	0.612021857923497	21	1	1	NA	NA
1	0.612021857923497	21	1	1	NA	NA
1	0.612021857923497	18.5	1	1	NA	NA
2	0.612021857923497	21.5	1	1	NA	NA
2	0.612021857923497	22.5	1	1	NA	NA
2	0.612021857923497	21	1	1	NA	NA
1	0.612021857923497	20	1	1	NA	NA
2	0.612021857923497	24.5	1	1	NA	NA
1	0.612021857923497	19	1	1	NA	NA
1	0.612021857923497	19.5	1	1	NA	NA
1	0.612021857923497	20.5	1	1	NA	NA
1	0.612021857923497	19.5	1	1	NA	NA
1	0.612021857923497	20	1	1	NA	NA
12	0.612021857923497	29	1	1	NA	NA
2	0.612021857923497	22	1	1	NA	NA
1	0.612021857923497	20	1	1	NA	NA
3	0.612021857923497	24	1	1	NA	NA
NA	0.612021857923497	20	1	1	NA	NA
NA	0.612021857923497	28.5	1	1	NA	NA
NA	0.612021857923497	21	1	1	NA	NA
NA	0.612021857923497	18.5	1	1	NA	NA
NA	0.612021857923497	26.5	1	1	NA	NA
NA	0.612021857923497	21.5	1	1	NA	NA
NA	0.612021857923497	21.5	1	1	NA	NA
NA	0.612021857923497	20	1	1	NA	NA
NA	0.612021857923497	26	1	1	NA	NA
NA	0.612021857923497	26.5	1	1	NA	NA
NA	0.612021857923497	18.5	1	1	NA	NA
NA	0.612021857923497	18.5	1	1	NA	NA
NA	0.612021857923497	28	1	1	NA	NA
NA	0.612021857923497	20	1	1	NA	NA
NA	0.612021857923497	20	1	1	NA	NA
NA	0.612021857923497	18.5	1	1	NA	NA
NA	0.612021857923497	18.5	1	1	NA	NA
NA	0.612021857923497	20	1	1	NA	NA
NA	0.612021857923497	19.5	1	1	NA	NA
NA	0.612021857923497	20	1	1	NA	NA
NA	0.612021857923497	29	1	1	NA	NA
NA	0.612021857923497	17.5	1	1	NA	NA
NA	0.612021857923497	19.5	1	1	NA	NA
NA	0.612021857923497	18.5	1	1	NA	NA
NA	0.612021857923497	18	1	1	NA	NA
NA	0.612021857923497	18.5	1	1	NA	NA
NA	0.612021857923497	21	1	1	NA	NA
NA	0.612021857923497	19	1	1	NA	NA
NA	0.612021857923497	21	1	1	NA	NA
NA	0.612021857923497	20	1	1	NA	NA
NA	0.612021857923497	26.5	1	1	NA	NA
NA	0.612021857923497	20.5	1	1	NA	NA
NA	0.612021857923497	20.5	1	1	NA	NA
NA	0.612021857923497	20.5	1	1	NA	NA
NA	0.612021857923497	25	1	1	NA	NA
NA	0.612021857923497	18.5	1	1	NA	NA
NA	0.612021857923497	19	1	1	NA	NA
NA	0.612021857923497	20.5	1	1	NA	NA
NA	0.612021857923497	20	1	1	NA	NA
NA	0.612021857923497	18.5	1	1	NA	NA
NA	0.612021857923497	20	1	1	NA	NA
NA	0.612021857923497	19.5	1	1	NA	NA
NA	0.612021857923497	20	1	1	NA	NA
NA	0.612021857923497	20	1	1	NA	NA
NA	0.612021857923497	19.5	1	1	NA	NA
NA	0.612021857923497	20	1	1	NA	NA
3	0.636612021857924	27	2	1	NA	NA
3	0.636612021857924	24	2	1	NA	NA
4	0.636612021857924	27	2	1	NA	NA
2	0.636612021857924	23	2	1	NA	NA
10	0.636612021857924	28	2	1	NA	NA
4	0.636612021857924	29.5	2	1	NA	NA
3	0.636612021857924	27	2	1	NA	NA
3	0.636612021857924	25.5	2	1	NA	NA
3	0.636612021857924	24.5	2	1	NA	NA
3	0.636612021857924	27.5	2	1	NA	NA
4	0.636612021857924	28.5	2	1	NA	NA
4	0.636612021857924	27.5	2	1	NA	NA
3	0.636612021857924	25	2	1	NA	NA
3	0.636612021857924	24.5	2	1	NA	NA
3	0.636612021857924	24.5	2	1	NA	NA
3	0.636612021857924	25	2	1	NA	NA
4	0.636612021857924	25	2	1	NA	NA
3	0.636612021857924	26	2	1	NA	NA
5	0.636612021857924	26.5	2	1	NA	NA
3	0.636612021857924	25.5	2	1	NA	NA
2	0.636612021857924	24.5	2	1	NA	NA
4	0.636612021857924	28	2	1	NA	NA
5	0.636612021857924	27	2	1	NA	NA
3	0.636612021857924	26.5	2	1	NA	NA
3	0.636612021857924	28.5	2	1	NA	NA
5	0.636612021857924	24.5	2	1	NA	NA
3	0.636612021857924	25	2	1	NA	NA
4	0.636612021857924	25.5	2	1	NA	NA
3	0.636612021857924	27	2	1	NA	NA
3	0.636612021857924	25	2	1	NA	NA
3	0.636612021857924	26	2	1	NA	NA
4	0.636612021857924	26	2	1	NA	NA
3	0.636612021857924	26.5	2	1	NA	NA
6	0.636612021857924	26.5	2	1	NA	NA
5	0.636612021857924	26	2	1	NA	NA
4	0.636612021857924	26.5	2	1	NA	NA
3	0.636612021857924	27	2	1	NA	NA
5	0.636612021857924	27.5	2	1	NA	NA
3	0.636612021857924	26	2	1	NA	NA
3	0.636612021857924	26	2	1	NA	NA
3	0.636612021857924	25.5	2	1	NA	NA
2	0.636612021857924	23	2	1	NA	NA
6	0.636612021857924	27	2	1	NA	NA
3	0.636612021857924	27	2	1	NA	NA
2	0.636612021857924	23.5	2	1	NA	NA
3	0.636612021857924	28	2	1	NA	NA
2	0.636612021857924	25.5	2	1	NA	NA
3	0.636612021857924	27	2	1	NA	NA
3	0.636612021857924	26.5	2	1	NA	NA
3	0.636612021857924	28	2	1	NA	NA
NA	0.636612021857924	26	2	1	NA	NA
NA	0.636612021857924	26	2	1	NA	NA
2	0.609289617486339	20	3	1	NA	NA
2	0.609289617486339	20.5	3	1	NA	NA
1	0.609289617486339	19	3	1	NA	NA
4	0.609289617486339	29.5	3	1	NA	NA
3	0.609289617486339	24.5	3	1	NA	NA
1	0.609289617486339	18.5	3	1	NA	NA
1	0.609289617486339	20.5	3	1	NA	NA
2	0.609289617486339	24.5	3	1	NA	NA
2	0.609289617486339	22	3	1	NA	NA
4	0.609289617486339	29	3	1	NA	NA
1	0.609289617486339	20.5	3	1	NA	NA
2	0.609289617486339	19.5	3	1	NA	NA
1	0.609289617486339	21	3	1	NA	NA
1	0.609289617486339	19.5	3	1	NA	NA
1	0.609289617486339	19.5	3	1	NA	NA
4	0.609289617486339	29	3	1	NA	NA
4	0.609289617486339	28	3	1	NA	NA
4	0.609289617486339	26.5	3	1	NA	NA
1	0.609289617486339	20	3	1	NA	NA
5	0.609289617486339	26.5	3	1	NA	NA
1	0.609289617486339	20	3	1	NA	NA
2	0.609289617486339	20	3	1	NA	NA
1	0.609289617486339	19.5	3	1	NA	NA
1	0.609289617486339	20	3	1	NA	NA
1	0.609289617486339	20.5	3	1	NA	NA
2	0.609289617486339	21.5	3	1	NA	NA
1	0.609289617486339	20.5	3	1	NA	NA
1	0.609289617486339	20	3	1	NA	NA
1	0.609289617486339	20	3	1	NA	NA
1	0.609289617486339	20	3	1	NA	NA
3	0.609289617486339	28.5	3	1	NA	NA
2	0.609289617486339	19	3	1	NA	NA
1	0.609289617486339	19	3	1	NA	NA
3	0.609289617486339	24	3	1	NA	NA
4	0.609289617486339	29.5	3	1	NA	NA
1	0.609289617486339	19	3	1	NA	NA
3	0.609289617486339	25	3	1	NA	NA
2	0.609289617486339	21	3	1	NA	NA
9	0.609289617486339	27	3	1	NA	NA
1	0.609289617486339	18.5	3	1	NA	NA
1	0.609289617486339	19.5	3	1	NA	NA
1	0.609289617486339	20.5	3	1	NA	NA
1	0.609289617486339	18.5	3	1	NA	NA
1	0.609289617486339	20	3	1	NA	NA
1	0.609289617486339	20	3	1	NA	NA
1	0.609289617486339	21.5	3	1	NA	NA
1	0.609289617486339	19	3	1	NA	NA
1	0.609289617486339	18.5	3	1	NA	NA
2	0.609289617486339	22	3	1	NA	NA
1	0.609289617486339	20.5	3	1	NA	NA
NA	0.609289617486339	27	3	1	NA	NA
NA	0.609289617486339	20	3	1	NA	NA
NA	0.609289617486339	19	3	1	NA	NA
NA	0.609289617486339	24.5	3	1	NA	NA
NA	0.609289617486339	19	3	1	NA	NA
NA	0.609289617486339	18.5	3	1	NA	NA
NA	0.609289617486339	28	3	1	NA	NA
NA	0.609289617486339	20	3	1	NA	NA
NA	0.609289617486339	28.5	3	1	NA	NA
NA	0.609289617486339	21.5	3	1	NA	NA
NA	0.609289617486339	19	3	1	NA	NA
NA	0.609289617486339	27	3	1	NA	NA
NA	0.609289617486339	27.5	3	1	NA	NA
NA	0.609289617486339	27.5	3	1	NA	NA
NA	0.609289617486339	29	3	1	NA	NA
NA	0.609289617486339	19.5	3	1	NA	NA
NA	0.609289617486339	20.5	3	1	NA	NA
NA	0.609289617486339	19	3	1	NA	NA
NA	0.609289617486339	19	3	1	NA	NA
NA	0.609289617486339	20	3	1	NA	NA
NA	0.609289617486339	19	3	1	NA	NA
NA	0.609289617486339	21	3	1	NA	NA
NA	0.609289617486339	26	3	1	NA	NA
NA	0.609289617486339	27.5	3	1	NA	NA
NA	0.609289617486339	28.5	3	1	NA	NA
NA	0.609289617486339	19.5	3	1	NA	NA
NA	0.609289617486339	19.5	3	1	NA	NA
NA	0.609289617486339	19	3	1	NA	NA
NA	0.609289617486339	18	3	1	NA	NA
NA	0.609289617486339	19	3	1	NA	NA
NA	0.609289617486339	19.5	3	1	NA	NA
NA	0.609289617486339	19.5	3	1	NA	NA
NA	0.609289617486339	19	3	1	NA	NA
NA	0.609289617486339	20	3	1	NA	NA
NA	0.609289617486339	20.5	3	1	NA	NA
NA	0.609289617486339	19.5	3	1	NA	NA
NA	0.609289617486339	20.5	3	1	NA	NA
NA	0.609289617486339	19	3	1	NA	NA
NA	0.609289617486339	19	3	1	NA	NA
NA	0.609289617486339	20.5	3	1	NA	NA
NA	0.609289617486339	19	3	1	NA	NA
NA	0.609289617486339	20.5	3	1	NA	NA
NA	0.609289617486339	20.5	3	1	NA	NA
NA	0.609289617486339	18.5	3	1	NA	NA
NA	0.609289617486339	19	3	1	NA	NA
9	0.510928961748634	30	4	1	NA	NA
6	0.510928961748634	27	4	1	NA	NA
5	0.510928961748634	28	4	1	NA	NA
3	0.510928961748634	28	4	1	NA	NA
7	0.510928961748634	27	4	1	NA	NA
6	0.510928961748634	27	4	1	NA	NA
4	0.510928961748634	27	4	1	NA	NA
3	0.510928961748634	26.5	4	1	NA	NA
3	0.510928961748634	28.5	4	1	NA	NA
3	0.510928961748634	27	4	1	NA	NA
7	0.510928961748634	27	4	1	NA	NA
3	0.510928961748634	27.5	4	1	NA	NA
9	0.510928961748634	28	4	1	NA	NA
4	0.510928961748634	25.5	4	1	NA	NA
3	0.510928961748634	28	4	1	NA	NA
6	0.510928961748634	28.5	4	1	NA	NA
9	0.510928961748634	30.5	4	1	NA	NA
9	0.510928961748634	27	4	1	NA	NA
7	0.510928961748634	27.5	4	1	NA	NA
4	0.510928961748634	28	4	1	NA	NA
4	0.510928961748634	28	4	1	NA	NA
5	0.510928961748634	25.5	4	1	NA	NA
5	0.510928961748634	29	4	1	NA	NA
4	0.510928961748634	28	4	1	NA	NA
4	0.510928961748634	28.5	4	1	NA	NA
5	0.510928961748634	29	4	1	NA	NA
5	0.510928961748634	28	4	1	NA	NA
6	0.510928961748634	27	4	1	NA	NA
4	0.510928961748634	27.5	4	1	NA	NA
3	0.510928961748634	25.5	4	1	NA	NA
4	0.510928961748634	29.5	4	1	NA	NA
8	0.510928961748634	28	4	1	NA	NA
3	0.510928961748634	26	4	1	NA	NA
3	0.510928961748634	27	4	1	NA	NA
9	0.510928961748634	27.5	4	1	NA	NA
6	0.510928961748634	29	4	1	NA	NA
5	0.510928961748634	25.5	4	1	NA	NA
8	0.510928961748634	27.5	4	1	NA	NA
5	0.510928961748634	26.5	4	1	NA	NA
4	0.510928961748634	25	4	1	NA	NA
7	0.510928961748634	27.5	4	1	NA	NA
5	0.510928961748634	28.5	4	1	NA	NA
8	0.510928961748634	27	4	1	NA	NA
4	0.510928961748634	28	4	1	NA	NA
3	0.510928961748634	28	4	1	NA	NA
9	0.510928961748634	28	4	1	NA	NA
9	0.510928961748634	30.5	4	1	NA	NA
10	0.510928961748634	28.5	4	1	NA	NA
4	0.510928961748634	27	4	1	NA	NA
3	0.510928961748634	26.5	4	1	NA	NA
NA	0.510928961748634	28	4	1	NA	NA
6	0.614754098360656	27	5	1	NA	NA
3	0.614754098360656	27	5	1	NA	NA
5	0.614754098360656	26	5	1	NA	NA
4	0.614754098360656	29	5	1	NA	NA
2	0.614754098360656	24.5	5	1	NA	NA
3	0.614754098360656	26	5	1	NA	NA
6	0.614754098360656	27.5	5	1	NA	NA
10	0.614754098360656	27.5	5	1	NA	NA
5	0.614754098360656	26	5	1	NA	NA
3	0.614754098360656	27.5	5	1	NA	NA
3	0.614754098360656	27.5	5	1	NA	NA
5	0.614754098360656	26	5	1	NA	NA
4	0.614754098360656	27.5	5	1	NA	NA
4	0.614754098360656	27.5	5	1	NA	NA
5	0.614754098360656	26.5	5	1	NA	NA
7	0.614754098360656	26.5	5	1	NA	NA
9	0.614754098360656	30	5	1	NA	NA
5	0.614754098360656	26	5	1	NA	NA
5	0.614754098360656	25	5	1	NA	NA
4	0.614754098360656	25.5	5	1	NA	NA
4	0.614754098360656	26	5	1	NA	NA
5	0.614754098360656	26	5	1	NA	NA
7	0.614754098360656	26.5	5	1	NA	NA
6	0.614754098360656	26.5	5	1	NA	NA
5	0.614754098360656	27	5	1	NA	NA
4	0.614754098360656	26.5	5	1	NA	NA
