"Age"	"Iteration"	"MeanIndividualLength"
1	1	29.481322414816
2	1	31.790485682932
3	1	33.429999337424
4	1	34.630191196599
5	1	35.544049727392
6	1	36.289197160255
7	1	36.891701086913
8	1	37.397002078361
9	1	37.819335480711
10	1	38.169831570454
11	1	0
12	1	38.731257736139
1	2	29.268879755994
2	2	31.681866808703
3	2	33.374773193584
4	2	34.610913086335
5	2	35.577768536424
6	2	36.343640285394
7	2	36.980927203745
8	2	37.498921225493
9	2	37.93945494883
10	2	38.310605657421
11	2	0
12	2	38.890839783293
1	3	29.101241461476
2	3	31.591738435291
3	3	33.289208264872
4	3	34.583037472942
5	3	35.532609784033
6	3	36.296457019901
7	3	36.91476109603
8	3	37.429026101591
9	3	37.846159551174
10	3	38.189501139445
11	3	0
12	3	38.728058232619
1	4	29.354622974528
2	4	31.791484285315
3	4	33.443744654105
4	4	34.680862687285
5	4	35.647126577903
6	4	36.402616840034
7	4	37.026324700884
8	4	37.521633757769
9	4	37.959441810916
10	4	38.322843900817
11	4	0
12	4	38.866497948017
1	5	29.360642522731
2	5	31.815604835814
3	5	33.484857187822
4	5	34.717790188905
5	5	35.665448414666
6	5	36.421005063448
7	5	37.03316743605
8	5	37.528639550642
9	5	37.931726556882
10	5	38.274248208171
11	5	0
12	5	38.799240254157
1	6	29.61162157301
2	6	31.947939788856
3	6	33.553212254703
4	6	34.765115852395
5	6	35.689577386263
6	6	36.42942111066
7	6	37.030749215076
8	6	37.538003111387
9	6	37.951079483036
10	6	38.309427038892
11	6	0
12	6	38.846274506545
1	7	29.263847348169
2	7	31.770317543371
3	7	33.469424296259
4	7	34.71408944108
5	7	35.683737056303
6	7	36.461240250447
7	7	37.088101336273
8	7	37.607730176456
9	7	38.03409238554
10	7	38.396435099928
11	7	0
12	7	38.952078706209
1	8	29.437277479849
2	8	31.820744724122
3	8	33.445906599527
4	8	34.665041649622
5	8	35.600323228238
6	8	36.347217268025
7	8	36.953180505161
8	8	37.451301781407
9	8	37.866664832389
10	8	38.217101565211
11	8	0
12	8	38.755437288417
1	9	29.436395052119
2	9	31.83290469533
3	9	33.461028810845
4	9	34.674359314232
5	9	35.599156313416
6	9	36.33315512968
7	9	36.931136320661
