"missiontype"	"startyear"	"platform"	"missionnumber"	"serialnumber"	"nation"	"catchplatform"	"station"	"fixedstation"	"stationstartdate"	"stationstarttime"	"stationstopdate"	"stationstoptime"	"stationtype"	"latitudestart"	"longitudestart"	"latitudeend"	"longitudeend"	"system"	"area"	"location"	"bottomdepthstart"	"bottomdepthstop"	"bottomdepthmean"	"fishingdepthstart"	"fishingdepthstop"	"fishingdepthcount"	"fishingdepthmax"	"fishingdepthmin"	"fishingdepthmean"	"fishingdepthtemperature"	"gearno"	"sweeplength"	"gear"	"gearcount"	"direction"	"gearflow"	"vesselspeed"	"logstart"	"logstop"	"distance"	"gearcondition"	"samplequality"	"verticaltrawlopening"	"verticaltrawlopeningsd"	"trawldoortype"	"trawldoorarea"	"trawldoorweight"	"trawldoorspread"	"trawldoorspreadsd"	"wingspread"	"wingspreadsd"	"wirelength"	"wirediameter"	"wiredensity"	"soaktime"	"fishingbait"	"tripno"	"fishabundance"	"fishdistribution"	"landingsite"	"fishingground"	"vesselcount"	"dataquality"	"haulvalidity"	"flora"	"vegetationcover"	"visibility"	"waterlevel"	"winddirection"	"windspeed"	"clouds"	"sea"	"weather"	"stationcomment"
"19"	2020	"9000"	30	38001	"58"	"3050"	1	NA	"2020-01-09Z"	"08:31:00.000Z"	"2020-01-09Z"	"11:09:00.000Z"	NA	61.0671	-1.033	61.1001	-0.733	"2"	"42"	"71"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3712"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"This row was created by ERS viewer."
"19"	2020	"9000"	30	38002	"58"	"3050"	2	NA	"2020-01-05Z"	"12:15:00.000Z"	"2020-01-05Z"	"14:32:00.000Z"	NA	60.8501	-1.783	60.9171	-1.60001	"2"	"42"	"61"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3712"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"This row was created by ERS viewer."
"19"	2020	"9000"	30	38003	"58"	"9862"	3	NA	"2020-01-16Z"	"14:50:00.000Z"	"2020-01-16Z"	"17:36:00.000Z"	NA	60.9	-0.383001	61.0331	-0.233001	"2"	"42"	"62"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3712"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"This row was created by ERS viewer."
"19"	2020	"9000"	30	38004	"58"	"9862"	4	NA	"2020-01-16Z"	"10:13:00.000Z"	"2020-01-16Z"	"11:23:00.000Z"	NA	61.0171	0	61.0671	0.117001	"2"	"42"	"72"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3712"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"This row was created by ERS viewer."
"19"	2020	"9000"	30	38031	"58"	"3224"	31	NA	"2020-01-09Z"	"19:13:00.000Z"	"2020-01-09Z"	"20:53:00.000Z"	NA	61.117	-0.883001	61.1331	-0.717	"2"	"42"	"72"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3712"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"This row was created by ERS viewer."
"19"	2020	"9000"	30	38032	"58"	"3823"	32	NA	"2020-10-02Z"	"10:48:00.000Z"	"2020-10-02Z"	"13:05:00.000Z"	NA	62.367	5.58301	62.367	5.6	"2"	"07"	"33"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3700"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"This row was created by ERS viewer."
"19"	2020	"9000"	30	38033	"58"	"4135"	33	NA	"2020-10-08Z"	"16:00:00.000Z"	"2020-10-08Z"	"18:38:00.000Z"	NA	59.0171	-0.767001	59	-0.75	"2"	"42"	"32"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3700"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"This row was created by ERS viewer."
"19"	2020	"9000"	30	38034	"58"	"4135"	34	NA	"2020-10-02Z"	"09:13:00.000Z"	"2020-10-02Z"	"11:05:00.000Z"	NA	58.467	-0.517001	58.433	-0.517001	"2"	"42"	"12"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3700"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"This row was created by ERS viewer."
"19"	2020	"9000"	30	38035	"58"	"3921"	35	NA	"2020-10-14Z"	"16:15:00.000Z"	"2020-10-14Z"	"19:17:00.000Z"	NA	59.1331	-0.7	59.1331	-0.667001	"2"	"42"	"32"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3700"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"This row was created by ERS viewer."
"19"	2020	"9000"	30	38036	"58"	"3674"	36	NA	"2020-10-04Z"	"15:43:00.000Z"	"2020-10-04Z"	"18:52:00.000Z"	NA	58.3171	0.933001	58.3171	0.867	"2"	"42"	"13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3712"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"This row was created by ERS viewer."
