"Iteration"	"tau_Intercept"
1	0.855404274678087
2	1.23967864262468
3	0.891213030459772
4	1.14104885210824
5	0.872640052340905
6	0.916730636989368
7	1.2074859325972
8	1.15034920912238
9	1.28412650001961
10	0.736169002271422
11	1.15787474369553
12	0.830116053808826
13	1.08950565602635
14	0.991395156781288
15	1.27841294011356
16	1.145950761314
17	1.25549120578761
18	1.05201514428283
19	0.979721824777408
20	1.02908862445082
21	0.996846543851853
22	1.16227791412127
23	1.331571930381
24	0.873730593921128
25	1.11309306841799
26	1.40961369861234
27	1.08558102037024
28	0.837083061655217
29	0.892840912167694
30	0.974360972127971
31	1.17648545092594
32	0.929429769486431
33	0.896736902121318
34	1.13362753768168
35	1.35362995001755
36	1.25783251214798
37	0.866081262457196
38	1.3241983644499
39	1.40442869948846
40	1.1216310038886
41	1.11133367752575
42	1.22316661604176
43	1.01943064321844
44	0.942353044480111
45	1.33582093825685
46	1.56926833162298
47	1.22059648519776
48	1.12419542257946
49	1.02630556103261
50	1.39498034998044
51	1.26333508089737
52	0.911750586823194
53	1.13997028819117
54	1.23965666757218
55	0.827845021240103
56	0.962399648907114
57	1.02663884186027
58	1.08956845103842
59	0.949252645485803
60	1.02610495898065
61	1.08118546288126
62	1.11557698207307
63	1.20075940266321
64	1.00423501311959
65	0.991215210564731
66	1.0671149897836
67	0.89764159812985
68	0.768909632055523
69	1.14257390877122
70	1.26638567897727
71	0.94429654485082
72	1.06113664428202
73	1.02367803582581
74	1.35794206746601
75	1.2851672781299
76	1.01650342151631
77	1.0146969636305
78	1.19239594062631
79	0.984844040377571
80	1.03096280023759
81	1.17656116576562
82	1.06083899604597
83	1.30954883476845
84	1.233696820797
85	0.890593795153164
86	0.937279265808075
87	0.828725880335797
88	0.952242216206711
89	1.06130569620187
90	1.18665319837278
91	0.976718174061167
92	1.10063118748961
93	1.12088595307945
94	0.925600839266585
95	1.11874973544055
96	0.973517485762812
97	1.18258019090274
98	1.38601470409955
99	1.24854586333235
100	1.06008853258166
101	1.39099028813672
102	1.04400192428741
103	1.00863649094555
104	1.05912531923551
105	1.11722636187844
106	1.00188456071027
107	1.20919751797469
108	1.22671825087987
109	0.995373282680424
110	1.06963086823843
111	1.19637158371746
112	1.16015074596782
113	0.975917918873525
114	1.35237046667172
115	0.914363860260125
116	1.53317645947173
117	1.55052521782223
118	0.994511059474848
119	1.2937275235631
120	1.30435431973015
121	1.14150818193181
122	0.82537759903169
123	1.25073967002007
124	1.14917609836339
125	0.750270342599055
126	1.00015688262568
127	1.20378358749595
128	0.835173218566498
129	1.00125569770649
130	1.08066585614806
131	1.17083190907292
132	1.47264828568477
133	1.12399964135416
134	1.07567596780291
135	1.30732482343988
136	1.27718452438772
137	1.2078415306764
138	1.13968289638588
139	0.894450026661481
140	1.65091286032413
141	1.32732315101627
142	1.16573120965661
143	1.01754362857571
144	1.16311855038953
145	1.4582383092016
146	1.1832859095819
147	1.00342743867619
148	1.43712766738075
149	1.34625817337198
150	1.21992968546598
151	1.15722377039099
152	1.30999585910673
153	1.44804855902841
154	1.00495490395905
155	1.21554744179986
156	0.881222196746104
157	0.932306297772562
158	1.42605668577745
159	1.42155444830611
160	0.937047741634428
161	0.974280394142142
162	1.14930583656758
163	1.14582455025229
164	1.03894395899345
165	0.874458786721596
166	1.31042781704384
167	1.10693039820267
168	1.11831478790119
169	1.12288034563064
170	1.0443196631331
171	1.09943465492648
172	1.19258022004852
173	0.839112192687841
174	0.89936910570422
175	1.21921287399449
176	1.25892922140052
177	1.20688479834772
178	0.957864802894665
179	1.02062813080064
180	1.41910665998052
181	1.10145996560329
182	1.13431088538461
183	1.25956963281442
184	1.45041900879661
185	1.14142784447813
186	1.02022123132982
187	1.01009657178334
188	1.01837653030239
189	1.03608401422793
190	0.96197478638739
191	1.01977918701113
192	1.19646627058015
193	1.1471976074578
194	1.01766157806029
195	1.17508296071657
196	1.24601198708613
197	0.912852924944316
198	1.36151760325319
199	1.1783337355517
200	1.25648606055222
201	0.875653927908308
202	0.984647102724964
203	1.00725049516582
204	0.984300114964051
205	0.8840616459275
206	1.02593707021491
207	0.954354448837391
208	1.01412003046808
209	0.953247505902541
210	1.13155575050865
211	1.3202487513956
212	1.19592345051607
213	0.845103345744195
214	0.848168456019032
215	1.11206789077703
216	1.05554488647523
217	0.86745452503739
218	0.961986308480385
219	1.11895166300172
220	1.25908909609195
221	1.00983465464476
222	1.01405261894726
223	1.00506848213897
224	1.18659662262279
225	1.31778871047102
226	1.28620602066695
227	1.03305229214617
228	1.10142634474062
229	1.3419845094054
230	0.995665562337246
231	0.946517699749747
232	0.941825143544726
233	1.12348659281222
234	1.03453564421088
235	1.0872364649054
236	1.09004418698004
237	1.16311470576973
238	1.08406798447726
239	1.26361872682574
240	1.02855673533667
241	1.16310437914476
242	1.02030674909369
243	1.06389071903425
244	1.26032787171754
245	0.970609641069822
246	0.997257748893703
247	0.974968955150116
248	1.13983475452411
249	1.15802264571656
250	1.1640479223644
251	0.773978233123343
252	1.11488452990733
253	0.949442365225513
254	1.0755316827029
255	1.03124613309872
256	0.858102647356116
257	0.888750472269619
258	1.05463430743528
259	0.989662886559664
260	1.4268689003692
261	0.811209863203253
262	0.847290884884262
263	0.805980772320089
264	1.24314411778022
265	1.18923879977867
266	1.20357642851738
267	0.712361697367948
268	1.01773094891657
269	1.03560252372499
270	1.06988897046393
271	1.06058962716262
272	1.13880185919181
273	1.08762290427754
274	1.08066963772564
275	1.04861332995068
276	1.25466406693792
277	1.1400746860039
278	1.31092739957781
279	1.11781810534007
280	0.927446430116894
281	0.966216055547966
282	1.14514355378702
283	1.08442012765767
284	1.18962808640229
285	0.986370054201043
286	1.14571004332324
287	1.28395548375706
288	1.11466787783947
289	1.13110053420668
290	0.956585461883076
291	1.46037966370085
292	1.00668717154184
293	1.04394444327913
294	1.09795727042912
295	1.12664823102727
296	1.62995171773254
297	1.06931874124047
298	1.17436260162833
299	1.15958142071818
300	1.14779248623059
301	0.977699485092205
302	1.03770837959277
303	1.21661511660814
304	1.10258423239352
305	1.19120554735213
306	1.2762951822769
307	0.846197360090132
308	0.927925203799978
309	1.03626699114694
310	1.15917273823765
311	0.936357647761797
312	0.952376266834366
313	1.05132535591435
314	1.09333636273374
315	1.03298751971871
316	1.10292950358846
317	1.17932824078159
318	1.30444179592892
319	1.11566596149968
320	1.14378426560884
321	1.37830181365732
322	1.2948703499978
323	1.09119824904233
324	1.28714416627045
325	1.35353035573099
326	0.944364810393025
327	1.01883440493886
328	1.28270868975331
329	1.0026089721669
330	1.36791741576114
331	1.03040832126456
332	1.19733279415427
