"Age"	"Iteration"	"MeanIndividualWeight"
1	1	0.109463014797
2	1	0.127694795984
3	1	0.147058680607
4	1	0.171408062807
5	1	0.179649445107
6	1	0.183976167782
7	1	0.201081596456
8	1	0.213431899876
9	1	0.230148933259
10	1	0.228615019738
11	1	0.255718902164
12	1	0.268816726717
13	1	0.274012379371
14	1	0.250237338968
15	1	0.278285368612
1	2	0.109210096278
2	2	0.123172173052
3	2	0.145182346973
4	2	0.170139382523
5	2	0.178161971005
6	2	0.179323012554
7	2	0.195748369937
8	2	0.214562718822
9	2	0.223153351917
10	2	0.233648753055
11	2	0.257287004273
12	2	0.276080049709
13	2	0.277994587312
14	2	0.269468297983
15	2	0.274982895659
1	3	0.108238457744
2	3	0.126699520584
3	3	0.142300996927
4	3	0.171083837791
5	3	0.175543253634
6	3	0.184182838855
7	3	0.196009003698
8	3	0.215202382068
9	3	0.221291873233
10	3	0.227506069134
11	3	0.237510136055
12	3	0.256176633274
13	3	0.273966749397
14	3	0.270285645001
15	3	0.282184931491
1	4	0.109843075838
2	4	0.129402255728
3	4	0.150156987223
4	4	0.166992713969
5	4	0.176191215852
6	4	0.182602277428
7	4	0.190481795593
8	4	0.209371244777
9	4	0.216777520666
10	4	0.225021783647
11	4	0.236720541893
12	4	0.253045369995
13	4	0.253642941534
14	4	0.256448098385
15	4	0.268496561633
1	5	0.102124008685
2	5	0.123376023519
3	5	0.142837760951
4	5	0.167899749472
5	5	0.175228836033
6	5	0.17871729627
7	5	0.188682327893
8	5	0.200658962089
9	5	0.220276405152
10	5	0.230317823207
11	5	0.252396645798
12	5	0.237785069584
13	5	0.267532797957
14	5	0.256162094126
15	5	0.280419579406
1	6	0.106966670981
2	6	0.122906429293
3	6	0.143393261096
4	6	0.167182514087
5	6	0.171399599326
6	6	0.181754247578
7	6	0.197250484803
8	6	0.204394027691
9	6	0.223628917758
10	6	0.226418646341
11	6	0.250930207885
12	6	0.255911310831
13	6	0.2717010728
14	6	0.275897714584
15	6	0.28341738102
1	7	0.105715694275
2	7	0.125857597542
3	7	0.145587617953
4	7	0.168027973673
5	7	0.173869662116
6	7	0.182095225286
7	7	0.193424726538
8	7	0.210959861914
9	7	0.221185168107
10	7	0.227222702079
11	7	0.245886881384
12	7	0.25342611397
13	7	0.262450400755
14	7	0.271580264261
15	7	0.275634290934
1	8	0.106681872165
2	8	0.124426891736
3	8	0.144690671508
4	8	0.168729540331
5	8	0.175794209061
6	8	0.17993948232
7	8	0.196987179251
8	8	0.206112434418
9	8	0.220572164769
10	8	0.226784345631
11	8	0.237320907818
12	8	0.238851331097
13	8	0.270372764123
14	8	0.286927266362
15	8	0.277135943382
1	9	0.113076716918
2	9	0.126282148685
3	9	0.147828681392
4	9	0.171500623096
5	9	0.1731843694
6	9	0.180891249135
7	9	0.195149024695
8	9	0.207300490619
9	9	0.217313350799
10	9	0.227375102638
11	9	0.237090177362
12	9	0.24696845639
13	9	0.272665572422
14	9	0.254936346677
15	9	0.266511645413
1	10	0.104068927618
2	10	0.122961995209
3	10	0.142482275363
4	10	0.166984728361
5	10	0.172523911268
6	10	0.18033509367
7	10	0.190406455087
8	10	0.201690992424
9	10	0.217224726184
10	10	0.226879722571
11	10	0.243941990272
12	10	0.229634672058
13	10	0.26396858505
14	10	0.272685871609
15	10	0.282245360588
1	11	0.103569395527
2	11	0.121677232249
3	11	0.142316796578
4	11	0.172392978428
5	11	0.168826601218
6	11	0.178616735471
7	11	0.187133378998
8	11	0.202159542507
9	11	0.223533585643
10	11	0.223317128539
11	11	0.246772038146
12	11	0.254851089172
13	11	0.270805884087
14	11	0.293902603531
15	11	0.300291782979
1	12	0.1059047922
2	12	0.123169964865
3	12	0.142436497032
4	12	0.164317871728
5	12	0.17150994997
6	12	0.179184630821
7	12	0.190650154979
8	12	0.199993553376
9	12	0.217600909749
10	12	0.229492570252
11	12	0.231349184251
12	12	0.24309434561
13	12	0.262049014231
14	12	0.268411718079
15	12	0.266835166168
1	13	0.112487271148
2	13	0.127437167464
3	13	0.14971584302
4	13	0.174693047746
5	13	0.179590917411
6	13	0.180123278745
7	13	0.196005374864
8	13	0.209582009457
9	13	0.225111446199
10	13	0.234488558388
11	13	0.258679846482
12	13	0.25131304317
13	13	0.276267322667
14	13	0.28265356319
15	13	0.293280286563
1	14	0.108215848681
2	14	0.123552281826
3	14	0.145550467465
4	14	0.175870396255
5	14	0.17552576572
6	14	0.181842041849
7	14	0.202787080699
8	14	0.220713032193
9	14	0.227867412428
10	14	0.234018858098
11	14	0.264649704836
12	14	0.241085450768
13	14	0.287309825141
14	14	0.29409675723
15	14	0.28330338476
1	15	0.113808299941
2	15	0.131208197422
3	15	0.153910030989
4	15	0.174253191497
5	15	0.180296596456
6	15	0.19287396336
7	15	0.197028089878
8	15	0.210132612613
9	15	0.218400933794
10	15	0.232943933105
11	15	0.251423135305
12	15	0.238711536009
13	15	0.26840995229
14	15	0.274667151452
15	15	0.274563909834
1	16	0.106190094257
2	16	0.126506336318
3	16	0.14486885333
4	16	0.174732784232
5	16	0.178366000474
6	16	0.178636539695
7	16	0.196232985611
8	16	0.209950402603
9	16	0.217427462288
10	16	0.229260348791
11	16	0.242380645641
12	16	0.23654108101
13	16	0.270671681691
14	16	0.277326409639
15	16	0.279013628609
1	17	0.109700263756
2	17	0.125209447514
3	17	0.148802855418
4	17	0.179692250915
5	17	0.18015273551
6	17	0.184190132048
7	17	0.200176880244
8	17	0.20491719786
9	17	0.225016133
10	17	0.233159960677
11	17	0.249590610976
12	17	0.267815503265
13	17	0.258709999447
14	17	0.267870170554
15	17	0.294386195025
1	18	0.105207255207
2	18	0.125006241077
3	18	0.145881375814
4	18	0.166249517129
5	18	0.178210153389
6	18	0.18046460944
7	18	0.192510893189
8	18	0.198949253909
9	18	0.218434716408
10	18	0.229089136396
11	18	0.250175898471
12	18	0.245442196946
13	18	0.269279625819
14	18	0.276011373555
15	18	0.279734106307
1	19	0.112235937796
2	19	0.127587987511
3	19	0.149032338678
4	19	0.174873314662
5	19	0.177733158729
6	19	0.183750272413
7	19	0.203598383414
8	19	0.222648652109
9	19	0.232431085181
10	19	0.240549997138
11	19	0.264775209702
12	19	0.248053487348
13	19	0.282077313878
14	19	0.289259290037
15	19	0.289576066903
1	20	0.109477850324
2	20	0.127603853119
3	20	0.149934334122
4	20	0.17762021078
5	20	0.176902711461
6	20	0.185249697438
7	20	0.206477398388
8	20	0.214766883755
9	20	0.23544153458
10	20	0.230207618699
11	20	0.265229262234
12	20	0.251907746806
13	20	0.278829296095
14	20	0.28684007809
15	20	0.264847805284
1	21	0.113667650717
2	21	0.127622570313
3	21	0.147754021353
4	21	0.178485264971
5	21	0.184255639946
6	21	0.188457880784
7	21	0.204068037492
8	21	0.2098643231
9	21	0.223686512039
10	21	0.235364111846
11	21	0.254874337215
12	21	0.27604481007
13	21	0.284119943388
14	21	0.290879684649
15	21	0.268838087805
1	22	0.107850011747
2	22	0.130975510126
3	22	0.14713393044
4	22	0.169663790651
5	22	0.175216134225
6	22	0.184454103184
7	22	0.197983717816
8	22	0.209242172822
9	22	0.225652868542
10	22	0.229397365585
11	22	0.244213392523
12	22	0.264628430607
13	22	0.265909690593
14	22	0.275449213575
15	22	0.251909388857
1	23	0.108937496759
2	23	0.126268957566
3	23	0.147954297593
4	23	0.171596654692
5	23	0.179630580119
6	23	0.182853268887
7	23	0.194246560718
8	23	0.213246048013
9	23	0.222837632445
10	23	0.239905259303
11	23	0.245856788655
12	23	0.264836993317
13	23	0.270081845697
14	23	0.281234163453
15	23	0.256401406103
1	24	0.102804426147
2	24	0.121761830352
3	24	0.141157021531
4	24	0.166662977427
5	24	0.172747216232
6	24	0.176682223922
7	24	0.190665417189
8	24	0.203235523322
9	24	0.211605144631
10	24	0.219598580778
11	24	0.231897886276
12	24	0.243200007193
13	24	0.251001761467
14	24	0.260236848183
15	24	0.275214541252
1	25	0.105874337489
2	25	0.123030103926
3	25	0.144206354692
4	25	0.170639282974
5	25	0.181848861433
6	25	0.184781839877
7	25	0.201167702566
8	25	0.209747699173
9	25	0.228788161648
10	25	0.238806675845
11	25	0.238775490388
12	25	0.246032674513
13	25	0.275471277795
14	25	0.286988297694
15	25	0.294659609649
1	26	0.105424222069
2	26	0.125329815354
3	26	0.146749266011
4	26	0.168924391561
5	26	0.171654689196
6	26	0.178226616922
7	26	0.197669798524
8	26	0.205721158852
9	26	0.219038916475
10	26	0.230618974209
11	26	0.24619146001
12	26	0.245742180502
13	26	0.265548794638
14	26	0.272949238074
15	26	0.282695524155
1	27	0.109294556074
2	27	0.130256246258
3	27	0.153975976134
4	27	0.177480237289
5	27	0.189418357411
6	27	0.188383248197
7	27	0.201337143919
8	27	0.210333599834
9	27	0.230706920847
10	27	0.24354587153
11	27	0.260227415672
12	27	0.275219667538
13	27	0.292280965594
14	27	0.300024908931
15	27	0.300560208146
1	28	0.106101179506
2	28	0.124146407948
3	28	0.144857829405
4	28	0.168942764406
5	28	0.178196069663
6	28	0.186663821037
7	28	0.193425821194
8	28	0.217726501107
9	28	0.23468490973
10	28	0.234045409439
11	28	0.240620596358
12	28	0.242812777844
13	28	0.28108921271
14	28	0.288479696631
15	28	0.290481353369
1	29	0.107768452889
2	29	0.119512521634
3	29	0.144217985918
4	29	0.172450273941
5	29	0.168967666473
6	29	0.177451548831
7	29	0.196765614628
8	29	0.210451860807
9	29	0.215856614768
10	29	0.233494777073
11	29	0.218665799077
12	29	0.266783760737
13	29	0.276110086231
14	29	0.287057115958
15	29	0.286425829554
1	30	0.104532822166
2	30	0.122611295141
3	30	0.145241279237
4	30	0.167067649803
5	30	0.176127448546
6	30	0.178830484549
7	30	0.192123176119
8	30	0.207092473301
9	30	0.224331819334
10	30	0.231282912197
11	30	0.247000442376
12	30	0.276018198519
13	30	0.274355251324
14	30	0.288254246696
15	30	0.293198491782
1	31	0.104464652954
2	31	0.12436630805
3	31	0.146001969616
4	31	0.166563075179
5	31	0.176868448636
6	31	0.181487706751
7	31	0.19703535343
8	31	0.204925500093
9	31	0.2244712979
10	31	0.226756516461
11	31	0.25331520353
12	31	0.272563293151
13	31	0.241755835999
14	31	0.273142414316
15	31	0.286674716254
1	32	0.106671075855
2	32	0.125527910898
3	32	0.144063529151
4	32	0.174314943089
5	32	0.181923190238
6	32	0.179423629839
7	32	0.19293619857
8	32	0.213079727412
9	32	0.222599978818
10	32	0.224990543196
11	32	0.22988365952
12	32	0.253099423203
13	32	0.262643930337
14	32	0.268886600883
15	32	0.275054203589
1	33	0.110866311409
2	33	0.125832720442
3	33	0.14713120778
4	33	0.171198039709
5	33	0.179645002046
6	33	0.182320586123
7	33	0.195392215307
8	33	0.216271613445
9	33	0.228514545665
10	33	0.233767483703
11	33	0.254180145869
12	33	0.262057348076
13	33	0.268583855612
14	33	0.274389946496
15	33	0.280183577324
1	34	0.106916227604
2	34	0.126284444071
3	34	0.145075646625
4	34	0.176227725823
5	34	0.181261488045
6	34	0.182005694809
7	34	0.202249534485
8	34	0.220960076634
9	34	0.234518340277
10	34	0.233814174454
11	34	0.257392328758
12	34	0.270747151864
13	34	0.283511276376
14	34	0.2911077694
15	34	0.301923434124
1	35	0.104842079594
2	35	0.119469944704
3	35	0.142073742924
4	35	0.172806741113
5	35	0.17165958996
6	35	0.182808415971
7	35	0.188742475673
8	35	0.206340704715
9	35	0.21965272589
10	35	0.233224304362
11	35	0.249275211763
12	35	0.260212776589
13	35	0.284117877152
14	35	0.293297361589
15	35	0.273732368368
1	36	0.106671769065
2	36	0.125943119041
3	36	0.143331845076
4	36	0.170247467489
5	36	0.17449019292
6	36	0.182947363694
7	36	0.187875594179
8	36	0.205399099146
9	36	0.221724796161
10	36	0.233267989175
11	36	0.254768713092
12	36	0.24948062257
13	36	0.275074476284
14	36	0.276470768003
15	36	0.28833115994
1	37	0.109386460574
2	37	0.126366734289
3	37	0.151351600081
4	37	0.17191339068
5	37	0.181034042075
6	37	0.185650679807
7	37	0.203603352657
8	37	0.209266113475
9	37	0.229209994182
10	37	0.232433597792
11	37	0.254264281912
12	37	0.235589603812
13	37	0.275009915511
14	37	0.282209279801
15	37	0.275998114353
1	38	0.104966644535
2	38	0.12526469388
3	38	0.144732823048
4	38	0.16976338248
5	38	0.176197831537
6	38	0.18307242396
7	38	0.197789940473
8	38	0.206153698483
9	38	0.222464404734
10	38	0.22563897098
11	38	0.256921199218
12	38	0.245200275188
13	38	0.27739455914
14	38	0.284027203414
15	38	0.284436629557
1	39	0.104419848163
2	39	0.124586451974
3	39	0.14219222632
4	39	0.167237693774
5	39	0.178139859326
6	39	0.180229892475
7	39	0.195242295066
8	39	0.19547964611
9	39	0.212478365514
10	39	0.223184469493
11	39	0.241311932233
12	39	0.234676651923
13	39	0.259445581274
14	39	0.265586799506
15	39	0.260441156362
1	40	0.105519041673
2	40	0.126917180554
3	40	0.147365481657
4	40	0.17065167418
5	40	0.176812881434
6	40	0.182022411793
7	40	0.196800040563
8	40	0.209688416178
9	40	0.22612463093
10	40	0.23478624421
11	40	0.262063017007
12	40	0.262113004491
13	40	0.282499620481
14	40	0.289336160141
15	40	0.289681355827
1	41	0.107961672344
2	41	0.126937109568
3	41	0.148233191794
4	41	0.175817494981
5	41	0.177071722831
6	41	0.185767209554
7	41	0.20571196121
8	41	0.218637044026
9	41	0.237147682607
10	41	0.238679908273
11	41	0.270585445754
12	41	0.273345087177
13	41	0.28692839395
14	41	0.293499875623
15	41	0.337908359213
1	42	0.104637860577
2	42	0.125514305086
3	42	0.141879283422
4	42	0.166486530389
