"Age"	"Level"	"Iteration"	"AgeIndex"	"LevelIndex"	"Intercept"	"tau_Intercept"	"ar_Intercept"
1	"Q2"	1	1	1	-0.0467423867407723	1343.98383026158	NA
1	"Q2"	2	1	1	-0.0390448393087562	323.000451008249	NA
1	"Q2"	3	1	1	-0.0466089920898602	821.279782515842	NA
1	"Q2"	4	1	1	-0.03542984829105	2546.21457369277	NA
1	"Q2"	5	1	1	-0.0232007385633064	2554.37185890462	NA
1	"Q2"	6	1	1	-0.0307480286420415	1296.28256054667	NA
1	"Q2"	7	1	1	-0.0513262580851564	662.611212234429	NA
1	"Q2"	8	1	1	-0.0494344556005329	198.133922152088	NA
1	"Q2"	9	1	1	-0.0107005830408299	1294.22380682194	NA
1	"Q2"	10	1	1	-0.102375665808675	25.5670068669455	NA
1	"Q2"	11	1	1	-0.0269527734643556	348.758673593596	NA
1	"Q2"	12	1	1	-0.0484456459695345	388.087026777413	NA
1	"Q2"	13	1	1	-0.0559715521976703	397.351915850061	NA
1	"Q2"	14	1	1	-0.11009849180666	81.1981377898807	NA
1	"Q2"	15	1	1	-0.0335350871317703	3638.1591166776	NA
1	"Q2"	16	1	1	-0.049127830188417	378.48270357383	NA
1	"Q2"	17	1	1	-0.0552415243267203	708.43477911845	NA
1	"Q2"	18	1	1	-0.0477649653325867	1673.57095532684	NA
1	"Q2"	19	1	1	-0.0619165162799357	435.561370991615	NA
1	"Q2"	20	1	1	-0.0851980722688724	271.990643031247	NA
1	"Q2"	21	1	1	-0.0584534203203017	341.334385864646	NA
1	"Q2"	22	1	1	-0.0373525173875033	38.050867217976	NA
1	"Q2"	23	1	1	-0.0331508534678697	2531.53791421732	NA
1	"Q2"	24	1	1	-0.0466974876766278	1213.56038310739	NA
1	"Q2"	25	1	1	-0.0450499380960361	70.3117922967553	NA
1	"Q2"	26	1	1	-0.0527179294915248	1368.41440516749	NA
1	"Q2"	27	1	1	-0.0439779245121033	675.572431051464	NA
1	"Q2"	28	1	1	-0.0582706342049381	13.4738799777775	NA
1	"Q2"	29	1	1	-0.0640762145621106	111.776843568462	NA
1	"Q2"	30	1	1	-0.0420734191105248	443.847679071069	NA
1	"Q2"	31	1	1	-0.0498831703575722	185.774263056895	NA
1	"Q2"	32	1	1	-0.0517798309711421	691.852038996283	NA
1	"Q2"	33	1	1	-0.0473734841974286	119.72382728086	NA
1	"Q2"	34	1	1	-0.0635765648908538	130.774095341276	NA
1	"Q2"	35	1	1	-0.04470121085878	1214.73940573275	NA
1	"Q2"	36	1	1	-0.0541948931016735	137.208371590794	NA
1	"Q2"	37	1	1	-0.0516022513694573	1239.72043375844	NA
1	"Q2"	38	1	1	-0.0341810345659761	274.880670381653	NA
1	"Q2"	39	1	1	-0.0220466664168464	200.66509808006	NA
1	"Q2"	40	1	1	-0.469429519891443	0.429520650918413	NA
1	"Q2"	41	1	1	-0.0296383605659542	90.8737986467049	NA
1	"Q2"	42	1	1	-0.0361091931633271	2104.8939166705	NA
1	"Q2"	43	1	1	-0.037327265882864	980.037987780487	NA
1	"Q2"	44	1	1	-0.0495753104614525	1162.13324607598	NA
1	"Q2"	45	1	1	-0.037192503163415	1543.94862178571	NA
1	"Q2"	46	1	1	-0.0452325600191551	113.062068998127	NA
1	"Q2"	47	1	1	-0.0841421050484644	155.843013496273	NA
1	"Q2"	48	1	1	-0.0298973658352297	1958.12099771314	NA
1	"Q2"	49	1	1	-0.0412919486058389	420.234417667425	NA
1	"Q2"	50	1	1	-0.0568387969096497	155.117012200181	NA
1	"Q2"	51	1	1	-0.0440695637022028	107.286640605373	NA
1	"Q2"	52	1	1	-0.0266000050849256	460.936310298875	NA
1	"Q2"	53	1	1	-0.0424514742880521	614.018062268754	NA
1	"Q2"	54	1	1	-0.0517860401818844	1225.70338323928	NA
1	"Q2"	55	1	1	-0.0249226964730327	67.424577487403	NA
1	"Q2"	56	1	1	-0.067332362892427	64.1006426770566	NA
1	"Q2"	57	1	1	-0.0667563039243341	91.4420426686218	NA
1	"Q2"	58	1	1	-0.0513079193634045	666.291042495461	NA
1	"Q2"	59	1	1	-0.0605063328279128	256.919724407183	NA
1	"Q2"	60	1	1	-0.0712144636447263	65.5405869442074	NA
1	"Q2"	61	1	1	-0.031143635963198	912.090211069933	NA
1	"Q2"	62	1	1	-0.0463193598790667	1109.59180019989	NA
1	"Q2"	63	1	1	-0.0199476277505175	305.549634052304	NA
1	"Q2"	64	1	1	-0.0376909402931803	469.446783227842	NA
1	"Q2"	65	1	1	-0.0495199794379936	627.628829670497	NA
1	"Q2"	66	1	1	-0.0415384966412764	677.06139328933	NA
1	"Q2"	67	1	1	-0.0483588237564241	1070.37725204089	NA
1	"Q2"	68	1	1	-0.0399323718031997	45.3118336742537	NA
1	"Q2"	69	1	1	-0.00932116001974708	242.026891305378	NA
1	"Q2"	70	1	1	-0.0545452074938534	95.7600812200447	NA
1	"Q2"	71	1	1	-0.0627653951223573	364.127866196279	NA
1	"Q2"	72	1	1	-0.0486079742693485	390.823645176499	NA
1	"Q2"	73	1	1	-0.038743660704161	206.323899724481	NA
1	"Q2"	74	1	1	-0.0877724554122604	123.679341730412	NA
1	"Q2"	75	1	1	-0.0283664599673178	1680.29313799288	NA
1	"Q2"	76	1	1	-0.0427505437502162	106.74562947369	NA
1	"Q2"	77	1	1	-0.0445668811061135	730.933703366348	NA
1	"Q2"	78	1	1	-0.0518662306915596	161.931301792433	NA
1	"Q2"	79	1	1	-0.0468773785464748	486.832310943575	NA
1	"Q2"	80	1	1	-0.0555323378449102	848.445147044887	NA
1	"Q2"	81	1	1	-0.0449370165427286	1514.391796734	NA
1	"Q2"	82	1	1	-0.0399313522979985	1042.39217959937	NA
1	"Q2"	83	1	1	-0.05897915240729	234.536114531016	NA
1	"Q2"	84	1	1	-0.0312115107613712	29.7406757042886	NA
1	"Q2"	85	1	1	-0.0615935761143594	306.471471457366	NA
1	"Q2"	86	1	1	-0.0465724691701195	2314.7655653894	NA
1	"Q2"	87	1	1	-0.0506515170647775	766.640971737177	NA
1	"Q2"	88	1	1	-0.0225585997819784	1059.37058834561	NA
1	"Q2"	89	1	1	-0.0359818645937499	776.161606987002	NA
1	"Q2"	90	1	1	-0.0582158313907819	233.174049309305	NA
1	"Q2"	91	1	1	-0.0353170562822486	1449.5726312025	NA
1	"Q2"	92	1	1	-0.0809456635802392	119.627969721639	NA
1	"Q2"	93	1	1	-0.042305677444916	123.230380001427	NA
1	"Q2"	94	1	1	-0.0535601674860837	126.191766370466	NA
1	"Q2"	95	1	1	-0.0480653496848746	799.136605978226	NA
1	"Q2"	96	1	1	-0.0710223495053436	627.91587249892	NA
1	"Q2"	97	1	1	-0.0434404351753639	227.893516312234	NA
1	"Q2"	98	1	1	-0.0728759960092474	384.339010122221	NA
1	"Q2"	99	1	1	-0.0308037799812943	656.390580606263	NA
1	"Q2"	100	1	1	-0.0376769192919425	643.161286841759	NA
1	"Q2"	101	1	1	-0.0413483591967824	363.067205298744	NA
1	"Q2"	102	1	1	-0.0317240864722125	1336.0187279418	NA
1	"Q2"	103	1	1	-0.0505529320791867	757.321859082496	NA
1	"Q2"	104	1	1	-0.0436704893574653	1890.01114041929	NA
1	"Q2"	105	1	1	-0.0254680344212783	699.771538198734	NA
1	"Q2"	106	1	1	-0.0652389514825832	1068.22339094076	NA
1	"Q2"	107	1	1	-0.0630177309585233	481.545110503501	NA
1	"Q2"	108	1	1	-0.0733486759756751	272.436297346217	NA
1	"Q2"	109	1	1	-0.0562198494044905	57.1340871446621	NA
1	"Q2"	110	1	1	-0.0608591546007336	98.3869506338254	NA
