"Iteration"	"tau_Intercept"
1	318.489880910044
2	327.375344675821
3	336.772577320491
4	343.209159436956
5	324.003543254513
6	326.503424077672
7	328.691196548436
8	327.32894308571
9	330.930036430275
10	319.305826570658
11	338.942971211559
12	335.994934320971
13	333.494164234684
14	320.981404395843
15	324.686425948664
16	333.231345154544
17	327.245524700439
18	327.615016302908
19	314.813000731622
20	345.947538677006
21	318.008310056045
22	344.056016817766
23	331.206922649065
24	331.302767133651
25	320.978750276348
26	328.954527276203
27	347.315800998471
28	326.32585136337
29	325.349679325392
30	326.682312376387
31	338.500421538278
32	325.278465050283
33	323.961960507261
34	319.415653229729
35	332.281647945483
36	337.993351025329
37	329.526770489394
38	324.266211178206
39	329.354297371914
40	329.059071830492
41	331.975894924791
42	325.846114595466
43	331.387881066206
44	337.529433277403
45	317.629257014788
46	329.90422048427
47	326.843009251626
48	321.883373210269
49	315.046386312158
50	307.175195752764
51	340.098135787948
52	337.446729420307
53	323.714370046137
54	335.738750595825
55	332.68515048332
56	330.931734047242
57	321.364609682792
58	325.962789426317
59	325.814173771523
60	315.372079679279
61	326.391541457178
62	314.609702294921
63	336.385314178067
64	337.523182765354
65	326.364581895332
66	334.826754899886
67	326.619843457321
68	314.020413722423
69	329.919209511124
70	335.680158450573
71	326.153666715084
72	327.660143394656
73	328.769426287985
74	325.933282369879
75	323.118582222999
76	320.507349648427
77	332.279292582096
78	328.947377315355
79	337.341947231555
80	334.714493198775
81	329.799444229049
82	333.328353443753
83	329.941080366969
84	335.560167537503
85	328.025147669809
86	345.24487795577
87	331.779707230016
88	326.623429159843
89	336.935861318188
90	318.212951953246
91	332.074380049706
92	331.546953118865
93	335.399869561097
94	328.783201099727
95	326.856500539112
96	332.029647376166
97	326.460066660567
98	342.123799646785
99	333.384132024048
100	342.462502159593
101	326.510257798507
102	324.127348274314
103	316.111202363558
104	331.149147628652
105	326.677834969911
106	328.247456641199
107	319.92761749205
108	312.15842826372
109	323.829735304508
110	330.157693785562
111	329.064782514935
112	325.524500623411
113	331.551263058439
114	317.48271869517
115	331.944106159033
116	326.751387568786
117	322.348789727901
118	319.803178152875
119	322.087256397609
120	334.344893558409
121	322.230122839378
122	337.317549828
123	323.639119680803
124	322.12537720934
125	333.46564807409
126	330.883979991449
127	332.11083035538
128	328.578878404562
129	315.317843356579
130	333.062096493124
131	330.816772916014
132	332.718305399242
133	338.743000508433
134	326.411055849592
135	332.960554564213
136	333.731281198684
137	322.132412077366
138	323.523642324665
139	325.078754109936
140	330.405651792819
141	339.485295627836
142	325.650805740394
143	335.279725988151
144	327.717288669136
145	324.476764667603
146	320.447107311053
147	317.341355421778
148	325.115425554337
149	328.181223030632
150	328.017776407244
151	314.952606809483
152	321.500026329111
153	334.331383528184
154	326.442582688054
155	329.488066635219
156	333.025099235871
157	339.348763996714
158	323.68330015547
159	333.81247311539
160	329.120462471551
161	335.416319180698
162	326.235197253634
163	330.164242186974
164	327.74543640899
165	334.264617237615
166	319.846056958997
167	337.938588394075
168	324.550958078342
169	327.924663277109
170	317.32216024417
171	339.640371895084
172	342.486251259685
173	330.777712110581
174	317.738959853399
175	335.263521433933
176	324.148676999367
177	326.188132882891
178	327.592377313365
179	335.63566352095
180	335.241666857829
181	315.662282969211
182	339.855984882055
183	318.149786503875
184	334.229757435746
185	323.058919289971
186	321.83465984307
187	328.662930467574
188	320.51674122381
189	340.065099288622
190	324.481613164598
191	336.253186669541
192	327.549750443516
193	323.362335737539
194	318.95277322104
195	337.390775830841
196	332.901314105405
197	323.843527706015
198	325.27017479065
199	325.896347453793
200	329.913742468249
201	315.27103129956
202	334.14764948845
203	313.596792339751
204	333.743746786142
205	335.488543730413
206	322.05309208657
207	333.100662871606
208	331.811391427644
209	324.943259065218
210	334.049239795317
211	333.865967392518
212	312.721877430781
213	331.854027365602
214	320.562743188275
215	337.828238932159
216	329.230413230394
217	331.766566649227
218	325.846253794325
219	324.191077184412
220	322.595518885395
221	317.185331567104
222	331.02392247766
223	321.665311683481
224	333.926993572314
225	314.452056349368
226	319.788961661176
227	334.493177917526
228	338.789536135194
229	339.729754909207
230	338.88324544025
231	327.140346444206
232	324.170705638615
233	329.005709876294
234	335.254077586803
235	332.447386803166
236	331.355716138559
237	317.550067878894
238	329.631575840454
239	322.368375034579
240	333.762995449603
241	322.986412269786
242	329.083130860132
243	330.4938163772
244	329.543795780815
245	327.771668574904
246	339.557297757007
247	316.40630732632
248	338.607811176644
249	328.151444568717
250	328.013913424414
251	327.255211323293
252	330.541744040537
253	319.285936128681
254	331.164774682062
255	339.590072665038
256	321.103806015035
257	329.757769583929
258	319.670733302968
259	340.737888437216
260	342.300144776649
261	327.14921718897
262	335.422875494876
263	329.759648264318
264	332.182994414495
265	336.885398844756
266	326.473866496584
267	323.962502225803
268	324.247561427305
269	304.669046087434
270	327.980583351672
271	329.653211975124
272	318.067604420679
273	328.321649061113
274	316.251414313847
275	330.576441835918
276	329.544174575689
277	327.348634698541
278	322.93499814821
279	328.222360939966
280	327.899292960342
281	332.063933497672
282	330.262220149079
283	322.622495683083
284	324.840798847169
285	328.564084272575
286	330.024510127061
287	335.333339344122
288	328.649176908403
289	323.126447562234
290	326.784397105013
291	317.156869513928
292	324.544778161694
293	336.343691111792
294	326.723000927125
295	329.12065398492
296	324.946803761448
297	321.868688516808
298	337.815203791906
299	335.651883986488
300	326.621854042991
301	336.816343973876
302	322.600413948356
303	305.653180094287
304	327.358085901991
305	323.469973508155
306	333.230671529857
307	325.883548373174
308	321.615055107352
309	344.528179614761
310	328.475317251271
311	331.060967080157
312	323.205074403829
313	326.803324355487
314	332.609119273104
315	318.731999584127
316	334.979613308751
317	340.802147871787
318	331.696187665163
319	321.339268030498
320	328.037918229498
321	336.918128275246
322	327.559042948971
323	319.211559176173
324	330.846926151479
325	319.97420891817
326	337.751635627467
327	340.095930666007
328	319.306981266805
329	320.735382794969
330	329.171352862554
331	333.183550337077
332	330.650260671405
333	328.115197801629
334	335.088809246601
335	322.898238604002
336	335.12221349161
337	320.136487905142
338	330.336127911933
339	336.876817808686
340	328.479920774672
341	324.108036250265
342	328.092582645606
343	341.187169480292
344	332.210309051102
345	327.801288956715
346	323.786327604493
347	327.378825633245
348	330.689052119335
349	334.43972988589
350	330.203701164919
351	313.278192930721
352	329.872509421336
353	322.591905496741
354	326.54778069211
355	326.895600453569
356	338.628013665706
357	339.445165191417
358	333.316111800053
359	335.488956953911
360	325.76941222157
361	342.133804968845
362	320.302086034173
363	335.275178380698
364	320.379768935666
365	329.372983039254
366	331.22869500973
367	331.722164009422
368	319.806829597946
369	333.196115451532
370	336.047802196158
371	322.144485651233
372	343.561918789759
373	326.138088185989
374	329.587201031963
375	334.718948309941
376	314.994609575507
377	326.728195247811
378	328.519265132279
379	329.089147259741
380	335.725384894655
381	321.084244206631
382	337.000946279452
383	327.591741669748
384	324.078593591463
385	323.467550344951
386	333.781648509801
387	322.87802864349
388	329.57295216844
389	329.534610221359
390	322.620519086088
391	329.732441475609
392	313.295131189183
393	325.899082540985
394	319.788368393699
395	324.108681622756
