"Age"	"Level"	"Iteration"	"AgeIndex"	"LevelIndex"	"Slope"	"tau_Slope"	"ar_Slope"	"Intercept"	"tau_Intercept"	"ar_Intercept"
1	"LevelIndex_1"	1	1	1	2.82679990259888	NA	NA	-11.1030001403208	NA	NA
1	"LevelIndex_1"	2	1	1	2.8163870691755	NA	NA	-11.0422460326674	NA	NA
1	"LevelIndex_1"	3	1	1	2.82925106409963	NA	NA	-11.1386146211519	NA	NA
1	"LevelIndex_1"	4	1	1	2.8133293688771	NA	NA	-10.9934963422228	NA	NA
1	"LevelIndex_1"	5	1	1	2.83539299542359	NA	NA	-11.1157595140582	NA	NA
1	"LevelIndex_1"	6	1	1	2.8312053146174	NA	NA	-11.0926829343649	NA	NA
1	"LevelIndex_1"	7	1	1	2.83017994498939	NA	NA	-11.1593618939797	NA	NA
1	"LevelIndex_1"	8	1	1	2.84230213610762	NA	NA	-11.1253963036014	NA	NA
1	"LevelIndex_1"	9	1	1	2.82426014190213	NA	NA	-11.0850831972165	NA	NA
1	"LevelIndex_1"	10	1	1	2.81939973213232	NA	NA	-11.0692067450068	NA	NA
1	"LevelIndex_1"	11	1	1	2.82954687784959	NA	NA	-11.3853872982835	NA	NA
1	"LevelIndex_1"	12	1	1	2.81141910680443	NA	NA	-11.0166357481371	NA	NA
1	"LevelIndex_1"	13	1	1	2.8067840730264	NA	NA	-10.9171452793808	NA	NA
1	"LevelIndex_1"	14	1	1	2.82343635271535	NA	NA	-11.0334053090153	NA	NA
1	"LevelIndex_1"	15	1	1	2.8231683521147	NA	NA	-11.0471859231674	NA	NA
1	"LevelIndex_1"	16	1	1	2.81058229241832	NA	NA	-11.0503385860561	NA	NA
1	"LevelIndex_1"	17	1	1	2.80551324095461	NA	NA	-11.0555194780728	NA	NA
1	"LevelIndex_1"	18	1	1	2.82836355886136	NA	NA	-11.0788557000714	NA	NA
1	"LevelIndex_1"	19	1	1	2.80828249453025	NA	NA	-10.9684547830364	NA	NA
1	"LevelIndex_1"	20	1	1	2.84262479414106	NA	NA	-11.1429696033216	NA	NA
1	"LevelIndex_1"	21	1	1	2.82745821078383	NA	NA	-11.1407659450298	NA	NA
1	"LevelIndex_1"	22	1	1	2.82730275271977	NA	NA	-11.0475493275342	NA	NA
1	"LevelIndex_1"	23	1	1	2.80694645715729	NA	NA	-11.0013990449924	NA	NA
1	"LevelIndex_1"	24	1	1	2.82710777649672	NA	NA	-11.0910631833848	NA	NA
1	"LevelIndex_1"	25	1	1	2.84324848041399	NA	NA	-11.0902284096088	NA	NA
1	"LevelIndex_1"	26	1	1	2.81684780546017	NA	NA	-10.9813389542895	NA	NA
1	"LevelIndex_1"	27	1	1	2.83012739955993	NA	NA	-11.1349616334661	NA	NA
1	"LevelIndex_1"	28	1	1	2.80832940238987	NA	NA	-11.0554894193081	NA	NA
1	"LevelIndex_1"	29	1	1	2.82943214293454	NA	NA	-11.0610255727688	NA	NA
1	"LevelIndex_1"	30	1	1	2.83617679518445	NA	NA	-11.1316753956259	NA	NA
1	"LevelIndex_1"	31	1	1	2.81436910889787	NA	NA	-11.0566401665831	NA	NA
1	"LevelIndex_1"	32	1	1	2.83877921441569	NA	NA	-11.0083952946301	NA	NA
1	"LevelIndex_1"	33	1	1	2.84904607719449	NA	NA	-11.1936809847053	NA	NA
1	"LevelIndex_1"	34	1	1	2.81721634799465	NA	NA	-10.9809388786819	NA	NA
1	"LevelIndex_1"	35	1	1	2.8229318280089	NA	NA	-11.1033468880814	NA	NA
1	"LevelIndex_1"	36	1	1	2.83148982443202	NA	NA	-11.1153191214494	NA	NA
1	"LevelIndex_1"	37	1	1	2.81504098606825	NA	NA	-11.0771657736918	NA	NA
1	"LevelIndex_1"	38	1	1	2.81251729732139	NA	NA	-10.9545390051306	NA	NA
1	"LevelIndex_1"	39	1	1	2.83681109153191	NA	NA	-11.1052014079746	NA	NA
1	"LevelIndex_1"	40	1	1	2.84209187927875	NA	NA	-11.0955814147545	NA	NA
1	"LevelIndex_1"	41	1	1	2.81583335478572	NA	NA	-11.113085201442	NA	NA
1	"LevelIndex_1"	42	1	1	2.83435757156391	NA	NA	-11.1136436727961	NA	NA
1	"LevelIndex_1"	43	1	1	2.8203025383019	NA	NA	-10.9454676248559	NA	NA
1	"LevelIndex_1"	44	1	1	2.8337380786555	NA	NA	-10.9815651725149	NA	NA
1	"LevelIndex_1"	45	1	1	2.83905335548421	NA	NA	-11.1100867417617	NA	NA
1	"LevelIndex_1"	46	1	1	2.82603123574394	NA	NA	-11.0526829355316	NA	NA
1	"LevelIndex_1"	47	1	1	2.83128922572381	NA	NA	-11.1172622656994	NA	NA
1	"LevelIndex_1"	48	1	1	2.82490571166858	NA	NA	-11.0686419837198	NA	NA
1	"LevelIndex_1"	49	1	1	2.8098242869404	NA	NA	-10.9867624210904	NA	NA
1	"LevelIndex_1"	50	1	1	2.8483096655884	NA	NA	-11.1358232007702	NA	NA
1	"LevelIndex_1"	51	1	1	2.84099364421214	NA	NA	-11.187621224576	NA	NA
1	"LevelIndex_1"	52	1	1	2.82842469376798	NA	NA	-11.0614626202537	NA	NA
1	"LevelIndex_1"	53	1	1	2.84980476079276	NA	NA	-11.1860363395906	NA	NA
1	"LevelIndex_1"	54	1	1	2.81458988101934	NA	NA	-10.9976055345178	NA	NA
1	"LevelIndex_1"	55	1	1	2.79318084991817	NA	NA	-10.9799168654527	NA	NA
1	"LevelIndex_1"	56	1	1	2.85015807160481	NA	NA	-11.1505699594262	NA	NA
1	"LevelIndex_1"	57	1	1	2.81136247377494	NA	NA	-11.0153545720732	NA	NA
1	"LevelIndex_1"	58	1	1	2.82023253170596	NA	NA	-10.9977653365261	NA	NA
1	"LevelIndex_1"	59	1	1	2.82346549565028	NA	NA	-10.9726518792167	NA	NA
1	"LevelIndex_1"	60	1	1	2.80985424198782	NA	NA	-11.0519091053024	NA	NA
1	"LevelIndex_1"	61	1	1	2.84307390531834	NA	NA	-11.1490779458461	NA	NA
1	"LevelIndex_1"	62	1	1	2.84710679098365	NA	NA	-11.1507963201281	NA	NA
1	"LevelIndex_1"	63	1	1	2.82882779156607	NA	NA	-11.1661744231579	NA	NA
1	"LevelIndex_1"	64	1	1	2.83503039576408	NA	NA	-11.1356023789166	NA	NA
1	"LevelIndex_1"	65	1	1	2.83133081819845	NA	NA	-11.1307540309883	NA	NA
1	"LevelIndex_1"	66	1	1	2.8235571347618	NA	NA	-11.0475862656774	NA	NA
1	"LevelIndex_1"	67	1	1	2.84251867486546	NA	NA	-11.1124063471007	NA	NA
1	"LevelIndex_1"	68	1	1	2.7962414766097	NA	NA	-10.9866489888719	NA	NA
1	"LevelIndex_1"	69	1	1	2.83602542159616	NA	NA	-11.0902261070935	NA	NA
1	"LevelIndex_1"	70	1	1	2.81913172594039	NA	NA	-11.1408439126657	NA	NA
1	"LevelIndex_1"	71	1	1	2.82812402547971	NA	NA	-11.090111437682	NA	NA
1	"LevelIndex_1"	72	1	1	2.80751518149104	NA	NA	-11.0974085609704	NA	NA
1	"LevelIndex_1"	73	1	1	2.85515001046644	NA	NA	-11.1820180127364	NA	NA
1	"LevelIndex_1"	74	1	1	2.82282213937142	NA	NA	-11.0857599075184	NA	NA
1	"LevelIndex_1"	75	1	1	2.80745090099217	NA	NA	-11.0175722254365	NA	NA
1	"LevelIndex_1"	76	1	1	2.79865484022926	NA	NA	-10.9527099007892	NA	NA
1	"LevelIndex_1"	77	1	1	2.82802956173959	NA	NA	-11.1741478257489	NA	NA
1	"LevelIndex_1"	78	1	1	2.83767169270166	NA	NA	-11.1409591124618	NA	NA
1	"LevelIndex_1"	79	1	1	2.79263769221336	NA	NA	-10.9877261568351	NA	NA
1	"LevelIndex_1"	80	1	1	2.83065112601106	NA	NA	-11.1663522874901	NA	NA
1	"LevelIndex_1"	81	1	1	2.84660115055173	NA	NA	-11.10721090074	NA	NA
1	"LevelIndex_1"	82	1	1	2.81250711820464	NA	NA	-11.0345617451208	NA	NA
1	"LevelIndex_1"	83	1	1	2.82423729085582	NA	NA	-11.059829093966	NA	NA
1	"LevelIndex_1"	84	1	1	2.82370826246276	NA	NA	-11.0690048551305	NA	NA
1	"LevelIndex_1"	85	1	1	2.82662703138187	NA	NA	-11.0947233934483	NA	NA
1	"LevelIndex_1"	86	1	1	2.78905127846534	NA	NA	-10.9743655889264	NA	NA
1	"LevelIndex_1"	87	1	1	2.80951254945128	NA	NA	-11.0452585111854	NA	NA
1	"LevelIndex_1"	88	1	1	2.81755949082226	NA	NA	-11.0757427256731	NA	NA
1	"LevelIndex_1"	89	1	1	2.82471650630767	NA	NA	-11.0881895062493	NA	NA
1	"LevelIndex_1"	90	1	1	2.83443202965286	NA	NA	-11.137166122558	NA	NA
1	"LevelIndex_1"	91	1	1	2.80861453473817	NA	NA	-10.8977254052506	NA	NA
1	"LevelIndex_1"	92	1	1	2.81494678594364	NA	NA	-11.0238922271922	NA	NA
