"CruiseKey"	"StationKey"	"Station"	"CatchPlatform"	"DateTime"	"Latitude"	"Longitude"	"BottomDepth"	"Stratum"	"Period"	"Quarter"
"NA/19/2021/10011/30"	"21"	"NA/19/2021/10011/30-21"	"9819"	2021-09-01T09:12:00Z	63.967	1.68301	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"22"	"NA/19/2021/10011/30-22"	"3979"	2021-08-27T09:27:00Z	63.967	2.517	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"23"	"NA/19/2021/10011/30-23"	"3206"	2021-08-13T17:03:00Z	64.883	3.533	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"24"	"NA/19/2021/10011/30-24"	"3675"	2021-09-02T18:47:00Z	62.8831	1.583	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"25"	"NA/19/2021/10011/30-25"	"3674"	2021-08-26T12:29:00Z	64.1831	2.81701	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"26"	"NA/19/2021/10011/30-26"	"9844"	2021-08-22T20:08:00Z	64.7831	3.31701	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"27"	"NA/19/2021/10011/30-27"	"10158"	2021-08-27T12:35:00Z	63.833	2.56701	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"28"	"NA/19/2021/10011/30-28"	"4415"	2021-08-30T09:21:00Z	64.133	1.533	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"29"	"NA/19/2021/10011/30-29"	"4606"	2021-08-14T13:14:00Z	63.8831	2.9	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"30"	"NA/19/2021/10011/30-30"	"9844"	2021-08-15T06:54:00Z	63.367	3	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"31"	"NA/19/2021/10011/30-31"	"3222"	2021-08-09T09:16:00Z	65.1671	1.30001	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"32"	"NA/19/2021/10011/30-32"	"3222"	2021-08-09T05:09:00Z	65.1831	1.317	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"33"	"NA/19/2021/10011/30-33"	"2490"	2021-08-14T11:19:00Z	63.9501	2.917	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"34"	"NA/19/2021/10011/30-34"	"3868"	2021-08-21T11:43:00Z	65.067	2.65	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"35"	"NA/19/2021/10011/30-35"	"9890"	2021-08-16T14:21:00Z	64.083	2.33301	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"36"	"NA/19/2021/10011/30-36"	"9890"	2021-09-01T20:06:00Z	63.733	1.48301	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"37"	"NA/19/2021/10011/30-37"	"3674"	2021-08-14T13:12:00Z	63.967	2.85001	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"38"	"NA/19/2021/10011/30-38"	"3868"	2021-08-13T11:22:00Z	65.2001	3.63301	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"39"	"NA/19/2021/10011/30-39"	"10129"	2021-08-16T17:20:00Z	63.9501	2.617	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"40"	"NA/19/2021/10011/30-40"	"3222"	2021-08-29T14:19:00Z	64.0331	2.58301	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"41"	"NA/19/2021/10011/30-41"	"2616"	2021-08-21T10:28:00Z	65.1671	2.70001	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"42"	"NA/19/2021/10011/30-42"	"2889"	2021-09-01T15:05:00Z	63.8501	1.60001	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"43"	"NA/19/2021/10011/30-43"	"3319"	2021-08-26T16:05:00Z	64.383	2.15	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
"NA/19/2021/10011/30"	"44"	"NA/19/2021/10011/30-44"	"9125"	2021-09-01T11:28:00Z	63.9	1.68301	NA	"27.2.a"	"[01-04, 01-10>"	"Q3"
