"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SampleKey"	"Sample"	"CatchFractionWeight"	"CatchFractionNumber"	"SampleWeight"	"SampleNumber"	"sampleproducttype"	"lengthmeasurement"
"NA/19/2021/10011/30"	"21"	"38021"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2021/10011/30-21-38021-makrell/172414/127023/Scomber scombrus-1"	135000	290978	9.743	21	"1"	"F"
"NA/19/2021/10011/30"	"22"	"38022"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2021/10011/30-22-38022-makrell/172414/127023/Scomber scombrus-1"	160000	366133	11.362	26	"1"	"F"
"NA/19/2021/10011/30"	"23"	"38023"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2021/10011/30-23-38023-makrell/172414/127023/Scomber scombrus-1"	124000	318692	8.56	22	"1"	"F"
"NA/19/2021/10011/30"	"24"	"38024"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2021/10011/30-24-38024-makrell/172414/127023/Scomber scombrus-1"	375000	937110	12.005	30	"1"	"F"
"NA/19/2021/10011/30"	"25"	"38025"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2021/10011/30-25-38025-makrell/172414/127023/Scomber scombrus-1"	390000	1173768	12.626	38	"1"	"F"
"NA/19/2021/10011/30"	"26"	"38026"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2021/10011/30-26-38026-makrell/172414/127023/Scomber scombrus-1"	115000	260582	11.033	25	"1"	"F"
"NA/19/2021/10011/30"	"27"	"38027"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2021/10011/30-27-38027-makrell/172414/127023/Scomber scombrus-1"	650000	1734533	10.118	27	"1"	"F"
"NA/19/2021/10011/30"	"28"	"38028"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2021/10011/30-28-38028-makrell/172414/127023/Scomber scombrus-1"	40000	106923	11.223	30	"1"	"F"
"NA/19/2021/10011/30"	"29"	"38029"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2021/10011/30-29-38029-makrell/172414/127023/Scomber scombrus-1"	255000	840844	9.098	30	"1"	"F"
"NA/19/2021/10011/30"	"30"	"38030"	"makrell/172414/127023/Scomber scombrus"	"1"	"NA/19/2021/10011/30-30-38030-makrell/172414/127023/Scomber scombrus-1"	235000	649231	10.859	30	"1"	"F"
