"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SampleKey"	"Sample"	"CatchFractionWeight"	"CatchFractionNumber"	"SampleWeight"	"SampleNumber"
"NA/11/2021/9553/4"	"12"	"99596"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/4-12-99596-sei/164727/126441/Pollachius virens-1"	1542	411	75.06	20
"NA/11/2021/9553/4"	"13"	"99597"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/4-13-99597-sei/164727/126441/Pollachius virens-1"	109006	79770	27.33	20
"NA/11/2021/9553/4"	"14"	"99598"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/4-14-99598-sei/164727/126441/Pollachius virens-1"	124801	78393	31.84	20
"NA/11/2021/9553/4"	"15"	"99599"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/4-15-99599-sei/164727/126441/Pollachius virens-1"	59327	37371	31.75	20
"NA/11/2021/9553/4"	"16"	"99600"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/4-16-99600-sei/164727/126441/Pollachius virens-3"	4903.2	2081	47.1285	20
"NA/11/2021/9553/4"	"17"	"99601"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/4-17-99601-sei/164727/126441/Pollachius virens-3"	3662.55	1624	45.1116	20
"NA/11/2021/9553/4"	"18"	"99602"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/4-18-99602-sei/164727/126441/Pollachius virens-3"	22628.7	14205	31.86	20
"NA/11/2021/9553/4"	"19"	"99603"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/4-19-99603-sei/164727/126441/Pollachius virens-3"	48739.05	23838	40.8915	20
"NA/11/2021/9553/4"	"20"	"99604"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/4-20-99604-sei/164727/126441/Pollachius virens-3"	1310.85	883	29.7027	20
"NA/11/2021/9553/4"	"23"	"99607"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/4-23-99607-sei/164727/126441/Pollachius virens-3"	6671.7	3251	41.04	20
"NA/11/2021/9553/4"	"24"	"99608"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/4-24-99608-sei/164727/126441/Pollachius virens-3"	13	NA	NA	NA
"NA/11/2021/9553/4"	"25"	"99609"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/4-25-99609-sei/164727/126441/Pollachius virens-3"	18589.5	10420	35.6805	20
"NA/11/2021/9553/4"	"26"	"99610"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/4-26-99610-sei/164727/126441/Pollachius virens-1"	13.42	5	13.42	5
"NA/11/2021/9553/4"	"27"	"99611"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/4-27-99611-sei/164727/126441/Pollachius virens-3"	51	NA	NA	NA
"NA/11/2021/9553/4"	"28"	"99612"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/4-28-99612-sei/164727/126441/Pollachius virens-3"	9	NA	NA	NA
"NA/11/2021/9553/4"	"29"	"99613"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/4-29-99613-sei/164727/126441/Pollachius virens-3"	2	NA	NA	NA
"NA/11/2021/9553/4"	"30"	"99614"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/4-30-99614-sei/164727/126441/Pollachius virens-3"	27785	14351	38.722	20
"NA/11/2021/9553/4"	"31"	"99615"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/4-31-99615-sei/164727/126441/Pollachius virens-1"	22.95	28	16.2675	20
"NA/11/2021/9553/4"	"33"	"99617"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/4-33-99617-sei/164727/126441/Pollachius virens-3"	7	NA	NA	NA
"NA/11/2021/9553/4"	"34"	"99618"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/4-34-99618-sei/164727/126441/Pollachius virens-3"	2.2	NA	NA	NA
"NA/11/2021/9553/4"	"35"	"99619"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/4-35-99619-sei/164727/126441/Pollachius virens-3"	149	NA	NA	NA
"NA/11/2021/9553/4"	"36"	"99620"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/4-36-99620-sei/164727/126441/Pollachius virens-3"	405	NA	NA	NA
"NA/11/2021/9553/4"	"37"	"99621"	"sei/164727/126441/Pollachius virens"	"2"	"NA/11/2021/9553/4-37-99621-sei/164727/126441/Pollachius virens-2"	892	308	57.95	20
"NA/11/2021/9553/4"	"38"	"99622"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/4-38-99622-sei/164727/126441/Pollachius virens-3"	735	189	77.96	20
"NA/11/2021/9553/5"	"1"	"99623"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/5-1-99623-sei/164727/126441/Pollachius virens-1"	3290	762	86.4	20
"NA/11/2021/9553/5"	"2"	"99624"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/5-2-99624-sei/164727/126441/Pollachius virens-1"	372	116	64.31	20
"NA/11/2021/9553/5"	"3"	"99625"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/5-3-99625-sei/164727/126441/Pollachius virens-1"	779	220	70.7	20
"NA/11/2021/9553/5"	"4"	"99626"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/5-4-99626-sei/164727/126441/Pollachius virens-1"	632	164	76.88	20
"NA/11/2021/9553/5"	"5"	"99627"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/5-5-99627-sei/164727/126441/Pollachius virens-1"	156	83	37.41	20
"NA/11/2021/9553/5"	"6"	"99628"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/5-6-99628-sei/164727/126441/Pollachius virens-1"	511	147	69.69	20
"NA/11/2021/9553/5"	"7"	"99629"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/5-7-99629-sei/164727/126441/Pollachius virens-1"	251	57	87.57	20
"NA/11/2021/9553/5"	"8"	"99630"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/5-8-99630-sei/164727/126441/Pollachius virens-1"	2339	1528	30.61	20
"NA/11/2021/9553/5"	"9"	"99631"	"sei/164727/126441/Pollachius virens"	"2"	"NA/11/2021/9553/5-9-99631-sei/164727/126441/Pollachius virens-2"	299	91	65.39	20
"NA/11/2021/9553/5"	"10"	"99632"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/5-10-99632-sei/164727/126441/Pollachius virens-1"	2049	443	92.55	20
"NA/11/2021/9553/5"	"11"	"99633"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/5-11-99633-sei/164727/126441/Pollachius virens-1"	860	196	87.66	20
"NA/11/2021/9553/5"	"12"	"99634"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/5-12-99634-sei/164727/126441/Pollachius virens-3"	93	32	58.76	20
"NA/11/2021/9553/5"	"13"	"99635"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/5-13-99635-sei/164727/126441/Pollachius virens-3"	8	NA	NA	NA
"NA/11/2021/9553/5"	"15"	"99637"	"sei/164727/126441/Pollachius virens"	"2"	"NA/11/2021/9553/5-15-99637-sei/164727/126441/Pollachius virens-2"	1650	570	57.88	20
"NA/11/2021/9553/5"	"16"	"99638"	"sei/164727/126441/Pollachius virens"	"2"	"NA/11/2021/9553/5-16-99638-sei/164727/126441/Pollachius virens-2"	35958	24722	29.09	20
"NA/11/2021/9553/5"	"17"	"99639"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/5-17-99639-sei/164727/126441/Pollachius virens-3"	17217.9	NA	NA	NA
"NA/11/2021/9553/5"	"18"	"99640"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/5-18-99640-sei/164727/126441/Pollachius virens-3"	44487.9	19120	46.5345	20
"NA/11/2021/9553/5"	"19"	"99641"	"sei/164727/126441/Pollachius virens"	"2"	"NA/11/2021/9553/5-19-99641-sei/164727/126441/Pollachius virens-2"	35244.45	19786	35.6265	20
"NA/11/2021/9553/5"	"21"	"99643"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/5-21-99643-sei/164727/126441/Pollachius virens-3"	10.8	NA	NA	NA
"NA/11/2021/9553/5"	"22"	"99644"	"sei/164727/126441/Pollachius virens"	"2"	"NA/11/2021/9553/5-22-99644-sei/164727/126441/Pollachius virens-2"	6700	1952	68.634	20
"NA/11/2021/9553/5"	"23"	"99645"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/5-23-99645-sei/164727/126441/Pollachius virens-3"	6909.3	3722	37.125	20
"NA/11/2021/9553/5"	"25"	"99647"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/5-25-99647-sei/164727/126441/Pollachius virens-3"	5.4	NA	NA	NA
"NA/11/2021/9553/5"	"26"	"99648"	"sei/164727/126441/Pollachius virens"	"2"	"NA/11/2021/9553/5-26-99648-sei/164727/126441/Pollachius virens-2"	44296.2	23091	38.367	20
"NA/11/2021/9553/5"	"27"	"99649"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/5-27-99649-sei/164727/126441/Pollachius virens-3"	8331	5635	29.57	20
"NA/11/2021/9553/5"	"28"	"99650"	"sei/164727/126441/Pollachius virens"	"2"	"NA/11/2021/9553/5-28-99650-sei/164727/126441/Pollachius virens-2"	41	32	25.79	20
"NA/11/2021/9553/5"	"29"	"99651"	"sei/164727/126441/Pollachius virens"	"2"	"NA/11/2021/9553/5-29-99651-sei/164727/126441/Pollachius virens-2"	976	230	84.786	20
"NA/11/2021/9553/5"	"30"	"99652"	"sei/164727/126441/Pollachius virens"	"2"	"NA/11/2021/9553/5-30-99652-sei/164727/126441/Pollachius virens-2"	1597	NA	NA	NA
"NA/11/2021/9553/5"	"31"	"99653"	"sei/164727/126441/Pollachius virens"	"2"	"NA/11/2021/9553/5-31-99653-sei/164727/126441/Pollachius virens-2"	3425	NA	NA	NA
"NA/11/2021/9553/5"	"32"	"99654"	"sei/164727/126441/Pollachius virens"	"2"	"NA/11/2021/9553/5-32-99654-sei/164727/126441/Pollachius virens-2"	3174	NA	NA	NA
"NA/11/2021/9553/5"	"33"	"99655"	"sei/164727/126441/Pollachius virens"	"2"	"NA/11/2021/9553/5-33-99655-sei/164727/126441/Pollachius virens-2"	700	NA	NA	NA
"NA/11/2021/9553/5"	"34"	"99656"	"sei/164727/126441/Pollachius virens"	"2"	"NA/11/2021/9553/5-34-99656-sei/164727/126441/Pollachius virens-2"	132	NA	NA	NA
"NA/11/2021/9553/5"	"35"	"99657"	"sei/164727/126441/Pollachius virens"	"4"	"NA/11/2021/9553/5-35-99657-sei/164727/126441/Pollachius virens-4"	430	117	73.44	20
"NA/11/2021/9553/5"	"36"	"99658"	"sei/164727/126441/Pollachius virens"	"2"	"NA/11/2021/9553/5-36-99658-sei/164727/126441/Pollachius virens-2"	926.1	255	72.684	20
"NA/11/2021/9553/5"	"37"	"99659"	"sei/164727/126441/Pollachius virens"	"2"	"NA/11/2021/9553/5-37-99659-sei/164727/126441/Pollachius virens-2"	76	21	57.33	16
"NA/11/2021/9553/5"	"38"	"99660"	"sei/164727/126441/Pollachius virens"	"2"	"NA/11/2021/9553/5-38-99660-sei/164727/126441/Pollachius virens-2"	257	62	41.42	10
"NA/11/2021/9553/5"	"39"	"99661"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/5-39-99661-sei/164727/126441/Pollachius virens-3"	178.2	66	54.027	20
"NA/11/2021/9553/5"	"40"	"99662"	"sei/164727/126441/Pollachius virens"	"4"	"NA/11/2021/9553/5-40-99662-sei/164727/126441/Pollachius virens-4"	2.4	NA	NA	NA
"NA/11/2021/9553/5"	"41"	"99663"	"sei/164727/126441/Pollachius virens"	"3"	"NA/11/2021/9553/5-41-99663-sei/164727/126441/Pollachius virens-3"	13.2	NA	NA	NA
"NA/11/2021/9553/5"	"42"	"99664"	"sei/164727/126441/Pollachius virens"	"2"	"NA/11/2021/9553/5-42-99664-sei/164727/126441/Pollachius virens-2"	14.4	NA	NA	NA
"NA/11/2021/9553/5"	"43"	"99665"	"sei/164727/126441/Pollachius virens"	"7"	"NA/11/2021/9553/5-43-99665-sei/164727/126441/Pollachius virens-7"	22.7	19	22.7	19
"NA/11/2021/9553/5"	"44"	"99666"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/5-44-99666-sei/164727/126441/Pollachius virens-1"	347	151	45.96	20
"NA/11/2021/9553/5"	"45"	"99667"	"sei/164727/126441/Pollachius virens"	"4"	"NA/11/2021/9553/5-45-99667-sei/164727/126441/Pollachius virens-4"	57	NA	NA	NA
"NA/11/2021/9553/5"	"46"	"99668"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/5-46-99668-sei/164727/126441/Pollachius virens-1"	1855	439	84.48	20
"NA/11/2021/9553/5"	"47"	"99669"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/5-47-99669-sei/164727/126441/Pollachius virens-1"	1315	495	53.18	20
"NA/11/2021/9553/5"	"48"	"99670"	"sei/164727/126441/Pollachius virens"	"1"	"NA/11/2021/9553/5-48-99670-sei/164727/126441/Pollachius virens-1"	1434	547	52.4	20
