"Age"	"Iteration"	"CatchAtAge"	"Length"
3	2	87691790.961756	340
3	3	100753404.915841	340
3	4	117210211.844144	340
3	5	82252329.6604043	340
3	6	96359440.4257911	340
3	7	97344749.3402617	340
3	8	99603106.1546843	340
3	9	95797134.2621458	340
3	10	102004244.640922	340
3	11	91849109.1438514	340
3	12	102415633.557337	340
3	13	99638125.2592175	340
3	14	101395881.639787	340
3	15	88665499.7825877	340
3	16	85271020.9326155	340
3	17	118930539.54828	340
3	18	94117868.2018382	340
3	19	109557243.95922	340
3	20	90398802.1925869	340
3	21	106815937.854041	340
3	22	86045573.5231552	340
3	23	94636094.7295524	340
3	24	99854312.2191466	340
3	25	84519627.1173048	340
3	26	92776732.176022	340
3	27	98283484.6152303	340
3	28	101737944.835052	340
3	29	97898623.2390225	340
3	30	94971587.4746168	340
3	31	97940368.5798697	340
3	32	107216653.239078	340
3	33	95046840.0110679	340
3	34	88592148.0557756	340
3	35	89759415.4984232	340
3	36	84535917.4784681	340
3	37	104123216.729671	340
3	38	120307899.143416	340
3	39	93443751.0390879	340
3	40	89976645.2300911	340
3	41	94134739.2490188	340
3	42	89792308.4631895	340
3	43	84952299.4894321	340
3	44	96861188.637882	340
3	45	98071801.5146956	340
3	46	90908733.4619648	340
3	47	84020606.4660994	340
3	48	94963889.5956575	340
3	49	94833992.0358131	340
3	50	87643022.3639513	340
3	51	105144645.861305	340
3	52	98326064.7669472	340
3	53	95942512.9038289	340
3	54	94963665.0122814	340
3	55	88020757.1383811	340
3	56	93915605.3357712	340
3	57	96032141.2952922	340
3	58	86466153.3715227	340
3	59	88513817.002049	340
3	60	100962438.414589	340
3	61	111140028.926626	340
3	62	106113774.038428	340
3	63	100173484.086928	340
3	64	95645970.5553367	340
3	65	98164821.7089935	340
3	66	108678568.834637	340
3	67	88392006.3639826	340
3	68	103262438.777552	340
3	69	94649158.9010483	340
3	70	98947677.2664361	340
3	71	95728582.1832617	340
3	72	408632368.573533	340
3	73	104112577.592228	340
3	74	87543406.7555689	340
3	75	98232363.3994556	340
3	76	96925869.4573706	340
3	77	94553636.2739194	340
3	78	87361303.2331967	340
3	79	104835055.308077	340
3	80	108823214.205301	340
3	81	85155127.647876	340
3	82	93641595.2354089	340
3	83	90923352.8291685	340
3	84	86053260.7707647	340
3	85	96294333.0339516	340
3	86	92645592.3348942	340
3	87	105085816.487966	340
3	88	91288840.6995616	340
3	89	101514689.871486	340
3	90	95129773.1578793	340
3	91	108028664.88087	340
3	92	103213201.624878	340
3	93	95195975.9045596	340
3	94	78923229.6392485	340
3	95	87355215.2504934	340
3	96	88663986.876773	340
3	97	93893551.0381663	340
3	98	96059991.3339985	340
3	99	90182271.0088168	340
3	100	97107099.7522629	340
4	1	82492463.8413384	340
4	2	75212258.7287851	340
4	3	77064199.3503919	340
4	4	73358647.9917974	340
4	5	60163532.8293591	340
4	6	68999757.7018278	340
4	7	66361532.9836872	340
4	8	61753948.7164898	340
4	9	69590832.1341069	340
4	10	77774014.2219681	340
4	11	61694949.0981745	340
4	12	78646397.036193	340
4	13	76148790.1883319	340
4	14	80742732.9420986	340
4	15	76161029.3245683	340
4	16	88371294.8158314	340
4	17	72811543.5371243	340
4	18	72677336.383812	340
4	19	81812254.7178543	340
4	20	61200505.5992422	340
4	21	60999827.9438578	340
4	22	74382319.4998164	340
4	23	71531719.23016	340
4	24	80143953.8446853	340
4	25	91230078.1470813	340
4	26	57887862.4480502	340
4	27	62419022.7458301	340
4	28	67325324.0157123	340
4	29	81630979.369705	340
4	30	67919728.2661641	340
4	31	77400206.5367143	340
4	32	61294785.7713451	340
4	33	74227873.9348201	340
4	34	71153300.4997543	340
4	35	66504137.4859186	340
4	36	65426084.2324161	340
4	37	65501158.7037628	340
4	38	85907798.2161947	340
4	39	79214631.1390012	340
4	40	75238306.8252598	340
4	41	77027419.7374094	340
4	42	69463181.9219381	340
4	43	63167487.5500418	340
4	44	68898122.7796311	340
4	45	72244624.2040888	340
4	46	67180807.7100706	340
4	47	83702126.5420002	340
4	48	76507451.4230733	340
4	49	66024181.6613521	340
4	50	67879162.9401576	340
4	51	83990147.4985519	340
4	52	65625868.7852574	340
4	53	64616729.4564007	340
4	54	63929477.7833891	340
4	55	64206117.5291458	340
4	56	73489093.839741	340
4	57	66119800.453526	340
4	58	69212807.892016	340
4	59	71722471.8396012	340
4	60	73912421.7126649	340
4	61	70368484.3607348	340
4	62	71774107.1131788	340
4	63	71913801.8419647	340
4	64	76248398.7715427	340
4	65	77149811.657145	340
4	66	56720724.6686843	340
4	67	65028116.354112	340
4	68	76065708.069241	340
4	69	61872352.7348484	340
4	70	72223672.9876961	340
4	71	65468086.6255182	340
4	72	296441736.058752	340
4	73	61975912.7711363	340
4	74	83532974.5736301	340
4	75	69247048.2497364	340
4	76	63266956.0815598	340
4	77	71688795.1610538	340
4	78	64586269.8236061	340
4	79	73547780.7004984	340
4	80	79820436.501725	340
4	81	70851913.7715744	340
4	82	64800342.9639543	340
4	83	82227959.4660912	340
4	84	82201264.340178	340
4	85	62849040.5075603	340
4	86	60402332.6786709	340
4	87	67550349.7977226	340
4	88	70185914.1195908	340
4	89	64752260.8140644	340
4	90	65672377.3577475	340
4	91	70778969.2203117	340
4	92	78593166.1589789	340
4	93	65979316.6931819	340
4	94	81129687.8780812	340
4	95	65849713.7731912	340
4	96	69420228.5636512	340
4	97	72515456.8009588	340
4	98	74577377.0279833	340
4	99	75336767.2358068	340
4	100	68174142.8079435	340
5	1	35953123.0292487	340
5	2	34804348.1792358	340
5	3	36243641.4473283	340
5	4	41380189.0741807	340
5	5	44383229.6963221	340
5	6	39250890.0608543	340
5	7	40010691.5628923	340
5	8	32105826.3428425	340
5	9	39261614.6403914	340
5	10	34117538.1388765	340
5	11	46613330.8639586	340
5	12	42515105.888084	340
5	13	44153787.1253705	340
5	14	36528673.6866247	340
5	15	40055096.2189602	340
5	16	40185268.4337434	340
5	17	41845080.7318221	340
5	18	39128352.7286253	340
5	19	36665580.8066207	340
5	20	42862427.2682299	340
5	21	41579943.1702031	340
5	22	42764216.5853373	340
5	23	44226366.5857993	340
5	24	49113286.373642	340
5	25	35780532.331877	340
5	26	39351146.0095899	340
5	27	35492160.3905461	340
5	28	32122055.9312397	340
5	29	31661239.8337853	340
5	30	36583807.8939281	340
5	31	33277116.1970638	340
5	32	47231131.1591372	340
5	33	44422200.3768573	340
5	34	34562560.9978999	340
5	35	37528524.6220037	340
5	36	49097305.790379	340
5	37	35533786.2965491	340
5	38	51378920.8007128	340
5	39	38130850.9120665	340
5	40	37032094.5827115	340
5	41	35064931.2150679	340
5	42	36805940.519208	340
5	43	37547368.3706865	340
5	44	33198104.8484235	340
5	45	36705403.8494728	340
5	46	42054716.1657013	340
5	47	42425827.8758274	340
5	48	38072743.8467619	340
5	49	39548598.2349075	340
5	50	32269795.2623539	340
5	51	50214073.9040982	340
5	52	36762965.9597349	340
5	53	43494891.0259846	340
5	54	40770152.0450086	340
5	55	39045149.2134779	340
5	56	38653868.9764866	340
5	57	28695695.1726864	340
5	58	45395624.0432523	340
5	59	36575474.3381353	340
5	60	37327757.5038509	340
5	61	37887077.6851707	340
5	62	38411786.7412649	340
5	63	42830886.3083669	340
5	64	41733796.7750052	340
5	65	33261334.9319558	340
5	66	35910211.5405724	340
5	67	31349814.9830587	340
5	68	44554150.3412102	340
5	69	32584491.3796469	340
5	70	38682205.4004918	340
5	71	35921001.2101327	340
5	72	222201198.177926	340
5	73	36561300.3385765	340
5	74	36595936.8158458	340
5	75	42302278.9236993	340
5	76	42427442.7758497	340
5	77	46237556.3742546	340
5	78	45358779.4796816	340
5	79	40723244.4664454	340
5	80	38664533.8143638	340
5	81	35278040.785795	340
5	82	35292664.3809295	340
5	83	36363374.917354	340
5	84	40829456.3869451	340
5	85	41056657.8592263	340
5	86	42136256.6958313	340
5	87	36853433.0510621	340
5	88	35951660.6489957	340
5	89	43213820.2594192	340
5	90	40033992.403274	340
5	91	39494812.8652793	340
5	92	37708479.7854533	340
5	93	38378764.1254188	340
5	94	34933576.5329912	340
5	95	38116290.3007558	340
5	96	42590430.2622223	340
5	97	38908398.4997973	340
5	98	39394724.8345567	340
5	99	50626852.6944447	340
5	100	34149111.131323	340
6	1	27819081.5615397	340
6	2	29615456.3359695	340
6	3	25553665.297273	340
6	4	33576609.7747131	340
6	5	32416787.2787808	340
6	6	34647146.3203717	340
6	7	34724266.976303	340
6	8	31872833.6688559	340
6	9	33084007.131728	340
6	10	26660793.4972618	340
6	11	27678004.5549775	340
6	12	31610705.483481	340
6	13	34595406.8234893	340
6	14	32824130.0038084	340
6	15	30346658.3019562	340
6	16	36026827.8420162	340
6	17	30935384.3891924	340
6	18	30421272.573459	340
6	19	35056836.3628544	340
6	20	31405939.1133692	340
6	21	29632228.6668817	340
6	22	30981834.9424067	340
6	23	33214368.4710543	340
6	24	29373623.9173959	340
6	25	32742346.5153155	340
6	26	26694044.3357908	340
6	27	33861975.3885168	340
6	28	30193276.1029868	340
6	29	36480008.2828843	340
6	30	28950587.5704704	340
6	31	32054960.8906198	340
6	32	36747884.7903629	340
6	33	31241066.283766	340
6	34	28086761.1302799	340
6	35	30103810.4374226	340
6	36	30878332.1532322	340
6	37	22967031.4269348	340
6	38	37613447.2144866	340
6	39	27921041.3852999	340
6	40	35969522.9038475	340
6	41	30878765.4307263	340
6	42	35074171.5571733	340
6	43	30390602.1422371	340
6	44	33072180.3185216	340
6	45	28338453.9539014	340
6	46	31042719.8642805	340
6	47	32263422.8579099	340
6	48	28860814.8292921	340
6	49	28658190.1144416	340
6	50	34419842.95718	340
6	51	32439565.3449202	340
6	52	26272301.4047043	340
6	53	27819062.01257	340
6	54	38259648.4571289	340
6	55	36556563.9470225	340
6	56	30059825.7812799	340
6	57	30461459.9658736	340
6	58	32454944.3530194	340
6	59	34381694.4763653	340
6	60	37180547.0600472	340
6	61	36713488.2770255	340
6	62	35516240.9292552	340
6	63	28404228.6490076	340
6	64	32681860.8057679	340
6	65	33693909.1771767	340
6	66	29566580.0701882	340
6	67	37619201.0415962	340
6	68	30668854.3703004	340
6	69	32409122.0503451	340
6	70	28771658.181857	340
6	71	26522518.7803446	340
6	72	107714443.492518	340
6	73	26907602.3692771	340
6	74	28388292.7691601	340
6	75	32062119.7096565	340
6	76	28493918.0086317	340
6	77	28799406.0428052	340
6	78	26883445.4650656	340
6	79	36447052.4224033	340
6	80	34917129.6591079	340
6	81	28467971.6530125	340
6	82	34329386.3794219	340
6	83	25466184.2276325	340
6	84	26525331.5175664	340
6	85	32281958.5674944	340
6	86	34799577.6299991	340
6	87	30042851.1496124	340
6	88	24453340.9872201	340
6	89	24740941.1084961	340
6	90	26806292.976328	340
6	91	34320364.6926287	340
6	92	34697868.4562098	340
6	93	33997907.726659	340
6	94	32768404.823994	340
6	95	33277157.0234617	340
6	96	36209542.4928406	340
6	97	30442438.5018577	340
6	98	28066401.0129237	340
6	99	36323313.926527	340
6	100	30075308.8615885	340
7	1	33985688.2399349	340
7	2	51831989.7514259	340
7	3	43067109.2424692	340
7	4	36900701.2039794	340
7	5	37531636.0771817	340
7	6	39390263.0843323	340
7	7	42002966.700437	340
7	8	37353776.7608967	340
7	9	35748352.5776481	340
7	10	39883620.0726065	340
7	11	38873978.2351507	340
7	12	36108408.4961446	340
7	13	36452788.8703821	340
7	14	41604876.3395153	340
7	15	41734245.7843098	340
7	16	37522676.0599021	340
7	17	33817730.689491	340
7	18	40434290.5940663	340
7	19	41078116.6028635	340
7	20	48534287.5614626	340
7	21	32321591.0450209	340
7	22	40264223.7877851	340
7	23	38410797.2737196	340
7	24	38343477.0061681	340
7	25	31785527.1631955	340
7	26	53947554.6878192	340
7	27	43670092.2037174	340
7	28	47455415.3062441	340
7	29	44614281.588576	340
7	30	44062333.3580591	340
7	31	43904329.9931521	340
7	32	46656252.385607	340
7	33	34667551.3135001	340
7	34	39411104.9704472	340
7	35	31444356.0992435	340
7	36	36226730.6002997	340
7	37	41278200.8198855	340
7	38	42865117.6694317	340
7	39	41415767.7766975	340
7	40	40168853.9763464	340
7	41	38437900.8176348	340
7	42	39404526.4122784	340
7	43	34292639.3824283	340
7	44	32629021.5187448	340
7	45	42118518.0521368	340
7	46	47406231.1645078	340
7	47	45402585.081195	340
7	48	50358824.5664111	340
7	49	34235547.8558957	340
7	50	39193377.7529746	340
7	51	41590959.0920288	340
7	52	39275443.9902626	340
7	53	40738357.5982525	340
7	54	34356189.1053423	340
7	55	40362318.4278315	340
7	56	40323593.6085838	340
7	57	47306547.6693451	340
7	58	38195047.3015592	340
7	59	44971312.6122196	340
7	60	32160811.190267	340
7	61	36338802.1617966	340
7	62	32825112.0279622	340
7	63	38537413.2888119	340
7	64	38388776.510406	340
7	65	38997215.4603258	340
7	66	46156162.2692987	340
7	67	31318369.5301591	340
7	68	41216923.2076319	340
7	69	45766567.3625444	340
7	70	36965179.4953432	340
7	71	48790974.8829398	340
7	72	128480477.077298	340
7	73	35984841.1146006	340
7	74	43511549.0776049	340
7	75	45035873.3017342	340
7	76	35179901.9401162	340
7	77	41581619.3964206	340
7	78	39848289.8630412	340
7	79	34589479.3367977	340
7	80	32703133.5022728	340
7	81	46962376.1665766	340
7	82	44590647.9910699	340
7	83	39182151.2562313	340
7	84	39244275.1999127	340
7	85	48407128.5938932	340
7	86	45663150.0813999	340
7	87	38144390.5871225	340
7	88	35671062.9088474	340
7	89	40303031.469872	340
7	90	35648834.5733299	340
7	91	33761285.5802983	340
7	92	42825663.8699583	340
7	93	36655425.1024773	340
7	94	41918677.1208551	340
7	95	46945721.8799245	340
7	96	40077974.0060318	340
7	97	43334061.6050319	340
7	98	35578507.4487287	340
7	99	40396612.2883266	340
7	100	47122219.4209303	340
8	1	20570629.6458937	340
8	2	19423253.7537333	340
8	3	21310737.7586603	340
8	4	19299830.7727653	340
8	5	19734742.369858	340
8	6	25631433.2504534	340
8	7	19594090.2071593	340
8	8	17495383.57987	340
8	9	20746348.8822476	340
8	10	21720342.2831669	340
8	11	25714520.9265254	340
8	12	20261938.7716112	340
8	13	20807633.4324259	340
8	14	21787995.9245797	340
8	15	21336506.7424063	340
8	16	19219599.4836233	340
8	17	22378623.1732088	340
8	18	16816652.3381483	340
8	19	19569973.0366591	340
8	20	23397994.1053228	340
8	21	22220003.2430631	340
8	22	19310546.5341361	340
8	23	22042650.200637	340
8	24	19083557.4774696	340
8	25	16899449.8832937	340
8	26	18482135.1272479	340
8	27	27149038.5717843	340
8	28	21364733.5069666	340
8	29	20729051.794781	340
8	30	23203524.2801943	340
8	31	19094035.5679872	340
8	32	22735336.5221288	340
8	33	20451976.6695568	340
8	34	20504841.8922277	340
8	35	23389998.8267728	340
8	36	27062862.608501	340
8	37	27278246.2265221	340
8	38	28304885.2439733	340
8	39	22406563.897219	340
8	40	23550430.068225	340
8	41	21244066.1950368	340
8	42	22366631.8485573	340
8	43	23236905.6639368	340
8	44	22481218.0490534	340
8	45	19856738.6361735	340
8	46	27677482.8353533	340
8	47	22910693.9323535	340
8	48	21672000.2005394	340
8	49	17963298.3237033	340
8	50	22599874.5794901	340
8	51	24851175.1561084	340
8	52	26025119.5408214	340
8	53	19258602.4892379	340
8	54	24641480.421008	340
8	55	22602426.223154	340
8	56	20807746.0821395	340
8	57	24983604.6334459	340
8	58	22057296.0804778	340
8	59	21443780.5669158	340
8	60	21659603.8128351	340
8	61	19380059.446854	340
8	62	20520192.9521062	340
8	63	24393753.2020619	340
8	64	21553629.659581	340
8	65	22063585.2352211	340
8	66	19060233.2550078	340
8	67	20725336.3909487	340
8	68	23643563.7349536	340
8	69	24323999.0487239	340
8	70	22972845.742781	340
8	71	24689701.3774772	340
8	72	81633484.1822309	340
8	73	14918747.5916291	340
8	74	19449939.525286	340
8	75	18347481.0269386	340
8	76	24479754.9748065	340
8	77	19065481.5821373	340
8	78	21431367.3704489	340
8	79	21126751.3197381	340
8	80	18802971.1122407	340
8	81	20959352.1696691	340
8	82	23481167.8671718	340
8	83	24128279.4487012	340
8	84	25517179.8418437	340
8	85	24125983.7236901	340
8	86	20345084.7251718	340
8	87	18672272.0796783	340
8	88	22310693.3340458	340
8	89	24757076.8004098	340
8	90	19762593.800557	340
8	91	24482897.8247297	340
8	92	22750830.4428251	340
8	93	22186073.2537069	340
8	94	20985988.9963287	340
8	95	15242093.0386022	340
8	96	19477385.7549366	340
8	97	21064629.782779	340
8	98	28863480.4187833	340
8	99	22451447.0119949	340
8	100	18478290.2597322	340
9	1	33580682.6139377	340
9	2	37809024.8206219	340
9	3	30777028.7892823	340
9	4	24830447.8364626	340
9	5	26062520.1577675	340
9	6	25039742.212198	340
9	7	31869847.4841234	340
9	8	26132970.1236962	340
9	9	29651970.3668315	340
9	10	28036651.2039096	340
9	11	28275457.002936	340
9	12	29734450.434134	340
9	13	33697132.0362962	340
9	14	25903587.9778168	340
9	15	29010693.7913465	340
9	16	26460003.4328715	340
9	17	25386024.8435624	340
9	18	24891957.2259821	340
9	19	34519609.595491	340
9	20	24205915.6330141	340
9	21	28999609.7758324	340
9	22	27641033.7963944	340
9	23	26391307.1509945	340
9	24	29565852.3410163	340
9	25	21336982.8967823	340
9	26	26062388.7302347	340
9	27	30024179.7489708	340
9	28	34803879.0122523	340
9	29	34686812.269482	340
9	30	29665231.4658186	340
9	31	24422416.6472692	340
9	32	26974551.485546	340
9	33	30577784.8566846	340
9	34	32993184.2589824	340
9	35	28157366.6807967	340
9	36	29404181.7466418	340
9	37	25613300.8844437	340
9	38	39834752.4906223	340
9	39	21472607.336806	340
9	40	33214591.5010849	340
9	41	26039191.5044947	340
9	42	34276945.2126985	340
9	43	26664297.3639677	340
9	44	29435047.3581799	340
9	45	31836404.8428185	340
9	46	27193734.3818031	340
9	47	29040554.428297	340
9	48	32996744.5033245	340
9	49	31544890.1588352	340
9	50	27084285.5006338	340
9	51	30440287.2997899	340
9	52	30330008.1626905	340
9	53	27828128.7921152	340
9	54	30221767.8166276	340
9	55	25787718.2497831	340
9	56	26738966.633866	340
9	57	35300764.1285037	340
9	58	30564332.1509809	340
9	59	27482820.6877561	340
9	60	27192513.2926798	340
9	61	26413081.0965182	340
9	62	36904687.9039296	340
9	63	28599328.2964913	340
9	64	30458118.7890883	340
9	65	29680144.2785295	340
9	66	28046759.3478472	340
9	67	27805013.494263	340
9	68	28320754.4184763	340
9	69	27927960.0519477	340
9	70	25686154.4454515	340
9	71	30767271.9840455	340
9	72	127165999.0334	340
9	73	35399283.0190125	340
9	74	25561659.7600902	340
9	75	27631034.8123089	340
9	76	27128627.2927056	340
9	77	31512219.2642236	340
9	78	25594888.69434	340
9	79	27728274.0008265	340
9	80	26944496.3419271	340
9	81	38964609.2175179	340
9	82	27756343.592881	340
9	83	29021479.5637875	340
9	84	31811938.9853803	340
9	85	23725992.2121841	340
9	86	26380288.7780455	340
9	87	30137904.0038676	340
9	88	25880304.1648346	340
9	89	23721925.4627439	340
9	90	32453370.2178996	340
9	91	31841944.8669904	340
9	92	28000441.360658	340
9	93	30930489.696094	340
9	94	26815791.75304	340
9	95	31841657.4849214	340
9	96	29295743.7238955	340
9	97	25141627.1805978	340
9	98	23672588.5146314	340
9	99	28958898.5639962	340
9	100	27146205.9597009	340
10	1	23180516.8600315	340
10	2	17063444.8530796	340
10	3	20885792.0782006	340
10	4	21312320.7632822	340
10	5	26029985.9384243	340
10	6	21530221.8229477	340
10	7	25960998.7609981	340
10	8	19921990.9352647	340
10	9	18227023.9489527	340
10	10	19627362.8049876	340
10	11	23814593.67396	340
10	12	25244829.5198606	340
10	13	27333646.9406142	340
10	14	18068667.0425152	340
10	15	21656873.0004251	340
10	16	20388364.8583778	340
10	17	27089612.7246468	340
10	18	21930890.0658113	340
10	19	20422294.1504648	340
10	20	23923466.7174709	340
10	21	26053879.8208596	340
10	22	28288001.1193599	340
10	23	23900025.5322157	340
10	24	25376193.8635446	340
10	25	25677720.1770239	340
10	26	22100760.0835698	340
10	27	21022951.3292581	340
10	28	19608621.0537924	340
10	29	21601123.4691061	340
10	30	27969601.260517	340
10	31	24937998.5986807	340
10	32	17059059.2423151	340
10	33	21025563.8088834	340
10	34	24911029.8291992	340
10	35	24859994.7645832	340
10	36	22792761.0968839	340
10	37	22430908.15938	340
10	38	24969414.3204855	340
10	39	21447989.8348067	340
10	40	26291961.3428392	340
10	41	28081138.455582	340
10	42	27154354.6873218	340
10	43	24004735.4679631	340
10	44	24767177.4710758	340
10	45	27639905.9447274	340
10	46	24430291.5478385	340
10	47	20265721.9634247	340
10	48	24037192.6040662	340
10	49	24878276.8607326	340
10	50	24919281.2876537	340
10	51	28532536.6958107	340
10	52	29095337.5863115	340
10	53	20122777.4627448	340
10	54	19279699.9201555	340
10	55	22803836.9325208	340
10	56	23270070.6191173	340
10	57	24479112.659887	340
10	58	19843092.3168064	340
10	59	26470351.0862244	340
10	60	22450367.6559826	340
10	61	21522426.5417928	340
10	62	23250698.128963	340
10	63	22193014.9956729	340
10	64	26840030.846961	340
10	65	22946630.0445106	340
10	66	20444584.3661304	340
10	67	23596473.4657345	340
10	68	18254621.5714172	340
10	69	23695339.6889598	340
10	70	24609456.2155044	340
10	71	19874159.9471163	340
10	72	82329153.6248072	340
10	73	26016078.187662	340
10	74	29010455.023869	340
10	75	26276442.7146436	340
10	76	24130487.1676129	340
10	77	24262873.5801505	340
10	78	26470514.6486017	340
10	79	20705414.1584928	340
10	80	25956538.086031	340
10	81	26115705.9623369	340
10	82	22466542.5401828	340
10	83	28383094.1221971	340
10	84	23166389.4150964	340
10	85	24874501.6978892	340
10	86	19283469.2965175	340
10	87	25609980.8386597	340
10	88	23439619.3753702	340
10	89	22092032.4303104	340
10	90	20463441.2334394	340
10	91	19729408.2925768	340
10	92	20245995.425633	340
10	93	22914658.2478676	340
10	94	27086121.6787546	340
10	95	26830625.7796984	340
10	96	25265117.6410568	340
10	97	24968607.9953174	340
10	98	18812456.8944971	340
10	99	22886156.4899805	340
10	100	23923438.3449699	340
11	1	23879592.5429224	340
11	2	16428592.3031689	340
11	3	21184751.9118095	340
11	4	20918474.4042585	340
11	5	22075053.8479649	340
11	6	26122493.2579394	340
11	7	24237476.9550662	340
11	8	23065491.4905215	340
11	9	20459515.6167558	340
11	10	22805429.8917766	340
