"Age"	"Iteration"	"MeanIndividualLength"	"Stratum"	"Quarter"
11	33	28.199111885677	"27.4.aE"	"Q4"
12	33	28.20844422683	"27.4.aE"	"Q4"
13	33	28.21386289715	"27.4.aE"	"Q4"
1	34	23.365143192841	"27.4.aE"	"Q4"
2	34	25.909157401906	"27.4.aE"	"Q4"
3	34	27.31923224302	"27.4.aE"	"Q4"
4	34	28.132701647049	"27.4.aE"	"Q4"
5	34	28.611349205639	"27.4.aE"	"Q4"
6	34	28.896009840906	"27.4.aE"	"Q4"
7	34	29.06633041012	"27.4.aE"	"Q4"
8	34	29.168597452532	"27.4.aE"	"Q4"
9	34	29.230130321548	"27.4.aE"	"Q4"
10	34	29.267199803371	"27.4.aE"	"Q4"
11	34	29.2895482829	"27.4.aE"	"Q4"
12	34	29.30302775709	"27.4.aE"	"Q4"
13	34	29.311160075647	"27.4.aE"	"Q4"
1	35	23.390396363358	"27.4.aE"	"Q4"
2	35	25.923068601831	"27.4.aE"	"Q4"
3	35	27.307447810438	"27.4.aE"	"Q4"
4	35	28.09403033025	"27.4.aE"	"Q4"
5	35	28.549484903955	"27.4.aE"	"Q4"
6	35	28.815883369106	"27.4.aE"	"Q4"
7	35	28.972583777149	"27.4.aE"	"Q4"
8	35	29.065056503192	"27.4.aE"	"Q4"
9	35	29.119729631033	"27.4.aE"	"Q4"
10	35	29.152089949251	"27.4.aE"	"Q4"
11	35	29.171256035825	"27.4.aE"	"Q4"
12	35	29.18261190794	"27.4.aE"	"Q4"
13	35	29.189341766602	"27.4.aE"	"Q4"
1	36	23.475279447322	"27.4.aE"	"Q4"
2	36	26.079087353075	"27.4.aE"	"Q4"
3	36	27.498501397366	"27.4.aE"	"Q4"
4	36	28.301728522644	"27.4.aE"	"Q4"
5	36	28.764607048215	"27.4.aE"	"Q4"
6	36	29.033945091256	"27.4.aE"	"Q4"
7	36	29.19151257241	"27.4.aE"	"Q4"
8	36	29.283975766929	"27.4.aE"	"Q4"
9	36	29.338331101291	"27.4.aE"	"Q4"
10	36	29.370317458272	"27.4.aE"	"Q4"
11	36	29.389151801074	"27.4.aE"	"Q4"
12	36	29.40024586366	"27.4.aE"	"Q4"
13	36	29.406782007031	"27.4.aE"	"Q4"
1	37	23.100840257577	"27.4.aE"	"Q4"
2	37	25.651892870062	"27.4.aE"	"Q4"
3	37	27.060337971331	"27.4.aE"	"Q4"
4	37	27.868844717126	"27.4.aE"	"Q4"
5	37	28.34193931893	"27.4.aE"	"Q4"
6	37	28.621638599321	"27.4.aE"	"Q4"
7	37	28.787964755112	"27.4.aE"	"Q4"
8	37	28.887205755357	"27.4.aE"	"Q4"
9	37	28.946536487786	"27.4.aE"	"Q4"
10	37	28.98204858715	"27.4.aE"	"Q4"
11	37	29.003318972244	"27.4.aE"	"Q4"
12	37	29.016064412729	"27.4.aE"	"Q4"
13	37	29.023703514187	"27.4.aE"	"Q4"
1	38	23.092846803585	"27.4.aE"	"Q4"
2	38	25.556555965	"27.4.aE"	"Q4"
3	38	26.911001357182	"27.4.aE"	"Q4"
4	38	27.685988734186	"27.4.aE"	"Q4"
5	38	28.138210345096	"27.4.aE"	"Q4"
6	38	28.404889351111	"27.4.aE"	"Q4"
7	38	28.563088810568	"27.4.aE"	"Q4"
8	38	28.657258302684	"27.4.aE"	"Q4"
9	38	28.713426169879	"27.4.aE"	"Q4"
10	38	28.746967569583	"27.4.aE"	"Q4"
11	38	28.767011393897	"27.4.aE"	"Q4"
12	38	28.778994305124	"27.4.aE"	"Q4"
13	38	28.786159910645	"27.4.aE"	"Q4"
1	39	23.476006131435	"27.4.aE"	"Q4"
2	39	25.980121396233	"27.4.aE"	"Q4"
3	39	27.350217148357	"27.4.aE"	"Q4"
4	39	28.130018901805	"27.4.aE"	"Q4"
5	39	28.582499517361	"27.4.aE"	"Q4"
6	39	28.847777521602	"27.4.aE"	"Q4"
7	39	29.00420578068	"27.4.aE"	"Q4"
8	39	29.0967549488	"27.4.aE"	"Q4"
9	39	29.151616841886	"27.4.aE"	"Q4"
10	39	29.184175245447	"27.4.aE"	"Q4"
11	39	29.203510373551	"27.4.aE"	"Q4"
12	39	29.214997295068	"27.4.aE"	"Q4"
13	39	29.221823237667	"27.4.aE"	"Q4"
1	40	23.260382606443	"27.4.aE"	"Q4"
2	40	25.841665702117	"27.4.aE"	"Q4"
3	40	27.252359076315	"27.4.aE"	"Q4"
4	40	28.052875621411	"27.4.aE"	"Q4"
5	40	28.515551800404	"27.4.aE"	"Q4"
6	40	28.785594694819	"27.4.aE"	"Q4"
7	40	28.944068934872	"27.4.aE"	"Q4"
8	40	29.037360000012	"27.4.aE"	"Q4"
9	40	29.092378334541	"27.4.aE"	"Q4"
10	40	29.124859702755	"27.4.aE"	"Q4"
11	40	29.14404776234	"27.4.aE"	"Q4"
12	40	29.155387075226	"27.4.aE"	"Q4"
13	40	29.162089565237	"27.4.aE"	"Q4"
1	41	22.949413266125	"27.4.aE"	"Q4"
2	41	25.487268517097	"27.4.aE"	"Q4"
3	41	26.870494188678	"27.4.aE"	"Q4"
4	41	27.653197916073	"27.4.aE"	"Q4"
5	41	28.104248532911	"27.4.aE"	"Q4"
6	41	28.366711585751	"27.4.aE"	"Q4"
7	41	28.520264003891	"27.4.aE"	"Q4"
8	41	28.610376045582	"27.4.aE"	"Q4"
9	41	28.663352452075	"27.4.aE"	"Q4"
10	41	28.694529356373	"27.4.aE"	"Q4"
11	41	28.712888290376	"27.4.aE"	"Q4"
12	41	28.723703051141	"27.4.aE"	"Q4"
13	41	28.730075076731	"27.4.aE"	"Q4"
1	42	22.878903401611	"27.4.aE"	"Q4"
2	42	25.400353170276	"27.4.aE"	"Q4"
