"Age"	"Iteration"	"MeanIndividualLength"
1	1	30.033500419495
2	1	32.119454561383
3	1	33.598537085817
4	1	34.698283145859
5	1	35.551897137866
6	1	36.252980908969
7	1	36.831112390448
8	1	37.323758971502
9	1	37.740599341176
10	1	38.095720473839
11	1	38.411277622013
12	1	38.675691191531
1	2	29.78890153963
2	2	31.984435788786
3	2	33.522979408445
4	2	34.665297751255
5	2	35.571825109552
6	2	36.300641395211
7	2	36.915461953846
8	2	37.424899502033
9	2	37.866588771957
10	2	38.243785108168
11	2	38.570753158777
12	2	38.853475633131
1	3	29.631863690069
2	3	31.892781678263
3	3	33.452521116794
4	3	34.630590297867
5	3	35.540457937106
6	3	36.273270464676
7	3	36.882272419286
8	3	37.391907595829
9	3	37.818177456217
10	3	38.175731277744
11	3	38.492686682053
12	3	38.759012912712
1	4	29.875065214403
2	4	32.068467792754
3	4	33.577160457144
4	4	34.712884501065
5	4	35.604635805129
6	4	36.320369452389
7	4	36.920329603023
8	4	37.410752446058
9	4	37.838118637203
10	4	38.198600177424
11	4	38.504461221404
12	4	38.774507221169
1	5	29.826981061078
2	5	32.063372868812
3	5	33.596930025209
4	5	34.745514961165
5	5	35.641288603031
6	5	36.366674388189
7	5	36.962558351427
8	5	37.455229803676
9	5	37.866148370653
10	5	38.219604748136
11	5	38.521016405169
12	5	38.779943658473
1	6	30.0755684397
2	6	32.206030197348
3	6	33.679434307252
4	6	34.801494200242
5	6	35.673953762311
6	6	36.382491864566
7	6	36.96932205596
8	6	37.468695555356
9	6	37.886950912669
10	6	38.25367707151
11	6	38.558962857561
12	6	38.828041620131
1	7	29.900106188294
2	7	32.129073290321
3	7	33.657470513899
4	7	34.799257488478
5	7	35.700790342466
6	7	36.427995729693
7	7	37.030065155586
8	7	37.534336535629
9	7	37.959967960741
10	7	38.32530730597
11	7	38.640426146618
12	7	38.909132915565
1	8	29.943226631076
2	8	32.106817698813
3	8	33.591144626395
4	8	34.719315302203
5	8	35.59789310631
6	8	36.310860008213
7	8	36.900132870098
8	8	37.395187001306
9	8	37.812567726151
10	8	38.173074365302
11	8	38.481289599264
12	8	38.742454071899
1	9	29.882624434889
2	9	32.075890452133
3	9	33.579700345949
4	9	34.711540901332
5	9	35.590572681809
6	9	36.297169485343
7	9	36.882948714082
8	9	37.368844057062
9	9	37.785616845645
10	9	38.133549116262
11	9	38.434604851559
12	9	38.692689892803
1	10	29.802312469858
2	10	31.969719952484
3	10	33.497798460177
4	10	34.625826791266
5	10	35.508742295041
6	10	36.223930366139
7	10	36.817255388962
8	10	37.299637608642
9	10	37.724071533184
10	10	38.073848563975
11	10	38.374869512137
12	10	38.63738049708
1	11	30.067031079136
2	11	32.21887175678
3	11	33.707763373328
4	11	34.825050404675
5	11	35.698230269691
6	11	36.411886485489
7	11	36.992658364715
8	11	37.48261315428
9	11	37.897671809769
10	11	38.251357067399
11	11	38.558231781826
12	11	38.82370683079
1	12	29.656782340272
2	12	31.946000546295
3	12	33.515682220487
4	12	34.6923452377
5	12	35.606197917508
6	12	36.359529732692
7	12	36.961747370633
8	12	37.466352193705
9	12	37.895946685484
10	12	38.258130620485
11	12	38.566422554982
12	12	38.835752337667
1	13	29.881274236543
2	13	32.099098177351
3	13	33.633006730172
4	13	34.777173819585
5	13	35.679062215571
6	13	36.405595366589
7	13	37.00126606485
8	13	37.495645955146
9	13	37.918036970059
10	13	38.279613011338
11	13	38.58125083459
12	13	38.852477404896
1	14	29.741296552163
2	14	32.010065925233
3	14	33.569352595341
4	14	34.756064519705
5	14	35.690677291308
6	14	36.448629601882
7	14	37.073976282895
8	14	37.601326405057
9	14	38.049327028155
10	14	38.430974036395
11	14	38.764124808815
12	14	39.051974008809
1	15	30.048379184473
2	15	32.185259430849
3	15	33.659770887387
4	15	34.781192336324
5	15	35.667648309735
6	15	36.387581659777
7	15	36.989079365374
8	15	37.493718452065
9	15	37.929549824085
10	15	38.299973060742
11	15	38.623554418892
12	15	38.90756424429
1	16	29.99663549935
2	16	32.149580838483
3	16	33.653680861101
4	16	34.786303263142
5	16	35.670820014867
6	16	36.405473816481
7	16	37.012408668669
8	16	37.521570623702
9	16	37.956442478361
10	16	38.33104150686
11	16	38.658031732804
12	16	38.941521619884
1	17	30.037492228689
2	17	32.130440642659
3	17	33.573060500673
4	17	34.667267947641
5	17	35.53581211119
6	17	36.242063557641
7	17	36.829740738189
8	17	37.323409612514
9	17	37.751628944003
10	17	38.123169132458
11	17	38.44460947508
12	17	38.720259944052
1	18	30.047393819857
2	18	32.13320621153
3	18	33.591699263419
4	18	34.702490760265
5	18	35.589743554302
6	18	36.304157206594
7	18	36.906657046647
8	18	37.424719957697
9	18	37.860196606707
10	18	38.244259776699
11	18	38.57738282723
12	18	38.872327203714
1	19	30.079872655934
2	19	32.197945054323
3	19	33.67490092828
4	19	34.794167954878
5	19	35.675830726227
6	19	36.403224610436
7	19	37.013045874651
8	19	37.525442951722
9	19	37.962327563312
10	19	38.34442559034
