"Age"	"Iteration"	"MeanIndividualLength"
1	1	28.691387714783
2	1	31.675168427306
3	1	33.565553714144
4	1	34.88772242898
5	1	35.87420919303
6	1	36.65082732744
7	1	37.228027026274
8	1	37.702505767743
9	1	38.074166341567
10	1	38.364611960595
11	1	38.618107347548
12	1	38.779207331218
1	2	28.840859802691
2	2	31.701777901884
3	2	33.605795552488
4	2	34.958431508268
5	2	35.944306315156
6	2	36.724370700384
7	2	37.315048331105
8	2	37.738761812713
9	2	38.092052205942
10	2	38.445497304284
11	2	38.590008213044
12	2	38.837018245986
1	3	28.924760311452
2	3	31.726864748957
3	3	33.632431321591
4	3	34.967799231945
5	3	35.969503099143
6	3	36.755638039601
7	3	37.40922972124
8	3	37.814189529672
9	3	38.17696130948
10	3	38.561539515308
11	3	38.708384009849
12	3	39.018500139093
1	4	28.813605998602
2	4	31.70227313259
3	4	33.584001874772
4	4	34.88926905816
5	4	35.887450195926
6	4	36.676179459923
7	4	37.329523342672
8	4	37.739407081423
9	4	38.121517516882
10	4	38.522121985368
11	4	38.708557719701
12	4	38.995802481763
1	5	28.820347230132
2	5	31.621003936294
3	5	33.510887650918
4	5	34.843055414804
5	5	35.828197094068
6	5	36.60483363946
7	5	37.215229747651
8	5	37.670794730844
9	5	38.050805477832
10	5	38.364209448836
11	5	38.609626845031
12	5	38.804306734799
1	6	28.836931754817
2	6	31.653914529992
3	6	33.535183335814
4	6	34.853831088665
5	6	35.849630628517
6	6	36.47623085914
7	6	37.229828379916
8	6	37.678114130512
9	6	38.052005021716
10	6	38.484341320818
11	6	38.631906053775
12	6	38.908544299839
1	7	28.879808743774
2	7	31.664585255412
3	7	33.441980276986
4	7	34.784678584416
5	7	35.825734489667
6	7	36.594919292774
7	7	37.209778834469
8	7	37.58886999286
9	7	38.065502799286
10	7	37.425613811102
11	7	38.640109046513
12	7	37.408067895912
1	8	29.006019328426
2	8	31.806424846863
3	8	33.612551047818
4	8	34.900097162587
5	8	35.858069904756
6	8	36.66998898128
7	8	37.250150055503
8	8	37.702897097758
9	8	38.093912637406
10	8	38.44369563218
11	8	38.632265575271
12	8	38.893565556722
1	9	28.846141701596
2	9	31.720663422741
3	9	33.567546401551
4	9	34.923736672027
5	9	35.914257592914
6	9	36.754761597288
7	9	37.345720115994
8	9	37.600021676461
9	9	38.145665190667
10	9	38.494986126267
11	9	38.591398238551
12	9	38.786540420276
1	10	29.017328144821
2	10	31.680988741703
3	10	33.553580972243
4	10	34.878795650575
5	10	35.872834570611
6	10	36.695788546205
7	10	37.291125082037
8	10	37.719098696473
9	10	38.069964504757
10	10	38.530390398121
11	10	38.630603974191
12	10	38.983564030399
1	11	29.5784861787
2	11	31.631059773161
3	11	33.523107760024
4	11	34.884950738658
5	11	35.863851486023
6	11	36.694087343865
7	11	37.350764192452
8	11	37.977577636601
9	11	38.065062399923
10	11	38.546850943439
11	11	38.579110508146
12	11	38.950088737772
1	12	29.2127781688
2	12	31.659401106099
3	12	33.352984521224
4	12	34.920537245198
5	12	35.931605206346
6	12	36.735259552468
7	12	37.318179743788
8	12	37.897025295403
9	12	38.134962443816
10	12	38.56023639149
11	12	38.664807191045
12	12	38.919550409566
1	13	29.576351482948
2	13	31.702779870572
3	13	33.602587081617
4	13	34.93319653461
5	13	35.928711475471
6	13	36.751483698421
7	13	37.323199591291
8	13	37.791136403953
9	13	38.100346334547
10	13	38.498217105215
11	13	38.611844925053
12	13	38.9307230871
1	14	29.060114096227
2	14	31.738954125759
3	14	33.632064524276
4	14	34.972668276773
5	14	35.960348896579
6	14	36.729265915767
7	14	37.329542606131
8	14	37.771790237412
9	14	38.120197618719
10	14	38.435141107263
11	14	38.634742946679
12	14	38.865986380143
1	15	29.209156318635
2	15	31.66011989501
3	15	33.58540952157
4	15	34.928087280488
5	15	35.929540583184
6	15	36.796321311205
7	15	37.344563223185
8	15	37.784835810121
9	15	38.174903653199
10	15	38.523738789099
11	15	38.595954326331
12	15	38.962518315712
1	16	27.379764532444
2	16	31.719383845793
3	16	33.880126784071
4	16	35.25378818534
