"Age"	"Iteration"	"MeanIndividualLength"
1	1	0
2	1	32.260740157115
3	1	33.641206337704
4	1	34.6063252894
5	1	35.484672036901
6	1	36.293242553129
7	1	36.846886621177
8	1	37.417002903935
9	1	37.864274440873
10	1	38.379309587372
11	1	0
12	1	39.264721450565
1	2	0
2	2	32.349409511041
3	2	33.762378931546
4	2	34.881457922633
5	2	35.745239549016
6	2	36.447088326296
7	2	37.155639000506
8	2	37.691995497499
9	2	38.200742032803
10	2	38.618890448652
11	2	0
12	2	39.543290961081
1	3	0
2	3	32.174895020314
3	3	33.570104126812
4	3	34.653590288339
5	3	35.585839540808
6	3	36.323648491059
7	3	36.959769743762
8	3	37.571362649954
9	3	38.103209310583
10	3	38.546052537512
11	3	0
12	3	39.420843735616
1	4	0
2	4	32.278640272074
3	4	33.637100987777
4	4	34.677740748722
5	4	35.592151513943
6	4	36.323575603578
7	4	36.986624375156
8	4	37.559083491367
9	4	38.084101480989
10	4	38.559300580842
11	4	0
12	4	39.380523165564
1	5	0
2	5	32.226065419827
3	5	33.613508800627
4	5	34.672613725201
5	5	35.592509575404
6	5	36.338038676837
7	5	36.994980006993
8	5	37.580794976941
9	5	38.061609230805
10	5	38.558656771665
11	5	0
12	5	39.401757657371
1	6	0
2	6	32.275721524305
3	6	33.606961279498
4	6	34.634736933242
5	6	35.588041618412
6	6	36.281401580437
7	6	36.954867290964
8	6	37.511407002875
9	6	37.954827372498
10	6	38.414397597843
11	6	0
12	6	39.238811397427
1	7	0
2	7	32.305430771738
3	7	33.642169994326
4	7	34.705086084964
5	7	35.616627522053
6	7	36.378734184747
7	7	36.994155711116
8	7	37.588000337286
9	7	38.108475015767
10	7	38.606299243108
11	7	0
12	7	39.405136226024
1	8	0
2	8	32.379965544214
3	8	33.679852117683
4	8	34.743756893894
5	8	35.647440708269
6	8	36.3751682141
7	8	37.004864145646
8	8	37.581940020342
9	8	38.115618182576
10	8	38.575775922407
11	8	0
12	8	39.39159939028
1	9	0
2	9	32.22625190901
3	9	33.611809500157
4	9	34.66495297805
5	9	35.582454162239
6	9	36.327242601996
7	9	36.968199783631
8	9	37.543214579546
9	9	38.080993553733
10	9	38.530414726032
11	9	0
12	9	39.363533490716
1	10	0
2	10	32.336999276227
3	10	33.696384712596
4	10	34.760867842838
5	10	35.663683246739
6	10	36.406305968787
7	10	37.064366219138
8	10	37.622036999751
9	10	38.128928094931
10	10	38.577689008877
11	10	0
12	10	39.402238897943
1	11	0
2	11	32.182122700657
3	11	33.586955975611
4	11	34.672956706037
5	11	35.583337720927
6	11	36.357370155931
7	11	37.018315594156
8	11	37.605276298318
9	11	38.13458034638
10	11	38.605035294713
11	11	0
12	11	39.440451936619
1	12	0
2	12	32.364142207305
3	12	33.686075353773
4	12	34.791429298797
5	12	35.631344496351
6	12	36.386940795339
7	12	37.03758173249
8	12	37.582582867595
9	12	38.117086873766
10	12	38.571977413857
11	12	0
12	12	39.36954034905
1	13	0
2	13	18.084646851871
3	13	18.275567318072
4	13	20.6147398391
5	13	21.619635837219
6	13	19.733395781489
7	13	20.701697044381
8	13	20.969075056526
9	13	21.142109687875
10	13	25.76185708414
11	13	0
12	13	21.858501936556
1	14	0
2	14	32.193709915706
3	14	33.512850517652
4	14	34.56951917052
5	14	35.439555076324
6	14	36.162195893003
7	14	36.8531548051
8	14	37.434108605151
9	14	38.01547219285
10	14	38.39151258306
11	14	0
12	14	39.181439977748
1	15	0
2	15	32.227672681369
3	15	33.589907162013
4	15	34.666982262531
5	15	35.5775582944
6	15	36.308122200546
7	15	36.964610383795
8	15	37.549524006188
9	15	38.06023281306
10	15	38.535784924111
11	15	0
12	15	39.351867860877
1	16	0
2	16	32.467835353293
3	16	33.775433934799
4	16	34.836349803949
5	16	35.70823349751
6	16	36.430661290885
7	16	37.064176847116
8	16	37.627353117907
9	16	38.13045725613
10	16	38.596416587101
11	16	0
12	16	39.387965617831
1	17	0
2	17	32.236064691363
3	17	33.6081997474
4	17	34.666290855462
5	17	35.5403465435
6	17	36.292927487959
7	17	36.932125172045
8	17	37.508463632991
9	17	38.025443399627
10	17	38.488328891887
11	17	0
12	17	39.311343654229
1	18	0
2	18	32.320145040721
3	18	33.689572715278
4	18	34.733785508988
5	18	35.629663991171
6	18	36.362243593372
7	18	37.043726427326
8	18	37.595464641173
9	18	38.156900191055
10	18	38.635239637426
11	18	0
12	18	39.448511528435
1	19	0
2	19	32.278577632171
3	19	33.633518301696
4	19	34.715051970988
5	19	35.589831452842
6	19	36.344244301836
7	19	36.994504257287
8	19	37.562837917115
9	19	38.085100668065
10	19	38.55612435192
11	19	0
12	19	39.379593714837
1	20	0
2	20	32.258472256326
3	20	33.620055772049
4	20	34.698421710769
5	20	35.567306074169
6	20	36.310541543218
7	20	36.951469567903
8	20	37.521145277858
9	20	38.039912406171
10	20	38.501618710073
11	20	0
12	20	39.318330185427
1	21	0
2	21	0.0854411198796
3	21	0.0899315437378
4	21	0.0932755912934
5	21	0.0960542493265
6	21	0.0982296718123
7	21	0.100228793254
8	21	0.101958725518
9	21	0.103419347013
10	21	0.104760111863
11	21	0
12	21	0.107162005685
1	22	0
2	22	32.250192719848
3	22	33.602100949613
4	22	34.666970028668
5	22	35.546916086095
6	22	36.294995626844
7	22	36.945085210675
8	22	37.520052839312
9	22	38.035908263835
10	22	38.506984215197
11	22	0
12	22	39.324180408787
1	23	0
2	23	32.183500979635
3	23	33.569435239385
4	23	34.592649147512
5	23	35.50825763409
6	23	36.256834000644
7	23	36.924232872732
8	23	37.482080285965
9	23	38.003440263702
10	23	38.475108089062
11	23	0
12	23	39.319299877416
1	24	0
2	24	32.377831366441
3	24	33.69145217536
4	24	34.756578554178
5	24	35.605829785255
6	24	36.337577671377
7	24	36.968685555838
8	24	37.532319388222
9	24	38.032167644212
10	24	38.488828062638
11	24	0
12	24	39.291830789731
1	25	0
2	25	32.383402796162
3	25	33.753328009931
4	25	34.795836089025
5	25	35.674438652587
6	25	36.410652664702
7	25	37.046381487204
8	25	37.612607017873
9	25	38.122671066803
10	25	38.581525199455
11	25	0
12	25	39.389628555894
1	26	0
2	26	32.41805134365
3	26	33.720623931473
4	26	34.799302828054
5	26	35.687291591306
6	26	36.409551792012
7	26	37.093509272694
8	26	37.666421664316
9	26	38.182781246379
10	26	38.652193705802
11	26	0
12	26	39.492309885846
1	27	0
2	27	32.263999444185
