"Age"	"Iteration"	"MeanIndividualWeight"
1	1	0.0853513766619
2	1	0.118200332805
3	1	0.151305447229
4	1	0.180648326046
5	1	0.190985974628
6	1	0.183001764309
7	1	0.191499261649
8	1	0.192857950097
9	1	0.205880670956
10	1	0.209166425777
11	1	0
12	1	0.228585370343
13	1	0.229532846785
14	1	0
1	2	0.0849399989902
2	2	0.12364940162
3	2	0.149599649616
4	2	0.177488896342
5	2	0.182529728685
6	2	0.17521697137
7	2	0.191500000209
8	2	0.188857562406
9	2	0.206430600547
10	2	0.20444924114
11	2	0
12	2	0.212959478088
13	2	0.213129587308
14	2	0
1	3	0.0861027586026
2	3	0.121842011307
3	3	0.154217639236
4	3	0.187680336076
5	3	0.188293587452
6	3	0.19103677697
7	3	0.19819668086
8	3	0.207820009545
9	3	0.208766316875
10	3	0.215005367912
11	3	0
12	3	0.229533719444
13	3	0.229679283043
14	3	0
1	4	0.0845179866931
2	4	0.11904876921
3	4	0.149204879843
4	4	0.177046601838
5	4	0.182916801119
6	4	0.181380200396
7	4	0.197116397633
8	4	0.204172907278
9	4	0.204287042232
10	4	0.208446932627
11	4	0
12	4	0
13	4	0.221894353581
14	4	0
1	5	0.086901724178
2	5	0.124575159553
3	5	0.157698146632
4	5	0.185864650823
5	5	0.187249899125
6	5	0.184589173176
7	5	0.19708887075
8	5	0.192642916085
9	5	0.205505894237
10	5	0.211557217553
11	5	0
12	5	0
13	5	0.22189522139
14	5	0
1	6	0.0881898294387
2	6	0.117487482272
3	6	0.151030080145
4	6	0.181638638487
5	6	0.188708902047
6	6	0.181240548445
7	6	0.203087479994
8	6	0.209530238441
9	6	0.214593894016
10	6	0.208709582053
11	6	0
12	6	0
13	6	0.238916171116
14	6	0
1	7	0.0812284694707
2	7	0.119122463641
3	7	0.152861138296
4	7	0.179650398033
5	7	0.184172686666
6	7	0.178831761041
7	7	0.191086576222
8	7	0.187285485343
9	7	0.206403650551
10	7	0.20255619321
11	7	0.196179592617
12	7	0
13	7	0.220040894465
14	7	0
1	8	0.0819354156777
2	8	0.118430838117
3	8	0.151496684037
4	8	0.178396968647
5	8	0.187586334691
6	8	0.187837190951
7	8	0.19263210484
8	8	0.194088477932
9	8	0.207367966059
10	8	0.211432353372
11	8	0.189973037826
12	8	0
13	8	0.222246282187
14	8	0
1	9	0.0867006236628
2	9	0.123835641983
3	9	0.15446713413
4	9	0.182387984609
5	9	0.185543222558
6	9	0.186956287212
7	9	0.203188640344
8	9	0.191474029251
9	9	0.210119535604
10	9	0.207765936121
11	9	0.203412551353
12	9	0
13	9	0.225348519028
14	9	0
1	10	0.0825852069637
2	10	0.120352475161
3	10	0.150218262688
4	10	0.177211404279
5	10	0.183657606266
6	10	0.183597286372
