"Age"	"Iteration"	"MeanIndividualWeight"	"Stratum"
12	12	0.213865169376	"27.4.aE"
13	12	0.222281452709	"27.4.aE"
14	12	0.221917348545	"27.4.aE"
15	12	0.222257183196	"27.4.aE"
1	13	0.0821912672941	"27.4.aE"
2	13	0.117614473682	"27.4.aE"
3	13	0.153201837131	"27.4.aE"
4	13	0.173677406809	"27.4.aE"
5	13	0.177831876206	"27.4.aE"
6	13	0.188008842514	"27.4.aE"
7	13	0.190840704818	"27.4.aE"
8	13	0.191631706622	"27.4.aE"
9	13	0.199660257594	"27.4.aE"
10	13	0.203949444365	"27.4.aE"
11	13	0.213011647004	"27.4.aE"
12	13	0.202638256733	"27.4.aE"
13	13	0.223747816279	"27.4.aE"
14	13	0.222901474674	"27.4.aE"
15	13	0.223841187628	"27.4.aE"
1	14	0.0817959942945	"27.4.aE"
2	14	0.120903680431	"27.4.aE"
3	14	0.154917550907	"27.4.aE"
4	14	0.178853899344	"27.4.aE"
5	14	0.182505336015	"27.4.aE"
6	14	0.190243588911	"27.4.aE"
7	14	0.197820823493	"27.4.aE"
8	14	0.197006887182	"27.4.aE"
9	14	0.203468419319	"27.4.aE"
10	14	0.207506547169	"27.4.aE"
11	14	0.204300988537	"27.4.aE"
12	14	0.211558679606	"27.4.aE"
13	14	0.227771005677	"27.4.aE"
14	14	0.22686655667	"27.4.aE"
15	14	0.227867277682	"27.4.aE"
1	15	0.0845884628937	"27.4.aE"
2	15	0.118215706171	"27.4.aE"
3	15	0.152377340087	"27.4.aE"
4	15	0.175982910486	"27.4.aE"
5	15	0.18854714493	"27.4.aE"
6	15	0.184765229907	"27.4.aE"
7	15	0.196648111745	"27.4.aE"
8	15	0.201458414659	"27.4.aE"
9	15	0.204051132489	"27.4.aE"
10	15	0.206127473686	"27.4.aE"
11	15	0.228907965021	"27.4.aE"
12	15	0.224311157354	"27.4.aE"
13	15	0.234219100528	"27.4.aE"
14	15	0.232836260508	"27.4.aE"
15	15	0.234355354297	"27.4.aE"
1	16	0.0807418245996	"27.4.aE"
2	16	0.120672631183	"27.4.aE"
3	16	0.153313326441	"27.4.aE"
4	16	0.178644273797	"27.4.aE"
5	16	0.182693078459	"27.4.aE"
6	16	0.18940221191	"27.4.aE"
7	16	0.202316395611	"27.4.aE"
8	16	0.192067968904	"27.4.aE"
9	16	0.207345150484	"27.4.aE"
10	16	0.205380224483	"27.4.aE"
11	16	0.195295551299	"27.4.aE"
12	16	0.215281827419	"27.4.aE"
13	16	0.227008881784	"27.4.aE"
14	16	0.211699622159	"27.4.aE"
15	16	0.227728604934	"27.4.aE"
1	17	0.0796130187623	"27.4.aE"
2	17	0.121885491993	"27.4.aE"
3	17	0.152745174206	"27.4.aE"
4	17	0.178205219314	"27.4.aE"
5	17	0.186297031866	"27.4.aE"
6	17	0.18929587941	"27.4.aE"
7	17	0.194806987839	"27.4.aE"
8	17	0.194336551767	"27.4.aE"
9	17	0.19868895803	"27.4.aE"
10	17	0.203520373083	"27.4.aE"
11	17	0.201901890641	"27.4.aE"
12	17	0.199214318624	"27.4.aE"
13	17	0.217012319537	"27.4.aE"
14	17	0.207875123319	"27.4.aE"
15	17	0.217846565228	"27.4.aE"
1	18	0.081770947458	"27.4.aE"
2	18	0.118958596235	"27.4.aE"
3	18	0.150185238199	"27.4.aE"
4	18	0.174464221701	"27.4.aE"
5	18	0.180311690023	"27.4.aE"
6	18	0.188221194339	"27.4.aE"
7	18	0.198847998015	"27.4.aE"
8	18	0.196312551701	"27.4.aE"
9	18	0.19908803603	"27.4.aE"
10	18	0.203905729712	"27.4.aE"
11	18	0.202970622253	"27.4.aE"
12	18	0.201809826404	"27.4.aE"
13	18	0.220657789312	"27.4.aE"
14	18	0.207160497789	"27.4.aE"
15	18	0.225091041165	"27.4.aE"
1	19	0.0776688918785	"27.4.aE"
2	19	0.117609707705	"27.4.aE"
3	19	0.148852063509	"27.4.aE"
4	19	0.17973623033	"27.4.aE"
5	19	0.182293650747	"27.4.aE"
6	19	0.185572711526	"27.4.aE"
7	19	0.189947559554	"27.4.aE"
8	19	0.190882835077	"27.4.aE"
9	19	0.209913237262	"27.4.aE"
10	19	0.204872220508	"27.4.aE"
11	19	0.209831401838	"27.4.aE"
12	19	0.211511686515	"27.4.aE"
13	19	0.224791228153	"27.4.aE"
14	19	0.221863570678	"27.4.aE"
15	19	0.231129473754	"27.4.aE"
1	20	0.0782130107469	"27.4.aE"
2	20	0.116093796156	"27.4.aE"
3	20	0.146735015546	"27.4.aE"
4	20	0.170222005602	"27.4.aE"
5	20	0.178805795517	"27.4.aE"
6	20	0.181210308285	"27.4.aE"
7	20	0.196683303966	"27.4.aE"
8	20	0.197866307616	"27.4.aE"
9	20	0.201937155178	"27.4.aE"
10	20	0.211499628131	"27.4.aE"
11	20	0.224901060777	"27.4.aE"
12	20	0.221945145663	"27.4.aE"
13	20	0.214141919465	"27.4.aE"
14	20	0.225100377626	"27.4.aE"
15	20	0.229780410975	"27.4.aE"
1	21	0.0847147353082	"27.4.aE"
2	21	0.118385703144	"27.4.aE"
3	21	0.147686282284	"27.4.aE"
4	21	0.174995322744	"27.4.aE"
5	21	0.179112867662	"27.4.aE"
6	21	0.18113554788	"27.4.aE"
7	21	0.19604141881	"27.4.aE"
8	21	0.193091010015	"27.4.aE"
9	21	0.207104225344	"27.4.aE"
10	21	0.206962041818	"27.4.aE"
11	21	0.190637496729	"27.4.aE"
12	21	0.197345240126	"27.4.aE"
13	21	0.222622332354	"27.4.aE"
14	21	0.227080454745	"27.4.aE"
15	21	0.216504897958	"27.4.aE"
1	22	0.0790404863864	"27.4.aE"
2	22	0.118234501654	"27.4.aE"
3	22	0.146239945987	"27.4.aE"
4	22	0.172460190514	"27.4.aE"
5	22	0.178987141324	"27.4.aE"
6	22	0.179624977232	"27.4.aE"
7	22	0.187656282742	"27.4.aE"
8	22	0.18641434625	"27.4.aE"
9	22	0.19936287123	"27.4.aE"
10	22	0.202516611397	"27.4.aE"
11	22	0.200442593293	"27.4.aE"
12	22	0.208367846716	"27.4.aE"
13	22	0.216679127061	"27.4.aE"
14	22	0.21270320859	"27.4.aE"
15	22	0.213273419745	"27.4.aE"
1	23	0.0773636995271	"27.4.aE"
2	23	0.116716150192	"27.4.aE"
3	23	0.148710810891	"27.4.aE"
4	23	0.178555859463	"27.4.aE"
5	23	0.182958017563	"27.4.aE"
6	23	0.191463604719	"27.4.aE"
7	23	0.190495665738	"27.4.aE"
8	23	0.192733645069	"27.4.aE"
9	23	0.198964107522	"27.4.aE"
10	23	0.210212388697	"27.4.aE"
11	23	0.222232783701	"27.4.aE"
12	23	0.209552057518	"27.4.aE"
13	23	0.228893043321	"27.4.aE"
14	23	0.222983554796	"27.4.aE"
15	23	0.232556038003	"27.4.aE"
1	24	0.0830183674465	"27.4.aE"
2	24	0.118425273406	"27.4.aE"
3	24	0.15026457702	"27.4.aE"
4	24	0.174195998716	"27.4.aE"
5	24	0.178447169362	"27.4.aE"
6	24	0.18677518893	"27.4.aE"
7	24	0.197586582815	"27.4.aE"
8	24	0.195914213166	"27.4.aE"
9	24	0.205915623732	"27.4.aE"
10	24	0.209285039624	"27.4.aE"
11	24	0.202007339871	"27.4.aE"
12	24	0.216047958107	"27.4.aE"
13	24	0.220848747146	"27.4.aE"
14	24	0.225413155355	"27.4.aE"
15	24	0.225582570391	"27.4.aE"
1	25	0.0795689954828	"27.4.aE"
2	25	0.118728921967	"27.4.aE"
3	25	0.149007397458	"27.4.aE"
4	25	0.173934428648	"27.4.aE"
5	25	0.177235779787	"27.4.aE"
6	25	0.184549913724	"27.4.aE"
7	25	0.18723417554	"27.4.aE"
8	25	0.193414619353	"27.4.aE"
9	25	0.194713818427	"27.4.aE"
10	25	0.199118829287	"27.4.aE"
11	25	0.206263133587	"27.4.aE"
12	25	0.210742248978	"27.4.aE"
13	25	0.210718581154	"27.4.aE"
14	25	0.212322589813	"27.4.aE"
15	25	0.21267437736	"27.4.aE"
1	26	0.0789641545473	"27.4.aE"
2	26	0.119266405009	"27.4.aE"
3	26	0.151438664925	"27.4.aE"
4	26	0.175641489192	"27.4.aE"
5	26	0.17883214046	"27.4.aE"
6	26	0.185785175057	"27.4.aE"
7	26	0.194634793447	"27.4.aE"
8	26	0.193238729167	"27.4.aE"
9	26	0.206061962117	"27.4.aE"
10	26	0.205975072385	"27.4.aE"
11	26	0.216360327997	"27.4.aE"
12	26	0.221059621555	"27.4.aE"
13	26	0.221758565389	"27.4.aE"
14	26	0.225911394948	"27.4.aE"
15	26	0.226067577181	"27.4.aE"
1	27	0.0772834960864	"27.4.aE"
2	27	0.117790495737	"27.4.aE"
3	27	0.149412771581	"27.4.aE"
4	27	0.171526865251	"27.4.aE"
5	27	0.18376050908	"27.4.aE"
6	27	0.183899626927	"27.4.aE"
7	27	0.192683859437	"27.4.aE"
8	27	0.198005128	"27.4.aE"
9	27	0.198116080613	"27.4.aE"
10	27	0.202280116348	"27.4.aE"
11	27	0.212552005103	"27.4.aE"
12	27	0.210124467551	"27.4.aE"
13	27	0.221513093699	"27.4.aE"
14	27	0.21258280413	"27.4.aE"
15	27	0.224358072475	"27.4.aE"
1	28	0.0797764922506	"27.4.aE"
2	28	0.117353258478	"27.4.aE"
3	28	0.148582930711	"27.4.aE"
4	28	0.172384518991	"27.4.aE"
5	28	0.183443436482	"27.4.aE"
6	28	0.186929221535	"27.4.aE"
7	28	0.192142585765	"27.4.aE"
8	28	0.197227685464	"27.4.aE"
9	28	0.203016893101	"27.4.aE"
10	28	0.21200346781	"27.4.aE"
11	28	0.213800716208	"27.4.aE"
12	28	0.215082876085	"27.4.aE"
13	28	0.233443607224	"27.4.aE"
14	28	0.231329153793	"27.4.aE"
15	28	0.233674501009	"27.4.aE"
1	29	0.0783264299976	"27.4.aE"
2	29	0.117231071839	"27.4.aE"
3	29	0.151515664751	"27.4.aE"
4	29	0.176382663344	"27.4.aE"
5	29	0.183114148331	"27.4.aE"
6	29	0.188711335498	"27.4.aE"
7	29	0.201771582678	"27.4.aE"
8	29	0.203173417126	"27.4.aE"
9	29	0.203947737374	"27.4.aE"
10	29	0.217566067174	"27.4.aE"
11	29	0.213091129294	"27.4.aE"
12	29	0.217093394785	"27.4.aE"
13	29	0.233829769154	"27.4.aE"
14	29	0.233615954435	"27.4.aE"
15	29	0.234899416352	"27.4.aE"
1	30	0.0843056460784	"27.4.aE"
2	30	0.116836439258	"27.4.aE"
3	30	0.149330307903	"27.4.aE"
4	30	0.175547418221	"27.4.aE"
5	30	0.178225862067	"27.4.aE"
6	30	0.184756117138	"27.4.aE"
7	30	0.196504858284	"27.4.aE"
8	30	0.195066523822	"27.4.aE"
9	30	0.20320817654	"27.4.aE"
10	30	0.200865303872	"27.4.aE"
11	30	0.213937533025	"27.4.aE"
12	30	0.189409922162	"27.4.aE"
13	30	0.227866690335	"27.4.aE"
14	30	0.214430104612	"27.4.aE"
15	30	0.226032071317	"27.4.aE"
1	31	0.0799271600806	"27.4.aE"
2	31	0.116536780679	"27.4.aE"
3	31	0.145659047597	"27.4.aE"
4	31	0.176424086328	"27.4.aE"
5	31	0.185226656548	"27.4.aE"
6	31	0.189136006965	"27.4.aE"
7	31	0.19581817333	"27.4.aE"
8	31	0.196292214416	"27.4.aE"
9	31	0.19934794581	"27.4.aE"
10	31	0.204920027581	"27.4.aE"
11	31	0.208323924283	"27.4.aE"
12	31	0.202597567095	"27.4.aE"
13	31	0.22359578069	"27.4.aE"
14	31	0.230765846425	"27.4.aE"
15	31	0.230694559948	"27.4.aE"
1	32	0.0880308892964	"27.4.aE"
2	32	0.119240319699	"27.4.aE"
3	32	0.153630493531	"27.4.aE"
4	32	0.177073194392	"27.4.aE"
5	32	0.181988546308	"27.4.aE"
6	32	0.190997616414	"27.4.aE"
7	32	0.194627558248	"27.4.aE"
8	32	0.197881920243	"27.4.aE"
9	32	0.199346525686	"27.4.aE"
10	32	0.207117380875	"27.4.aE"
11	32	0.219804124963	"27.4.aE"
12	32	0.22146982624	"27.4.aE"
13	32	0.222846290927	"27.4.aE"
14	32	0.226974945015	"27.4.aE"
15	32	0.227365827499	"27.4.aE"
1	33	0.084903721188	"27.4.aE"
2	33	0.121053180737	"27.4.aE"
3	33	0.152177260331	"27.4.aE"
4	33	0.177820031043	"27.4.aE"
5	33	0.185733212688	"27.4.aE"
6	33	0.183614532065	"27.4.aE"
7	33	0.195904697734	"27.4.aE"
8	33	0.197589231172	"27.4.aE"
9	33	0.206033624746	"27.4.aE"
10	33	0.20634920325	"27.4.aE"
11	33	0.223463868933	"27.4.aE"
12	33	0.218772929961	"27.4.aE"
13	33	0.228160655929	"27.4.aE"
14	33	0.230555318363	"27.4.aE"
15	33	0.231245479334	"27.4.aE"
1	34	0.0769012640187	"27.4.aE"
2	34	0.120668519914	"27.4.aE"
3	34	0.155368738071	"27.4.aE"
4	34	0.183208313396	"27.4.aE"
5	34	0.186146807176	"27.4.aE"
6	34	0.186678289517	"27.4.aE"
7	34	0.194413075352	"27.4.aE"
8	34	0.202858270524	"27.4.aE"
9	34	0.205193146453	"27.4.aE"
10	34	0.208587245756	"27.4.aE"
11	34	0.235813037818	"27.4.aE"
12	34	0.22537597152	"27.4.aE"
13	34	0.22904805953	"27.4.aE"
14	34	0.236968798963	"27.4.aE"
15	34	0.236965395702	"27.4.aE"
1	35	0.0798761842848	"27.4.aE"
2	35	0.119029852488	"27.4.aE"
3	35	0.150971245575	"27.4.aE"
4	35	0.177046572895	"27.4.aE"
5	35	0.178249028977	"27.4.aE"
6	35	0.179596691195	"27.4.aE"
7	35	0.187765477097	"27.4.aE"
8	35	0.190300211265	"27.4.aE"
9	35	0.195851364149	"27.4.aE"
10	35	0.197354847902	"27.4.aE"
11	35	0.203650326103	"27.4.aE"
12	35	0.20851517378	"27.4.aE"
13	35	0.206476052652	"27.4.aE"
14	35	0.221198851303	"27.4.aE"
15	35	0.220961525103	"27.4.aE"
1	36	0.0804049266915	"27.4.aE"
2	36	0.120965216308	"27.4.aE"
3	36	0.151630598166	"27.4.aE"
4	36	0.180180735895	"27.4.aE"
5	36	0.188010023109	"27.4.aE"
6	36	0.19125966193	"27.4.aE"
7	36	0.191787269456	"27.4.aE"
8	36	0.20418295764	"27.4.aE"
9	36	0.204646156538	"27.4.aE"
10	36	0.210544457502	"27.4.aE"
11	36	0.20114749442	"27.4.aE"
12	36	0.206366849713	"27.4.aE"
13	36	0.227459432943	"27.4.aE"
14	36	0.229261562664	"27.4.aE"
15	36	0.229304877181	"27.4.aE"
1	37	0.0802730433667	"27.4.aE"
2	37	0.115330777036	"27.4.aE"
3	37	0.146336378217	"27.4.aE"
4	37	0.171443395338	"27.4.aE"
5	37	0.177827764028	"27.4.aE"
6	37	0.177300801308	"27.4.aE"
7	37	0.181918139971	"27.4.aE"
8	37	0.189443967507	"27.4.aE"
9	37	0.20006138614	"27.4.aE"
10	37	0.204168088537	"27.4.aE"
11	37	0.195742693863	"27.4.aE"
12	37	0.211952755232	"27.4.aE"
13	37	0.221586017986	"27.4.aE"
14	37	0.224715668678	"27.4.aE"
15	37	0.224755603115	"27.4.aE"
1	38	0.0805705767373	"27.4.aE"
2	38	0.11966036596	"27.4.aE"
3	38	0.151092264383	"27.4.aE"
4	38	0.174904233716	"27.4.aE"
5	38	0.183960536173	"27.4.aE"
6	38	0.18380213026	"27.4.aE"
7	38	0.192411164125	"27.4.aE"
8	38	0.194368413639	"27.4.aE"
9	38	0.210803052688	"27.4.aE"
10	38	0.205889074163	"27.4.aE"
11	38	0.210945354492	"27.4.aE"
12	38	0.208029278999	"27.4.aE"
13	38	0.228101143527	"27.4.aE"
14	38	0.229978048435	"27.4.aE"
15	38	0.229647342853	"27.4.aE"
1	39	0.0838559283877	"27.4.aE"
2	39	0.12085865898	"27.4.aE"
3	39	0.153944089817	"27.4.aE"
4	39	0.178607144741	"27.4.aE"
5	39	0.18473869165	"27.4.aE"
6	39	0.189963919438	"27.4.aE"
7	39	0.194213430091	"27.4.aE"
8	39	0.195197075774	"27.4.aE"
9	39	0.199074065405	"27.4.aE"
10	39	0.210168229749	"27.4.aE"
11	39	0.213294290433	"27.4.aE"
12	39	0.215634535729	"27.4.aE"
13	39	0.220331785677	"27.4.aE"
14	39	0.223929747255	"27.4.aE"
15	39	0.223873241933	"27.4.aE"
1	40	0.0736548968826	"27.4.aE"
2	40	0.114620703961	"27.4.aE"
3	40	0.149321349554	"27.4.aE"
4	40	0.170870483078	"27.4.aE"
5	40	0.178679133403	"27.4.aE"
6	40	0.181184228678	"27.4.aE"
7	40	0.193267339661	"27.4.aE"
8	40	0.196374384799	"27.4.aE"
9	40	0.208831925618	"27.4.aE"
10	40	0.213020651928	"27.4.aE"
11	40	0.212605718241	"27.4.aE"
12	40	0.20020978752	"27.4.aE"
13	40	0.238405558791	"27.4.aE"
14	40	0.239493109939	"27.4.aE"
15	40	0.239426494846	"27.4.aE"
1	41	0.0793515722044	"27.4.aE"
2	41	0.116539158549	"27.4.aE"
3	41	0.144920328455	"27.4.aE"
4	41	0.174583327954	"27.4.aE"
5	41	0.175528672795	"27.4.aE"
6	41	0.181929917792	"27.4.aE"
7	41	0.185433027279	"27.4.aE"
8	41	0.18956783693	"27.4.aE"
9	41	0.20091638279	"27.4.aE"
10	41	0.197328180232	"27.4.aE"
11	41	0.208878072918	"27.4.aE"
12	41	0.211904259924	"27.4.aE"
13	41	0.218958987894	"27.4.aE"
14	41	0.220020107763	"27.4.aE"
15	41	0.219998486426	"27.4.aE"
1	42	0.0805725661279	"27.4.aE"
2	42	0.121423421218	"27.4.aE"
3	42	0.151967470654	"27.4.aE"
4	42	0.17822065141	"27.4.aE"
5	42	0.187608337953	"27.4.aE"
6	42	0.187792368363	"27.4.aE"
7	42	0.189737491587	"27.4.aE"
8	42	0.201352793845	"27.4.aE"
9	42	0.208882323622	"27.4.aE"
10	42	0.218604880274	"27.4.aE"
11	42	0.2102852177	"27.4.aE"
12	42	0.21631339567	"27.4.aE"
13	42	0.232501003862	"27.4.aE"
14	42	0.235474425211	"27.4.aE"
15	42	0.23546634214	"27.4.aE"
1	43	0.0834712354476	"27.4.aE"
2	43	0.121784884636	"27.4.aE"
3	43	0.152671126819	"27.4.aE"
4	43	0.174590808344	"27.4.aE"
5	43	0.186347365446	"27.4.aE"
6	43	0.191341173906	"27.4.aE"
7	43	0.197459230741	"27.4.aE"
8	43	0.208567767138	"27.4.aE"
9	43	0.206069239495	"27.4.aE"
10	43	0.203146377264	"27.4.aE"
11	43	0.205014085082	"27.4.aE"
12	43	0.218472082971	"27.4.aE"
13	43	0.227892198703	"27.4.aE"
14	43	0.228317285862	"27.4.aE"
15	43	0.228272820081	"27.4.aE"
1	44	0.0799536978526	"27.4.aE"
2	44	0.121731107771	"27.4.aE"
3	44	0.153016990074	"27.4.aE"
4	44	0.180040635047	"27.4.aE"
5	44	0.187182963102	"27.4.aE"
6	44	0.187693271185	"27.4.aE"
7	44	0.200055509548	"27.4.aE"
8	44	0.206045543151	"27.4.aE"
9	44	0.207667651583	"27.4.aE"
10	44	0.212410574195	"27.4.aE"
11	44	0.215332786968	"27.4.aE"
12	44	0.205425214577	"27.4.aE"
13	44	0.230190974101	"27.4.aE"
14	44	0.231322951355	"27.4.aE"
15	44	0.23137192558	"27.4.aE"
1	45	0.0806994438567	"27.4.aE"
2	45	0.115938545979	"27.4.aE"
3	45	0.147718702507	"27.4.aE"
4	45	0.172425983748	"27.4.aE"
5	45	0.180353121591	"27.4.aE"
6	45	0.184137642412	"27.4.aE"
7	45	0.191785229648	"27.4.aE"
8	45	0.196046566495	"27.4.aE"
9	45	0.197999469309	"27.4.aE"
10	45	0.197841105878	"27.4.aE"
11	45	0.205924104938	"27.4.aE"
12	45	0.216622497766	"27.4.aE"
13	45	0.217328233533	"27.4.aE"
14	45	0.222008599778	"27.4.aE"
15	45	0.222009088668	"27.4.aE"
1	46	0.0804819170696	"27.4.aE"
2	46	0.120389520836	"27.4.aE"
3	46	0.153683215571	"27.4.aE"
4	46	0.176305089958	"27.4.aE"
5	46	0.181875820951	"27.4.aE"
6	46	0.186064057124	"27.4.aE"
7	46	0.192343080284	"27.4.aE"
8	46	0.191894007129	"27.4.aE"
9	46	0.206091709871	"27.4.aE"
10	46	0.204175432692	"27.4.aE"
11	46	0.200021590871	"27.4.aE"
12	46	0.199883981379	"27.4.aE"
13	46	0.216347829172	"27.4.aE"
14	46	0.223335889284	"27.4.aE"
15	46	0.223365627143	"27.4.aE"
1	47	0.0815167462475	"27.4.aE"
2	47	0.119885505241	"27.4.aE"
3	47	0.152149376944	"27.4.aE"
4	47	0.174982352275	"27.4.aE"
